15年 2月22日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 2月22日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝2600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,くすのき賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂニホンピロヘｰラｰ, 65,藤岡佑,, 71,*  6,*  4, 4,  7.5, ②①, 1, 2,Ｇレッドソロモン, 51,バルジ,, 62,*  2,*-10, 2,  5.7,③③②, 1,12,Ｃフミノスナイパｰ, 73,藤岡佑,, 73,* 10,  -9, 4, 10.5,⑫①①, 1,11,Ｃライドオンウインド, 69,古川吉,, 78,   8,* 13, 3,  7.3,⑥④④
 2, 4,Ｃラッキｰダン, 63,丹内祐, 0.3, 70,*  6,   2, 3,  6.3, ①②, 2,15,Ａラウレアブルｰム, 64,和田竜, 0.8, 55,   1,*-16, 1,  2.1,⑩⑦④, 2, 1,Ｆマイネルアクロス, 71,丹内祐, 0.0, 76,*  9,  -2, 7, 14.8,③③③, 2,10,Ｂトップディｰヴォ, 71,四位洋, 0.1, 82,   8,* 12, 2,  5.4,⑩⑤③
 3, 1,Ｆカシノキングダム, 56,二本柳, 1.3, 55,  -5,   0, 5,  8.1, ⑦⑥, 3,16,Ｂフォルサ, 59,中谷雄, 0.9, 53,*  3, -26, 3,  6.1,①①①, 3,13,Ｉハイプレッシャｰ, 66,秋山真, 0.1, 75,   5,*  9, 6, 12.5,⑪⑫⑩, 3, 3,Ｄオｰルブラッシュ, 69,藤岡康, 0.5, 74,   6,* 11, 4, 10.9,⑧⑥⑥
 4,14,Ｄシゲルハダカマツリ, 59,吉田隼, 1.5, 53,   0,  -6, 2,  4.5, ⑤⑤, 4, 1,Ｎクリノイｰソｰ, 39,古川吉, 1.2, 52,  -1, -20,13,135.3,⑧⑧⑤, 4, 5,Ａペンタトニック, 79,藤岡康, 0.2, 74,   6,   2, 1,  2.9,⑧⑨⑧, 4, 6,Ａジェルブドｰル, 77,バルジ, 0.9, 71,*  9,   3, 1,  1.9,④②②
 5, 6,Ｇタピエス, 55,和田竜, 1.7, 51,  -4,  -5, 6,  9.9, ⑨⑧, 5,10,Ｈウインティアラ, 50,柴田大, 1.4, 54,  -1, -16, 9, 34.9,⑬⑫⑪, 5, 6,Ｂルｰベンスクラフト, 76,原田和, 0.2, 73,   6,   0, 9, 17.6,⑥⑥⑥, 5, 4,Ｋドラゴンバロｰズ, 60,秋山真, 1.2, 70,   4,  10,10, 33.6,⑫⑫⑧
 6,10,Ａメイショウフライキ, 67,秋山真, 1.8, 54,   3, -10, 1,  2.8, ③④, 6, 8,Ｊシェルム, 47,津村明, 1.7, 47,   0, -26,16,202.6,⑨⑨⑧, 6,11,Ｈチェイスザゴｰルド, 70,和田竜, 0.4, 71,*  9,  -8,11, 37.8,④⑤⑤, 6,15,Ｆモルトベｰネ, 66,酒井学, 1.4, 69,*  9,   0, 5, 13.0,⑤③⑤
 7,11,Ｋヌンチェルラ, 39,丸田恭, 2.0, 45,  -8,  -5, 9, 68.1, ⑪⑩, 7, 7,Ｌクリノトイトイ, 45,柴田善, 2.1, 45,  -2, -29,12, 83.8,⑫⑩⑩, 7, 2,Ｌテンカイチ, 63,長岡禎, 0.4, 74,   5,*  5,13,113.6,⑬⑪⑪, 7, 9,Ｉミツバ, 62,和田竜, 1.4, 70,   6,   4, 7, 22.4,⑪⑦⑦
 8, 5,Ｅティアップサンダｰ, 59,黛弘人, 2.0, 48,  -4,  -7, 7, 17.2, ⑧⑨, 8, 3,Ｍゼンノアヴィット, 42,秋山真, 2.1, 42,*  2, -38, 4, 10.3,⑤④③, 8, 7,Ｇマッチボックス, 71,松田大, 0.8, 69,   5,  -2, 2,  4.6,⑩⑩⑫, 8,12,Ｇフミノミニスタｰ, 65,藤岡佑, 1.5, 64,*  9,  -2, 6, 21.3,①①①
 9, 3,Ｊオウキュウ, 45,伴啓太, 2.1, 48,   0, -11, 8, 18.2, ④③, 9,11,Ｄパピプペポ, 53,吉田隼, 2.5, 40,   1, -41,10, 37.1,⑦⑤⑨, 9, 9,Ｄサンドラバロｰズ, 73,田辺裕, 0.9, 69,* 10, -16, 3,  7.1,②④④, 9, 2,Ｈコンセギｰル, 62,武幸四, 2.5, 63,   0,   5, 9, 28.4,⑬⑬⑬
10,13,Ｍレモンイエロｰ, 37,藤岡康, 2.2, 46,  -5,  -8,11, 79.9, ⑩⑫,10, 6,Ｐモアザンワｰズ, 38,中井裕, 2.7, 42, -13,*-10,18,347.1,⑱⑱⑱,10,10,Ｅモンテエクリプス, 72,柴田善, 1.1, 67,   8, -13,10, 18.5,⑦⑧⑦,10, 8,Ｎプロセルピナ, 44,西田雄, 3.1, 61,  -3,   7,14,311.3,⑭⑭⑭
11, 9,Ｈペイシャンスイット, 52,長岡禎, 2.2, 47,  -2, -11,13,199.5, ⑥⑦,11,12,Ｆエイシンカリバｰン, 52,丸山元, 2.7, 39,  -8, -24,11, 48.4,⑰⑰⑰,11, 3,Ｊマルクナッテ, 65,丸田恭, 1.1, 67,   7, -11, 8, 15.7,⑤⑦⑨,11, 1,Ｌタムロダイチ, 59,松田大, 3.9, 52,   4, -14,12, 63.4,⑦⑪⑨
12,12,Ｌサンコｰルドウェル, 38,丸山元, 2.4, 42,  -8,  -8,14,314.0, ⑫⑪,12,14,Ｅライブリファｰスト, 53,高倉稜, 2.7, 40,  -5, -31, 7, 22.7,⑭⑭⑬,12, 4,Ｍスズカロｰラｰ, 58,丸山元, 1.2, 65,* 10, -23, 5, 12.2,①②②,12, 5,Ｍメイショウオヤシオ, 56,岡田祥, 4.0, 53,   5, -16,13,145.7,⑨⑩⑪
13, 2,Ｉファｰマベリｰ, 46,酒井学, 2.5, 42, -22,  -1,10, 79.9, ⑬⑬,13, 5,Ｋジェイポップ, 45,藤岡佑, 2.7, 39,   1, -44, 8, 23.1,④⑥⑦,13, 8,Ｋロワサｰブル, 65,バルジ, 3.5, 52,   5, -37,12, 39.8,⑨⑬⑬,13,13,Ｅラブミｰテンダｰ, 66,丸田恭, 5.1, 41,   6, -28,11, 45.1,③⑨⑫
14, 7,Ｎスティｰルブルグ, 34,西田雄, 2.5, 44, -29,*  3,12,187.3, ⑭⑭,14, 9,Ｃパラベンス, 56,酒井学, 3.0, 37,  -2, -39, 5, 11.4,⑥⑬⑭,,,,,,,,,,,,,14, 7,Ｊフロイデシュｰネル, 61,田辺裕, 5.3, 42,   6, -29, 8, 25.4,②⑧⑩
,,,,,,,,,,,,15,13,Ｉマサノボｰラｰ, 49,伴啓太, 3.0, 37,  -8, -29,17,275.8,⑯⑯⑫,,,,,,,,,,,,,15,14,Ｏホシヅキヨ, 37,嶋田純, 5.7, 42,  -6, -10,15,354.5,⑮⑮⑮
,,,,,,,,,,,,16,18,Ｑストレｰザ, 35,丸田恭, 3.5, 33,  -6, -40,14,174.8,⑮⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,17,Ｒタイキフロンティア, 30,藤岡康, 3.5, 37,*  2, -59, 6, 18.5,②②⑥,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 4,Ｏティｰアイアｰチ, 39,松岡正, 4.4, 32,  -2, -61,15,190.9,⑪⑪⑮,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:不良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-15 馬場:重(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:不良(指数:-6),,,,,,,,,,,
"単勝:750円 複勝:08=270円 04=190円 01=230円 枠連:1,880円",,,,,,,,,,,,単勝:570円 複勝:02=150円 15=120円 16=170円 枠連:730円,,,,,,,,,,,,"単勝:1,050円 複勝:12=350円 01=430円 13=370円 枠連:5,190円",,,,,,,,,,,,"単勝:730円 複勝:11=210円 10=210円 03=270円 枠連:2,290円",,,,,,,,,,,
"馬連:2,020円 ワイド:04-08=660円 01-08=810円 01-04=520円",,,,,,,,,,,,馬連:820円 ワイド:02-15=300円 02-16=560円 15-16=240円,,,,,,,,,,,,"馬連:8,770円 ワイド:01-12=2,000円 12-13=1,410円 01-13=3,170円",,,,,,,,,,,,"馬連:1,970円 ワイド:10-11=710円 03-11=870円 03-10=1,060円",,,,,,,,,,,
"馬単:3,950円 3連複:3,460円 3連単:19,250円",,,,,,,,,,,,"馬単:2,010円 3連複:1,340円 3連単:8,730円",,,,,,,,,,,,"馬単:14,640円 3連複:30,430円 3連単:204,370円",,,,,,,,,,,,"馬単:4,530円 3連複:4,910円 3連単:26,420円",,,,,,,,,,,
■ 2R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝1800m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,,,,,,,,,,,,,小倉大賞典 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｈハナズリベンジ, 67,丸田恭,, 64,* -2,   8, 4,  9.0,⑩④④, 1,15, ブランドベルグ,---,松田大,, 54,*-15,*  1, 1,  2.7,③③③, 1,11,Ｌヴァッフシュテルケ, 62,和田竜,, 75,*  7,  -1, 7, 14.9, ⑤④, 1, 6,Ｄカレンブラックヒル, 89,秋山真,, 82,* 21, -13, 3,  5.4,②①①
 2, 8,Ｅグランドエンジェル, 69,黛弘人, 0.3, 66,* -2,   5, 3,  4.5,⑤③③, 2, 2, ララエクラテｰル,---,和田竜, 0.5, 49, -16,* -3, 4, 14.5,④⑤④, 2,12,Ｃジェラテリアバｰル, 68,丸山元, 0.1, 71,   4,   0, 4,  7.5, ⑦⑦, 2, 2,Ｋコスモソｰンパｰク, 83,丹内祐, 0.1, 82,  16,* -7, 6, 13.6,⑬⑧⑤
 3, 3,Ａスズカシャｰマン, 72,秋山真, 0.4, 64,  -4,   9, 1,  3.0,⑫⑦⑦, 3,11, パンテｰラネロ,---,田辺裕, 1.0, 42, -16, -10, 7, 18.6,⑩⑦⑥, 3, 3,Ｉクｰルジョジョ, 64,松田大, 0.2, 68,  -3,*  7,12, 32.1, ⑯⑯, 3, 1,Ｆダコｰル, 85,藤岡佑, 0.2, 81,  14,* -3,11, 19.0,⑮⑬⑩
 4, 5,Ｊヒデノヒロイン, 65,松田大, 0.5, 64,* -3,   5, 7, 23.8,①①①, 4, 1, アドマイヤナイト,---,藤岡康, 1.2, 39,*-13, -17, 2,  3.8,①①①, 4, 7,Ｍラドゥガ, 62,長岡禎, 0.2, 68,  -1,*  4,15, 50.4, ⑬⑬, 4,10,Ｂキャトルフィｰユ, 91,バルジ, 0.4, 79,  18, -13, 5, 11.8,⑨⑦③
 5, 7,Ｂラクリモｰサ, 71,丸山元, 0.7, 62,  -3,   5, 2,  4.3,④⑤⑤, 5,13, ジェット,---,酒井学, 1.6, 34, -16, -19, 5, 17.3,⑤⑥⑤, 5, 9,Ｅエクスシア, 68,伴啓太, 0.2, 70,   2,   2,13, 33.2, ⑨⑨, 5,13,Ｐマイネルミラノ, 77,柴田大, 0.7, 77,* 19, -21, 7, 14.8,⑦④②
 6,13,Ｄエイユｰラピス, 69,酒井学, 0.8, 60,* -2,   1, 5,  9.2,②②②, 6, 5, サトノダイレンサ,---,柴田善, 1.6, 38, -18, -11, 3,  5.1,⑪⑪⑨, 6, 5,Ｂグランツ, 69,津村明, 0.3, 69,*  7,  -5, 9, 17.7, ③②, 6,11,Ａマコトブリジャｰル, 94,四位洋, 0.7, 78,  13,* -7,12, 31.7,⑪⑮⑯
 7,11,Ｆリｰスリング, 68,伴啓太, 0.8, 63,  -8,* 12, 9, 38.0,⑮⑮⑮, 7, 6, クロスザボｰダｰ,---,中谷雄, 1.7, 35, -17, -17,11, 57.7,⑧⑧⑦, 7, 8,Ｆヒルノクオリア, 67,四位洋, 0.5, 63,  -6,*  6, 5,  9.0, ⑱⑱, 7, 4,Ｃラングレｰ, 90,和田竜, 0.7, 76,  15, -13, 1,  4.0,⑫⑫⑪
 8, 4,Ｉメイショウマツシマ, 66,古川吉, 0.9, 62,  -6,   8,12, 73.0,⑨⑫⑬, 8,16, コスモサンズサン,---,柴田大, 1.9, 37, -21, -11,16,121.3,⑨⑬⑫, 8, 2,Ｈレｰヴドプランス, 64,バルジ, 0.5, 66,   4,  -5, 2,  6.3, ⑥⑤, 8,16,Ｈレッドレイヴン, 85,柴田善, 0.9, 74,  16, -17, 2,  4.9,⑩⑨⑥
