15年 6月20日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 6月20日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ2100m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■10R  芝1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,相模湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂシトロン, 55,嘉藤貴,, 52,   2,*-18, 2,  5.8, ④④, 1, 2, ハｰドロッカｰ,,五十嵐,,,,, 2,  6.6,①①①, 1, 6,Ｏクｰルエイジア, 52,柴田善,, 68,* 10,*-11, 7, 16.5,①①①, 1, 9,Ｂアンジェリック, 77,田辺裕,, 74,   3,* 10, 1,  2.1, ⑩⑨
 2,10,Ａダイワダッチェス, 56,横山典, 0.1, 50,   2,*-18, 1,  1.2, ⑤⑤, 2, 3, メテオｰロ,,金子光,207.0,,,, 3,  7.1,⑤③③, 2, 2,Ａキｰルコネクション, 64,戸崎圭, 0.2, 67,*  9,*-11, 3,  6.8,⑤⑤③, 2, 3,Ａクリノタカラチャン, 79,横山典, 0.2, 73,   2,*  9, 4,  7.2, ⑧⑧
 3, 6,Ｄスリラｰインマニラ, 46,内田博, 0.4, 47,  -1, -19, 5, 26.9, ⑦⑦, 3, 9, ハクユウドルフィン,,難波剛,207.4,,,, 7, 25.9,⑥⑥②, 3,13,Ｈテイエムゴｰケツ, 60,吉田豊, 0.9, 61,   8, -16,13, 78.3,⑥⑥⑥, 3, 4,Ｆヒルノケアンズ, 69,柴田善, 0.3, 72,   7,   0, 7, 42.7, ③④
 4, 8,Ｇキタイチサクラ, 42,中谷雄, 0.6, 44,  -6,*-15, 3, 10.0, ⑩⑨, 4, 4, トｰセンセカイオｰ,,小野寺,208.0,,,, 4, 12.9,⑬⑩⑧, 4,11,Ｅトｰセンリバティ, 62,武士沢, 1.0, 62,   8, -15, 5,  8.7,⑦⑦⑨, 4,12,Ｃエデンロック, 72,北村宏, 0.3, 74,  11,  -5, 2,  4.3, ④③
 5,12,Ｉカトルラポｰル, 36,西田雄, 0.8, 41,  -5, -20, 9,179.9, ⑨⑩, 5, 6, レッドヴィｰヴォ,,上野翔,208.1,,,, 8, 28.7,⑨⑨⑨, 5, 5,Ｂラブトゥｰマッチ, 63,横山典, 1.1, 60,   8, -16, 2,  3.7,⑧⑨⑧, 5, 6,Ｄエネアド, 72,戸崎圭, 0.4, 71,   5,   4, 3,  6.0, ⑦⑦
 6, 9,Ｃルキナ, 49,吉田豊, 0.8, 44,*  4, -32, 4, 14.8, ③③, 6, 8, ゴｰルデンヒｰロｰ,,平沢健,208.5,,,, 1,  1.6,⑦④⑦, 6, 3,Ｌテイエムソラトブ, 58,大野拓, 1.4, 60,   7, -16,15,172.8,⑬⑬⑩, 6,11,Ｇライブリシュネル, 69,吉田豊, 0.5, 70,   6,  -1, 6, 25.7, ⑤⑤
 7, 2,Ｌコスモブランカ, 30,松岡正, 1.0, 41,  -7,*-18,10,188.2, ⑫⑫, 7, 1, ウメジマダイオｰ,,草野太,208.9,,,, 6, 17.3,⑧⑦⑤, 7, 7,Ｍダイリュウスタｰ, 56,石橋脩, 1.4, 59,   6, -15,12, 77.2,⑭⑭⑭, 7, 1,Ｅアメリ, 70,内田博, 0.5, 70,   4,   2, 5,  7.3, ⑥⑥
 8, 3,Ｆメロメロパンチ, 43,石川裕, 1.1, 38,*  4, -36, 8,122.4, ②②, 8, 5, ラグジｰドライブ,,高野和,209.5,,,,11, 65.0,⑪⑪⑪, 8, 4,Ｇエタｰナルクライ, 60,内田博, 1.6, 58,   8, -19, 1,  3.1,⑪⑪⑪, 8, 2,Ｈキングクリチャン, 67,宮崎北, 1.0, 70,* 24, -34, 9, 73.8, ①①
