15年 4月19日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 4月19日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  ダ1400m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陽春ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａティンバレス, 63,川田将,, 69,*  5,* -1, 1,  1.3,②②①, 1, 8,Ｄグランディフロｰラ, 59,松山弘,, 68,   0,* -1, 1,  3.5,⑥⑦⑤, 1, 2,Ｂテｰオｰレイチェル, 70,川田将,, 74,   5,*  4, 2,  3.3, ⑤④, 1,12,Ｃアメｰジングタクト, 81,松山弘,, 85,   8,* 13, 1,  1.9, ⑨⑦
 2,12,Ｋマッカナバラ, 49,松山弘, 0.1, 69,   3,*  1, 9, 40.7,⑦⑤④, 2, 4,Ｋピアノコンチェルト, 49,柴田未, 0.5, 63,  -1,  -5,15,230.8,⑩⑤⑥, 2, 1,Ｃヒデノヒロイン, 68,幸英明, 0.6, 70,*  8,  -3, 1,  2.9, ②②, 2,13,Ｆサンライズネガノ, 80,鮫島克, 0.4, 83,* 17,   1, 4,  9.7, ③③
 3, 9,Ｆタイセイマリｰン, 56,北村友, 1.0, 62,   3,  -4, 8, 35.2,⑩⑦⑦, 3, 5,Ｉジョヴィアル, 56,川田将, 0.5, 61,*  1, -11,10, 32.0,③②③, 3, 5,Ｉジョディｰズロマン, 67,国分優, 0.7, 68,   5,  -1,13,113.3, ⑦⑥, 3, 7,Ｇキタサンミカヅキ, 79,武士沢, 0.4, 79,   5,* 12, 3,  9.1, ⑫⑪
 4, 7,Ｊパヴェダイヤモンド, 51,藤岡康, 1.1, 61,   3,  -6,14,144.7,⑭⑥⑥, 4, 3,Ｆミッキｰカｰニバル, 59,小牧太, 0.6, 61,  -3,  -4, 2,  4.2,⑨⑩⑨, 4,11,Ｈアブニｰル, 67,藤田伸, 0.8, 67,   2,   1, 5, 13.9, ⑧⑦, 4, 2,Ｊプリサイスエｰス, 78,国分優, 0.6, 78,   6,  10,11, 32.3, ⑩⑩
 5,10,Ｄメイショウセセラギ, 58,太宰啓, 1.4, 62,   0,* -3, 6, 30.1,⑬⑭⑬, 5,10,Ｅシゲルシチフクジン, 59,高倉稜, 0.8, 60,  -1,  -9,11, 71.6,⑦⑧⑧, 5, 9,Ｎポロタン, 59,岩崎翼, 1.0, 64,  -3,*  6,15,162.8, ⑮⑬, 5,16,Ａメイショウロフウ, 85,秋山真, 0.7, 81,* 20,  -5, 5, 10.0, ②②
 6,15,Ｂユウキエナｰジｰ, 59,岡田祥, 1.4, 62,   3, -11, 2,  6.0,⑤④⑤, 6,12,Ｊトワイライトキッス, 51,吉田豊, 0.8, 61,  -6,* -1, 9, 28.2,⑬⑭⑬, 6, 7,Ｇレモンティｰ, 67,北村友, 1.0, 64,   1,   1, 8, 22.5, ⑩⑨, 6, 5,Ｉエｰシングリズリｰ, 78,太宰啓, 0.7, 80,  12,   4, 7, 20.3, ⑥⑤
 7, 2,Ｅエナジャイズ, 57,国分優, 1.6, 58,   2,  -8,11, 52.9,⑥⑩⑩, 7, 6,Ｃゴｰルドエッセンス, 60,藤岡康, 0.9, 61,  -4,  -3, 3,  5.9,⑫⑫⑫, 7,10,Ｄボストンビリｰヴ, 68,義英真, 1.0, 62,  -5,*  7, 6, 15.5, ⑯⑮, 7, 9,Ｋドリｰムコンサｰト, 77,岩崎翼, 0.9, 77,   9,   4, 9, 25.8, ⑦⑧
 8,11,Ｉトウカイヒロイン, 51,高倉稜, 1.8, 59,   1,  -9,10, 43.7,⑫⑪⑧, 8, 1,Ｂオマケ, 62,城戸義, 1.0, 56,  -3,  -9, 8, 20.9,⑧⑨⑪, 8,13,Ｌハイキｰトｰン, 63,鮫島克, 1.2, 62,  -1,   1,10, 49.9, ⑫⑩, 8, 3,Ｈセイラ, 79,国分恭, 0.9, 74,   0,* 13, 8, 21.5, ⑯⑭
 9, 5,Ｃモンドリュミエｰル, 58,義英真, 2.5, 52,   0, -13, 4, 21.5,⑨⑬⑪, 9, 2,Ｈヒメキヨヒダカ, 57,太宰啓, 1.0, 55,*  2, -21, 7, 20.8,①①①, 9, 3,Ｅシナｰラ, 68,田中健, 1.3, 63,   2,  -2,16,178.5, ⑨⑪, 9, 6,Ｂミリオンヴォルツ, 83,藤岡康, 0.9, 77,  14,  -1, 2,  7.2, ④④
10, 8, アサバスカ,---,秋山真, 2.9, 48,   0, -17, 5, 25.6,⑧⑫⑫,10, 7,Ｇナムラオツウ, 58,幸英明, 1.1, 58,  -1, -13, 4,  6.1,⑤⑥⑦,10, 6,Ｊムｰントラベラｰ, 65,高倉稜, 1.3, 63,   0,   1, 4, 11.7, ⑪⑫,10, 4,Ｎグランプリブルｰ, 74,幸英明, 1.2, 72,   3,   8,12, 64.9, ⑬⑬
