15年 5月31日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 5月31日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1400m 4歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安土城ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｊレンズフルパワｰ, 54,藤岡康,, 75,*  6,*  5, 9, 23.5, ①①, 1, 1, メイショウゼロセン,,森一馬,,,,, 3,  5.0,①①①, 1,11,Ｎテｰオｰビックバン, 65,城戸義,, 74,* 11,  -5, 1,  3.4, ①①, 1, 8,Ａウリウリ, 90,浜中俊,, 91,  15,  14, 1,  1.7, ⑦⑥
 2, 6,Ｆカシノランド, 60,城戸義, 0.3, 73,*  4,*  5, 5, 10.7, ③④, 2,11, ファイアｰシチｰ,,小坂忠,197.0,,,, 6, 10.8,⑨④④, 2,15,Ｃエｰシンマイェスタ, 72,太宰啓, 0.1, 75,   4,*  8, 4, 10.7, ⑯⑯, 2, 1,Ｎホウライアキコ, 75,津村明, 0.2, 90,* 23,  -1, 2,  6.6, ①①
 3,16,Ａタイキラトナンジュ, 74,加藤祥, 0.7, 69,*  6,   0, 2,  5.2, ②②, 3, 4, サチゴロウ,,佐久間,197.7,,,, 5, 10.2,⑥③③, 3,14,Ｂマイネリベルタス, 72,高倉稜, 0.1, 77,   9,   1, 7, 18.9, ⑨⑧, 3, 2,Ｅダノンプログラマｰ, 86,北村友, 0.3, 86,  11,  14,11, 46.7, ⑩⑨
 4, 3,Ｋサｰティグランド, 53,水口優, 0.7, 68,  -5,* 10,12,174.0, ⑨⑨, 4,10, メイショウライウン,,田村太,198.3,,,, 4, 10.0,⑤②②, 4, 3,Ｊマラムデｰル, 67,池添謙, 0.2, 73,  10,  -5, 9, 22.1, ③⑤, 4, 6,Ｊウイングザムｰン, 79,藤田伸, 0.4, 85,  11,  12, 3, 10.5, ⑪⑩
 5,10,Ｅヤマイチシンバ, 61,鮫島克, 1.0, 65,   1,   1, 6, 15.5, ⑥⑦, 5,13, マイネルドメニカ,,上野翔,198.9,,,,10, 25.7,⑧⑥⑤, 5, 1,Ｏティｰエスネオ, 63,大野拓, 0.4, 71,   8,  -5,10, 27.1, ⑥⑨, 5,10,Ｇプリムラブルガリス, 81,四位洋, 0.4, 84,   8,* 19, 5, 12.5, ⑭⑭
 6,13,Ｇホッコｰビフレスト, 59,国分優, 1.2, 63,*  4,  -3, 8, 19.2, ④③, 6,12, ホトトヤエ,,五十嵐,199.9,,,, 9, 19.4,⑫⑨⑨, 6, 5,Ａエインセル, 78,松田大, 0.4, 73,   6,*  2, 2,  4.2, ⑫⑭, 6, 9,Ｃドレッドノｰト, 87,太宰啓, 0.5, 85,* 19,   0,13, 88.5, ③③
 7, 9,Ｈショウナンラｰジャ, 57,幸英明, 1.6, 62,   1,  -3, 7, 18.7, ⑤⑥, 7, 6, アスタｰコリント,,林満明,200.0,,,,12, 40.8,⑩⑦⑦, 7, 6,Ｉピエｰルドリュヌ, 68,幸英明, 0.5, 72,   7,  -2, 5, 10.8, ⑪⑪, 7, 3,Ｈニンジャ, 80,藤岡康, 0.6, 84,  17,   3, 4, 10.7, ⑤④
 8, 1,Ｄドラグｰン, 61,浜中俊, 1.7, 60,   0,  -4, 1,  2.3, ⑦⑤, 8, 5, クリノキングムｰン,,平沢健,200.3,,,, 1,  4.1,③⑤⑥, 8, 8,Ｋウイントゥモロｰ, 66,義英真, 0.5, 70,  10,  -8,11, 29.3, ⑤⑥, 8, 7,Ｄメイショウヤタロウ, 86,高田潤, 0.7, 81,  10,  11, 6, 18.3, ⑬⑬
