15年11月 1日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年11月 1日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2750m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1800m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,きんもくせい特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂガルガンチュア, 55,大野拓,, 55,  -2,* -2, 5, 10.3,⑫⑨⑥, 1, 2, エイシンフランキｰ,,森一馬,,,,, 1,  2.9,⑤③③, 1, 5,Ａハッピｰノリチャン, 75,伴啓太,, 71,*  5,   9, 1,  2.7, ③③, 1, 7,Ｈケルフロイデ, 44,石橋脩,, 68, -12,* 15, 4,  8.5,⑥⑤⑤
 2, 8,Ｈエヌケイボｰイ, 38,井上敏, 0.0, 51,*  0,  -9, 6, 14.2,②①①, 2, 9, プラスワン,,草野太,180.4,,,, 3,  4.7,⑨⑤②, 2,15,Ｂハッシュ, 71,川須栄, 0.1, 70,*  6,   6, 3,  5.9, ①①, 2, 4,Ｂダンツプリウス, 58,丸山元, 0.2, 64, -13,  13, 5, 10.1,②④③
 3,11,Ａハギノグランコｰト, 61,川須栄, 0.2, 54,  -6,*  0, 1,  2.6,⑪⑫⑪, 3, 7, アイティテイオｰ,,大江原,180.7,,,, 2,  3.4,③①①, 3, 2,Ｊユメノマイホｰム, 65,津村明, 0.4, 65,  -3,* 11,11, 37.1, ⑩⑧, 3, 5,Ａキャプテンペリｰ, 62,大野拓, 0.3, 62,*-11,   8, 2,  3.3,④③②
 4, 9,Ｄレディｰゴｰ, 48,木幡初, 0.3, 51,* -1, -10, 2,  4.4,④②②, 4, 3, メイケイヘリオス,,黒岩悠,181.7,,,, 8, 26.4,④⑦⑥, 4, 1,Ｌコウユｰココロザシ, 61,村田一, 0.6, 64,   1,   5,12, 40.0, ④④, 4, 6,Ｇスクエアフォｰルド, 50,丸田恭, 0.3, 64, -14,* 15, 6, 15.8,⑤⑥⑥
 5, 7,Ｅビッグランチ, 46,伴啓太, 0.8, 49,  -1, -12, 4,  8.4,⑧⑤⑤, 5, 1, アスタｰコリント,,林満明,182.1,,,, 5, 13.9,⑧⑥⑧, 5, 7,Ｏテンテマリ, 57,大野拓, 0.6, 64,  -4,  10,15, 88.1, ⑭⑬, 5, 8,Ｅマツリダバッハ, 52,吉田隼, 0.5, 60, -14,  10, 1,  2.6,⑦⑦⑦
 6, 6,Ｃシャインプラチナム, 52,石橋脩, 0.9, 46,  -1, -14, 8, 27.1,⑦③④, 6, 8, オｰルデフィｰト,,五十嵐,182.2,,,, 4,  6.4,⑥⑧⑦, 6, 9,Ｐラドゥガ, 57,長岡禎, 0.6, 64,   2,   4,14, 79.8, ⑤⑤, 6, 3,Ｆガｰネットバロｰズ, 50,勝浦正, 0.8, 60, -16,  12, 7, 28.8,⑧⑧⑧
 7,10,Ｋモリトオオトネ, 33,勝浦正, 1.0, 45,  -4, -10, 9, 38.2,⑭⑪⑨, 7, 6, タンブルブルｰタス,,石神深,182.3,,,, 6, 14.5,②④⑤, 7, 4,Ｄダノンビｰナス, 69,木幡初, 0.6, 64,*  4,   2, 2,  5.7, ②②, 7, 1,Ｃカｰプストリｰマｰ, 57,松若風, 1.6, 42,*-10, -12, 3,  4.1,①①①
 8,13,Ｌマイネルアクティヴ, 32,丹内祐, 1.2, 46,  -3, -11,10, 44.5,⑩⑩⑩, 8, 5, テイエムナデュｰラ,,佐久間,183.2,,,, 9, 52.1,①②④, 8, 6,Ｎニュｰエディション, 58,松田大, 0.6, 64,   0,   6, 8, 24.5, ⑦⑥, 8, 2,Ｄポッドガゼｰル, 57,横山和, 1.8, 41,*-11, -14, 8, 57.4,③②④
 9, 3,Ｇコントロｰルタワｰ, 41,加藤祥, 1.4, 44,  -3, -14,12, 88.2,⑥⑧⑦, 9, 4, エンパイアライン,,山本康,183.3,,,, 7, 17.9,⑦⑨⑨, 9,10,Ｉマカゼコイカゼ, 65,横山和, 0.7, 63,  -6,* 12,16,117.1, ⑮⑪,,,,,,,,,,,,
10,15,Ｆハヤブサミカリン, 41,吉田隼, 1.6, 42,  -2, -18, 3,  5.4,③⑥③,,,,,,,,,,,,,10, 8,Ｍジョｰヌダンブル, 60,勝浦正, 0.7, 62,  -3,   7,10, 31.8, ⑪⑫,,,,,,,,,,,,
11, 1,Ｍスラッシュ, 30,藤懸貴, 1.8, 41,  -7, -10,14,130.6,⑬⑬⑫,,,,,,,,,,,,,11, 3,Ｅコスモマイルｰル, 68,井上敏, 0.7, 62,  -8,* 13, 7, 21.0, ⑯⑯,,,,,,,,,,,,
12,14,Ｊシゲルババチャン, 38,松若風, 1.9, 42,  -2, -20,11, 47.2,⑤⑦⑧,,,,,,,,,,,,,12,13,Ｃオｰルオブユｰ, 71,鮫島克, 1.0, 58,   0,   1, 5,  9.7, ⑧⑨,,,,,,,,,,,,
13, 4,Ｏパｰプルスクエア, -1,中井裕, 4.2, 26, -13, -21,13,117.8,⑮⑮⑮,,,,,,,,,,,,,13,12,Ｇコリャコリャ, 66,田中勝, 1.2, 56,  -3,   1, 6, 15.9, ⑫⑮,,,,,,,,,,,,
14, 2,Ｉドラゴンイモン, 38,津村明, 6.4, 14,  -1, -59, 7, 26.0,①④⑬,,,,,,,,,,,,,14,14,Ｋボンボンキャスト, 64,丸田恭, 1.4, 52,  -3,  -2, 4,  7.6, ⑬⑭,,,,,,,,,,,,
15, 5,Ｎクラウンアミｰラ, 21,丸田恭, 6.4, 13,  -8, -47,15,219.0,⑨⑭⑭,,,,,,,,,,,,,15,11,Ｈクインスウィｰティ, 65,加藤祥, 1.4, 53,   2,  -7,13, 66.2, ⑥⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｆハナズプルメリア, 68,城戸義, 1.7, 49,   0,  -8, 9, 28.0, ⑨⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,030円 複勝:12=260円 08=340円 11=110円 枠連:1,210円",,,,,,,,,,,,単勝:290円 複勝:02=110円 09=140円 07=140円 枠連:740円,,,,,,,,,,,,単勝:270円 複勝:05=140円 15=200円 02=510円 枠連:710円,,,,,,,,,,,,単勝:850円 複勝:07=220円 04=210円 05=140円 枠連:0円,,,,,,,,,,,
"馬連:6,500円 ワイド:08-12=1,600円 11-12=460円 08-11=730円",,,,,,,,,,,,馬連:720円 ワイド:02-09=250円 02-07=200円 07-09=300円,,,,,,,,,,,,"馬連:880円 ワイド:05-15=450円 02-05=1,830円 02-15=3,230円",,,,,,,,,,,,"馬連:3,900円 ワイド:04-07=730円 05-07=480円 04-05=420円",,,,,,,,,,,
