15年 5月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 5月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 4R  芝2890m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
 9,13,Ｄスマｰトゾロ, 59,藤田伸, 1.6, 50,  -2,  -4, 2,  6.3, ⑧⑧, 9, 2, フィオリア,,林満明,192.4,,,, 8, 26.7,⑤⑨⑨, 9, 3,Ｃシュヴァリエ, 72,丸山元, 0.8, 63,  -4,  -1, 3,  7.4, ⑧⑧, 9,14,Ｇジェイケイネオ, 69,伊藤工, 1.6, 63,   2,   3, 9, 24.6,⑮⑮⑮
10, 7,Ｇスｰパｰルミナル, 56,松田大, 2.5, 40,  -4, -10, 5, 13.9, ⑨⑨,10,13, インキュベｰタｰ,,金子光,194.1,,,,12,131.8,⑪⑪⑪,10,16,Ｆミュゼリトルガｰル, 68,木幡初, 1.0, 60,   0,  -8, 5, 10.3, ⑤⑤,10,15,Ｅプロレタリアト, 71,長岡禎, 1.7, 65,   0,* 12, 2,  5.4,⑯⑯⑯
11,10,Ｍメイショウラガｰル, 22,鮫島良, 2.6, 40,  -9,  -5,15,292.4, ⑬⑬,11, 9, ビッグプレゼンタｰ,,小野寺,194.7,,,,13,174.4,⑬⑫⑫,11, 9,Ｊインヴォｰク, 62,丸田恭, 1.2, 57,*  3, -15, 9, 36.5, ①①,11, 1,Ｋマルクナッテ, 65,丸田恭, 1.7, 62,   5,  -5,11, 35.8,⑫⑫⑫
12, 5,Ｋハイスピｰドバイオ, 42,丹内祐, 2.9, 36, -10,  -7,14,247.1, ⑭⑭,12,11, タイセイボルト,,草野太,194.9,,,,10, 59.1,⑩⑩⑩,12, 1,Ｏマコトシニョｰラ, 53,丹内祐, 1.3, 60,  -5,  -2,13,118.9, ⑫⑭,12, 6,Ｌハッピｰセｰラｰ, 63,田中博, 1.9, 60,   6, -12,15,102.3,⑪⑨⑪
13, 9,Ｎヤマニンブルｰテ,  1,伊藤工, 3.1, 33, -16,  -4,11,165.9, ⑮⑮,13, 3, マグメル,,石神深,195.1,,,, 9, 41.9,⑫⑬⑬,13, 2,Ｐクイｰンベジタブル, 51,オｰル, 1.4, 57, -11,   0,14,133.1, ⑯⑯,13,12,Ｍムｰドスウィングス, 63,津村明, 2.6, 54,   4, -17, 6, 12.8,⑬⑬⑬
14, 3,Ｌユキンコ, 34,オｰル, 3.3, 34,  -4, -17,10, 83.6, ⑩⑩,14, 7, ヒカリヴェロニカ,,高野和,197.9,,,,14,232.6,⑭⑭⑭,14,11,Ｎグロｰバルシップ, 55,長岡禎, 1.4, 56,  -1, -11,16,214.6, ⑦⑦,14, 8,Ｎユｰカリノカゼ, 63,西田雄, 2.6, 53,   6, -23,14, 64.7,⑧⑪⑩
15,15, クインズリケサス,---,難波剛, 4.1, 26,  -8, -21,13,195.6, ⑫⑫,,,,,,,,,,,,,15,12,Ｌキュｰルエアリス, 59,国分優, 1.6, 52,*  1, -17,15,159.7, ③③,15,11,Ａキタサンキンボシ, 75,荻野琢, 2.7, 53,*  9, -31, 1,  4.2,③③④
,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｍスパイスシャワｰ, 56,嶋田純, 1.9, 49,   0, -20,12, 92.7, ④④,16, 3,Ｆルｰベンスクラフト, 70,原田和, 3.3, 49,   7, -38,12, 45.4,④⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,
単勝:150円 複勝:08=110円 06=210円 04=440円 枠連:490円,,,,,,,,,,,,"単勝:550円 複勝:05=170円 01=180円 12=150円 枠連:1,050円",,,,,,,,,,,,"単勝:460円 複勝:14=170円 07=120円 15=1,050円 枠連:400円",,,,,,,,,,,,単勝:760円 複勝:10=210円 04=180円 02=470円 枠連:790円,,,,,,,,,,,
"馬連:660円 ワイド:06-08=340円 04-08=800円 04-06=1,870円",,,,,,,,,,,,"馬連:1,260円 ワイド:01-05=470円 05-12=350円 01-12=310円",,,,,,,,,,,,"馬連:430円 ワイド:07-14=260円 14-15=5,840円 07-15=3,560円",,,,,,,,,,,,"馬連:1,810円 ワイド:04-10=670円 02-10=2,760円 02-04=1,790円",,,,,,,,,,,
"馬単:950円 3連複:3,310円 3連単:6,740円",,,,,,,,,,,,"馬単:2,320円 3連複:1,300円 3連単:8,310円",,,,,,,,,,,,"馬単:1,350円 3連複:14,360円 3連単:64,080円",,,,,,,,,,,,"馬単:3,530円 3連複:16,920円 3連単:87,790円",,,,,,,,,,,
■ 2R  芝1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 5R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 8R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝1000m 4歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,韋駄天ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂディリジェンテ, 56,津村明,, 51,  -5,*  4, 2,  3.8, ⑩⑨, 1,13,Ｉスカｰレットデビル, 54,丸田恭,, 58,   2,  -5,10, 26.1, ⑨⑨, 1, 5,Ｂサンマルホｰム, 70,西村太,, 70,   0,* 10, 5, 14.4, ⑭⑬, 1, 5,Ｊフレイムヘイロｰ, 78,西田雄,, 86,  -1,* 16,15, 94.8,   
 2,16,Ａラバニｰユ, 66,村田一, 0.3, 49,   0,  -6, 1,  3.2, ⑤⑤, 2,10,Ａサトノダヴィンチ, 60,川島信, 0.1, 58,   2,  -5, 1,  3.1, ⑬⑪, 2, 1,Ｍテｰオｰビックバン, 60,城戸義, 0.0, 66,*  2,   1, 3, 10.1, ①①, 2, 6,Ｇネロ, 81,村田一, 0.1, 85,   3,  12, 1,  3.2,   
 3,15,Ｄジュビリｰライン, 52,オｰル, 0.5, 48,  -5,*  2, 8, 16.1, ⑧⑩, 3,16,Ｈタガノヴェリテ, 55,松田大, 0.1, 60,  -2,*  3, 4,  8.4, ⑭⑮, 3,12,Ｅヤマニンバステト, 68,菅原隆, 0.1, 67,  -1,*  6, 9, 26.9, ⑦⑧, 3,14,Ｃアｰスソニック, 83,津村明, 0.2, 82,   1,  12, 5, 13.2,   
 4, 5,Ｊトウカイストラｰダ, 36,西田雄, 0.5, 43,*  4, -19,10, 62.0, ①①, 4, 8,Ｄウソハッピャク, 58,オｰル, 0.2, 56,*  6, -16, 3,  8.2, ①①, 4, 8,Ａランドオザリｰル, 78,義英真, 0.1, 66,  -1,*  6, 1,  2.0, ⑥⑨, 4, 4,Ｅヘニｰハウンド, 82,川島信, 0.2, 84,  -9,* 18,11, 23.2,   
 5, 9, アマレッティ,---,伊藤工, 0.6, 46, -10,*  5, 4, 10.7, ⑭⑭, 5, 3,Ｆリガｰドリング, 58,津村明, 0.3, 57,  -2,*  1, 9, 19.8, ⑯⑯, 5,14,Ｄダｰクファンタジｰ, 68,鮫島克, 0.2, 65,  -1,*  6, 2,  4.7, ⑨⑪, 5,13,Ａセイコｰライコウ, 88,勝浦正, 0.3, 81,   1,  10, 2,  4.5,   
 6,14,Ｇエｰデルフラウ, 41,義英真, 0.7, 44,   0, -12, 7, 14.6, ④④, 6,11,Ｃスタｰチェイサｰ, 59,木幡初, 0.3, 54,*  5, -15, 5,  9.3, ③④, 6, 6,Ｃクリｰルハヤテ, 68,小野寺, 0.2, 65,  -1,   4, 4, 12.8, ⑫⑩, 6, 7,Ｄスマｰトオリオン, 82,大野拓, 0.3, 82,  -8,* 16, 6, 15.8,   
 7, 6,Ｉトラストニｰケｰ, 39,丸山元, 0.7, 43,  -1, -13, 5, 10.9, ③③, 7, 2,Ｋマイネルクレイモア, 52,丹内祐, 0.3, 55,*  5, -15, 7, 15.5, ④⑤, 7, 4,Ｐヤマニンアルゴシｰ, 57,原田和, 0.3, 65,   0,   3,11, 39.6, ⑤⑦, 7,15,Ｌニザエモン, 77,松田大, 0.4, 79,*  5,   6, 9, 20.7,   
 8,12,Ｃエンジェルキッス, 56,藤田伸, 0.9, 42,  -6,  -5, 6, 11.5, ⑪⑫, 8, 9,Ｌコアレスフェｰブル, 51,嶋田純, 0.4, 56,   0,  -4,13,119.2, ⑩⑫, 8, 9,Ｇタイセイポラリス, 66,平野優, 0.5, 63,  -3,*  6, 7, 24.2, ⑬⑭, 8,16,Ｋアンゲネｰム, 78,丸田恭, 0.4, 80,  -9,* 16, 8, 17.0,   
 9, 7,Ｆキラメキオトメ, 42,三津谷, 1.2, 37,   0, -21,12,146.8, ②②, 9,12,Ｇハイオンザリスト, 57,大野拓, 0.5, 54,   3, -15, 6, 14.8, ⑥⑥, 9, 7,Ｈミッキｰサクセス, 64,森一馬, 0.7, 59,*  1,  -5,13, 53.0, ④⑤, 9,11,Ｂサカジロロイヤル, 84,国分優, 0.5, 77,  -1,   9, 3,  6.0,   
10, 8,Ｈティｰアイアｰチ, 40,丸田恭, 1.6, 33,  -8, -11,14,217.4, ⑫⑪,10, 7,Ｅバウトナカヤマ, 58,川須栄, 1.0, 47,*  6, -27, 8, 17.1, ②②,10,10,Ｌフォワｰドカｰル, 60,中井裕, 0.8, 60,  -2,  -2,14, 76.5, ⑪⑫,10, 3,Ｎブライトチェリｰ, 75,オｰル, 0.5, 78,  -5,  12, 7, 16.0,   
11,11, ワイカヘ,---,鮫島克, 1.7, 31,  -5, -20, 3,  4.9, ⑦⑦,11,14,Ｐメトロノミック, 36,勝浦正, 1.0, 48,  -1, -13,16,263.0, ⑫⑬,11, 2,Ｎウイングオブハｰツ, 59,木幡初, 0.8, 58,*  1,  -6, 8, 26.3, ③④,11, 2,Ｉモグモグパクパク, 79,丹内祐, 0.6, 77, -12,  14,13, 55.5,   
12, 1,Ｌヴァミュｰズ, 22,荻野琢, 2.0, 28,  -8, -20, 9, 37.9, ⑨⑧,12, 1,Ｎニシノエルドｰル, 41,鮫島克, 1.2, 47,   0, -15,15,257.5, ⑮⑭,12,11,Ｋヴィンセンツイヤｰ, 62,長岡禎, 0.8, 57,*  2, -10,10, 34.2, ⑧③,12, 1,Ｈメイショウツガル, 81,伊藤工, 0.6, 76,  -5,  10,16,102.1,   
13, 3,Ｋハシッテイイトモ, 27,城戸義, 2.1, 27,  -5, -28,15,229.6, ⑥⑥,13,15,Ｊマインドシフト, 53,原田和, 1.2, 46,   2, -22,12, 86.1, ⑦⑧,13,15,Ｉピｰスメｰカｰ, 64,三津谷, 0.9, 56,*  1,  -9,12, 40.1, ②②,13,12,Ｐエンプレスラブ, 73,鮫島克, 0.7, 74,  -1,   6,14, 70.6,   
14,13,Ｅアスタｰロマｰネ, 44,国分優, 2.2, 27,  -8, -21,11, 70.0, ⑬⑬,14, 4,Ｍクドｰス, 46,伊藤工, 1.3, 46,  -1, -16,11, 48.6, ⑪⑩,14,16,Ｆメイショウグレア, 67,野中悠, 1.0, 58,  -3,  -1,15, 90.0, ⑮⑮,14, 8,Ｆエｰシントップ, 82,川須栄, 0.7, 73,*  7,   1, 4, 10.8,   
15,10, スルｰオベスト,---,丹内祐, 2.5, 23, -10, -23,13,168.3, ⑮⑮,15, 6,Ｂトｰホウスペンサｰ, 59,丸山元, 3.2, 30,*  5, -58, 2,  3.8, ⑤③,15,13,Ｊピｰキｰ, 64,嶋田純, 1.3, 54,  -3,  -4, 6, 18.0, ⑯⑯,15, 9,Ｏフギン, 73,藤田伸, 0.8, 73,   3,   2,10, 23.2,   
16, 2, ツジガハナ,---,木幡初, 4.0,  9, -22, -21,16,277.3, ⑯⑯,16, 5,Ｏメイショウカイヘイ, 39,城戸義, 3.3, 29,   2, -51,14,159.7, ⑧⑦,16, 3,Ｏケンブリッジアｰサ, 57,花田大, 1.5, 50,*  1, -18,16,265.5, ⑩⑥,16,10,Ｍシャトルアップ, 75,丸山元, 0.8, 72,*  4,   0,12, 45.6,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,
単勝:380円 複勝:04=140円 16=140円 15=240円 枠連:460円,,,,,,,,,,,,"単勝:2,610円 複勝:13=610円 10=160円 16=240円 枠連:5,040円",,,,,,,,,,,,"単勝:1,440円 複勝:05=260円 01=340円 12=490円 枠連:2,000円",,,,,,,,,,,,"単勝:9,480円 複勝:05=1,700円 06=160円 14=370円 枠連:19,180円",,,,,,,,,,,
馬連:570円 ワイド:04-16=220円 04-15=730円 15-16=610円,,,,,,,,,,,,"馬連:4,330円 ワイド:10-13=1,460円 13-16=2,270円 10-16=440円",,,,,,,,,,,,"馬連:6,620円 ワイド:01-05=1,990円 05-12=3,320円 01-12=3,620円",,,,,,,,,,,,"馬連:19,550円 ワイド:05-06=5,520円 05-14=12,930円 06-14=1,210円",,,,,,,,,,,
"馬単:1,040円 3連複:2,030円 3連単:7,490円",,,,,,,,,,,,"馬単:12,060円 3連複:7,560円 3連単:69,180円",,,,,,,,,,,,"馬単:14,920円 3連複:40,830円 3連単:286,050円",,,,,,,,,,,,"馬単:49,700円 3連複:76,160円 3連単:739,890円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■12R  ダ1800m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白馬岳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｋサトノメダリスト, 53,松田大,, 69,*  6,   4, 2,  4.3,②②②, 1, 5,Ｉレアヴェントゥｰレ, 69,藤田伸,, 82,* 12,   6, 6, 14.5, ①①, 1, 1,Ｌフェンガリ, 67,義英真,, 74,* -1,  16,13, 87.4,①①①, 1, 8,Ｎエリｰフェアリｰ, 70,丹内祐,, 76,  14,  -1,11, 58.8,⑤⑦④
 2, 3,Ｂフェブカリエンテ, 68,国分優, 0.4, 66,   1,*  9, 1,  3.1,⑬⑨⑨, 2, 3,Ｈニシノイナズマ, 69,オｰル, 1.1, 70,   6,   2,11, 31.8, ⑥⑥, 2, 9,Ｅアクアマリンブレス, 74,鮫島克, 0.0, 74,* -2,* 16, 6,  9.1,②②②, 2, 3,Ｊショウリノウタゲ, 75,オｰル, 0.1, 76,  15,  -5, 9, 32.7,④④③
 3,10,Ａカナラズカナラズ, 70,津村明, 0.5, 64,*  7,  -2, 3,  5.8,①①①, 3,13,Ｌリッシンロケット, 66,木幡初, 1.1, 68,  -3,* 11, 5, 11.6, ⑬⑬, 3,12,Ｆシｰリｰヴェｰル, 73,松田大, 0.2, 74,* -2,  16, 1,  3.4,③③③, 3,15,Ｋゴｰイングベル, 74,鮫島良, 0.8, 72,* 16, -12,13, 98.7,③③②
 4, 1,Ｅノｰブルカイザｰ, 59,義英真, 0.6, 65,*  6,  -1,11, 51.3,③③③, 4, 8,Ｂビｰビｰボイジャｰ, 73,丸山元, 1.3, 69,   8,  -2, 2,  4.6, ⑤⑤, 4,14,Ａプレスアテンション, 77,大野拓, 0.3, 73,  -3,  16, 5,  8.7,⑨⑤④, 4, 5,Ｌアイアイエンデバｰ, 72,西田雄, 0.9, 74,  10,*  0,12, 59.0,⑫⑫⑫
 5,13,Ｃジョｰハリス, 62,城戸義, 0.6, 68,   2,*  8,10, 46.7,⑧⑧⑦, 5, 2,Ａミキノグランプリ, 77,津村明, 1.3, 69,   9,  -2, 1,  3.7, ④④, 5, 4,Ｈパラティｰノ, 73,丸田恭, 0.4, 71,  -3,  16, 2,  6.1,④④⑤, 5,10,Ｈアスカクイン, 76,丸山元, 0.9, 73,   9,*  1, 8, 31.7,⑬⑬⑪
 6, 9,Ｄヒルノケルン, 60,鮫島良, 0.9, 63,   4,   0, 5,  9.7,⑥⑥⑤, 6, 4,Ｄドラゴンスパン, 71,伊藤工, 1.4, 66,   2,   3, 9, 19.4, ⑨⑪, 6, 5,Ｄトゥヴァビエン, 74,高田潤, 0.6, 72,  -6,* 18, 7, 12.9,⑩⑪⑩, 6, 6,Ｍタガノコルコバｰド, 72,城戸義, 0.9, 75,  15,  -8,15,193.8,⑥⑤⑥
 7, 7,Ｌメイショウメイザン, 52,大野拓, 1.9, 58,   0,   0, 7, 15.6,⑪⑪⑫, 7,15,Ｎタカミル, 60,大庭和, 1.6, 67,* 10,  -6,14,175.0, ③③, 7, 2,Ｊオンワｰドハンタｰ, 71,川島信, 0.8, 72,  -5,* 17,11, 26.0,⑪⑫⑪, 7,12,Ｉメイショウサリマン, 76,田中博, 1.0, 73,   7,*  5,14,166.4,⑮⑮⑭
 8, 8,Ｊメイショウゲントク, 55,村田一, 2.1, 57,  -1,   0, 9, 29.0,⑫⑭⑬, 8, 6,Ｋハクユウカンベエ, 68,松田大, 1.6, 68,* 10,  -6,12, 50.1, ②②, 8, 7,Ｉセプテントリオ, 71,勝浦正, 1.1, 67,  -4,  11, 8, 18.5,⑬⑥⑦, 8,13,Ｆメジャｰステップ, 76,大野拓, 1.6, 67,  13, -13, 3,  5.4,⑩⑧⑧
 9,14,Ｎモエレプロシｰド, 47,丸田恭, 2.4, 53,  -1,  -4,14,192.4,⑭⑫⑪, 9,10,Ｍビットプレスト, 65,丸田恭, 1.6, 63,  -2,   6,13,161.0, ⑫⑫, 9, 6,Ｋテイエムコンドル, 71,川須栄, 1.2, 71,  -6,  16, 9, 19.9,⑦⑬⑭, 9, 7,Ｏサｰランスロット, 69,丸田恭, 1.8, 65,  12, -12, 7, 29.8,⑨⑨⑨
10, 6,Ｆノｰブルクリスタル, 59,丸山元, 2.7, 50,*  6, -18, 6, 13.8,⑤④④,10,12,Ｃサクラエルカミｰノ, 72,勝浦正, 1.9, 63,   3,  -2, 3,  5.0, ⑪⑩,10,11,Ｃハッピｰロｰド, 75,津村明, 1.2, 65,  -4,  11, 3,  7.6,⑫⑧⑥,10, 9,Ｂインストレｰション, 83,津村明, 2.1, 62,  13, -18, 1,  2.7,⑦⑥⑦
11,15,Ｏドクタｰミルズ, 43,木幡初, 4.2, 42,   1, -23,13,138.7,⑨⑩⑩,11, 9,Ｇブルｰミｰフラワｰ, 70,丹内祐, 1.9, 59, -10,* 10, 7, 14.8, ⑮⑭,11,13,Ｂシップウ, 77,藤田伸, 1.4, 66,  -5,  10, 4,  7.9,⑭⑨⑨,11, 4,Ｇトｰセンゴｰジャス, 76,菅原隆, 2.5, 62,  12, -18,10, 36.6,⑪⑩⑩
12,11,Ｈハｰランズキング, 55,藤田伸, 4.3, 42,   5, -31, 8, 16.0,④⑤⑥,12,14,Ｅロｰドメビウス, 71,鮫島克, 2.0, 61,   5,  -5, 4,  7.7, ⑧⑨,12, 8,Ｍノｰブルプラネット, 67,丸山元, 1.5, 67,  -7,  15,12, 33.8,⑮⑮⑮,12, 2,Ｅニシノゲンキマル, 78,村田一, 5.2, 46,* 16, -50, 6, 24.6,①②⑤
13, 2,Ｉトゥルエノ, 55,川須栄, 4.3, 43,   4, -28,15,407.6,⑦⑦⑧,13, 7,Ｆビコｰミハイル, 71,佐久間, 2.1, 61,   3,  -4,10, 24.2, ⑩⑧,13, 3,Ｇチュウワストライク, 73,荻野琢, 1.8, 62,  -5,   7,10, 21.4,⑤⑩⑫,13,11,Ｄサクセスグロｰリｰ, 79,松田大, 5.8, 44,* 18, -60, 2,  4.0,②①①
14, 5,Ｍウォｰタｰセドナ, 48,勝浦正, 7.3, 26,  -1, -47,12,131.4,⑩⑬⑭,14, 1,Ｊウインオｰラム, 69,義英真, 2.2, 60,   5,  -7, 8, 17.2, ⑦⑦,14,15,Ｎフェイトアゲン, 64,丹内祐, 1.9, 61,  -3,   5,14,127.3,⑥⑦⑧,14,14,Ａゴダｰル, 84,川須栄, 6.3, 42,  12, -50, 4,  7.8,⑧⑪⑮
,,,,,,,,,,,,15,11,Ｏワンダｰダｰク, 55,荻野琢, 3.0, 51,  -9,   0,15,203.7, ⑭⑮,15,10,Ｏクリノジュロウジン, 58,木幡初, 2.1, 62,  -6,   7,15,270.9,⑧⑭⑬,15, 1,Ｃホワイトフリｰト, 80,伊藤工, 6.4, 39,   9, -45, 5,  9.2,⑭⑭⑬
