15年12月20日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年12月20日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 7R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  ダ2000m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾍﾞﾃﾙｷﾞｳｽｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｉアナフィエル, 45,武豊  ,, 58, -11,*  7, 5, 15.5, ⑬⑫, 1, 1,Ｈロｰドスタｰ, 55,アッゼ,, 65,* -2,   0, 4,  7.6, ⑤⑤, 1,10,Ｃサンライズアルブル, 73,浜中俊,, 77,*  5,* 13, 5,  9.2,③③③, 1, 1,Ｄマイネルバイカ, 88,アッゼ,, 90,* 13,  14, 5, 12.8,①①①
 2, 6,Ｃスｰセントマリｰ, 51,デムｰ, 0.2, 59,*  2,  -9, 1,  1.5, ①①, 2,18,Ｄタニノアｰバンシｰ, 63,和田竜, 0.0, 67,* -2,   0, 3,  5.1, ⑦⑥, 2, 3,Ａニホンピロシナバｰ, 73,幸英明, 0.3, 76,   4,* 13, 4,  7.6,⑥⑤⑤, 2, 6,Ｉアスカノロマン, 86,太宰啓, 0.3, 88,* 11,  14, 3,  5.4,③③③
 3,15,Ｌリバｰサイドパｰク, 40,小牧太, 0.6, 53, -10,* -1, 7, 19.9, ⑫⑪, 3,14,Ｏピッツィカｰト, 47,浜中俊, 0.0, 68,  -8,* 11, 8, 20.0, ⑱⑱, 3,12,Ｋマコトグロズヌイ, 68,田辺裕, 1.0, 68,*  7,   0, 6, 14.0,②②②, 3, 5,Ｆイッシンドウタイ, 87,田辺裕, 0.4, 88,  11,* 16,10, 40.2,⑥⑥⑦
 4, 2,Ｋチャｰミングリリ, 44,幸英明, 0.7, 54,  -5,  -5,11,101.8, ⑧⑦, 4,17,Ｌミッキｰシャンティ, 51,岩田康, 0.0, 68,  -5,*  7, 7, 14.3, ⑮⑭, 4,11,Ｇオウケンワｰルド, 70,岩田康, 1.4, 66,*  7,  -4, 1,  3.7,①①①, 4, 3,Ａドコフクカゼ, 95,岩田康, 0.4, 88,  11,  15, 1,  2.6,④④⑥
 5, 8,Ｄシゲルカマス, 51,田辺裕, 0.7, 54,  -3,  -7, 9, 56.8, ⑥⑥, 5,10,Ｆファンタサイズ, 59,川田将, 0.3, 63,* -2,  -3, 2,  5.0, ⑥⑦, 5, 7,Ｈヤマカツライデン, 70,池添謙, 1.4, 69,   2,   6,11, 28.6,⑤⑥⑥, 5, 4,Ｂトウシンイｰグル, 91,和田竜, 0.6, 86,* 12,  11, 8, 21.5,②②②
 6, 1,Ｅメモリｰマニフィカ, 50,和田竜, 0.7, 51,  -9,  -3, 4,  9.0, ⑨⑨, 6, 2,Ｑテラノヴァ, 39,デムｰ, 0.5, 60,  -6,   1, 1,  3.2, ⑫⑫, 6, 8,Ｍウェｰブキング, 66,川田将, 1.4, 71,  -2,* 16, 2,  4.7,⑮⑮⑭, 6,11,Ｊモズライジン, 86,中谷雄, 0.7, 87,   9,* 16, 4,  7.1,⑪⑪⑪
 7,14,Ｂスパイチャクラ, 58,浜中俊, 1.0, 51,  -1, -12, 3,  8.7, ④③, 7,13,Ｂナムラルパン, 64,幸英明, 0.6, 60,* -1, -11, 5,  7.7, ③③, 7, 9,Ｅモズマッテタワ, 73,小崎綾, 1.8, 66,  -1,   8, 9, 25.8,⑨⑫⑫, 7, 2,Ｈマイネルクロップ, 87,デムｰ, 0.7, 85,  10,  14, 6, 16.0,⑦⑦⑨
 8, 7,Ｇタヒチアンムｰン, 48,小崎綾, 1.6, 46,*  1, -20,12,103.8, ②②, 8, 5,Ｎカラクプア, 48,武豊  , 0.7, 58,  -4,  -6, 6, 12.3, ⑧⑧, 8,13,Ｏブロウユアマインド, 58,小牧太, 1.8, 66,*  6,  -3,13, 54.3,④④④, 8, 7,Ｋスタｰバリオン, 84,蛯名正, 0.8, 87,   9,  15,11, 40.5,⑩⑩⑩
 9,11,Ｈパｰプルミラクル, 47,田中健, 1.7, 45, -11,  -8,14,349.8, ⑪⑬, 9,11,Ａゼットマックイｰン, 66,池添謙, 0.7, 59,  -3,  -6,12, 72.5, ⑪⑪, 9, 6,Ｄロｰザズカレッジ, 73,松山弘, 2.0, 66,   0,   6, 3,  5.5,⑪⑩⑩, 9, 9,Ｃナリタハリケｰン, 89,池添謙, 1.4, 82,  11,   6, 7, 20.1,⑤⑤④
