15年 4月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 4月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1600m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
10,10,Ｉウエスタンジュリア, 50,田中勝, 2.1, 48, -10,  -5,12,222.3,⑨⑬⑯,10,14,Ｏカキツバタ, 16,武士沢, 0.4, 55, -10,* 11,14,294.5, ⑪⑪,10, 9,Ｎエルゴレア, 59,柴山雄, 0.8, 62,* 19, -19, 5, 10.8,③③③,10, 9,Ｋコスモミレネｰル, 71,嘉藤貴, 0.5, 70,* 14, -12, 8, 20.5,④②②
11, 4,Ｌホホエムオンナ, 44,国分優, 2.3, 45, -11,  -5,14,307.1,⑯⑭⑫,11, 6,Ｈティティショウジュ, 54,柴山雄, 0.5, 52, -12,* 10,10, 61.8, ⑭⑫,11,14,Ｅコスモラパン, 71,嘉藤貴, 0.8, 67,  11,  -4,12, 40.6,④④④,11,13,Ｄボブキャット, 78,伊藤工, 0.7, 66,  11, -12, 5,  9.5,⑤③④
12, 8,Ｎラファｰガ, 43,秋山真, 2.5, 41,* -8, -14, 9,102.5,①③④,12, 8,Ｋクドｰス, 48,伊藤工, 1.3, 45, -11,   3, 8, 27.3, ⑫⑬,12, 3,Ａオンタケハｰト, 75,勝浦正, 0.9, 66,   2,   8, 3,  6.3,⑫⑬⑭,12, 5,Ｆアｰマｰクラッド, 76,藤田伸, 0.7, 70,   2,   7, 7, 19.3,⑫⑪⑪
13,11,Ｋミエル, 46,柴山雄, 2.7, 39,  -9, -15,10,107.1,⑤⑤⑥,13, 3,Ｎキョウエイビジン, 35,嘉藤貴, 1.7, 43, -12,   1,16,533.2, ⑬⑭,13,16,Ｐスプリングシャトル, 40,村田一, 1.2, 63,  -3,  10,15,235.8,⑬⑮⑯,13,10,Ｍシベリアンタイガｰ, 65,柴山雄, 0.8, 65,* 14, -18,12, 66.7,②①①
14, 3,Ｈエフティアシュリｰ, 52,木幡初, 2.9, 40,  -9, -16,15,329.6,⑫⑦⑪,14, 2,Ｌロゼスピリッツ, 47,大庭和, 1.8, 41, -14,   1,15,309.8, ⑮⑮,14, 8,Ｏニシノスタイル, 54,江田勇, 1.2, 61,   6,  -3,16,336.8,⑩⑨⑩,14,14,Ｎサウンドバラッド, 62,秋山真, 0.9, 65,   9,  -9,14,158.2,⑥⑥⑦
15, 9,Ｏルスナイエリザベス, 41,柴田未, 3.2, 39, -12, -12,16,453.2,⑭⑮⑭,15,12, デルマハチゴロウ,---,柴田未, 1.9, 40, -22,   7,13,232.9, ⑯⑯,15,10,Ｌクリノハッチャン, 64,大庭和, 1.4, 61,  -1,   6, 9, 26.3,⑯⑯⑮,,,,,,,,,,,,
16,13,Ｐエリｰアイズ, 41,伊藤工, 3.3, 37, -13, -11,13,276.5,⑩⑯⑮,16, 1,Ｉフジサンボンド, 53,村田一, 2.7, 33,  -1, -19,12,184.5, ④⑤,16, 4,Ｋタイザンホクト, 65,国分優, 2.3, 46,* 19, -42,14,161.8,①①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,
単勝:670円 複勝:12=190円 05=380円 06=110円 枠連:500円,,,,,,,,,,,,単勝:930円 複勝:05=200円 04=130円 11=270円 枠連:900円,,,,,,,,,,,,"単勝:1,510円 複勝:05=430円 15=190円 12=240円 枠連:2,790円",,,,,,,,,,,,単勝:350円 複勝:07=150円 03=200円 12=170円 枠連:460円,,,,,,,,,,,
"馬連:5,850円 ワイド:05-12=1,160円 06-12=280円 05-06=460円",,,,,,,,,,,,"馬連:1,120円 ワイド:04-05=440円 05-11=1,540円 04-11=460円",,,,,,,,,,,,"馬連:3,050円 ワイド:05-15=1,210円 05-12=1,830円 12-15=710円",,,,,,,,,,,,"馬連:1,280円 ワイド:03-07=480円 07-12=380円 03-12=930円",,,,,,,,,,,
"馬単:9,730円 3連複:1,770円 3連単:21,360円",,,,,,,,,,,,"馬単:3,010円 3連複:3,130円 3連単:20,170円",,,,,,,,,,,,"馬単:7,480円 3連複:7,040円 3連単:54,560円",,,,,,,,,,,,"馬単:2,030円 3連複:2,400円 3連単:10,770円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 8R  ダ2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■11R  芝1200m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,春雷ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｃワンラヴワンハｰト, 59,藤田伸,, 58,* -1,*  6, 2,  3.9, ③②, 1, 4,Ａダｰクネブラス, 62,蛯名正,, 58,  -6,   1, 1,  2.5,③⑤⑤, 1, 5,Ｄサトノセレリティ, 70,蛯名正,, 75,  -4,* 21, 2,  3.5,③③②, 1,12,Ａサカジロロイヤル, 85,国分優,, 84,* -3,  16, 5,  7.1, ②②
 2, 7,Ｄトミケンキルカス, 55,三浦皇, 0.2, 56,*  0,   3, 4, 17.2, ①①, 2,10,Ｄマウントミッチェル, 55,秋山真, 0.0, 56,  -6,   2, 5,  8.9,⑥⑥⑥, 2, 8,Ｇジャックポット, 65,江田照, 0.3, 71,* -3,  16, 9, 74.4,①①①, 2, 2,Ｇスマｰトオリオン, 81,蛯名正, 0.2, 82,  -5,  16, 1,  3.8, ④④
 3, 2,Ａシャトルソニック, 69,蛯名正, 0.2, 56,  -4,*  7, 1,  1.3, ④③, 3, 9,Ｇルレイヴ, 46,田中勝, 0.0, 63, -12,* 12, 3,  5.9,⑮⑭⑭, 3, 4,Ａトゥインクル, 78,大野拓, 0.5, 71,  -4,  16, 3,  3.8,⑥⑤⑥, 3, 8,Ｃニンジャ, 83,柴山雄, 0.2, 83, -11,* 22, 8, 23.9, ⑩⑩
 4,16,Ｈヤマニンピエドｰル, 51,江田照, 0.3, 55,  -3,   5, 5, 32.0, ⑥⑥, 4, 8,Ｆトｰカティヴ, 51,江田照, 0.2, 51,* -5,  -4, 8, 24.9,④③③, 4, 2,Ｆキネオフライト, 66,勝浦正, 0.5, 71,  -4,  17, 8, 27.6,⑤⑥⑤, 4, 4,Ｆメイショウツガル, 81,秋山真, 0.3, 80,  -5,  15, 7, 15.1, ⑤⑤
 5,13,Ｂリッコデラコルト, 60,石川裕, 0.6, 53,  -3,   2, 3, 10.6, ⑤⑤, 5,15,Ｂウインスペクトル, 60,三浦皇, 0.2, 55,  -8,   1, 2,  4.0,⑪⑧⑧, 5, 9,Ｃバンクシｰ, 71,柴山雄, 0.5, 70,  -4,  16, 7, 26.3,④④④, 5, 3,Ｂカハラビスティｰ, 83,石川裕, 0.4, 77,* -1,  10, 2,  5.9, ①①
 6, 3,Ｅヴァｰサス, 54,柴山雄, 1.4, 44,  -6,  -2, 7, 54.5, ⑦⑦, 6,16,Ｊサトノファンタス, 43,藤田伸, 0.4, 55,  -8,   2, 9, 46.0,⑫⑩⑪, 6,10,Ｊピｰキｰ, 56,内田博, 0.6, 71,  -4,  17, 4, 11.8,⑦⑦⑧, 6,10,Ｌエｰルブリｰズ, 77,三浦皇, 0.6, 77, -12,  17, 3,  6.0, ⑪⑪
 7,11,Ｋスマｰトガｰル, 43,国分優, 1.6, 43,  -6,  -4,11,189.9, ⑨⑨, 7, 6,Ｅインスタントリｰ, 52,大野拓, 0.7, 53, -12,*  4, 7, 24.3,⑭⑮⑰, 7, 6,Ｂドラゴンズタイム, 76,三浦皇, 0.7, 73,  -4,  17, 1,  2.4,⑨⑧⑦, 7,11,Ｊルチャドルアスｰル, 77,平野優, 0.6, 75,* -4,  10,10, 29.4, ③③
 8,10,Ｇディナｰル, 51,木幡初, 1.7, 44,  -5,  -4,15,322.3, ⑧⑧, 8,17,Ｐコスモヴェルフェン, 26,柴田未, 0.9, 48,  -9,  -4,14,158.8,⑧⑫⑨, 8, 7,Ｉキングラナキラ, 59,石川裕, 0.7, 70,* -3,  13, 5, 16.8,②②③, 8, 9,Ｉアフォｰド, 78,田中勝, 0.7, 78, -13,  18, 4,  6.3, ⑫⑬
 9, 1,Ｐシゲルノマオイ, 17,内田博, 1.9, 40, -22,*  8,12,205.2, ⑮⑮, 9, 5,Ｑブラヴュｰラ, 24,大庭和, 0.9, 54, -14,*  8,15,207.0,⑰⑰⑯, 9, 3,Ｅクラウンシュバルツ, 68,国分優, 2.2, 62,  -6,   8, 6, 16.9,⑩⑩⑩, 9,13,Ｎミヤジエムジェイ, 75,大野拓, 0.7, 75,  -8,  12,15,113.8, ⑥⑥
10,14,Ｌサンコｰルドウェル, 40,岩部純, 2.4, 35, -15,  -3,16,396.4, ⑬⑬,10,13,Ｃディアエスタｰド, 55,勝浦正, 0.9, 43,  -6, -13, 4,  8.4,⑤④④,10, 1,Ｈニュｰコネクション, 61,武士沢, 2.3, 60,  -6,   5,10,171.0,⑧⑨⑨,10, 6,Ｈブランダムｰル, 81,村田一, 0.7, 75,  -9,  14, 9, 24.5, ⑧⑨
11,12,Ｎミスライト, 30,嘉藤貴, 2.5, 35,  -9,  -9, 9,126.4, ⑫⑪,11, 1,Ｉトｰセンパンサｰ, 45,内田博, 1.0, 42,* -3, -18,13,112.3,①①①,,,,,,,,,,,,,11,16,Ｄキングオブロｰ, 82,勝浦正, 0.7, 77, -19,* 23, 6, 12.2, ⑯⑮
12, 8,Ｏイワ, 28,伊藤工, 2.5, 34,* -1, -16, 8, 62.4, ②④,12, 7,Ｏドリｰムアラウンド, 32,嘉藤貴, 1.1, 43,  -8, -12,12,106.8,⑦⑦⑦,,,,,,,,,,,,,12,15,Ｏティアップゴｰルド, 72,嘉藤貴, 0.8, 75, -15,  18,16,187.8, ⑭⑭
13, 6,Ｊカシノフレンジｰ, 45,秋山真, 2.7, 32,  -8, -12,10,177.1, ⑩⑩,13,11,Ｍクリノトイトイ, 41,武士沢, 1.1, 49, -10,  -5,16,240.7,⑩⑬⑬,,,,,,,,,,,,,13,14,Ｋサクラアドニス, 77,武士沢, 0.9, 74,  -9,  11,12, 41.6, ⑨⑦
14, 4,Ｆカポスクオｰラ, 53,大野拓, 2.9, 32,  -9, -13, 6, 52.9, ⑪⑫,14,14,Ｋアサクサフルｰト, 43,木幡初, 1.3, 42,  -9, -11,18,295.9,⑨⑨⑩,,,,,,,,,,,,,14, 7,Ｅアイラブリリ, 81,内田博, 1.0, 74, -18,  19,11, 33.2, ⑮⑯
15, 5,Ｍパシナ, 35,武士沢, 3.1, 29, -16,  -7,14,273.8, ⑭⑭,15,12,Ｎアラビアンロｰズ, 38,国分優, 1.4, 46, -13,  -1,10, 64.0,⑯⑯⑮,,,,,,,,,,,,,15, 5,Ｐフギン, 69,藤田伸, 1.1, 71, -16,  15,13, 62.9, ⑬⑫
16, 9,Ｉマイタｰン, 48,大庭和, 6.6, -1, -37, -19,13,236.5, ⑯⑯,16,18,Ｈビッグチャンピオン, 46,村田一, 1.4, 40,  -9, -13,11, 86.3,⑬⑪⑫,,,,,,,,,,,,,16, 1,Ｍレオアクティブ, 75,江田照, 1.1, 68,  -9,   9,14, 72.0, ⑦⑧
,,,,,,,,,,,,17, 3,Ｌコイオス, 42,石川裕, 1.5, 35,* -5, -25,17,246.9,②②②,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 2, ゲンパチインパクト,---,柴山雄, 3.4, 27, -20, -13, 6, 21.9,⑱⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:86 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:1),,,,,,,,,,,
"単勝:390円 複勝:15=120円 07=180円 02=100円 枠連:2,430円",,,,,,,,,,,,単勝:250円 複勝:04=130円 10=210円 09=210円 枠連:550円,,,,,,,,,,,,"単勝:350円 複勝:05=180円 08=1,270円 04=170円 枠連:4,350円",,,,,,,,,,,,"単勝:710円 複勝:12=230円 02=170円 08=470円 枠連:1,160円",,,,,,,,,,,
"馬連:2,930円 ワイド:07-15=650円 02-15=160円 02-07=280円",,,,,,,,,,,,"馬連:1,290円 ワイド:04-10=480円 04-09=460円 09-10=920円",,,,,,,,,,,,"馬連:19,890円 ワイド:05-08=4,500円 04-05=290円 04-08=4,040円",,,,,,,,,,,,"馬連:1,360円 ワイド:02-12=610円 08-12=2,830円 02-08=1,690円",,,,,,,,,,,
"馬単:5,350円 3連複:790円 3連単:10,680円",,,,,,,,,,,,"馬単:2,140円 3連複:2,710円 3連単:12,610円",,,,,,,,,,,,"馬単:29,680円 3連複:18,630円 3連単:149,290円",,,,,,,,,,,,"馬単:3,110円 3連複:16,240円 3連単:77,820円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 6R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  芝1800m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■12R  ダ1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾞｲｼﾞｰ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａレッドカノｰヴァ, 76,三浦皇,, 64,*  2,* -1, 1,  1.1,③③②, 1,11,Ｃセンチュリオン, 68,伊藤工,, 72,   3,* 16, 1,  2.8,⑤④④, 1, 1,Ｆディｰプジュエリｰ, 64,柴山雄,, 77, -14,* 22, 1,  1.8,⑨⑨⑧, 1,14,Ｅコリンブレッセ, 76,国分優,, 73,*  7,   6, 9, 25.1, ②②
 2,13,Ｄアライドメジャｰズ, 59,内田博, 0.2, 62,*  2,  -3, 6, 24.6,②①①, 2,13,Ｄキングノヨアケ, 68,石川裕, 0.3, 73,*  5,   9, 6, 12.4,③②②, 2, 8,Ｉクインズミラｰグロ, 59,蛯名正, 0.1, 74,  -9,  11, 2,  4.2,④④④, 2,15,Ｊヴァｰノン, 73,内田博, 0.0, 74,*  7,   7, 4,  6.9, ③③
 3, 7,Ｃコマクサ, 61,武士沢, 0.6, 59,   1,  -4, 5, 23.7,⑥⑥③, 3, 4,Ａワトソンクリック, 76,内田博, 0.6, 70,   3,* 12, 2,  4.7,⑧⑥⑥, 3, 5,Ｈメイショウサワヤカ, 59,江田照, 0.2, 67,* -7,   5, 5, 15.7,②②②, 3, 2,Ｃジェネシスロック, 77,勝浦正, 0.1, 73,   2,  10, 1,  3.1, ⑦⑦
 4, 1,Ｂトｰセンモバイル, 68,江田照, 0.8, 57,   0,  -5, 2,  7.5,⑤⑤⑤, 4, 7,Ｂアイファｰラブオｰ, 71,勝浦正, 1.0, 65,*  6,   2, 5,  8.1,①①①, 4, 9,Ａサザナミ, 70,秋山真, 0.3, 67,* -5,   2, 3,  5.8,①①①, 4, 4,Ｋパイメイメイ, 73,秋山真, 0.2, 71,  -6,* 16, 7, 12.2, ⑮⑮
 5, 9,Ｊロｰレルウラノス, 44,柴山雄, 1.0, 55,  -3,* -2, 4, 23.0,⑧⑨⑥, 5,10,Ｍバルビエｰル, 51,三浦皇, 1.1, 68,   2,   8, 4,  7.8,⑦⑦⑤, 5, 6,Ｃギンザヴィクトリア, 68,勝浦正, 0.4, 71, -13,  14, 6, 21.8,⑧⑧⑤, 5,12,Ｂハルズハッピｰ, 77,江田照, 0.4, 70,   4,   6, 5,  8.0, ⑤⑤
 6,14,Ｍダイゴマサムネ, 35,勝浦正, 1.0, 56,  -1,  -4,13,276.2,⑩⑦⑧, 6,12,Ｅアルタｰ, 67,柴山雄, 1.2, 64,   2,   9, 8, 26.8,⑩⑨⑦, 6, 2,Ｄツクバスマイル, 66,田中勝, 0.6, 65,* -8,   1, 4,  9.4,③③③, 6,11,Ｇキンシザイル, 75,蛯名正, 0.4, 70,   0,   9, 6, 11.8, ⑨⑩
 7, 5,Ｅクピド, 55,大野拓, 1.2, 57,  -3,*  0, 8, 75.2,⑭⑬⑩, 7, 5,Ｆデブリン, 64,藤田伸, 1.3, 66,   2,   8,10, 32.0,⑨⑪⑨, 7, 7,Ｂタイヨウノコ, 70,石川裕, 0.7, 65, -10,   5, 8, 32.0,⑦⑦⑦, 7, 7,Ｏクｰルヴェント, 69,石川裕, 0.5, 70,  -4,* 12,12, 73.5, ⑬⑬
 8, 6,Ｆサダムルｰティン, 49,蛯名正, 1.5, 54,  -2,  -5, 3, 11.1,⑬⑪⑦, 8, 9,Ｇトウカイバレット, 64,秋山真, 1.8, 60,*  4,  -1, 9, 31.9,④③③, 8, 4,Ｅトｰセンナチュラル, 65,大野拓, 0.7, 66, -10,   6, 7, 25.1,⑥⑥⑥, 8,13,Ａアラタマシャトル, 78,田中勝, 0.7, 68,  -6,* 12, 2,  5.5, ⑯⑯
 9,11,Ｈユニコｰンスタｰ, 48,国分優, 2.1, 49,   1, -16, 7, 55.5,④④④, 9, 1,Ｊパイロキシン, 62,村田一, 1.8, 62,   2,   4,11, 59.3,⑬⑩⑧, 9, 3,Ｇナスカザン, 64,三浦皇, 1.4, 56, -10,  -5, 9, 42.1,⑤⑤⑨, 9,16,Ｌシｰクレットアｰム, 72,大野拓, 0.7, 67,  -4,  10, 8, 21.7, ⑭⑭
10,12,Ｌケンリュウセイ, 38,田中勝, 2.8, 47,  -4, -13,10,179.2,⑪⑭⑫,10, 2,Ｉパッショネイトラン, 62,蛯名正, 2.3, 59,   2,  -1, 3,  5.6,⑥⑧⑩,,,,,,,,,,,,,10, 9,Ｎネイティヴコｰド, 69,伊藤工, 0.7, 66,*  7,  -1,10, 47.6, ①①
11, 4,Ｉハｰツキｰ, 47,藤田伸, 3.0, 44,  -4, -16,11,184.4,⑨⑫⑭,11, 3,Ｌシャイントラベラｰ, 58,武士沢, 2.8, 56,   0,  -1,13,237.7,⑫⑫⑪,,,,,,,,,,,,,11, 3,Ｈオリアｰナ, 74,武士沢, 0.7, 67,   0,   6,14,123.9, ⑧⑧
12,10,Ｇジュｰンベル, 49,嘉藤貴, 3.8, 41,  -1, -23,12,192.2,⑫⑩⑬,12, 8,Ｋリヴゴｰシュ, 61,江田照, 3.3, 52,   0,  -5,12,114.5,⑪⑬⑫,,,,,,,,,,,,,12, 8,Ｍスワンボｰト, 70,木幡初, 0.9, 67,  -1,   6,15,189.7, ⑩⑨
13, 8,Ｎセイユウムサシ, 26,伊藤工, 5.2, 29,  -2, -37,14,318.9,⑦⑧⑪,13, 6,Ｈソルプレｰサ, 63,大野拓,10.5,  0,   2, -72, 7, 17.5,②⑤⑬,,,,,,,,,,,,,13,10,Ｉザストロンシチｰ, 73,嘉藤貴, 1.3, 62,  -1,   2,16,201.3, ⑪⑪
14, 2,Ｋシュｰトオフ, 39,木幡初, 7.3, 23,*  2, -63, 9, 96.9,①②⑨,,,,,,,,,,,,,,,,,,,,,,,,,14, 6,Ｐシゲルホウオウザ, 68,藤田伸, 1.5, 61,  -4,   3,11, 54.3, ⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｄアランルｰス, 76,柴山雄, 1.5, 60,   3,  -3,13, 89.2, ⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｆプロスパｰ, 75,三浦皇, 2.0, 57,   4,  -8, 3,  6.7, ④④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
