15年 7月18日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 7月18日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝3330m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ1900m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
 9, 3, オｰルアズワン,,平沢健,228.2,,,, 4,  6.1,⑧⑧⑧,,,,,,,,,,,,, 9, 2,Ｄサダムエルドラド, 58,川田将, 1.1, 59, -10,* 18, 3,  5.8,⑮⑮⑮, 9, 6,Ｅメテオライト, 80,松山弘, 2.5, 61,  11, -24,11, 37.8,⑨⑬⑬
10, 5, エリタｰジュ,,難波剛,230.2,,,,10,123.3,④⑨⑨,,,,,,,,,,,,,10, 1,Ｇクィｰンアルビレオ, 53,川須栄, 1.6, 44,*  4, -23,10, 79.4,①①①,10, 3,Ｈエイヴィアンボス, 80,ルメｰ, 2.6, 61,  12, -26, 4,  6.4,⑬⑫⑪
,,,,,,,,,,,,,,,,,,,,,,,,11,12,Ｈエスケイアタック, 52,北村友, 1.9, 46,  -4,  -6,15,266.0,⑫⑬⑬,11,16,Ｂナンヨｰマｰク, 84,川田将, 3.4, 55,* 14, -37, 5, 11.0,⑤④⑥
,,,,,,,,,,,,,,,,,,,,,,,,12,13,Ｎメイショウアナベル, 42,松若風, 2.2, 43,  -7,  -4, 8, 24.2,⑭⑭⑭,12, 1,Ｎサｰランスロット, 76,藤懸貴, 4.3, 50,  12, -42,14, 79.5,⑥⑨⑧
,,,,,,,,,,,,,,,,,,,,,,,,13, 7,Ｋスズカレグルス, 46,難波剛, 2.3, 41,  -3, -15,12,103.9,⑬⑪⑫,13,10,Ｏエリｰフェアリｰ, 76,幸英明, 5.3, 47,  13, -51, 8, 26.9,⑦⑧⑫
,,,,,,,,,,,,,,,,,,,,,,,,14, 4,Ｒアイキャンベット, 14,岩崎翼, 2.3, 39,  -1, -24,11, 95.5,⑥⑥⑤,14, 8,Ｌフリｰクエンシｰ, 77,太宰啓, 6.3, 43,* 15, -63, 6, 12.9,②②⑨
,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｐブレイジング, 38,国分優, 3.1, 32,*  2, -40, 9, 36.2,③③③,15, 2,Ｇエンキンドル, 80,浜中俊, 6.5, 43,* 15, -66, 1,  3.9,①①①
,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｊスリｰロｰド, 48,幸英明, 3.2, 40, -13,  -2,14,195.4,⑰⑯⑯,16,11,Ｊマトリョｰシカ, 78,川須栄, 7.1, 42,* 14, -69, 9, 31.6,④③⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-22 馬場:重(指数:-5),,,,,,,,,,,
単勝:260円 複勝:09=120円 08=150円 06=400円 枠連:460円,,,,,,,,,,,,単勝:410円 複勝:06=150円 03=170円 05=140円 枠連:0円,,,,,,,,,,,,単勝:400円 複勝:18=150円 10=250円 09=230円 枠連:500円,,,,,,,,,,,,"単勝:9,690円 複勝:05=1,600円 07=210円 15=180円 枠連:6,010円",,,,,,,,,,,
"馬連:630円 ワイド:08-09=240円 06-09=1,190円 06-08=1,100円",,,,,,,,,,,,"馬連:1,290円 ワイド:03-06=380円 05-06=330円 03-05=480円",,,,,,,,,,,,"馬連:2,330円 ワイド:10-18=470円 09-18=460円 14-18=3,430円",,,,,,,,,,,,"馬連:31,730円 ワイド:05-07=8,020円 05-15=4,550円 07-15=670円",,,,,,,,,,,
"馬単:1,130円 3連複:4,700円 3連単:15,860円",,,,,,,,,,,,"馬単:2,380円 3連複:1,490円 3連単:8,710円",,,,,,,,,,,,"馬単:3,680円 3連複:2,930円 3連単:11,900円",,,,,,,,,,,,"馬単:74,730円 3連複:30,750円 3連単:450,320円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中京,,,,,,,,,,,,,,,,,,,,,,,,ﾏﾚｰｼｱｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｄエナジｰタウン, 60,幸英明,, 63,   2,*  3, 7, 20.6, ⑧⑧, 1, 3, ラヴアンドポップ,---,鮫島克,, 50, -21,   2, 6, 20.0,④④③, 1,13,Ｆディｰプミタカ, 73,藤岡佑,, 74,   1,* 15,11, 61.6, ⑭⑫, 1,13,Ｈリアファル, 80,ルメｰ,, 88,* -6,* 27, 5, 13.3,①①①
 2, 3,Ｅエイシンバランサｰ, 60,松山弘, 0.1, 62,   4,*  1, 2,  3.6, ⑦⑦, 2, 4, ダノンレｰザｰ,---,ルメｰ, 0.0, 50, -21,   1, 1,  2.8,①③④, 2, 3,Ｂクｰゲル, 78,鮫島克, 0.2, 73,   4,*  9, 2,  4.9, ⑥⑥, 2, 3,Ａマロｰブルｰ, 85,川田将, 0.3, 87,* -6,  24, 3,  5.9,⑦②④
 3,13,Ａノラネコ, 65,義英真, 0.3, 60,   5,  -3, 3,  6.0, ⑤⑥, 3,11, ペガサスバロｰズ,---,浜中俊, 0.1, 50, -22,*  3, 3,  7.9,⑥⑥⑥, 3,15,Ｅジャコカッテ, 74,和田竜, 0.3, 73,   6,   7, 7, 16.7, ⑤④, 3, 1,Ｆイサベル, 80,浜中俊, 0.5, 86,  -8,* 28, 2,  4.8,⑨⑫⑩
 4,16,Ｆコウエイラブリｰ, 60,和田竜, 0.4, 61,*  8,  -7, 5,  8.5, ③④, 4, 7, エイシンディクティ,---,藤岡佑, 0.2, 46,*-18,  -5, 8, 31.0,③②②, 4,10,Ｈアレット, 71,川須栄, 0.3, 74,*  8,   5, 5,  9.4, ②②, 4, 7,Ｂアズマシャトル, 84,和田竜, 0.5, 85,  -7,  24, 1,  2.8,⑤⑦⑦
 5, 9,Ｌブレｰヴブラッド, 49,鮫島良, 0.5, 59,   5,  -4,14,233.9, ⑥⑤, 5, 9, アイアンマン,---,パｰト, 0.2, 49, -22,   2, 2,  3.1,⑤⑤⑤, 5,16,Ｄティップトップ, 74,浜中俊, 0.3, 72,   4,   8, 3,  5.2, ⑨⑧, 5, 6,Ｅサンマルホｰム, 80,秋山真, 0.6, 86,  -9,* 29,13, 87.4,⑮⑭⑯
 6,11,Ｉウインドファｰスト, 56,岡田祥, 0.8, 54,  -1,  -1, 6, 14.3, ⑫⑫, 6, 5, ブリオ,---,川田将, 0.5, 43,*-18, -10,11, 37.2,②①①, 6,12,Ｇプレフェリｰト, 72,ルメｰ, 0.5, 71,   5,   7, 4,  8.6, ⑧⑦, 6,12,Ｄタイセイドリｰム, 81,松若風, 0.6, 81,* -6,  20,10, 23.6,④④③
 7, 7,Ｃジェントルヴァウ, 61,浜中俊, 0.9, 56,   7, -10, 1,  2.9, ④③, 7, 8, キャンドヒｰト,---,太宰啓, 0.5, 47, -26,*  5,12, 78.9,⑩⑪⑪, 7,11,Ｃピクニックソング, 74,小坂忠, 1.2, 65,*  8,  -2, 6, 12.9, ③③, 7,11,Ｃヘミングウェイ, 82,福永祐, 0.7, 80,* -6,  19, 6, 13.5,②③②
 8,12,Ｊアクアブルｰパサｰ, 55,国分優, 1.0, 53,   2,  -6, 9, 65.1, ⑨⑨, 8,13, マイネルインディゴ,---,和田竜, 0.6, 46, -26,   2, 4,  9.6,⑫⑩⑩, 8, 2,Ｊサウスリバティｰ, 66,松若風, 1.2, 65,   3,   2, 8, 28.3, ⑩⑨, 8,15,Ｍベルニｰニ, 76,松山弘, 0.7, 85,  -8,  24, 8, 22.3,⑬⑩⑫
 9, 5,Ｍシゲルボンオドリ, 48,松若風, 1.0, 54,   1,  -5,12,192.9, ⑩⑩, 9, 1, ワンスインアライフ,---,北村友, 0.8, 44, -27,   2, 7, 24.3,⑬⑬⑬, 9, 5,Ｌアグネスリュシアン, 64,秋山真, 1.3, 62,   5,  -1, 9, 38.2, ④⑤, 9, 5,Ｌジャイアントリｰプ, 77,北村友, 0.7, 84, -10,* 27,12, 47.6,⑫⑬⑮
10, 1,Ｂイッツマイン, 61,鮫島克, 1.0, 55,*  9, -13, 4,  6.4, ①①,10,10, スタｰストリｰム,---,福永祐, 0.8, 42, -24,  -2, 5, 14.3,⑨⑨⑨,10, 9,Ｋビットアリエス, 65,岩崎翼, 1.3, 64,   2,   3,16,291.2, ⑫⑩,10, 2,Ｋエアアンセム, 77,小牧太, 0.9, 84, -10,  25, 9, 22.7,⑭⑯⑭
11,10,Ｐタガノパシフィカス, 27,柴田未, 1.2, 51,   0,  -5,13,212.5, ⑪⑪,11, 6, コパノアラジン,---,高倉稜, 0.9, 40, -25,  -6,10, 34.4,⑧⑧⑧,11, 4,Ａヴァイセフラウ, 81,松山弘, 1.4, 64,*  8,  -5, 1,  2.6, ①①,11, 9,Ｇエｰシンハクリュｰ, 80,藤岡佑, 0.9, 78,  -7,  17, 4, 12.2,③⑥⑤
12,14,Ｈシゲルトンテントン, 59,北村友, 1.3, 48,  -5,  -2,11,166.3, ⑭⑭,12, 2, シルバｰメｰル,---,松若風, 1.0, 38, -23,  -8, 9, 31.8,⑦⑦⑦,12, 1,Ｏヤサカナンティｰ, 61,国分恭, 1.6, 61,   1,   0,14,266.6, ⑬⑬,12,14,Ｉユキノサムライ, 79,国分恭, 1.0, 81,  -8,  20,14, 88.7,⑩⑨⑪
13, 2,Ｋメイショウアライソ, 52,太宰啓, 1.4, 48,  -4,  -4,10,142.3, ⑬⑬,13,12, ウインヴォルケｰノ,---,松山弘, 1.2, 39, -26,  -6,13,226.9,⑪⑫⑫,13, 8,Ｍトウケイファルコン, 63,太宰啓, 1.6, 61,   4,  -2,12, 69.0, ⑪⑭,13,16,Ｐシャイニｰガｰル, 71,国分優, 1.0, 76,  -7,  16,15,123.5,⑯⑤⑥
14, 8,Ｇメイショウフライキ, 60,秋山真, 1.6, 50,* 10, -18, 8, 25.0, ②②,,,,,,,,,,,,,14, 6,Ｐタガノアルデ, 54,岡田祥, 1.7, 59,  -2,   2,15,272.6, ⑯⑮,14,17,Ｊライズトゥフェイム, 78,幸英明, 1.3, 80, -11,  23,11, 42.3,⑰⑰⑰
15,15,Ｎシゲルサンノウサイ, 47,岩崎翼, 2.3, 40,  -4, -12,15,410.2, ⑮⑮,,,,,,,,,,,,,15,14,Ｉショウサンカｰズ, 68,小牧太, 1.9, 58,   0,  -1,10, 57.7, ⑮⑯,15, 4,Ｑロｰゼンケｰニッヒ, 71,太宰啓, 1.6, 72, -10,  14,16,162.9,⑪⑮⑬
,,,,,,,,,,,,,,,,,,,,,,,,16, 7,Ｎウェディングラン, 62,国分優, 1.9, 58,   5,  -6,13,190.0, ⑦⑪,16,10,Ｏプリンセスジャック, 74,鮫島良, 1.8, 71,  -9,   9,17,176.0,⑥⑪⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 8,Ｎリヤンドファミユ, 75,パｰト, 7.1,  4,  -7, -68, 7, 13.7,⑧⑧⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:不良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:重(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:不良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:重(指数:3),,,,,,,,,,,
"単勝:2,060円 複勝:06=320円 03=170円 13=190円 枠連:3,490円",,,,,,,,,,,,"単勝:2,000円 複勝:03=320円 04=130円 11=220円 枠連:2,470円",,,,,,,,,,,,"単勝:6,160円 複勝:13=820円 03=180円 15=430円 枠連:2,610円",,,,,,,,,,,,"単勝:1,330円 複勝:13=470円 03=210円 01=210円 枠連:4,260円",,,,,,,,,,,
"馬連:3,430円 ワイド:03-06=1,460円 06-13=1,250円 03-13=540円",,,,,,,,,,,,"馬連:2,240円 ワイド:03-04=740円 03-11=2,050円 04-11=490円",,,,,,,,,,,,"馬連:10,400円 ワイド:03-13=2,500円 13-15=6,910円 03-15=1,160円",,,,,,,,,,,,"馬連:4,380円 ワイド:03-13=1,730円 01-13=1,620円 01-03=580円",,,,,,,,,,,
"馬単:10,190円 3連複:5,570円 3連単:51,960円",,,,,,,,,,,,"馬単:6,050円 3連複:5,660円 3連単:43,090円",,,,,,,,,,,,"馬単:28,240円 3連複:34,960円 3連単:320,030円",,,,,,,,,,,,"馬単:9,410円 3連複:6,900円 3連単:45,950円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 9R  芝1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾀｲﾗﾝﾄﾞｶｯﾌﾟ,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａオイルタウン, 68,水口優,, 68,   1,*  4, 2,  4.8,⑤⑥⑥, 1, 1,Ｈハギノナトゥｰラ, 50,川田将,, 65,*  7, -11, 4,  7.9, ①①, 1,11,Ｆレッドカｰラ, 68,福永祐,, 81,  15,*  0, 2, 10.2, ⑧⑧, 1,13,Ｄオｰルブラッシュ, 76,ルメｰ,, 82,* 12,*  4, 4,  9.1,①①①
 2,15,Ｄクロｰザｰ, 63,松若風, 0.5, 67,*  3,* -1, 3,  5.2,⑥⑤⑤, 2, 5,Ｉサクラティンクル, 49,中谷雄, 0.1, 63,*  6, -11, 1,  2.7, ②②, 2,13,Ａリｰサルウェポン, 75,川田将, 0.0, 83,  14,*  3, 1,  1.6, ⑫⑫, 2, 4,Ｃフジインザスカイ, 76,川島信, 0.8, 76,   7,*  5, 8, 25.9,⑦⑩⑨
 3,11,Ｂカフジエンパイア, 64,国分優, 1.4, 57,   1,  -8, 6, 14.2,⑨⑧⑦, 3, 2,Ｊテイエムセキハン, 45,鮫島良, 0.3, 59,   0,* -8,11, 31.9, ⑦④, 3, 6,Ｈサトノネネ, 67,パｰト, 0.3, 79,  16,  -5, 5, 12.0, ⑥⑥, 3,14,Ｅキｰアシスト, 76,秋山真, 0.8, 73,* 11,  -2, 3,  4.8,②②②
 4, 1,Ｊサンライズリゾｰト, 55,和田竜, 1.4, 58,   0,  -6, 9, 31.3,⑧⑨⑧, 4,12,Ａピュアスピリット, 59,藤岡佑, 0.4, 59,   2, -10, 8, 20.0, ⑥⑤, 4,15,Ｉネオヴィクトリア, 67,川島信, 0.4, 78,  13,* -2, 4, 11.9, ⑪⑪, 4,10,Ａヴィッセン, 83,和田竜, 1.9, 69,   9,  -7, 2,  3.9,⑨⑦⑦
 5, 7,Ｈジェイポップ, 57,小牧太, 1.6, 59,  -2,  -3, 8, 24.4,⑯⑮⑫, 5, 3,Ｃホザンナ, 54,パｰト, 0.7, 51,  -4, -10, 3,  7.9, ⑪⑧, 5, 7,Ｄスヴァラッシｰ, 72,川須栄, 0.5, 76,  16,  -7,10, 39.3, ⑦⑦, 5,11,Ｍタイマツリ, 70,岩崎翼, 2.1, 69,   5,   0,13, 99.3,⑭⑮⑮
 6, 8,Ｐタイセイグロｰリア, 41,岩崎翼, 2.1, 55,  -4,  -4,16,317.9,⑬⑯⑯, 6,13,Ｑメイショウハルゴマ, 20,松山弘, 0.8, 51,  -3, -11,12, 35.2, ⑨⑩, 6, 8,Ｊモントボｰゲン, 67,ルメｰ, 1.0, 70,  15, -11, 7, 17.9, ⑩⑩, 6, 9,Ｊハッピｰメモリｰズ, 72,太宰啓, 2.2, 67,   7,  -6,11, 52.2,⑬⑪⑫
 7,12,Ｉオフビｰトジャズ, 57,浜中俊, 2.3, 51,*  2, -18, 1,  2.3,④④④, 7,10,Ｂフェリシダｰデス, 54,鮫島克, 0.8, 49, -11,* -3, 7, 18.4, ⑰⑮, 7, 4,Ｅタガノレベッカ, 69,秋山真, 1.1, 68,  10,  -6, 9, 36.4, ⑮⑮, 7, 7,Ｋピエナトップガン, 71,幸英明, 2.2, 67,   6,  -3,14,107.2,⑯⑭⑬
 8,13,Ｅワｰルドカップ, 61,義英真, 2.8, 49,  -2, -13,10, 81.7,⑭⑭⑮, 8,14,Ｆサマｰサラファン, 53,国分優, 0.9, 49,  -6,  -9,16, 79.9, ⑭⑫, 8,14,Ｌタマモイヤリング, 63,幸英明, 1.2, 70,  18, -19, 8, 33.6, ⑤⑤, 8, 1,Ｉシャトｰウインド, 73,松若風, 2.3, 68,   6,  -4,12, 74.0,⑪⑬⑭
 9, 3,Ｎスズカオパｰル, 46,熊沢重, 3.1, 47,*  2, -25,15,290.5,③②②, 9, 8,Ｅトシザラブリｰ, 54,福永祐, 0.9, 49,  -3, -12,13, 42.9, ⑧⑨, 9, 3,Ｏダノンサイクロン, 58,松若風, 1.3, 66,   9,  -9,14, 98.2, ⑭⑭, 9, 6,Ｏサウザンドエｰス, 67,森一馬, 3.0, 60,  10, -18,15,136.7,③③③
10,16,Ｌワンダｰウインディ, 53,幸英明, 3.1, 47,  -2, -17,14,266.5,⑮⑫⑪,10,16,Ｏアルフヘイム, 24,ルメｰ, 1.1, 46,  -6, -12, 9, 21.0, ⑫⑬,10, 5,Ｃアドマイヤウイング, 72,和田竜, 1.3, 68,  15, -15,12, 40.3, ⑨⑨,10,12,Ｐカミングアップ, 62,国分恭, 3.1, 62,   5,  -9,16,251.1,⑮⑯⑯
11, 5,Ｇハッピｰシェフ, 58,パｰト, 3.3, 45,  -1, -20, 4,  8.6,⑩⑪⑩,11, 4,Ｌメイショウユウヒ, 45,武幸四, 1.2, 44, -15,* -5, 5,  9.8, ⑱⑱,11, 1,Ｋレディカリビアン, 66,国分恭, 1.5, 65,  11, -14,13, 43.5, ⑬⑬,11, 3,Ｂアドマイヤシャイ, 77,福永祐, 3.3, 58,  10, -22, 1,  3.2,④④④
12,14,Ｆロｰレルベルカント, 59,川須栄, 3.3, 48,   0, -21,12,172.2,⑪⑩⑬,12, 9,Ｋタマモミルフィｰユ, 45,小牧太, 1.8, 41,*  3, -30,14, 47.8, ③③,12, 2,Ｎタイセイゼニス, 61,松山弘, 1.7, 67,* 25, -34,15,161.9, ①①,12, 2,Ｈタガノベルｰガ, 73,義英真, 3.3, 59,   8, -17, 9, 32.0,⑤⑨⑧
13, 9,Ｏモアザンワｰズ, 46,松山弘, 4.0, 43,*  4, -33,13,210.2,②③③,13, 7,Ｍハロｰブリｰズ, 43,松若風, 1.8, 37,  -6, -21,10, 27.3, ⑬⑪,13, 9,Ｍダｰクブルｰ, 62,浜中俊, 1.9, 61,  18, -28, 3, 10.2, ③③,13, 5,Ｇマルカロゼッタ, 73,川田将, 3.4, 58,   9, -20, 6, 12.8,⑧⑥⑤
14,10,Ｍメイショウショウキ, 47,川島信, 4.1, 40,   1, -31,11,137.2,⑦⑦⑨,14,18,Ｎクニサキメロディｰ, 33,花田大, 2.1, 34, -11, -20,18,386.6, ⑮⑯,14,10,Ｇサチノクイｰン, 67,国分優, 1.9, 61,  18, -28, 6, 15.5, ④④,14,16,Ｆアドマイヤキンカク, 75,パｰト, 3.5, 58,   9, -20, 5, 11.5,⑩⑧⑩
15, 2,Ｋディファｰスト, 54,鮫島克, 4.9, 36,*  3, -43, 7, 16.8,①①①,15, 6,Ｇクランデｰル, 50,北村友, 2.3, 33, -14, -20, 6, 15.8, ⑯⑰,15,12,Ｂグランドデザイン, 73,武幸四, 2.8, 52,* 20, -42,11, 40.2, ②②,15, 8,Ｎテイエムトラネコ, 69,国分優, 3.7, 56,   6, -17, 7, 19.7,⑫⑫⑪
,,,,,,,,,,,,16,17, デュランダｰナ,---,義英真, 2.9, 25,  -7, -34,15, 79.8, ⑩⑭,,,,,,,,,,,,,16,15,Ｌタイセイクルｰズ, 71,浜中俊, 4.2, 53,  10, -29,10, 48.0,⑥⑤⑥
,,,,,,,,,,,,17,15,Ｄゴｰルデンレコｰド, 54,幸英明, 2.9, 25,  -1, -41, 2,  6.9, ⑤⑦,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,11,Ｐプレアデスマリｰン, 23,岩崎翼, 3.3, 19,  -1, -46,17,114.3, ④⑥,,,,,,,,,,,,,,,,,,,,,,,,
