15年 5月10日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 5月10日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 4R  芝2890m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,わらび賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａグランアラミス, 63,大野拓,, 66,*  5,  -4, 1,  1.5, ①①, 1, 3, ヒラボクインパクト,,五十嵐,,,,, 1,  1.5,①①①, 1, 7,Ｆチャオ, 68,杉原誠,, 68,   3,*  8, 8, 23.2,⑦⑤⑥, 1, 9,Ａマルカウォｰレン, 80,福永祐,, 71,   4,* 10, 1,  1.8,⑦⑤⑤
 2, 3,Ｄスマｰトゾロ, 57,福永祐, 0.3, 59,  -5,*  3, 3,  7.3, ⑨⑨, 2, 9, トｰセンハナミズキ,,小野寺,191.8,,,, 4, 12.9,⑥④④, 2, 9,Ｇプレスアテンション, 67,松若風, 0.0, 73,   1,* 10, 4,  6.6,⑧⑧⑧, 2,12,Ｃデヴァスタシオン, 71,川田将, 0.3, 69,   5,   5, 2,  4.1,⑤④③
 3,14,Ｅメイショウアバラガ, 56,四位洋, 0.5, 62,   2,  -6, 4, 10.4, ⑥④, 3, 1, グリｰティングワン,,上野翔,191.8,,,, 6, 20.1,⑧⑦⑥, 3, 3,Ａエミネントレコｰド, 77,義英真, 0.1, 70,*  5,   4, 2,  3.7,①①①, 3, 3,Ｂヒルノデンハｰグ, 74,鮫島良, 0.4, 68,*  6,   4, 4,  8.9,②②②
 4, 5,Ｂミヤビヴィグラス, 62,西田雄, 0.8, 59,*  5, -11, 6, 20.5, ②②, 4, 7, カッパドキア,,西谷誠,191.9,,,, 2,  6.0,⑪⑨⑨, 4, 5,Ｂジュガンティｰヤ, 75,井上敏, 0.5, 68,   1,   7, 1,  3.3,⑨⑨⑨, 4, 2,Ｅブルｰスブレイカｰ, 68,津村明, 0.5, 65,*  6,   1, 7, 43.2,①①①
 5,13,Ｃヤマニントルｰパｰ, 60,伊藤工, 0.9, 54,  -7,*  1, 5, 20.4, ⑩⑩, 5,12, フィオリア,,林満明,192.1,,,, 9, 50.1,②②②, 5,11,Ｄオンワｰドハンタｰ, 71,嶋田純, 0.6, 68,   3,   3, 3,  5.4,⑤⑥④, 5, 6,Ｉテイケイネクサス, 64,黛弘人, 0.8, 68,   2,   7,11,141.1,⑩⑧⑧
 6,12,Ｈミストラルジョワ, 50,丸山元, 1.0, 55,   3, -12,10, 83.0, ③③, 6, 5, シゲルハリマ,,植野貴,192.2,,,, 5, 18.3,⑤⑤⑤, 6, 2,Ｃブレイクアウト, 72,森一馬, 0.6, 68,   1,   5, 5,  9.6,⑥⑦⑤, 6, 1,Ｋマイネルネッツ, 58,丸山元, 0.9, 64,   5,   1, 8, 50.6,③③④
 7, 4,Ｇツンデレｰション, 53,井上敏, 1.1, 54,   2, -12, 7, 36.0, ④⑤, 7,11, エスペリア,,北沢伸,192.7,,,, 3,  7.3,③③③, 7, 6,Ｅトラヴィス, 70,藤懸貴, 0.8, 67,   0,   7, 6, 10.6,⑪⑩⑩, 7, 7,Ｄグラブザフラッグ, 71,石橋脩, 1.0, 65,   1,   7, 3,  6.6,⑪⑪⑩
 8, 8,Ｆタイセイメテオ, 55,川田将, 1.3, 52,  -2,  -9, 2,  5.6, ⑧⑧, 8, 6, シゲルキシュウ,,草野太,193.7,,,,11,104.1,⑦⑥⑦, 8,12,Ｉカフジホｰク, 64,花田大, 1.2, 67,  -2,   8,12,213.3,⑫⑬⑬, 8, 5,Ｈパッショネイトラン, 64,吉田隼, 1.0, 63,   2,   4, 6, 26.8,⑧⑨⑨
