15年 2月 8日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 2月 8日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝2600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,かささぎ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｏパイロキシン, 41,バルジ,, 58,* -3,   5, 6, 12.9,④③③, 1, 6,Ｆジャストフォｰユｰ, 54,原田和,, 57,*  0, -15, 3,  5.0,①①①, 1, 5,Ｈパリソワｰル, 73,藤岡康,, 79,   4,* 18,11, 48.1,⑨⑥⑤, 1, 4,Ｂマジックシャトル, 66,藤岡康,, 71,*  3,   2, 2,  5.1, ①①
 2,13,Ｆスクワｰル, 57,藤岡康, 0.3, 56,  -3,   5, 5, 10.3,⑦⑤④, 2, 7,Ｅレジメンタル, 55,松山弘, 0.1, 64,  -8,*  2, 1,  2.7,⑭⑥⑤, 2, 1,Ｌインプレショニスト, 70,バルジ, 0.0, 76,   5,  13, 5, 11.7,⑤④④, 2, 2,Ｈアグネスユｰリヤ, 58,勝浦正, 0.0, 72,  -6,* 11,10, 35.6, ⑦⑦
 3, 7,Ｂココ, 63,小崎綾, 0.4, 55,  -6,   5, 2,  4.6,③⑦⑦, 3,10,Ｉアプリコットベリｰ, 46,小崎綾, 0.1, 64,  -9,*  5, 6, 13.8,⑪⑩⑩, 3, 2,Ａラルプデュエズ, 80,小崎綾, 0.0, 73,*  6,   8, 1,  1.8,②②②, 3,10,Ｃゲンキチハヤブサ, 66,丸山元, 0.0, 71,  -5,* 10, 4,  9.0, ⑥⑤
 4, 8,Ｌラヴィダフェリｰス, 47,藤岡佑, 0.4, 52,* -2,   0, 1,  3.0,⑨①①, 4, 3,Ａサｰサルヴァトｰレ, 62,藤岡佑, 0.5, 55,  -7,  -6, 2,  3.3,⑤⑤⑥, 4,14,Ｂジュｰヴルエｰル, 78,吉田隼, 0.0, 74,   4,  13, 3,  8.4,⑥⑤⑥, 4, 1,Ｅシラユキ, 65,丸田恭, 0.2, 68,   0,   2, 1,  2.1, ③③
 5,14,Ｋメイショウキシドウ, 49,川島信, 0.5, 58,  -7,   8,14,134.5,⑬⑩⑩, 5,15,Ｂヒロフォｰシｰズン, 57,松若風, 0.8, 54,  -9,  -7, 5, 12.2,⑨⑧⑧, 5, 6,Ｍルｰベンスクラフト, 69,原田和, 0.2, 76,   3,* 16,14,110.5,⑦⑦⑦, 5, 3,Ｌナリノネｰヴェ, 48,吉田隼, 0.3, 67, -11,* 13,11, 71.3, ⑪⑩
 6,15,Ａアスタｰヴィガｰ, 65,古川吉, 0.5, 55,  -4,   4, 4,  8.2,⑧⑥⑥, 6,16,Ｃシゲルエイサｰ, 57,古川吉, 1.1, 47,  -6, -19, 8, 31.9,③③③, 6, 3,Ｅマッチボックス, 73,松田大, 0.4, 70,*  6,   3, 2,  5.7,③③③, 6, 5,Ａゲネラルプロｰベ, 67,小崎綾, 0.5, 64,  -6,   5, 3,  7.9, ⑧⑧
 7, 2,Ｃクラウンフレイム, 61,高倉稜, 0.5, 60, -11,* 14,10, 26.4,⑭⑮⑮, 7, 9,Ｈウインティアラ, 52,黛弘人, 1.1, 52,  -9,  -9, 9, 33.1,⑩⑨⑦, 7, 8,Ｆサンドラバロｰズ, 73,勝浦正, 0.5, 76,   3,  15, 4, 11.4,⑩⑨⑧, 7,12,Ｉアカリアイドル, 58,バルジ, 0.5, 64,  -8,   6, 8, 19.6, ⑩⑨
 8, 9,Ｅギンザセレクト, 59,勝浦正, 0.6, 52,* -3,  -1, 7, 14.6,②②②, 8,12,Ｇユキヒョウ, 53,高倉稜, 1.2, 52, -11,  -7, 7, 24.8,⑬⑬⑭, 8, 7,Ｎレッドシェリフ, 68,松若風, 0.5, 74,   2,* 16, 8, 26.6,⑪⑫⑨, 8, 8,Ｄロットリｰ, 66,藤岡佑, 0.7, 62,  -3,   0, 5, 10.2, ⑤④
