15年 8月 8日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 8月 8日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2850m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 4, プラパジシャン,---,戸崎圭, 2.4, 45, -11,  -4, 8, 25.1,⑭⑮⑮,16,12,Ｅアルタｰ, 76,北村宏, 1.9, 58,* 13, -27, 3,  6.9,④④④
,,,,,,,,,,,,,,,,,,,,,,,,17,10,Ｈポッドクライ, 55,石川裕, 2.8, 36,  -7, -20,10, 45.2,⑤⑧⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 2,Ｏブレッザバラｰレ, 38,嘉藤貴, 3.6, 30,  -6, -32,15,172.3,④④⑩,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,
単勝:110円 複勝:06=100円 03=130円 04=170円 枠連:410円,,,,,,,,,,,,"単勝:810円 複勝:08=240円 02=120円 09=180円 枠連:1,190円",,,,,,,,,,,,"単勝:380円 複勝:16=170円 08=240円 09=6,540円 枠連:1,210円",,,,,,,,,,,,"単勝:2,400円 複勝:03=490円 04=600円 09=150円 枠連:19,410円",,,,,,,,,,,
馬連:420円 ワイド:03-06=170円 04-06=260円 03-04=500円,,,,,,,,,,,,"馬連:1,190円 ワイド:02-08=540円 08-09=1,250円 02-09=380円",,,,,,,,,,,,"馬連:1,880円 ワイド:08-16=790円 09-16=29,510円 08-09=25,330円",,,,,,,,,,,,"馬連:19,770円 ワイド:03-04=3,760円 03-09=1,030円 04-09=1,210円",,,,,,,,,,,
"馬単:450円 3連複:1,060円 3連単:2,040円",,,,,,,,,,,,"馬単:3,280円 3連複:2,400円 3連単:16,010円",,,,,,,,,,,,"馬単:3,500円 3連複:188,240円 3連単:672,270円",,,,,,,,,,,,"馬単:32,470円 3連複:15,580円 3連単:151,920円",,,,,,,,,,,
■ 2R  芝1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 5R  芝1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  ダ1200m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,越後ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂルキナ, 44,吉田豊,, 54,* -5,* -2, 2,  4.0,   , 1,11, ウインミレｰユ,---,石川裕,, 61, -13,*  5, 6, 24.7, ③④, 1, 7,Ｂデザｰトオブムｰン, 73,石橋脩,, 73,   8,*  4, 2,  4.7,⑩⑧⑦, 1, 9,Ｃマキャヴィティ, 83,北村宏,, 77,   1,* 13, 4,  8.5, ⑨⑩
 2,10,Ａフレンドソング, 45,北村宏, 0.1, 53,* -5,* -3, 1,  2.5,   , 2,12, ドラゴンテリｰ,---,デムｰ, 0.7, 56, -19,*  5, 1,  2.1, ⑬⑬, 2,12,Ｄヒムカ, 69,大野拓, 0.0, 74,   9,*  3, 4,  7.2,⑦⑦⑥, 2,14,Ｉアｰスゼウス, 81,デムｰ, 0.0, 76,* 11,   3, 2,  4.7, ①①
 3,12,Ｄモンマルトル, 38,江田照, 0.4, 47,  -9,  -5, 3,  5.3,   , 3,14, ミッキｰグロｰリｰ,---,北村宏, 0.9, 51, -15,  -4, 2,  3.0, ⑦⑪, 3, 4,Ｇアドマイヤイチバン, 67,岩田康, 0.7, 67,  10,  -5, 9, 27.1,④④③, 3, 7,Ｏビリオネア, 74,村田一, 0.0, 77,  -3,* 16,11, 43.1, ⑭⑫
 4, 4,Ｅアンデスコンドル, 36,大野拓, 0.7, 43, -16,  -5, 6, 22.6,   , 4, 4, ベルクオｰレ,---,嘉藤貴, 1.0, 47,*-11, -15,10,110.7, ①①, 4, 1,Ｆヴィスビｰ, 68,江田照, 0.8, 66,* 13, -10, 5, 11.7,①①①, 4, 2,Ｌトキノゲンジ, 81,西田雄, 0.1, 76,   0,* 13, 9, 40.4, ⑪⑪
 5,13,Ｃブラスリング, 40,柴田大, 0.7, 44, -13,  -6, 5,  9.1,   , 5,10, ケルティックソｰド,---,戸崎圭, 1.0, 48, -15,  -7, 3,  7.9, ⑧⑤, 5,13,Ｋスラリｰアイス, 63,野中悠, 1.4, 63,   9,  -9,11, 66.0,⑥⑥⑤, 5, 8,Ａペイシャモンシェリ, 86,岩田康, 0.4, 74,   6,   5, 1,  2.4, ④⑤
 6, 9,Ｊラルブルドヴィ, 26,嘉藤貴, 0.8, 41, -13,  -8, 7, 33.2,   , 6, 8, アクティベｰト,---,内田博, 1.3, 45, -13, -13, 8, 41.4, ⑥⑦, 6, 3,Ｈプレシャスムｰン, 66,木幡初, 1.5, 66,   8,  -5,12,138.3,⑨⑨⑧, 6,15,Ｅミリオンヴォルツ, 83,田辺裕, 0.5, 72,*  8,   1,10, 42.2, ③③
 7, 2,Ｇタヒテンシス, 34,野中悠, 0.9, 42, -23,* -2, 8, 41.1,   , 7, 9, メイスンスパｰト,---,西田雄, 1.4, 44, -17,  -8,12,216.3, ⑨⑩, 7,11,Ｅクロフネビｰムス, 69,吉田豊, 1.7, 60,* 11, -15, 6, 13.9,⑤③②, 7, 4,Ｆキタサンミカヅキ, 83,武士沢, 0.5, 72,   2,   7, 7, 22.8, ⑧⑧
 8, 5,Ｆペンドラゴン, 35,戸崎圭, 1.3, 33, -28,  -5, 4,  9.1,   , 8, 3, ギャディス,---,田中勝, 1.5, 43, -15, -15, 5, 17.6, ⑤⑥, 8, 9,Ｊユッコ, 63,内田博, 2.2, 59,   5,  -7, 8, 21.7,⑬⑬⑬, 8,13,Ｍキンシザイル, 80,江田照, 0.7, 70,   0,   7, 8, 39.7, ⑩⑨
 9, 6,Ｉオコルミラクル, 29,石川裕, 1.3, 32, -16, -14,11,100.8,   , 9, 7, ツクバヒミコ,---,吉田豊, 1.6, 43, -16, -13, 9, 72.9, ⑫⑨, 9,10,Ｌグレイスビクトリア, 62,石川裕, 2.8, 59,   5, -12,10, 42.1,⑫⑫⑩, 9, 1,Ｂノウレッジ, 85,柴田善, 0.7, 70,   2,   5, 3,  6.5, ⑦⑦
10,11,Ｋペキンドｰル, 25,伴啓太, 1.4, 33, -28,  -6,12,204.3,   ,10,15, エヴァンジェリン,---,田辺裕, 1.9, 38, -18, -15, 7, 27.3, ⑩⑫,10, 6,Ｉシンキングジョリｰ, 65,戸崎圭, 3.9, 47,* 11, -34, 7, 20.9,③②④,10,12,Ｋタマブラックホｰル, 81,石橋脩, 0.8, 69,  -6,* 12,14, 76.9, ⑮⑮
11, 1,Ｌマイライズ, 22,西田雄, 1.4, 30, -11, -17, 9, 66.5,   ,11, 6, ナムラモンロｰ,---,柴田善, 1.9, 38, -15, -19,16,280.2, ⑪⑧,11, 2,Ｍデルマシズカチャン, 59,武士沢, 4.3, 46,   7, -28,13,180.9,⑪⑪⑪,11, 5,Ｇドリｰムコンサｰト, 83,柴田大, 0.9, 69,  -1,   7,12, 56.4, ⑫⑭
12, 3,Ｈシュガｰラブ, 33,原田和, 1.6, 27, -12, -20,10, 84.6,   ,12, 1, ノアシャトル,---,木幡初, 2.0, 34, -14, -24,11,211.0, ④③,12, 8,Ａファンシｰミュｰズ, 78,デムｰ, 4.6, 42,   7, -32, 3,  4.7,⑧⑩⑨,12, 6,Ｎダンシングミッシｰ, 78,松岡正, 1.0, 68,   5,   0,13, 61.0, ⑥④
13, 8,Ｍクワイエットリバｰ,  8,宮崎北, 2.8,  8, -25, -27,13,289.6,   ,13,17, クインズネプチュン,---,松岡正, 2.2, 39, -21, -13,15,228.1, ⑭⑭,13, 5,Ｃショウナンマラｰク, 71,北村宏, 6.9, 34,* 11, -58, 1,  2.8,②⑤⑫,13,11,Ｊフォルテリコルド, 81,吉田豊, 1.1, 66,  -3,   6,15,203.2, ⑬⑬
,,,,,,,,,,,,14,13, メイカｰズムｰビｰ,---,岩田康, 3.0, 22,*-12, -42, 4, 15.6, ②②,,,,,,,,,,,,,14,10,Ｄテイクファイア, 83,国分恭, 1.1, 68,*  8,  -4, 6, 17.6, ②②
,,,,,,,,,,,,15, 2, ギミギミラック,---,武士沢, 6.1,  3, -48, -22,14,222.1, ⑯⑮,,,,,,,,,,,,,15, 3,Ｈシュトラｰル, 82,蛯名正, 1.9, 60,   5,  -8, 5,  9.6, ⑤⑥
,,,,,,,,,,,,16, 5, シゲルハマチ,---,江田照,13.1,-94, -62, ---,13,221.4, ⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,
単勝:400円 複勝:07=130円 10=110円 12=140円 枠連:540円,,,,,,,,,,,,"単勝:2,470円 複勝:11=320円 12=120円 14=120円 枠連:2,910円",,,,,,,,,,,,単勝:470円 複勝:07=170円 12=170円 04=620円 枠連:860円,,,,,,,,,,,,単勝:850円 複勝:09=260円 14=210円 07=870円 枠連:480円,,,,,,,,,,,
馬連:550円 ワイド:07-10=220円 07-12=330円 10-12=230円,,,,,,,,,,,,"馬連:2,630円 ワイド:11-12=870円 11-14=950円 12-14=170円",,,,,,,,,,,,"馬連:1,070円 ワイド:07-12=390円 04-07=2,120円 04-12=2,490円",,,,,,,,,,,,"馬連:2,350円 ワイド:09-14=830円 07-09=3,790円 07-14=3,110円",,,,,,,,,,,
"馬単:1,230円 3連複:860円 3連単:4,400円",,,,,,,,,,,,"馬単:7,630円 3連複:1,760円 3連単:24,230円",,,,,,,,,,,,"馬単:2,010円 3連複:11,030円 3連単:41,190円",,,,,,,,,,,,"馬単:4,520円 3連複:26,850円 3連単:135,510円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 6R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 9R  芝1400m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  芝1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾀﾞﾘｱ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｇレイディルアレナ, 59,内田博,, 66,*  8,* -4, 3,  5.7,②②②, 1, 7,Ｃヒカリピオニｰ, 64,戸崎圭,, 62,*  1,  -2, 2,  4.0, ①①, 1, 8,Ｃペルソナリテ, 53,柴田大,, 57, -13,*  1, 2,  5.2, ⑧⑨, 1,18,Ａコリｰヌ, 74,岩田康,, 73,  -7,* 16, 5, 10.1, ⑯⑮
 2, 9,Ｂロｰドメタリック, 64,岩田康, 0.5, 64,   5,*  0, 5, 10.0,⑩⑨⑨, 2,12,Ｅタケショウビクタｰ, 62,石橋脩, 0.1, 61,*  0,  -1, 5, 11.7, ③②, 2, 6,Ｄクナウ, 53,大野拓, 0.0, 57, -17,*  5, 8, 21.6, ⑭⑬, 2, 3,Ｂチョコレｰトバイン, 73,デムｰ, 0.2, 69,*  4,  -1, 2,  4.0, ④④
 3, 5,Ｃデルマサンダユウ, 63,蛯名正, 0.6, 63,   7,  -6, 1,  2.5,⑦⑤④, 3,14,Ｂモポｰク, 65,田辺裕, 0.4, 58,  -3,  -1, 1,  3.8, ⑦④, 3, 7,Ｅマテラアリオン, 52,岩田康, 0.1, 52,  -9,  -6, 4,  9.5, ④④, 3,11,Ｈスタｰファセット, 67,宮崎北, 0.2, 70,  -4,*  9, 6, 15.8, ⑭⑬
 4,13,Ｉシゲルナマハゲ, 56,江田照, 0.6, 64,   4,*  1, 9, 44.7,⑪⑪⑪, 4, 9,Ｇプリサイスギフト, 59,内田博, 0.5, 58,  -6,*  1, 8, 22.3, ⑧⑩, 4,12,Ｇファド, 51,デムｰ, 0.1, 53, -14,  -1, 1,  2.5, ⑩⑪, 4, 1,Ｃシルヴァｰコｰド, 72,北村宏, 0.3, 69,   2,   0, 4,  6.1, ⑥⑥
 5, 3,Ｌトウショウチャｰト, 52,柴田大, 1.6, 59,   7, -12,12, 94.3,⑤⑥⑦, 5,10,Ｋアメリカンマッスル, 58,伴啓太, 0.6, 57,  -6,* -1,12, 39.2, ⑨⑨, 5,10,Ａトモジャクｰル, 56,田中勝, 0.2, 53, -12,  -3, 6, 15.1, ⑨⑧, 5, 8,Ｎコウソクコｰナｰ, 60,内田博, 0.3, 68,  -2,   4,10, 28.1, ⑨⑨
 6,14,Ｄアクティブボス, 61,野中悠, 1.8, 54,   6, -14, 2,  4.3,⑥⑧⑧, 6,11,Ｈティアップサンダｰ, 59,大野拓, 0.7, 57,  -5,  -2, 3,  5.1, ⑩⑧, 6, 5,Ｂブランデｰグラス, 53,内田博, 0.4, 50, -15,  -2, 9, 38.3, ⑪⑩, 6, 6,Ｊデュアルメジャｰ, 64,戸崎圭, 0.5, 66,   1,  -1, 3,  6.1, ⑧⑧
 7,11,Ｏライクエグザイル, 48,嘉藤貴, 1.9, 54,   6, -16,10, 76.6,⑧⑦⑥, 7,13,Ｊシングルバレル, 58,蛯名正, 0.7, 57,  -7,*  0, 6, 13.1, ⑪⑪, 7,14,Ｆシトロン, 52,嘉藤貴, 0.4, 49,  -9,  -9, 3,  6.5, ⑦⑤, 7,17,Ｌサダムリスペクト, 62,柴田善, 0.5, 67,  -7,*  9,12, 49.3, ⑰⑰
 8,15,Ａミスタｰビン, 65,石川裕, 2.0, 56,*  9, -23, 4,  7.4,①①①, 8, 6,Ｄポワソンダブリル, 63,吉田豊, 0.8, 56,  -3,  -4, 7, 13.6, ⑤⑤, 8, 3,Ｉフルオブスタｰズ, 45,田辺裕, 0.6, 47, -10, -10, 5,  9.5, ⑥⑦, 8, 2,Ｆヴェルジョワｰズ, 69,大野拓, 0.5, 67,   2,  -2, 7, 19.6, ⑦⑦
 9, 8,Ｅパルミエ, 61,西田雄, 2.1, 54,   4, -14, 8, 36.6,⑫⑩⑩, 9, 4,Ｍスパイホップ, 55,嘉藤貴, 1.5, 49,  -9,  -6,14,121.8, ⑬⑬, 9,11, ウッディタイガｰ,---,松岡正, 0.8, 45,* -6, -19,13,128.2, ②②, 9,16,Ｅトｰホウハニｰ, 71,蛯名正, 0.6, 66,  -2,   0, 1,  3.9, ⑪⑪
10, 7,Ｋサンデンバロン, 53,松岡正, 2.2, 52,*  8, -21,11, 91.1,④③③,10, 1,Ｆアラマサル, 60,松岡正, 1.5, 49,  -9,  -5, 9, 24.7, ⑫⑫,10, 1,Ｋコマノドリｰム, 42,江田照, 0.9, 44, -16,  -7, 7, 18.8, ⑫⑫,10, 9,Ｋファイナルブロｰ, 63,田中勝, 0.8, 65,  -1,  -2,13, 53.7, ⑩⑩
11, 1,Ｆモエルア, 60,北村宏, 2.5, 50,*  7, -24, 6, 10.6,③④⑤,11, 3,Ｏキョウワデュｰク, 48,的場勇, 1.7, 47, -13,  -3,15,228.8, ⑭⑭,11, 2,Ｌデルマオカル, 40,石川裕, 0.9, 42, -10, -15,12,122.7, ⑤⑥,11, 4,Ｐロｰドワイルド, 56,石川裕, 1.0, 59,   2, -10,15,216.3, ⑤⑤
12,10,Ｊニットウソレイユ, 55,伴啓太, 2.6, 51,   0, -12,15,264.3,⑬⑬⑫,12, 8,Ｎミエノサンキュｰ, 49,石川裕, 1.8, 48,*  0, -16,11, 38.2, ②③,12, 4,Ｈリネンソング, 45,戸崎圭, 1.1, 40,  -8, -21,10, 50.2, ③③,12, 5,Ｒベアファｰスト, 43,村田一, 1.1, 61,  -4,  -2,18,477.7, ⑬⑫
13, 2,Ｈヤマニンフライハイ, 58,伊藤工, 3.4, 44,   0, -16, 7, 28.0,⑮⑭⑭,13,15,Ｌコウギョウゴｰルド, 57,柴田大, 1.8, 47,  -3, -14,10, 37.0, ⑥⑥,13,13,Ｍクリノシャンボｰル, 32,石橋脩, 1.4, 37,* -4, -30,11, 71.0, ①①,13,13,Ｇプレイアップ, 68,田辺裕, 1.4, 57,  -3,  -7,11, 30.2, ⑫⑭
14,12,Ｎサンコｰルドウェル, 50,的場勇, 3.6, 44,  -1, -17,13,163.2,⑭⑮⑮,14, 5,Ａニシノフクオトコ, 69,野中悠, 2.0, 45,  -3, -15, 4,  7.7, ④⑦,14, 9,Ｊキャラメルサレ, 45,野中悠, 1.7, 34, -16, -18,14,129.2, ⑬⑭,14,14,Ｉアブソリュカフェ, 65,松岡正, 2.0, 49,*  6, -27, 8, 23.1, ②②
15, 6,Ｍキョウワディアナ, 52,武士沢, 3.9, 42,   2, -25,14,192.4,⑨⑫⑬,15, 2,Ｉアフェクトダンサｰ, 59,柴田善, 2.3, 41, -18,  -4,13, 89.2, ⑮⑮,,,,,,,,,,,,,15,10,Ｏスペシャルリッチ, 57,伴啓太, 2.1, 47,  -6, -14,17,265.4, ⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｍラヴィｰネ, 61,石橋脩, 2.8, 40,*  6, -39,14,136.2, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,Ｑヘレン, 46,嘉藤貴, 3.4, 33,*  5, -44,16,232.2, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 7,Ｄシニョリｰナ, 72,江田照, 4.4, 22, -13, -32, 9, 23.9, ⑱⑱
