15年10月 4日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年10月 4日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-17,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,道頓堀ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａアオリスト, 55,和田竜,, 63,*  3,  -5, 3,  6.2, ①①, 1,12, アドマイヤタイシ,,北沢伸,,,,, 1,  2.5,①①②, 1, 7,Ｄマイネリベルタス, 74,高倉稜,, 79,  18,  -9, 9, 20.9, ⑦⑧, 1,10,Ａサトノルパン, 84,福永祐,, 82, -10,* 18, 1,  3.2, ⑧⑦
 2, 7,Ｂウインフェルベｰル, 53,内田博, 1.0, 51,  -7,  -4, 1,  2.2, ⑨⑥, 2,13, マックスドリｰム,,平沢健,202.9,,,, 2,  3.1,⑤⑤①, 2, 3,Ｉナリタゴｰルド, 70,福永祐, 0.1, 76,  18,  -9, 4,  7.9, ⑫⑨, 2, 9,Ｈアドマイヤナイト, 73,幸英明, 0.1, 80,* -4,  10, 2,  4.1, ②②
 3, 4,Ｉアレッチ, 27,柴山雄, 1.1, 49, -10,* -2, 7, 27.4, ⑩⑩, 3, 8, テｰオｰレジェンド,,西谷誠,204.2,,,, 3,  7.2,②②③, 3, 9,Ｎワｰキングプライド, 65,菱田裕, 0.1, 77,  14,* -3,12, 38.2, ⑰⑮, 3, 8,Ｄアットウィル, 76,秋山真, 0.3, 75,* -3,   6, 5,  7.5, ①①
 4, 2,Ｍクリノマルボルク,-14,古川吉, 1.1, 49, -12,*  1,11,163.5, ⑫⑪, 4, 7, アスタｰコリント,,林満明,204.8,,,, 4,  9.1,⑧⑥④, 4, 6,Ｇヴィンテｰジロｰズ, 73,小牧太, 0.2, 76,  15,* -6, 3,  6.7, ⑭⑭, 4, 1,Ｆゴｰルドペガサス, 74,柴山雄, 0.4, 77, -13,  15, 4,  6.9, ⑨⑨
 5, 9,Ｄノｰザンメジャｰ, 47,幸英明, 1.3, 50,   0, -13, 2,  3.2, ⑤③, 5,14, テイエムオドロキ,,小坂忠,204.9,,,,10, 45.0,④④⑥, 5,12,Ａブレイヴリｰ, 77,古川吉, 0.4, 72,* 21, -20, 2,  5.5, ⑥⑤, 5, 3,Ｉスリｰカｰニバル, 73,古川吉, 0.6, 72,  -9,   9, 7, 26.7, ⑦⑧
 6,13,Ｈメイショウヨイチ, 38,太宰啓, 1.5, 50,*  2, -17, 8, 36.5, ③②, 6, 1, ノボリドリｰム,,森一馬,205.4,,,, 5, 11.7,⑥⑩⑨, 6,16,Ｂパドルウィｰル, 75,内田博, 0.4, 74,  17, -11, 1,  4.1, ⑬⑬, 6,13,Ｍヤマニンプチガトｰ, 70,国分恭, 0.7, 71,  -7,   5,12, 64.3, ⑥⑥
 7, 6,Ｆアテスト, 43,藤懸貴, 1.6, 47,   1, -16, 9,122.9, ②④, 7, 4, シゲルホウネンサイ,,植野貴,205.4,,,, 9, 44.9,⑨⑧⑦, 7, 8,Ｊオｰルマンリバｰ, 69,国分恭, 0.4, 74,  19, -18, 6, 10.4, ⑧⑥, 7, 4,Ｊタガノザイオン, 72,和田竜, 0.7, 75, -21,* 19,11, 46.9, ⑬⑬
 8, 5,Ｇカプチｰノコｰスト, 41,加藤祥, 2.0, 42,  -7, -13, 4,  9.3, ⑧⑦, 8, 2, マイケルチョウサン,,高野和,206.9,,,, 8, 29.0,③③⑤, 8,10,Ｈヤマニンバステト, 70,幸英明, 0.5, 74,  15, -10,11, 34.9, ⑮⑯, 8, 6,Ｅヤマノレオ, 74,小牧太, 0.8, 69,  -6,   4, 6, 26.2, ④④
