15年 8月 2日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 8月 2日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,岩室温泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｆアストラエンブレム, 41,田辺裕,, 72, -15,* 18, 1,  1.8, ⑫⑪, 1,14, グラッツィア,,高田潤,,,,, 1,  2.1,④①①, 1,15,Ａタイセイプレシャス, 63,北村宏,, 63,  -1,*  6, 1,  4.2, ⑭⑭, 1,14,Ａアンナミルト, 85,デムｰ,, 76,   8,   8, 2,  4.7, ⑤⑤
 2,14,Ａブレイブスマッシュ, 55,デムｰ, 0.7, 62, -16,*  7, 2,  2.6, ⑨⑨, 2, 3, ビッグプレゼンタｰ,,小野寺,186.1,,,, 3,  4.3,⑧③②, 2, 9,Ｈマタンギ, 57,津村明, 0.1, 66,  10,  -4,13, 62.4, ④④, 2,15,Ｉメイショウユメゴゼ, 75,柴田大, 0.3, 74,   5,   7, 9, 34.8, ⑦⑦
 3,11,Ｂマイネルファン, 54,柴田大, 0.8, 58,*-11,  -3, 5, 21.5, ②②, 3,11, シャドウカラｰズ,,山本康,186.8,,,, 4, 10.3,⑥⑥⑤, 3, 4,Ｂゴｰルドエッグ, 61,木幡初, 0.5, 64,* 11, -10, 4,  8.3, ②①, 3, 4,Ｇパイメイメイ, 77,秋山真, 0.3, 73,   1,* 11, 4,  6.7, ⑪⑪
 4, 8,Ｃロｰドインスパイア, 51,三浦皇, 1.0, 59, -17,*  5, 3,  9.8, ⑧⑧, 4, 5, ランズデｰル,,北沢伸,187.0,,,,10, 58.0,②④④, 4, 8,Ｍクレアｰフォンテン, 49,柴田大, 0.7, 57,   3,  -4,14,147.9, ⑪⑨, 4, 7,Ｅサンライズネオ, 79,吉田豊, 0.3, 73,  -2,* 14,11, 64.0, ⑭⑫
 5, 4,Ｈバルダッサｰレ, 37,石橋脩, 1.3, 51, -13,  -8, 8, 67.8, ④③, 5, 9, エルインペレイタｰ,,浜野谷,188.6,,,, 5, 13.0,③②③, 5, 5,Ｃシンボリセザンヌ, 60,内田博, 1.0, 56,   7, -11, 5,  8.5, ⑥⑦, 5, 6,Ｃワディ, 81,北村宏, 0.4, 74,   7,   4, 1,  2.8, ④④
 6, 1,Ｍマイネルパッセ, 22,松岡正, 1.7, 45,* -8, -19, 7, 65.9, ①①, 6,12, ビットアレグロ,,上野翔,189.3,,,, 9, 57.9,⑨⑧⑦, 6, 6,Ｅレオサｰパス, 60,田中勝, 1.3, 53,   2,  -7, 3,  5.0, ⑫⑫, 6, 3,Ｍスマｰトグレイス, 72,戸崎圭, 0.5, 72,  -3,* 13, 3,  5.9, ⑮⑮
 7,12,Ｅビッグランチ, 44,蛯名正, 1.8, 51, -19,  -1, 4, 16.8, ⑮⑮, 7, 4, レッドフォルツァ,,五十嵐,190.8,,,, 2,  4.2,⑦⑨⑨, 7,13,Ｋチャンピオンムｰン, 54,石橋脩, 1.4, 51,   4, -12,12, 50.5, ⑩⑩, 7, 1,Ｊオメガハイヌｰン, 75,田辺裕, 0.6, 70,   4,   6,12, 73.6, ⑧⑧
 8, 9,Ｎアポロナイスジャブ, 20,吉田豊, 1.8, 47, -13, -11,13,443.1, ⑦⑦, 8, 6, アサクサニッポン,,草野太,191.1,,,, 8, 52.0,⑤⑤⑥, 8, 3,Ｆファミリｰズオナｰ, 60,大野拓, 1.4, 52,   5, -12, 9, 22.4, ⑨⑥, 8,11,Ｎヒカリブランデｰ, 70,江田照, 0.6, 71,   3,   7,13, 75.8, ⑨⑨
 9,10,Ｄギンゴｰ, 50,津村明, 2.1, 38,*-11, -21, 6, 43.6, ③④, 9,13, タニセンジャッキｰ,,石神深,191.4,,,, 7, 29.1,⑩⑩⑩, 9,14,Ｏペイシャクィｰン, 43,嘉藤貴, 1.4, 53,   7, -13,15,218.3, ⑦⑧, 9, 8,Ｄレザンドゥオｰル, 79,内田博, 0.7, 70,   1,   8, 5,  8.4, ⑩⑩
10,13,Ｉジェネレｰション, 35,野中悠, 2.3, 41, -16, -13,12,324.7, ⑬⑫,10, 2, サトノジェミニ,,白浜雄,193.6,,,, 6, 28.3,①⑦⑧,10,12,Ｇアポロフリュｰゲル, 58,石川裕, 1.6, 53,   8, -17, 2,  4.2, ⑤⑤,10, 9,Ｆヴィクタシア, 78,柴田善, 0.8, 69,   5,   2, 8, 28.1, ⑥⑥
11, 6,Ｇシゲルナガイワシ, 40,江田照, 2.3, 39, -18, -12, 9,156.2, ⑪⑭,11, 7, ステキステキ,,高野和,197.8,,,,11, 91.2,⑪⑪⑪,11, 7,Ｊダイニヨシゼン, 56,江田照, 1.7, 47,  -1,  -9,10, 34.3, ⑬⑬,11, 5,Ｈドラゴンゲｰト, 77,松岡正, 1.0, 67,* 11,  -5, 7, 22.1, ①①
12, 2,Ｏタケデンガｰベラ, 13,的場勇, 2.5, 35, -14, -23,14,453.1, ⑥⑥,12, 8, スズカアルファ,,小坂忠,198.5,,,,13,168.2,⑫⑫⑫,12,11,Ｄヴィアｰジェン, 60,岩田康, 1.8, 50,* 10, -20, 6, 11.4, ③③,12,10,Ｋタサジャラ, 73,蛯名正, 1.0, 68,* 10,  -4,10, 54.1, ②②
13,15,Ｌコスモカナディアン, 27,内田博, 2.7, 35, -18, -18,10,195.5, ⑭⑬,,,,,,,,,,,,,13,10,Ｌアストログラフ, 53,戸崎圭, 3.0, 39, -19,  -4, 8, 20.7, ⑮⑮,13,13,Ｌスフィンクス, 73,石橋脩, 1.4, 64,   0,   2,14,272.8, ⑬⑭
14, 5,Ｊカンタベリｰムシャ, 32,西田雄, 3.2, 26, -13, -32,15,481.2, ⑤⑤,,,,,,,,,,,,,14, 2,Ｎタイキパラドックス, 45,松岡正, 3.3, 35,   5, -28,11, 48.4, ⑧⑪,14,12,Ｏザストロンシチｰ, 70,西田雄, 1.5, 63,  -1,   3,15,284.4, ⑫⑬
15, 3,Ｋオコルミラクル, 28,伴啓太, 3.4, 25, -18, -29,11,306.3, ⑩⑩,,,,,,,,,,,,,15, 1,Ｉカラッカゼ, 57,三浦皇, 5.5, 20,* 11, -53, 7, 15.3, ①②,15, 2,Ｂケッキセヨ, 81,岩田康, 1.6, 62,   8,  -7, 6, 13.1, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:2),,,,,,,,,,,
単勝:180円 複勝:07=110円 14=110円 11=210円 枠連:210円,,,,,,,,,,,,単勝:210円 複勝:14=120円 03=160円 11=230円 枠連:230円,,,,,,,,,,,,"単勝:420円 複勝:15=190円 09=1,390円 04=250円 枠連:8,330円",,,,,,,,,,,,"単勝:470円 複勝:14=210円 15=760円 04=200円 枠連:6,050円",,,,,,,,,,,
馬連:210円 ワイド:07-14=140円 07-11=560円 11-14=480円,,,,,,,,,,,,馬連:570円 ワイド:03-14=280円 11-14=440円 03-11=710円,,,,,,,,,,,,"馬連:11,330円 ワイド:09-15=2,870円 04-15=610円 04-09=5,440円",,,,,,,,,,,,"馬連:6,610円 ワイド:14-15=1,940円 04-14=640円 04-15=2,610円",,,,,,,,,,,
"馬単:370円 3連複:870円 3連単:2,350円",,,,,,,,,,,,"馬単:810円 3連複:1,610円 3連単:4,390円",,,,,,,,,,,,"馬単:15,000円 3連複:18,820円 3連単:110,790円",,,,,,,,,,,,"馬単:8,650円 3連複:13,960円 3連単:61,560円",,,,,,,,,,,
■ 2R  芝2200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■11R  芝1000m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,ｱｲﾋﾞｽｻﾏｰﾀﾞｯｼｭ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｈエストレｰジャ, 54,岩田康,, 61,   5,* -5, 4,  8.9,⑦⑦⑥, 1,14, ルグランフリソン,---,デムｰ,, 57,*-17,*  4, 1,  4.4, ①①, 1, 5,Ｈロッカフェスタ, 63,戸崎圭,, 76,  -8,  15, 1,  2.9, ③③, 1,13,Ｅベルカント, 82,デムｰ,, 91,*  5,  17, 1,  3.7,   
 2, 3,Ａマイネルフレッチャ, 65,柴田大, 0.2, 61,   4,* -3, 1,  2.3,⑬⑫⑪, 2,11, タニノアｰバンシｰ,---,岩田康, 0.4, 52,*-20,   1, 2,  5.1, ③③, 2, 9,Ｂアドマイヤピンク, 74,岩田康, 0.1, 76, -10,* 18, 4,  9.5, ⑦⑦, 2, 9,Ｉシンボリディスコ, 79,田中勝, 0.3, 87,   3,  14, 9, 22.0,   
 3, 8,Ｂマイネルヘルック, 61,内田博, 0.2, 60,*  8, -15, 2,  4.8,③②②, 3,15, ミネット,---,北村宏, 1.1, 50, -28,*  6, 3,  5.3, ⑬⑬, 3, 6,Ａウェルブレッド, 75,デムｰ, 0.1, 73,* -7,  11, 3,  3.5, ②②, 3,12,Ｃアｰスソニック, 83,丸田恭, 0.3, 86,  -3,* 18, 4,  7.7,   
 4,13,Ｍショウナンマンゲツ, 44,北村宏, 0.4, 58,   2,* -5,11, 54.3,⑫⑪⑫, 4, 3, パラノｰマル,---,柴田大, 1.2, 48, -26,   3, 5,  7.7, ⑨⑧, 4,12,Ｅテンシンランマン, 68,蛯名正, 0.1, 79, -11,* 19, 6, 20.5, ⑧⑧, 4,14,Ｄセイコｰライコウ, 83,柴田善, 0.4, 85,  -5,* 18, 2,  5.1,   
 5, 6,Ｃレッドサヴァｰジ, 60,蛯名正, 0.5, 58,   4, -11, 3,  5.0,⑨⑧⑦, 5, 7, ストロングファルコ,---,田中勝, 1.3, 47, -26,   2, 6, 10.7, ⑧⑨, 5,10,Ｋスカｰレットデビル, 60,内田博, 0.2, 74,  -9,  14, 8, 28.5, ④⑤, 5, 6,Ｌリトルゲルダ, 75,柴田大, 0.6, 81,   1,  11, 5,  9.8,   
 6, 2,Ｉコパノハミルトン, 50,田辺裕, 0.6, 55,   5, -15, 8, 26.1,⑤④④, 6, 4, キンシロケット,---,蛯名正, 1.5, 43, -25,  -5, 8, 26.1, ⑥⑥, 6, 7,Ｄドリｰムリヴァｰル, 69,北村宏, 0.5, 71,  -8,  10, 7, 27.2, ⑨⑨, 6, 3,Ｎサフィロス, 65,三浦皇, 0.6, 82,  -6,  15, 7, 12.1,   
 7, 5,Ｄサウスポｰルツアｰ, 59,松岡正, 1.0, 55,   6, -20, 9, 26.7,⑥⑤⑤, 7, 2, トｰホウデサント,---,江田照, 1.6, 44, -32,*  7,13,122.9, ⑭⑭, 7,11,Ｉコスモレヴァｰタ, 61,松岡正, 0.6, 71, -10,   9,12,190.6, ⑥⑥, 7, 8,Ａヘニｰハウンド, 85,戸崎圭, 0.8, 77,*  7,   4, 6, 10.8,   
 8, 4,Ｇゴｰルドスティｰル, 54,宮崎北, 1.5, 49,   4, -22, 6, 23.3,⑪⑩⑨, 8, 5, ニケトップラン,---,菅原隆, 1.7, 34,*-19, -18,10, 81.4, ②②, 8, 3,Ｌビｰナスオンシェル, 59,吉田豊, 0.8, 70, -13,  12,10, 97.2, ⑩⑩, 8,11,Ｍレンイングランド, 72,北村宏, 0.8, 77,*  5,   5, 3,  7.0,   
 9,12,Ｊクロノスバロｰズ, 49,石川裕, 1.9, 44,*  8, -39,10, 46.4,①①①, 9,10, ワｰルドフェｰマス,---,川須栄, 2.1, 30, -21, -20, 7, 15.0, ⑤⑤, 9, 1,Ｇネルトスグアサ, 68,原田和, 0.8, 70, -12,  12,11,110.3, ⑪⑪, 9, 4,Ｂフレイムヘイロｰ, 84,西田雄, 1.0, 73,   3,   4, 8, 17.2,   
10,10,Ｋシャドウキングマン, 47,石橋脩, 2.3, 43,*  6, -41,13,103.0,④③③,10, 6, メジャｰスタｰダム,---,戸崎圭, 2.7, 22, -23, -27, 4,  5.5, ④④,10, 2,Ｃゴｰジャスガｰル, 72,大野拓, 0.9, 65,  -8,   3, 5, 17.6, ⑤④,10, 1,Ｊアンゲネｰム, 77,蛯名正, 1.1, 76, -19,* 18,13, 87.1,   
11, 9,Ｅミリノカイザｰ, 55,戸崎圭, 2.4, 42,   0, -27, 5, 11.3,⑩⑬⑬,11,12, フラヴィニｰ,---,木幡初, 2.8, 25, -28, -18,11, 91.8, ⑫⑫,11, 4,Ｊマイネルシェルト, 61,柴田大, 1.7, 53,* -7, -12, 9, 54.6, ①①,11, 7,Ｇオｰスミイｰジｰ, 81,秋山真, 1.1, 73, -10,  11,14,100.9,   
12,14,Ｆスズヨサムソン, 55,柴田善, 3.3, 37,   4, -50, 7, 24.3,⑧⑨⑩,12, 1, ヤマブキ,---,武士沢, 3.1, 22, -25, -29,15,287.1, ⑦⑦,,,,,,,,,,,,,12, 5,Ｈサカジロロイヤル, 81,国分優, 1.5, 65,*  5,  -4,11, 24.9,   
13, 7,Ｌネコハッピｰ, 44,伴啓太, 4.0, 35,   4, -61,12, 67.1,②⑥⑧,13, 8, シカイリョｰコｰ,---,大野拓, 3.2, 21, -31, -19, 9, 71.1, ⑩⑪,,,,,,,,,,,,,13, 2,Ｆマコトナワラタナ, 81,田辺裕, 1.9, 61, -18,   6,10, 24.5,   
