15年 9月 5日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 9月 5日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝2900m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 4R  芝2900m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝2000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,玄海特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5, ヴィｰヴァギブソン,,北沢伸,,,,, 3,  5.3,⑨③③, 1, 7, スノｰドン,,高田潤,,,,, 1,  1.2,②①①, 1,14,Ｂハッピｰウィルス, 64,川田将,, 69,   7,*  0, 1,  3.0,⑤⑥②, 1,12,Ｃマサハヤドリｰム, 80,和田竜,, 82,  -5,* 20, 3,  6.3,⑥⑦⑤
 2, 6, マイネルフィエスタ,,植野貴,188.7,,,, 4,  6.1,⑥④④, 2, 6, プラスワン,,草野太,197.0,,,, 3, 10.1,⑥④④, 2,18,Ｇタガノヴェリテ, 61,酒井学, 0.1, 69,   5,*  3, 2,  3.6,⑫⑪⑦, 2, 8,Ｆアドマイヤカｰリン, 78,川田将, 0.0, 78,* -4,  14, 8, 11.6,②②②
 3, 4, ニジブルｰム,,小坂忠,189.0,,,, 6, 10.3,③②②, 3, 4, アスタｰコリント,,林満明,197.2,,,, 5, 17.5,⑤⑥⑥, 3,17,Ｃレレオｰネ, 63,北村友, 0.3, 66,   5,*  0, 6, 10.8,⑨⑫⑧, 3, 9,Ｂゴｰルドテｰラｰ, 82,幸英明, 0.2, 79,* -4,  15, 1,  4.5,③③④
 4, 9, マイネルピクトル,,五十嵐,189.0,,,, 1,  3.5,①①①, 4, 3, キングオブタイム,,北沢伸,197.5,,,, 2,  6.4,①⑤⑤, 4, 4,Ｅマイネルオルデン, 62,和田竜, 0.4, 66,   8,  -7, 5,  9.3,⑬④③, 4, 7,Ｉゼンノブレｰメン, 75,松山弘, 0.3, 77,  -5,  14, 5,  8.1,④④③
 5, 2, カシノデュｰク,,蓑島靖,190.0,,,,11, 95.7,⑤⑤⑤, 5, 5, メイショウオヤシオ,,白浜雄,198.1,,,, 7, 32.7,③②②, 5,11,Ｄシｰザｰバロｰズ, 63,秋山真, 0.5, 67,   2,*  6, 4,  9.2,⑮⑮⑬, 5,11,Ｊカレンバッドボｰイ, 74,小牧太, 0.5, 76,  -7,  16, 7, 11.1,⑫⑩⑨
 6, 8, タイセイジｰニアス,,難波剛,190.2,,,, 7, 21.4,⑦⑦⑥, 6, 2, マコトサダイジン,,平沢健,198.4,,,, 6, 29.9,④③③, 6,16,Ｊタツゴウゲキ, 56,鮫島克, 0.5, 63,*  9, -10,14,122.3,③③①, 6,14,Ｄレッドルｰラｰ, 79,川須栄, 0.5, 73,  -5,  12, 6,  9.4,⑧⑤⑥
 7, 7, メイショウアラワシ,,森一馬,190.3,,,,10, 44.5,⑧⑨⑧, 7, 1, ウソハッピャク,,五十嵐,201.2,,,, 4, 13.8,⑦⑦⑦, 7, 8,Ｆマンハッタンキング, 62,浜中俊, 0.8, 61,   6,  -8, 7, 16.5,⑩⑦⑥, 7,13,Ｈメイショウオトコギ, 75,秋山真, 0.6, 74,  -7,  14,12, 88.6,⑦⑨⑦
 8,10, タマモショパン,,熊沢重,190.8,,,, 8, 30.3,④⑧⑦,,,,,,,,,,,,, 8, 2,Ａサンライズフレｰズ, 65,松山弘, 1.3, 58,   8, -18, 3,  8.2,④⑤⑨, 8, 5,Ｏテイエムサンビカ, 65,義英真, 0.6, 69,* -3,   4,11, 68.5,①①①
 9,11, ビコｰピリラニ,,田村太,191.2,,,, 5,  6.7,⑩⑩⑩,,,,,,,,,,,,, 9,13,Ｉメイショウクロタカ, 57,武豊  , 1.4, 54,   6, -18, 8, 19.3,⑧⑧⑫, 9, 6,Ｋスリｰロブロイ, 73,酒井学, 0.8, 77, -11,* 22,14,164.7,⑬⑮⑬
10, 1, ワンダｰバライル,,佐久間,192.1,,,,12,130.1,⑪⑪⑪,,,,,,,,,,,,,10,12,Ｌエクラドレｰヴ, 52,高倉稜, 1.4, 59,   4, -10,12, 81.4,⑪⑬⑮,10, 4,Ｅレｰヴデトワｰル, 78,鮫島克, 0.8, 74,  -8,  16, 4,  6.7,⑪⑫⑫
11, 3, アドマイヤレイ,,西谷誠,192.6,,,, 2,  4.5,②⑥⑨,,,,,,,,,,,,,11, 7,Ｍアロハカウボｰイ, 48,小牧太, 1.5, 56,   3, -11,10, 71.3,⑭⑭⑭,11,10,Ａレネットグルｰヴ, 85,松若風, 0.9, 68,  -5,   7, 9, 18.7,⑤⑧⑪
,,,,,,,,,,,,,,,,,,,,,,,,12, 6,Ｎサワヤカショウ, 46,川須栄, 1.7, 54,  -1,  -6,15,130.0,⑯⑯⑯,12, 3,Ｇジュヒョウ, 75,浜中俊, 0.9, 68,  -5,   6, 2,  5.4,⑮⑥⑧
,,,,,,,,,,,,,,,,,,,,,,,,13, 3,Ｐメイショウアナベル, 44,太宰啓, 2.1, 48,*  9, -33,11, 71.8,②②⑤,13, 2,Ｍコウエイワンマン, 69,太宰啓, 1.1, 70, -10,  13,10, 25.0,⑩⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｏウォｰタｰライラ, 45,岩崎翼, 2.3, 46,   5, -28,17,275.7,⑥⑩⑪,14, 1,Ｎグレｰトヴァリュｰ, 67,中谷雄, 1.1, 70,  -8,  12,15,288.6,⑨⑪⑩
,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｈミュゼバトラｰ, 61,武幸四, 2.4, 46,*  9, -40, 9, 29.1,①①④,15,15,Ｌキョウワリベラル, 69,中井裕, 1.1, 75, -12,* 19,13,134.2,⑭⑭⑮
,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｋロｰプアドｰプ, 55,小坂忠, 2.9, 42,   5, -37,13, 98.4,⑦⑨⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,10,Ｒハマノマｰキュリｰ, 32,藤懸貴, 5.7, 23, -10, -38,18,426.0,⑱⑰⑰,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:0),,,,,,,,,,,
