15年10月18日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年10月18日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  ダ1900m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝2200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳴滝特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｌレガｰロ, 34,デムｰ,, 54,  -7,*  7, 4,  7.2,⑦⑧⑦, 1, 4,Ｄミキノトロンボｰン, 72,柴山雄,, 71,   2,* 16, 4,  8.2,⑤⑥⑥, 1, 2,Ａガリバルディ, 86,デムｰ,, 72,   6,   3, 1,  2.5, ②②, 1,10,Ｂグリュイエｰル, 80,福永祐,, 83,   8,* 13, 2,  3.7,⑦⑦⑦
 2,11,Ａタイセイブルグ, 57,川田将, 0.0, 55,* -4,   2, 1,  3.4,②②②, 2, 6,Ａダノンアンビシャス, 76,デムｰ, 0.0, 70,   4,  12, 1,  2.2,④③③, 2, 5,Ｂサイモンラムセス, 79,ルメｰ, 0.1, 76,  -1,  14, 4,  6.1, ⑦⑥, 2, 1,Ａヤマニンボワラクテ, 81,藤懸貴, 0.1, 86,   9,   7, 4,  6.9,③③③
 3, 1,Ｆダイナミックアロｰ, 41,福永祐, 0.5, 50,  -6,   1, 3,  7.1,⑤⑤④, 3, 8,Ｅオイルタウン, 71,岩田康, 0.1, 70,*  6,   8, 3,  6.1,①①①, 3, 8,Ｄサトノアッシュ, 76,岩田康, 0.1, 77,  -5,* 21, 3,  5.1, ⑧⑧, 3, 2,Ｈディルガ, 75,小牧太, 0.3, 80,* 11,   0, 5, 14.6,①①①
 4, 3,Ｂウインランブル, 57,松山弘, 0.5, 52,  -7,   2, 5,  9.2,⑨⑦⑧, 4, 2,Ｂドラゴンバロｰズ, 75,浜中俊, 0.4, 68,*  5,   6, 2,  2.9,②②②, 4, 1,Ｅナガラフラワｰ, 76,福永祐, 0.1, 74,   3,   7, 2,  3.6, ④④, 4, 6,Ｄレントラｰ, 77,武豊  , 0.4, 79,   8,   7, 1,  2.5,⑥⑥⑥
 5, 2,Ｄグランセブルス, 45,岩田康, 0.5, 51,  -8,*  4, 2,  5.2,⑥⑪⑥, 5, 3,Ｃフミノスナイパｰ, 74,松山弘, 0.7, 68,   3,   8, 5, 10.0,⑥⑤⑤, 5, 7,Ｉサウンドアプロｰズ, 68,幸英明, 0.3, 73,   3,   4, 6, 20.5, ⑤⑤, 5, 4,Ｆヤマニンプｰドレ, 76,内田博, 0.6, 77,   8,   1, 9, 52.8,⑤⑤④
 6,12,Ｍゴテツ, 34,池添謙, 0.8, 49,* -5,  -3,10, 41.8,④④③, 6, 9,Ｆバラブシュカ, 69,藤懸貴, 1.2, 63,   2,   6, 8,101.5,⑦⑦⑦, 6,10,Ｇヴィルジニア, 71,内田博, 0.4, 75,  -5,  18,10, 64.3, ⑨⑨, 6,11,Ｃシホウ, 80,浜中俊, 0.7, 75,   6,   4, 3,  5.4,⑪⑪⑨
 7, 4,Ｊマイネルインディゴ, 38,柴山雄, 2.3, 38,  -8, -11, 9, 22.7,⑭⑫⑪, 7, 1,Ｈアンシャックルド, 63,幸英明, 1.5, 63,   1,   6, 6, 31.3,⑧⑧⑧, 7, 9,Ｊタガノバラｰド, 68,川田将, 0.6, 66,* 13, -18, 8, 39.0, ①①, 7, 5,Ｉコウエイワンマン, 73,吉田豊, 0.9, 74,   6,   1, 7, 22.7,⑧⑧⑧
 8,10,Ｅシゲルカンパチ, 43,国分恭, 2.3, 38,* -3, -19,11, 83.6,①①①, 8, 5,Ｇヴァｰサトル, 68,和田竜, 2.2, 56,   4,  -7, 7, 33.2,③④④, 8, 6,Ｃトップアｰト, 78,武豊  , 0.6, 72,  -6,  18, 5, 14.3, ⑪⑪, 8, 3,Ｅグッドカフェ, 77,幸英明, 1.5, 69,* 11, -17,10, 70.1,②②②
 9, 7,Ｉモズジュピタｰ, 39,小林徹, 2.4, 39,  -7, -12,14,276.7,⑩⑩⑩,,,,,,,,,,,,, 9,11,Ｆプレミアムブルｰ, 75,和田竜, 0.6, 69,   6,  -5, 9, 58.8, ③③, 9, 7,Ｊスリｰロブロイ, 71,武幸四, 1.5, 70,   7,  -4,11,156.1,⑨⑨⑪
