15年 8月15日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 8月15日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(九) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-29,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-11,,,,,■ 7R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宮崎特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｅチェストケホｰク, 21,義英真,, 41, -23,* -4, 5,  8.3, ⑦⑦, 1,12,Ｂリリｰヴィクトリｰ, 64,北村友,, 61,   4,* -2, 3,  5.7, ⑨⑦, 1, 6,Ｂアングライフェン, 63,北村友,, 68,  -5,*  9, 4,  8.9,⑤⑦⑧, 1,15,Ｇカシノワルツ, 69,義英真,, 78,  -5,* 15, 9, 30.8, ⑪⑩
 2, 1,Ｄテイエムマケンゲナ, 22,藤岡佑, 0.3, 38, -27,* -3, 4,  6.5, ⑨⑧, 2,13,Ｉアドマイヤジャズ, 52,和田竜, 0.0, 61,   1,*  0, 4,  9.5, ⑩⑩, 2, 2,Ｅハッピｰウィルス, 61,川田将, 0.2, 66,* -4,*  4, 1,  2.6,③⑥④, 2,14,Ｅリアルヴィｰナス, 70,秋山真, 0.1, 76,   0,   8, 1,  3.5, ⑨⑦
 3, 4,Ｃテイエムハズンド, 31,熊沢重, 0.4, 36, -16, -15, 2,  4.9, ⑤④, 3, 8,Ｃティｰエスバラ, 64,松山弘, 0.0, 65,* 11,  -9, 2,  3.7, ③③, 3,15,Ｇシャイニングスタｰ, 60,浜中俊, 0.4, 61,* -2,  -3, 5,  9.1,⑫①①, 3,10,Ｋゼンノコリオリ, 67,武幸四, 0.4, 73,  -8,* 12, 8, 18.7, ⑬⑫
 4,12,Ｂテイエムヤマンカミ, 33,鮫島克, 0.7, 34,* -9, -26, 1,  2.4, ②②, 4,11,Ｄカネトシスキｰム, 60,藤岡佑, 0.2, 61,   7,  -7,10, 35.3, ⑤⑤, 4,13,Ｉシｰザｰバロｰズ, 59,秋山真, 0.4, 64,  -6,*  6, 6, 11.8,⑬⑪⑪, 4,13,Ｍサンライズポパイ, 65,国分優, 0.4, 73, -12,* 16,11, 31.9, ⑭⑭
 5, 9,Ｆホｰザンポントス, 20,鮫島良, 1.0, 33,* -7, -30, 6, 20.6, ①①, 5, 4,Ｆカゼノカオリ, 57,岡田祥, 0.2, 60,   8,  -9, 5, 16.4, ④④, 5,12,Ｆトワイライトキッス, 60,松山弘, 0.5, 64,  -6,*  4, 2,  5.9,⑩⑫⑨, 5, 7,Ｌエルカミｰノレアル, 66,浜中俊, 0.8, 66,*  5,  -6, 3,  6.0, ②②
 6,11,Ｇカシノマイセルフ, 12,岩崎翼, 1.3, 26, -13, -29, 9, 85.0, ④⑤, 6,15,Ａダイメイチャンプ, 65,川田将, 0.4, 57,   5,  -9, 1,  2.5, ⑦⑧, 6,14,Ｈサウンドギャツビｰ, 60,国分恭, 0.7, 60,* -4,  -5, 9, 38.3,④③③, 6,11,Ａニホンピロディｰル, 73,酒井学, 0.9, 66,  -1,  -1, 5,  9.7, ⑧⑨
 7, 6,Ａラッキｰスピｰド, 37,中谷雄, 1.4, 24, -13, -31, 3,  5.3, ③③, 7,10,Ｇタイキフロンティア, 53,鮫島克, 0.5, 53,  -2,  -4, 9, 32.1, ⑫⑫, 7,16,Ｊナイトディグニティ, 54,岩崎翼, 0.9, 58,* -3,  -6,13,146.9,⑦④⑤, 7, 5,Ｈブレイヴフィｰト, 68,中谷雄, 1.0, 64,  -4,   1,13,102.5, ⑩⑪
 8, 5,Ｈカシノカｰニバル,  1,酒井学, 1.6, 21, -30, -18,10,127.5, ⑩⑩, 8, 6,Ｒアドバンスゴｰド,-12,義英真, 0.5, 52,  -6,*  0,17,321.1, ⑭⑭, 8, 9,Ａエアマニング, 63,太宰啓, 1.0, 57,* -1,  -9, 7, 13.0,②②②, 8, 9,Ｄデンコウヒノマル, 70,松山弘, 1.0, 64,*  3,  -6, 4,  7.4, ⑥⑤
