15年12月13日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年12月13日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1600m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,こうやまき賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａダノンスパｰク, 67,松若風,, 62,*  1,*  6, 1,  1.4,①①①, 1,11, リヴゴｰシュ,,林満明,,,,, 1,  3.0,②②②, 1, 3,Ａピｰスマインド, 66,幸英明,, 70,* 10, -11, 1,  1.7,①①①, 1, 5,Ｅマディディ, 60,松若風,, 69,  14,* -5, 5,  8.8,⑦⑦⑧
 2,11,Ｅイｰストオブザサン, 50,鮫島克, 0.3, 60,*  0,*  5, 4, 14.2,④④④, 2, 9, シップウハヤト,,小坂忠,202.9,,,, 2,  4.2,⑥③③, 2, 2,Ｃレンベルガｰ, 56,国分優, 1.0, 63,   0,*  0, 5, 17.0,⑦⑧⑩, 2, 9,Ｊゴッドカリビアン, 56,鮫島良, 0.0, 72,  13,* -3, 4,  7.8,⑩⑩⑩
 3, 4,Ｇトウカイエクレｰル, 49,柴田未, 1.0, 54,*  0,  -1,10,102.5,③③③, 3, 5, クリノイザナミ,,大江原,203.2,,,,10, 43.3,①①①, 3, 7,Ｂトｰホウデサント, 60,丸田恭, 1.1, 60,   0,  -3, 3,  8.8,⑩⑨⑧, 3, 3,Ａダンツプリウス, 65,丸山元, 0.0, 69,  15,  -8, 2,  4.9,⑥⑥⑥
 4, 5,Ｍテイエムハｰトダン, 41,加藤祥, 1.6, 49,*  1,  -7,12,156.1,②②②, 4,13, ヴィクトリｰスタｰ,,白浜雄,203.3,,,, 3,  5.1,③④④, 4, 5,Ｅジャングルベリｰ, 54,丸山元, 1.1, 62,   1,  -4, 6, 21.9,⑧⑦⑦, 4,11,Ｈリッジマン, 59,加藤祥, 0.2, 67,  17, -12,12, 60.9,③④④
 5, 6,Ｂジャｰマンアイリス, 55,丸山元, 1.7, 51,  -4,*  2, 6, 24.5,⑯⑭⑫, 5, 8, ジュｰルドトネｰル,,小野寺,203.4,,,, 4,  5.6,⑩⑨⑥, 5,12,Ｄワンスインアライフ, 55,北村友, 1.2, 60,  -3,*  1, 4,  9.0,⑫⑪⑫, 5,10,Ｄブルｰオリエント, 61,鮫島克, 0.9, 59,  16, -22,11, 37.8,⑤⑤⑤
 6, 2,Ｄゴｰルドエｰカｰ, 52,北村友, 1.8, 49,*  0,  -7, 5, 23.3,⑤⑥⑤, 6,10, シゲルナマハゲ,,草野太,204.2,,,, 7, 20.3,⑫⑧⑦, 6, 8,Ｈディスグラｰス, 47,松田大, 1.4, 57,   2, -13, 7, 27.9,⑥⑥⑥, 5, 2,Ｉアグネスフォルテ, 57,和田竜, 0.9, 61,  14, -17, 6, 10.6,⑨⑧⑦
 7, 7,Ｃスズカマサル, 53,和田竜, 2.3, 47,  -1,  -8, 3,  9.3,⑨⑩⑩, 7, 7, アルテミシア,,浜野谷,205.8,,,,11, 68.2,④⑤⑤, 7,11,Ｇクラウンドリｰム, 48,杉原誠, 1.6, 57,   0,  -9,12,161.3,⑨⑩⑨, 7, 6,Ｃキングライオン, 61,松田大, 1.0, 59,   8,  -9,10, 19.6,⑫⑫⑫
 8, 9,Ｆエスプリベルテ, 49,高倉稜, 2.3, 48,  -2,  -6,14,211.0,⑪⑪⑪, 8, 6, アンゲネｰム,,金子光,206.0,,,, 8, 30.8,⑨⑦⑧, 8, 9,Ｉディｰプロワイヤル, 46,松若風, 1.9, 54,  -3,  -6, 9, 87.8,⑪⑫⑬, 8, 4,Ｌクライシス, 50,幸英明, 1.0, 59,  16, -25, 3,  5.3,④③③
