15年 7月 4日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 7月 4日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,猪苗代特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｋネコダンサｰ, 36,オｰル,, 47,* -6,*-14, 8, 28.6,④④②, 1,12,Ｄエリオットベイ, 58,ルメｰ,, 65,* -1,*  4, 1,  2.5,⑥③②, 1,14,Ｂアキトプレスト, 62,江田照,, 53,*  4, -12, 1,  3.3,③③②, 1,10,Ａロワジャルダン, 85,ルメｰ,, 80,*  7,* 13, 1,  2.0,⑥④⑤
 2,12,Ｃマイネルリプケン, 47,柴田大, 0.2, 44,* -5, -21, 2,  3.2,①①①, 2,13,Ｇリタｰンエｰス, 57,吉田豊, 0.6, 61,  -5,*  9,10, 38.8,⑫⑮⑫, 2,13,Ｃレオロフティｰ, 61,横山典, 0.2, 52,*  4, -14, 3,  5.0,②②③, 2, 6,Ｆロジテｰル, 81,松岡正, 0.1, 77,   7,* 13,11, 70.0,③⑤③
 3, 9,Ａジュアンマリエ, 56,ルメｰ, 0.3, 44,* -6, -18, 1,  2.1,⑤⑤⑤, 3,15,Ｏダフィｰゴｰルド, -2,蛯名正, 0.8, 59,*  0,  -5, 6, 27.5,⑮①①, 3,10,Ｇアルファキンバレｰ, 53,津村明, 0.3, 53,   3, -10,12,119.1,④④④, 3, 4,Ｃエイシンヴァラｰ, 82,石橋脩, 0.5, 74,*  7,   8, 8, 18.7,②②②
 4, 3,Ｄカリスマフォンテン, 47,北村宏, 0.4, 45, -12,* -8, 4, 14.1,⑪⑫⑪, 4, 8,Ａデルマサンダユウ, 65,津村明, 0.8, 58,  -3,   1, 2,  3.4,⑧⑨⑧, 4, 3,Ｋコスモジョイジョイ, 46,柴田大, 0.4, 54,  -1,* -4, 9, 41.9,⑨⑨⑦, 4,12,Ｇメイショウヒコボシ, 81,横山典, 0.7, 72,   6,  10, 3,  8.6,⑦⑦⑦
 5, 8,Ｊバルダッサｰレ, 39,石橋脩, 0.8, 40, -11, -18,10, 67.5,⑬⑩⑩, 5,11,Ｅメイショウキシドウ, 57,石橋脩, 0.8, 58,  -2,   0, 8, 32.1,⑪⑥④, 5, 8,Ｊサニｰゴｰルド, 47,田中勝, 0.6, 53,  -1,* -5, 6, 17.6,⑫⑩⑨, 5,13,Ｄアｰルプロセス, 82,田中勝, 0.9, 73,   7,   7, 5, 11.4,⑪⑧⑧
 6, 5,Ｉリワｰドデュラン, 40,石川裕, 0.9, 35, -11, -20,12,134.4,⑧⑨⑧, 6, 1,Ｃブランニュｰ, 58,田辺裕, 1.0, 58,  -4,   2, 3,  6.8,⑦⑫⑦, 6, 2,Ａリンガスプライム, 63,田辺裕, 0.8, 47,*  8, -32, 5,  9.4,①①①, 6, 3,Ｊメイショウワコン, 78,柴田大, 0.9, 72,*  7,   5, 7, 13.8,①①①
 7, 7,Ｌヴィクトリｰマハロ, 22,田辺裕, 1.1, 36,  -8, -28, 9, 41.9,⑥⑥⑥, 7, 4,Ｂディｰエスレイザｰ, 62,内田博, 1.3, 55,  -3,  -3, 4,  7.3,⑬⑪⑤, 7, 7,Ｆシゲルデンガク, 54,オｰル, 0.8, 49,   2, -14, 7, 21.7,⑦⑥⑤, 7, 1,Ｎアグネスダリム, 74,津村明, 1.0, 71,   5,   9,14,342.7,⑩⑫⑩
 8, 1,Ｈジャマイカムｰン, 43,野中悠, 1.2, 35, -10, -23, 7, 28.5,⑦⑧⑦, 8, 6,Ｎハナズシャウト, 29,石川裕, 1.4, 57,* -1,  -7,11, 44.2,①②③, 8, 6,Ｈナンヨｰピュｰピル, 51,柴田善, 0.9, 49,  -4,* -4, 8, 29.2,⑬⑬⑭, 8, 7,Ｍマンハッタンコｰド, 74,柴田善, 1.2, 70,   5,   7,13,181.4,⑤⑪⑥
 9, 4,Ｆゲンパチタッチ, 45,岩部純, 1.2, 35, -11, -23, 6, 24.1,⑨⑪⑫, 9, 2,Ｋレオアジリティｰ, 42,岩部純, 2.0, 52,  -3,  -9,13,104.8,③⑦⑥, 9, 1,Ｎリガドｰル, 39,松岡正, 1.0, 49,   0, -14,13,170.0,⑥⑦⑧, 9, 8,Ｋダノンミシガン, 77,北村宏, 1.2, 71,*  8,   2, 9, 30.3,④③④
