15年 4月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 4月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ1600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2000m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,府中ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａパルパルパピヨン, 62,蛯名正,, 66,*  4,*  0, 1,  3.6, ①①, 1,17,Ｅアンタラジｰ, 59,柴山雄,, 67,  -3,* 20, 1,  1.8, ⑱⑮, 1, 5,Ａメガオパｰルカフェ, 77,武豊  ,, 71,*  2,* 13, 1,  1.9, ②②, 1, 4,Ｄダｰビｰフィズ, 81,蛯名正,, 86,   7,* 13, 2,  4.7,⑩⑦⑧
 2,13,Ｉメニｰサンクス, 51,村田一, 0.6, 60,*  3,  -4, 5, 11.2, ②②, 2, 5,Ｃコスモカンプ, 63,柴田大, 0.2, 64,   8,  -2, 3, 10.5, ⑤⑥, 2, 6,Ｂマッチレスヒｰロｰ, 74,横山典, 0.3, 68,   1,* 13, 2,  4.3, ③④, 2, 7,Ｊアトム, 70,内田博, 0.1, 84,   8,   9, 4,  7.1,⑤⑥⑤
 3,11,Ｂデイトリッパｰ, 58,横山典, 0.9, 57,   1,  -2, 7, 11.9, ⑦⑦, 3, 7,Ｂブレイクエｰス, 64,武豊  , 0.2, 64,   5,   2, 2,  3.6, ⑧⑦, 3,10,Ｇオニノシタブル, 69,江田照, 0.4, 69,  -1,* 16, 6, 22.5, ⑧⑧, 3,10,Ｈマイネオｰラム, 75,柴田大, 0.1, 82,* 11,   1, 6, 13.6,②②②
 4, 6,Ｃディスコルディア, 57,柴山雄, 0.9, 57,*  3,  -5, 2,  3.8, ④④, 4, 3,Ｇコスモピンパｰネル, 55,石橋脩, 0.4, 63,   8,  -5,10, 67.1, ⑥⑤, 4, 2,Ｈルヴァンカｰ, 67,内田博, 0.6, 67,*  3,   8, 4,  8.1, ①①, 4, 9,Ｂエバｰグリｰン, 83,横山典, 0.3, 82,   4,* 16, 9, 23.2,⑪⑪⑪
 5,10,Ｋホッコｰヴァｰル, 47,田辺裕, 1.1, 56,   0,  -4, 3,  4.1, ⑧⑧, 5, 2,Ｊトレｰスオンアイス, 52,横山典, 0.4, 61,   1,*  7, 8, 31.4, ⑪⑪, 5, 9,Ｊロジテｰスト, 64,松岡正, 0.7, 67,*  2,   9, 8, 35.9, ④③, 5, 5,Ｆレッドルｰファス, 77,柴田善, 0.5, 79,   7,   7, 1,  3.4,⑨⑩⑩
 6, 1,Ｅニシノプレシャス, 56,吉田豊, 1.4, 53,*  3,  -9, 6, 11.9, ③③, 6,11,Ｋマイネルデアデビル, 43,松岡正, 0.6, 59,* 18, -26, 9, 49.4, ①①, 6, 3,Ｆダンディｰソル, 69,吉田豊, 1.0, 63,  -1,  10, 7, 25.3, ⑦⑦, 6, 1,Ａジャｰエスペランサ, 83,吉田豊, 0.7, 77,   9,  -3,11, 46.5,③③③
 7, 3,Ｆランデックヒルズ, 52,内田博, 1.8, 52,  -1,  -8, 9, 67.2, ⑨⑨, 7,10, レッドアフレイム,---,田辺裕, 0.7, 60,  -3,* 10, 4, 12.7, ⑭⑭, 7,12,Ｃディアグリスタｰ, 73,三浦皇, 1.0, 66,  -1,  10, 5, 11.9, ⑩⑨, 7, 8,Ｅシャドウパｰティｰ, 78,石橋脩, 0.8, 76,   7,   0, 3,  4.9,⑧⑧⑦
 8, 5,Ｏエビスシハｰブ, 42,武豊  , 2.0, 51,   2, -13, 4,  7.4, ⑤⑤, 8, 8,Ｉロッソマドンナ, 53,蛯名正, 0.7, 60,* 13, -15, 6, 25.7, ③③, 8, 7,Ｅジョｰヌドｰル, 71,柴山雄, 1.7, 58,   0,   3, 9, 46.8, ⑤⑤, 8, 3,Ｃフェスティヴイェル, 82,田中勝, 0.8, 78,   7,   3, 5,  7.9,⑦⑨⑨
