15年 5月 9日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 5月 9日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝3290m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 4R  芝2890m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,二王子特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13, エｰシンホワイティ,,北沢伸,,,,, 1,  1.6,②②②, 1, 7, トライアゲイン,,高野和,,,,, 8, 24.6,③③③, 1,10,Ｃエリｰフェアリｰ, 68,津村明,, 66,*  4,*  3, 4,  7.1,⑤③③, 1, 3,Ｄリノリオ, 73,丸田恭,, 77,   5,* 11, 1,  3.2, ⑫⑫
 2, 3, ダノンゴｰルド,,五十嵐,215.6,,,, 2,  3.6,③③③, 2, 3, ゴｰルドブライアン,,難波剛,189.5,,,, 6, 15.5,⑥④④, 2, 6,Ｄビオレント, 68,吉田隼, 0.3, 65,   3,*  4, 2,  4.4,⑥⑦⑦, 2,16,Ａランドオザリｰル, 80,津村明, 0.2, 73,   6,   4, 4,  8.7, ⑦⑤
 3,11, ニジブルｰム,,小坂忠,216.6,,,, 9, 45.6,①①①, 3, 9, ミラクルルｰマｰ,,西谷誠,189.6,,,, 3,  6.0,②①①, 3, 5,Ｆコウセイマユヒメ, 66,オｰル, 0.5, 64,   4,   1, 7, 20.2,⑦⑥⑥, 3,14,Ｇウインインスパイア, 70,丸山元, 0.4, 72,   7,   2, 5, 11.8, ⑥⑦
 4,12, ドクタｰルキア,,浜野谷,218.2,,,, 7, 37.7,④⑤⑤, 4, 4, マイネルドメニカ,,上野翔,190.4,,,,10, 49.3,⑦⑤⑤, 4, 3,Ｂモンシュシュ, 71,松若風, 0.6, 63,*  5,  -4, 1,  2.1,①①①, 4,10,Ｈサダムロｰドショｰ, 69,吉田隼, 0.4, 71,   5,   4, 9, 21.7, ⑪⑩
 5, 8, エｰシンジｰライン,,西谷誠,218.6,,,, 4, 14.1,⑤④④, 5, 1, アドマイヤタイシ,,北沢伸,190.8,,,, 2,  3.9,⑤⑥⑥, 5, 7,Ｅメテオレイン, 67,井上敏, 0.7, 62,   3,  -2, 8, 24.0,④⑤⑤, 5, 1,Ｃグリｰンラヴ, 73,勝浦正, 0.4, 72,   4,   7, 3,  6.6, ⑩⑪
 6, 4, タマモアルバ,,植野貴,219.0,,,, 6, 34.7,⑧⑥⑥, 6, 5, ワｰルドマッチ,,林満明,191.7,,,, 1,  2.4,①②②, 6, 4,Ａテイエムライオネス, 71,竹之下, 1.3, 58,   4,  -7, 3,  6.4,③④④, 6,12,Ｆワクワクカンヲ, 72,オｰル, 0.4, 73,   4,   7, 6, 12.4, ⑮⑬
 7, 2, テイエムセイリュウ,,難波剛,219.9,,,,11, 86.7,⑩⑨⑨, 7, 8, テナシティｰ,,五十嵐,191.8,,,, 5, 12.6,⑩⑧⑦, 7, 9,Ｉクィｰンオブシバ, 58,木幡初, 1.4, 57,*  4, -10, 5, 15.0,②②②, 7, 7,Ｌサンマルホｰム, 67,高倉稜, 0.6, 74,   2,* 11,10, 24.6, ⑯⑯
 8, 6, プレミアムパス,,金子光,220.0,,,,10, 55.1,⑪⑩⑩, 8, 2, オマモリ,,石神深,193.0,,,, 9, 31.3,⑧⑨⑧, 8, 2,Ｊユｰカリノカゼ, 49,西田雄, 1.8, 57,   1,  -6, 6, 18.6,⑨⑨⑨, 8, 6,Ｏマダムジルウェット, 61,川島信, 0.9, 67,   2,   3,15,122.8, ⑬⑭
