15年 4月19日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 4月19日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1200m 4歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9, 7,Ａストロベリｰズ, 64,石橋脩, 1.4, 52,*  5, -17, 3,  5.9, ②②, 9,10,Ｆセイカアヴァンサ, 58,柴山雄, 1.4, 57,*  1, -15,11,130.0,③④⑤, 9, 8,Ｏエグランティエ, 55,石橋脩, 0.7, 66,   8,   0,16,174.5,⑨⑨⑦, 9, 7,Ｉナンチンノン, 86,川島信, 0.4, 78,*  8,   6, 5,  8.3, ②②
10, 2,Ｋアヤミｰチャン, 49,柴山雄, 1.6, 46,  -7,  -7,11, 90.7, ⑪⑫,10,16,Ｊベルメｰル, 51,岩田康, 1.6, 54,  -1, -15, 5, 25.7,⑥⑦⑧,10,10,Ｋトミケンシャルゴｰ, 65,菱田裕, 0.9, 65,   9,  -4, 7, 17.8,⑤⑦⑧,10,14,Ｐエスメラルディｰナ, 73,柴山雄, 0.5, 75,   5,   8, 7, 19.3, ⑤④
11, 5,Ｆケイツｰミネルバ, 52,嘉藤貴, 1.7, 46,  -9,  -6,14,237.1, ⑬⑭,11, 2,Ｌコスモヴェルフェン, 48,三浦皇, 1.7, 55,*  0, -18,10,119.4,⑤⑥⑦,11, 2,Ａコスモアルマク, 75,柴田大, 0.9, 66,   7,   0, 5, 10.9,⑬⑪⑩,11, 1,Ｎミヤジエルビス, 81,三浦皇, 0.6, 76,  -6,  18,11, 37.0, ⑮⑮
12, 6,Ｐアポロフライ, 35,内田博, 2.1, 42,  -4, -15, 9, 70.4, ⑨⑧,12,13,Ｍトミケンブレスク, 47,内田博, 1.7, 56,  -5,  -3,13,269.6,⑯⑯⑭,12, 1,Ｃアンジュリンブレス, 73,大野拓, 1.5, 62,   6,  -3,12, 45.5,⑪⑭⑭,12,10,Ｈスリｰボストン, 87,石橋脩, 1.2, 69,  -1,   8,16,144.6, ⑫⑬
13,12,Ｍメルシｰトウショウ, 38,大庭和, 2.3, 40, -14,  -7,16,345.4, ⑯⑯,13,11,Ｏサンインディアナ, 37,井上敏, 1.8, 54,  -2, -13,18,342.2,⑦⑨⑫,13,12,Ｄオｰマイホｰス, 72,川島信, 1.8, 59,   9, -11,15,114.2,⑥⑧⑥,13, 4,Ｏカフェシュプリｰム, 81,和田竜, 1.3, 70,*  8,  -2,15, 98.7, ①①
14, 3,Ｎナムラナニｰ, 38,酒井学, 2.7, 37, -13, -12,13,171.7, ⑮⑮,14,17,Ｋマイネルマｰゴ, 50,酒井学, 2.0, 53,  -6,  -5,15,284.6,⑮⑱⑯,14,13,Ｐシゲルケンカヤマ, 53,酒井学, 2.0, 58,   8, -11,14,105.4,⑧⑩⑯,13,13,Ｆベストルｰラｰ, 87,岩田康, 1.3, 69,   3,   4, 8, 20.1, ⑨⑩
15,10,Ｊスガノデュランダル, 49,和田竜, 2.7, 40,  -2, -21, 8, 20.5, ⑧⑩,15, 4,Ｇネオアルカディア, 55,和田竜, 2.2, 50,*  2, -29, 9, 90.9,②②②,15, 9,Ｌココスタイル, 63,蛯名正, 2.8, 52,* 10, -23,10, 30.2,⑩③⑤,15, 5,Ｄタガノトネｰル, 87,菱田裕, 1.7, 66,   2,   1, 9, 29.0, ⑩⑪
16, 9,Ｏアユミドンドン, 35,柴田大, 2.9, 37,  -4, -21,15,242.0, ⑩⑨,16,12,Ｑロングトレイル, 27,嘉藤貴, 2.2, 52,  -3, -13,12,252.3,⑭⑭⑮,16,11,Ｈコスモボアソルテ, 69,内田博, 3.2, 49,  10, -25,13, 50.1,③④⑮,16, 9,Ｍブルｰストｰン, 82,柴田大, 1.9, 64,   4,  -2,13, 45.3, ⑥⑧
,,,,,,,,,,,,17,15,Ｐアストンブラック, 35,戸崎圭, 2.4, 48,  -6, -12, 7, 41.4,⑱⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 8,Ｒゲンパチインパクト, 26,岩部純, 5.3, 32,  -4, -58,16,289.2,⑫⑮⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,
"単勝:1,230円 複勝:16=420円 14=510円 08=310円 枠連:3,310円",,,,,,,,,,,,単勝:290円 複勝:09=110円 18=110円 14=160円 枠連:320円,,,,,,,,,,,,"単勝:370円 複勝:04=170円 14=530円 03=800円 枠連:4,640円",,,,,,,,,,,,単勝:290円 複勝:11=140円 15=200円 16=320円 枠連:680円,,,,,,,,,,,
"馬連:7,120円 ワイド:14-16=1,390円 08-16=1,920円 08-14=2,520円",,,,,,,,,,,,馬連:310円 ワイド:09-18=160円 09-14=340円 14-18=350円,,,,,,,,,,,,"馬連:5,070円 ワイド:04-14=1,400円 03-04=1,810円 03-14=7,640円",,,,,,,,,,,,"馬連:1,280円 ワイド:11-15=600円 11-16=810円 15-16=1,030円",,,,,,,,,,,
"馬単:14,030円 3連複:22,740円 3連単:144,960円",,,,,,,,,,,,"馬単:740円 3連複:750円 3連単:2,860円",,,,,,,,,,,,"馬単:8,450円 3連複:50,880円 3連単:251,750円",,,,,,,,,,,,"馬単:2,150円 3連複:4,530円 3連単:17,430円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 5R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 8R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,袖ｹ浦特別,,,,,,,,,,,,皐月賞 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｅサウンドジャンゴ, 62,福永祐,, 66,*  3,  -1, 2,  3.9,③④③, 1, 5,Ａサヴァティアｰノ, 80,柴山雄,, 73,*  3,* 15, 1,  2.3,②②②, 1, 4,Ｂファントムロｰド, 79,ルメｰ,, 77,* -2,  10, 1,  2.1, ③③, 1, 2,Ｂドゥラメンテ, 83,デムｰ,, 91,  11,* 22, 3,  4.6,⑬⑪⑦
 2, 4,Ａヤマチョウタンゴ, 70,蛯名正, 0.1, 66,*  4,  -3, 1,  1.8,⑦③②, 2, 8,Ｄシェｰンメｰア, 72,田中勝, 0.0, 74,*  2,* 14, 4,  5.6,①①①, 2,10,Ｃアブマｰシュ, 74,戸崎圭, 0.2, 74,  -5,  10, 7, 39.4, ④④, 2, 5,Ａリアルスティｰル, 85,福永祐, 0.2, 85,  13,  13, 2,  3.8,⑤⑤④
 3, 1,Ｃデルマサンダユウ, 63,武豊  , 0.6, 63,  -3,*  7, 6, 20.0,⑯⑮⑭, 3, 7,Ｆトゥｰルモンド, 71,井上敏, 0.4, 73,   1,* 14, 9, 67.5,⑤⑥④, 3, 6,Ｅモンマックス, 72,蛯名正, 0.2, 76,  -6,  11, 2,  4.6, ⑥⑥, 3, 7,Ｃキタサンブラック, 82,浜中俊, 0.6, 81,* 15,   3, 4,  9.7,②②②
 4,15,Ｄダイワエクシｰド, 63,デムｰ, 0.6, 60,   2,  -4, 4,  9.9,⑩⑤④, 4, 9,Ｂエタｰナルヒｰロｰ, 77,田辺裕, 0.8, 69,   2,  10, 2,  4.0,⑥⑤⑤, 4, 2,Ａタガノザイオン, 80,武豊  , 0.3, 74,  -7,  12, 4,  9.3, ⑤⑤, 4, 1,Ｄブライトエンブレム, 82,田辺裕, 0.6, 84,  13,  10, 6, 11.4,⑨⑧⑤
 5,14,Ｆジｰガｰルｰジュ, 62,田辺裕, 0.6, 62,   0,*  0, 8, 59.0,⑭⑪⑥, 5, 2,Ｅハイフロンティア, 71,福永祐, 0.8, 69,   2,  10, 5, 13.3,④④③, 5, 3,Ｆコスモドｰム, 72,柴田大, 0.3, 75,  -9,* 13, 3,  5.2, ⑦⑦, 5,14,Ｋクラリティスカイ, 75,横山典, 0.7, 80,* 16,   0,10, 52.1,①①①
 6,13,Ｎサノタイクｰン, 48,井上敏, 1.1, 59,*  4, -12,13,209.6,①①①, 6, 4,Ｈゲンパチケンザン, 71,柴田善, 1.0, 67,   0,  10, 6, 17.4,⑨⑧⑧, 6,12,Ｉラインロバｰト, 69,岩田康, 0.6, 70,  -9,   9, 6, 15.7, ⑧⑧, 6, 8,Ｅサトノクラウン, 81,ルメｰ, 0.7, 83,  10,  13, 1,  3.1,⑫⑬⑫
 7,10,Ｂヒロノカマオレ, 63,戸崎圭, 1.3, 58,   1,  -6, 3,  7.0,⑫⑩⑩, 7, 1,Ｃエルドリッジ, 76,大野拓, 1.2, 67,   0,   9, 3,  4.7,⑧⑦⑦, 7,11,Ｊクリノタカラチャン, 69,嘉藤貴, 0.7, 68,*  3,  -2, 9, 45.5, ①①, 7, 9,Ｈミュゼエイリアン, 79,柴山雄, 0.8, 81,  13,   7,11, 62.0,⑦⑨⑥
 8, 5,Ｍアメリカンゴｰルド, 52,岩田康, 1.5, 56,   0,  -7, 9,120.3,⑥⑧⑧, 8, 3,Ｉネコタイショウ, 58,柴田大, 2.9, 57,   0,  -3, 7, 46.1,⑦⑨⑨, 8, 1,Ｎキングクリチャン, 36,川島信, 0.9, 67, -17,* 13,13,179.4, ⑫⑫, 8,11,Ｇダノンリバティ, 80,岩田康, 0.9, 81,   9,  13, 9, 43.1,⑭⑭⑨
 9, 8,Ｇゼンノウラヌス, 60,浜中俊, 1.7, 56,   1, -10, 7, 21.5,⑪⑨⑨, 9, 6,Ｇハットシテグｰ, 71,内田博, 5.9, 34,   2, -34, 8, 48.9,③③⑥, 9, 5,Ｈサクセスフィリア, 70,内田博, 0.9, 67, -11,   8, 8, 43.6, ⑨⑨, 9, 3,Ｎスピリッツミノル, 69,酒井学, 1.1, 77,* 14,  -1, 8, 31.2,④③③
10, 2,Ｈカゼノゴトク, 58,柴山雄, 1.8, 54,  -2,  -5,15,268.7,⑬⑭⑬,,,,,,,,,,,,,10,13,Ｇワキノコクリュウ, 72,浜中俊, 1.0, 62,* -1,  -4, 5,  9.9, ②②,10,13,Ｌコメｰト, 71,嘉藤貴, 1.3, 76,  13,  -1,15,236.0,⑥⑥⑩
11,12,Ｊクリノリュウイｰソ, 57,和田竜, 2.3, 52,   2, -17,11,160.4,⑤⑥⑤,,,,,,,,,,,,,11,14,Ｋハワイアンシュガｰ, 67,岩部純, 1.1, 67, -23,* 17,14,252.7, ⑭⑭,11,15,Ｆダノンプラチナ, 81,蛯名正, 1.3, 78,  12,   2, 5, 10.3,⑧⑩⑬
12, 3,Ｋコスモアルヘナ, 54,柴田大, 2.4, 52,  -2, -11, 5, 16.4,⑧⑬⑫,,,,,,,,,,,,,12, 9,Ｄレッドガルシア, 73,三浦皇, 1.1, 63, -11,   5,12,148.8, ⑪⑪,12,10,Ｉベルｰフ, 78,戸崎圭, 1.6, 74,   9,   4, 7, 19.3,⑮⑮⑮
13,11,Ｉオｰダシティｰ, 57,酒井学, 3.1, 47,  -1, -19,12,183.3,⑨⑫⑮,,,,,,,,,,,,,13, 8,Ｍセレブレｰトサマｰ, 62,井上敏, 1.1, 64, -17,  10,11,141.1, ⑬⑬,13, 6,Ｊタガノエスプレッソ, 77,菱田裕, 1.9, 71,  12,  -5,12,109.3,⑩⑫⑭
14, 6,Ｐメモリアルウッド, 44,嘉藤貴, 3.1, 47,  -5, -11,14,264.4,⑮⑯⑯,,,,,,,,,,,,,14, 7,Ｌオリエンタルサン, 67,和田竜, 1.2, 62, -13,   5,10, 52.1, ⑩⑩,14,12,Ｍベルラップ, 70,三浦皇, 3.2, 57,  13, -30,13,122.3,⑪⑦⑪
15, 7,Ｌシンプリｰレモン, 53,川島信, 4.0, 41,   2, -32,10,133.9,④⑦⑪,,,,,,,,,,,,,,,,,,,,,,,,,15, 4,Ｏワンダｰアツレッタ, 69,柴田大, 3.9, 53,* 14, -41,14,198.2,③④⑧
16,16,Ｏディアイｰジス, 44,三浦皇, 4.7, 38,*  4, -42,16,272.2,②②⑦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:88 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,
単勝:390円 複勝:09=120円 04=110円 01=280円 枠連:190円,,,,,,,,,,,,"単勝:230円 複勝:05=130円 08=190円 07=1,100円 枠連:250円",,,,,,,,,,,,"単勝:210円 複勝:04=120円 10=630円 06=160円 枠連:2,130円",,,,,,,,,,,,単勝:460円 複勝:02=190円 05=150円 07=290円 枠連:780円,,,,,,,,,,,
馬連:280円 ワイド:04-09=160円 01-09=870円 01-04=550円,,,,,,,,,,,,"馬連:590円 ワイド:05-08=320円 05-07=2,360円 07-08=3,540円",,,,,,,,,,,,"馬連:4,200円 ワイド:04-10=1,350円 04-06=270円 06-10=2,010円",,,,,,,,,,,,"馬連:790円 ワイド:02-05=390円 02-07=1,130円 05-07=860円",,,,,,,,,,,
"馬単:790円 3連複:1,090円 3連単:5,180円",,,,,,,,,,,,"馬単:880円 3連複:8,190円 3連単:24,750円",,,,,,,,,,,,"馬単:5,280円 3連複:4,970円 3連単:28,420円",,,,,,,,,,,,"馬単:1,530円 3連複:3,110円 3連単:12,360円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 6R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  芝2000m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  芝1600m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,鹿野山特別,,,,,,,,,,,,春興ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｅアイリｰグレイ, 57,岩田康,, 66,*  5,  -3, 4,  6.6, ②②, 1, 3,Ｄセクシｰボｰイ, 68,田辺裕,, 72,  -6,* 14, 8, 38.3, ⑬⑫, 1,13,Ｎライズトゥフェイム, 72,デムｰ,, 79,   3,  13, 2,  4.2,⑩⑩⑨, 1, 9,Ａサトノアラジン, 84,ルメｰ,, 88, -16,* 35, 1,  2.0,⑧⑨⑧
 2,13,Ｄトウショウデュエル, 57,戸崎圭, 0.6, 59,   1,  -5, 1,  2.4, ⑥⑤, 2, 6,Ｃサクラエルカミｰノ, 69,戸崎圭, 0.2, 71,*  7,   1, 2,  4.7, ②②, 2, 9,Ｉキネオペガサス, 76,蛯名正, 0.2, 77,   4,   6, 3,  6.6,⑤⑤⑤, 2, 7,Ｉダロｰネガ, 77,浜中俊, 0.0, 80,  -6,  17, 6, 17.1,③②②
 3, 7,Ａグリｰングリｰン, 65,江田照, 0.6, 59,   3,  -7, 2,  4.3, ④③, 3, 8,Ａノッキングオン, 80,福永祐, 0.4, 70,*  6,   0, 1,  1.6, ③③, 3, 8,Ｂエアルプロン, 81,ルメｰ, 0.2, 78,   2,  14, 4,  8.0,⑨⑫⑫, 3, 2,Ｃマルタカシクレノン, 82,和田竜, 0.2, 73,*  2,   1, 9, 38.9,①①①
 4, 6,Ｆワル, 55,内田博, 0.9, 54, -11,*  4, 6, 19.5, ⑬⑬, 4,14,Ｂペリｰホワイト, 72,大野拓, 0.6, 68,   0,   3, 3,  8.3, ⑪⑪, 4, 1,Ｆワｰルドレｰヴ, 77,浜中俊, 0.2, 80,  -2,* 23, 9, 25.7,⑱⑱⑭, 4,10,Ｂシベリアンスパｰブ, 82,田中勝, 0.3, 84, -14,  26, 8, 25.3,⑥⑦⑦
 5, 4,Ｎサンコｰルドウェル, 38,岩部純, 1.4, 49, -13,   0,16,406.4, ⑮⑮, 5, 2,Ｏマダムアグライア, 59,三浦皇, 0.6, 68,*  7,  -4,10, 70.1, ①①, 5, 7,Ｑリタｰントゥジェム, 69,岩田康, 0.2, 79,   0,* 19, 5, 13.3,⑫⑯⑱, 5, 1,Ｊエンドレスノット, 76,蛯名正, 0.3, 81, -11,  20, 7, 19.1,②③③
 6,14,Ｂアポロフリュｰゲル, 63,蛯名正, 1.5, 53,*  4, -15, 3,  5.0, ③④, 6, 1,Ｍトｰセンスティング, 65,菱田裕, 0.7, 66,   0,   2,12, 90.3, ⑩⑧, 6,14,Ｈレイヌドネｰジュ, 76,横山典, 0.3, 77,   0,* 16, 7, 19.3,⑰⑮⑯, 6, 4,Ｄカフェリュウジン, 80,柴田大, 0.5, 80, -14,  23, 5, 10.1,⑦⑥⑥
 7,16,Ｃカンタベリｰキッズ, 57,嘉藤貴, 1.6, 52,   0, -11, 8, 22.0, ⑧⑥, 7,15,Ｎエクスシア, 62,井上敏, 0.8, 67,  -4,   5, 7, 32.5, ⑫⑭, 7,12,Ｊルミナスウォリアｰ, 75,柴山雄, 0.3, 76,   5,   7, 1,  3.3,⑭⑧⑥, 7, 3,Ｆチェリｰヒロイン, 80,横山典, 0.6, 77, -11,  19, 3,  6.5,④④④
 8, 2,Ｈランドザスタｰズ, 52,石橋脩, 1.7, 51,*  6, -19,11, 89.1, ①①, 8, 9,Ｅリヴァロ, 68,岩田康, 1.0, 64,  -9,*  9, 5, 17.8, ⑮⑬, 8, 2,Ｇヒｰルゼアハｰツ, 77,福永祐, 0.5, 72,   4,   4,13, 46.1,④⑦⑦, 8,11,Ｈサトノネプチュｰン, 78,福永祐, 0.7, 78, -18,  27, 4,  7.9,⑩⑩⑩
 9, 3,Ｐパイロスタｰ, 29,田中勝, 1.7, 46, -28,* 12, 5, 17.7, ⑯⑯, 9,12,Ｇジャズコンボ, 67,内田博, 1.1, 63,  -7,   6, 9, 51.5, ⑭⑮, 9,15,Ｌハツガツオ, 74,酒井学, 0.5, 72,   4,   1,12, 45.5,①④③, 9, 5,Ｅオメガキングティｰ, 80,デムｰ, 0.9, 79, -20,  29, 2,  5.6,⑪⑪⑪
10,12,Ｊトウショウチャｰト, 50,柴田大, 1.8, 49,  -3, -10,10, 62.3, ⑩⑩,10,13,Ｆナムラヒラリｰ, 67,柴田善, 1.3, 62,   3,  -5, 4, 12.5, ⑨⑩,10, 5,Ｃトニｰポケット, 79,川島信, 0.6, 70,*  7,  -4,16, 93.1,⑮①①,10, 6,Ｋキョウエイバサラ, 76,柴田善, 1.0, 71, -12,  13,10, 74.5,⑤⑤⑤
11, 9,Ｌサンココモ, 42,川島信, 1.9, 47,  -8,  -7,13,131.1, ⑫⑪,11, 7,Ｌキｰビスケット, 65,和田竜, 1.5, 60,   4,  -8,13,106.1, ⑧⑨,11, 3,Ｏマイネルシュライ, 72,柴田大, 0.6, 74,   3,   6,17,145.0,⑧⑪⑪,11, 8,Ｇキッズニゴウハン, 78,岩田康, 1.1, 72, -16,  19,11,101.4,⑨⑧⑨
12, 1,Ｇタマモヴィオｰラ, 52,三浦皇, 1.9, 48,  -1, -14, 7, 20.7, ⑦⑧,12, 5,Ｉジョｰウォルタｰ, 66,浜中俊, 1.5, 60,   4,  -8, 6, 18.2, ⑦④,12, 6,Ａサウンドメモリｰ, 81,和田竜, 0.7, 73,   2,   7, 6, 14.1,⑬⑬⑬,,,,,,,,,,,,
13, 8,Ｋナロウゲｰト, 46,大野拓, 2.2, 43, -12,  -6,15,306.5, ⑭⑭,13,10,Ｈタイセイパラゴン, 67,柴山雄, 1.6, 57,   5, -10,11, 70.9, ④⑤,13,11,Ｄハイパｰチャｰジ, 79,戸崎圭, 0.8, 73,  -1,  11, 8, 19.7,⑯⑰⑰,,,,,,,,,,,,
14,10,Ｏイチゴッチ, 36,酒井学, 2.5, 42,  -6, -15,14,266.8, ⑪⑫,14,11,Ｊアフリカンブルｰ, 66,柴田大, 1.7, 58,   5, -11,14,226.9, ⑤⑥,14,16,Ｐダイワデッセｰ, 71,菱田裕, 0.8, 70,   3,   1,14, 76.4,⑦⑨⑩,,,,,,,,,,,,
