15年 8月23日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 8月23日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1500m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  芝1500m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1500m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａジャコバイティズム, 69,ルメｰ,, 68,   6,*  3, 1,  2.4,⑥⑤③, 1,12, リアルキング,---,四位洋,, 49,*-16,  -3, 8, 33.2,①①①, 1,13,Ａシｰリｰヴェｰル, 78,福永祐,, 71,* 11,  -4, 1,  1.8,④③②, 1,11,Ｇディサイファ, 90,四位洋,, 88,* 18,  -3, 5, 11.1,③③②
 2, 9,Ｇスタｰペスカンタ, 56,岩田康, 0.0, 66,   7,*  0, 3,  5.5,⑦④④, 2, 6, ダノンサンシャイン,---,福永祐, 0.2, 48,*-17,  -2, 1,  1.7,④③③, 2, 4,Ｍレインボｰソング, 63,菱田裕, 0.4, 68,* 11,  -8,12, 46.0,⑤④③, 2, 5,Ｉヒットザタｰゲット, 83,小牧太, 0.0, 92,  13,* 13, 8, 29.8,⑫⑫⑫
 3, 6,Ｄララクｰドゥリオン, 61,田中博, 0.9, 61,   6,  -5, 6, 18.0,⑧⑥⑤, 3, 4, エミｰズレシピ,---,ルメｰ, 0.2, 50, -19,*  0, 4, 15.8,⑥⑤⑤, 3, 6,Ｃウインオリファン, 74,三浦皇, 0.4, 68,* 12,  -9, 3,  8.0,①①①, 3, 4,Ｂダｰビｰフィズ, 96,岩田康, 0.0, 91,  13,* 11, 4,  9.6,⑩⑨⑨
 4, 3,Ｉハイエストシルバｰ, 54,蛯名正, 1.7, 57,*  7, -16, 5, 12.0,④③②, 4, 1, キャノンストリｰト,---,丸田恭, 0.3, 49, -20,*  2, 7, 31.8,⑤⑦⑦, 4,11,Ｇチャオ, 69,西村太, 0.8, 67,   6,* -2,10, 36.2,⑧⑧⑦, 4, 8,Ｄヤマカツエｰス, 92,池添謙, 0.1, 88,  15,   4,10, 35.3,⑦⑦⑩
 5, 7,Ｃモｰグリ, 61,福永祐, 1.8, 56,*  7, -17, 2,  3.4,②②①, 5, 3, ディｰプエクシｰド,---,岩田康, 0.4, 46, -19,  -4, 2,  4.5,③④④, 5, 9,Ｄストロングバルドル, 71,岩田康, 1.2, 64,   4,* -2, 7, 18.5,⑩⑩⑨, 5, 1,Ｃラキシス, 95,ルメｰ, 0.2, 86,* 18,  -5, 2,  3.4,②②③
 6,11,Ｂトミケンブレスク, 63,勝浦正, 1.8, 56,   4,  -8,10, 43.9,⑩⑨⑥, 6,11, ミュゼジュリエット,---,柴山雄, 0.5, 43,*-17,  -8,10, 50.8,②②②, 6, 8,Ｌミッキｰデｰタ, 65,加藤祥, 1.8, 58,   8, -16, 6, 16.2,⑥⑥⑥, 6, 7,Ｅラストインパクト, 92,川田将, 0.2, 89,  14,   6, 3,  4.6,⑨⑩⑥
 7,12,Ｌトｰセンゲイル, 48,柴山雄, 2.5, 52,   4, -14, 7, 26.5,⑫⑩⑧, 7, 7, ドルフィンマｰク,---,横山典, 1.1, 39, -22,  -7, 9, 36.5,⑦⑨⑧, 7, 7,Ｊナイトブルｰミング, 66,丸山元, 1.8, 61,   3,  -5, 8, 31.7,⑫⑪⑪, 7,14,Ａハギノハイブリッド, 97,福永祐, 0.3, 87,  16,   1, 7, 21.2,⑥⑥④
 8, 1,Ｆインディケｰション, 57,井上敏, 3.3, 49,   3, -17,11, 63.1,⑨⑪⑪, 8, 2, クレスクント,---,川田将, 1.2, 36, -19, -14, 3, 10.6,⑨⑥⑥, 8, 5,Ｉクリノバトゥｰラ, 66,横山典, 1.8, 56,   8, -15,11, 43.5,②⑤⑤, 8,12,Ｆトｰホウジャッカル, 91,酒井学, 0.5, 84,  17,  -7, 1,  2.9,④④⑤
 9, 2,Ｋスプリングストｰム, 53,丹内祐, 3.4, 49,   5, -21,12,175.4,⑤⑧⑩, 9, 5, ログライン,---,蛯名正, 1.6, 36, -23, -11,11, 86.8,⑪⑩⑩, 9,10,Ｈワイドショｰ, 68,柴田善, 1.8, 58,   6, -12,13, 74.9,⑨⑦⑧, 9,13,Ｊトウケイヘイロｰ, 81,柴田善, 0.8, 80,* 20, -17, 6, 17.8,①①①
10, 8,Ｈサクラプリズム, 56,城戸義, 3.4, 49,   3, -18, 8, 39.9,⑪⑫⑫,10,10, グｰスベリｰ,---,丸山元, 2.2, 24, -20, -26, 6, 26.4,⑧⑧⑪,10, 1,Ｋダンカン, 65,戸崎圭, 1.9, 59,   4,  -8, 9, 34.9,⑦⑨⑩,10,15,Ｌサクラアルディｰト, 80,戸崎圭, 0.8, 82,  16,  -5,11,105.2,⑧⑧⑦
11, 4,Ｅミスズミラクル, 58,松田大, 3.6, 48,   6, -27, 9, 40.5,③⑦⑨,11, 8, サンキュｰ,---,三浦皇, 2.4, 24, -23, -24,12,114.2,⑫⑪⑨,11, 2,Ｂメイショウゲントク, 75,城戸義, 2.0, 60,   2,  -5, 5, 14.6,⑬⑫⑫,11,10,Ｋハナズリベンジ, 81,丸田恭, 1.1, 78,  13,  -4,12,262.6,⑪⑪⑪
12,10,Ｊドラゴンラヴ, 53,加藤祥, 4.1, 46,*  8, -36, 4, 10.3,①①⑦,12, 9, カフジプリンス,---,戸崎圭, 2.8, 19, -24, -27, 5, 19.0,⑩⑫⑫,12, 3,Ｅギブアンドテイク, 71,蛯名正, 2.2, 58,   1,  -5, 4,  9.6,⑪⑬⑬,12, 6,Ｎサイモントルナｰレ, 69,三浦皇, 1.4, 79,  10,  -1,14,458.9,⑭⑭⑬
,,,,,,,,,,,,,,,,,,,,,,,,13,12,Ｆビックマウンテン, 70,池添謙, 2.3, 56,* 10, -24, 2,  6.0,③②④,13, 2,Ｍフレｰジャパン, 76,藤田伸, 1.5, 77,  12,  -5,13,307.2,⑬⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 9,Ｈステラウインド, 85,蛯名正, 2.1, 70,  15, -25, 9, 30.3,⑤⑤⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｏスワンボｰト, 59,水口優, 3.1, 62,   9, -21,15,510.8,⑮⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:91 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-3),,,,,,,,,,,
単勝:240円 複勝:05=110円 09=170円 06=260円 枠連:390円,,,,,,,,,,,,"単勝:3,320円 複勝:12=440円 06=110円 04=230円 枠連:910円",,,,,,,,,,,,"単勝:180円 複勝:13=110円 04=720円 06=230円 枠連:1,580円",,,,,,,,,,,,"単勝:1,110円 複勝:11=290円 05=810円 04=330円 枠連:3,420円",,,,,,,,,,,
"馬連:590円 ワイド:05-09=310円 05-06=640円 06-09=1,510円",,,,,,,,,,,,"馬連:1,690円 ワイド:06-12=790円 04-12=3,510円 04-06=430円",,,,,,,,,,,,"馬連:3,740円 ワイド:04-13=1,340円 06-13=420円 04-06=3,910円",,,,,,,,,,,,"馬連:14,080円 ワイド:05-11=3,450円 04-11=1,310円 04-05=3,430円",,,,,,,,,,,
"馬単:1,040円 3連複:2,550円 3連単:8,350円",,,,,,,,,,,,"馬単:6,760円 3連複:6,460円 3連単:74,080円",,,,,,,,,,,,"馬単:4,440円 3連複:9,040円 3連単:36,560円",,,,,,,,,,,,"馬単:27,030円 3連複:33,670円 3連単:233,540円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■12R  ダ1000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,十勝岳特別,,,,,,,,,,,,おおぞら特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａクロイツェル, 69,ルメｰ,, 64,   6,* -7, 1,  1.8,⑦⑥④, 1,10,Ａコスモキｰマン, 74,丹内祐,, 70,*  1,*  8, 1,  3.0, ②②, 1, 8,Ｉテルメディカラカラ, 68,藤田伸,, 73,   5,   0, 5, 11.8,④④③, 1, 9,Ａマリカ, 80,井上敏,, 77,* 13,   2, 1,  3.6, ②②
 2, 4,Ｃディｰエスレイザｰ, 67,勝浦正, 0.1, 62,   5,* -6, 3,  6.2,⑩⑧⑥, 2, 7,Ｉシゲルハダカマツリ, 59,蛯名正, 0.2, 67,  -1,*  7, 4,  9.4, ③③, 2, 3,Ｄヤマニンバステト, 74,丹内祐, 0.1, 71,   5,  -1,12, 57.2,③③④, 2, 8,Ｇランドクイｰン, 74,福永祐, 0.1, 76,* 16,   0, 6,  8.3, ①①
 3, 7,Ｇハヤブサゲッツ, 57,丸田恭, 0.3, 59,* 11, -17, 6, 14.2,①①①, 3, 5,Ｂクリノショウスｰシ, 69,長岡禎, 0.3, 66,  -2,*  7, 5,  9.4, ⑥⑤, 3, 9,Ｌサグレス, 66,黛弘人, 0.2, 71,*  7,  -8, 8, 22.4,①①①, 3, 5,Ｆクリノリｰソクツモ, 75,三浦皇, 0.1, 75,   6,   6, 4,  6.9, ④③
 4, 3,Ｄイロジカケ, 62,柴田善, 0.7, 58,   4,  -9, 5, 11.2,⑪⑨⑦, 4, 6,Ｄハクサンフレンチ, 67,岩田康, 0.5, 64,*  2,   2, 2,  3.7, ①①, 4, 1,Ａヒルノマテｰラ, 76,四位洋, 0.2, 72,   3,   2, 1,  3.1,⑦⑦⑤, 4, 2,Ｄセクシｰボｰイ, 76,横山典, 0.3, 71,   2,   7, 2,  4.5, ⑥⑤
 5, 6,Ｈメイショウアルパ, 53,加藤祥, 1.2, 55,   2, -11, 9, 65.5,⑫⑬⑩, 5, 3,Ｇキクノブレイン, 65,三浦皇, 0.5, 64,  -5,*  7, 8, 21.6, ⑨⑧, 5, 2,Ｃウインアキレア, 74,池添謙, 0.4, 69,   2,   2, 4,  8.5,⑩⑨⑨, 5,12,Ｃセイユウスマイル, 77,横山和, 0.6, 71,   7,   0, 3,  6.2, ③④
 6, 9,Ｆダリグラム, 58,柴山雄, 1.3, 53,   6, -18, 8, 62.0,⑨⑦⑤, 6, 8,Ｃタカミル, 68,菱田裕, 0.9, 60,  -7,   4, 7, 14.6, ⑩⑩, 6,11,Ｅウインオリアｰト, 74,戸崎圭, 0.6, 67,   5,  -6, 3,  8.0,⑥⑥⑥, 6, 1,Ｂレアヴェントゥｰレ, 79,戸崎圭, 0.6, 68,  -5,*  9, 5,  7.5, ⑧⑦
 7, 8,Ｅゴットモｰニング, 62,田中健, 1.3, 55,   7, -19, 4,  8.1,⑤⑤③, 7, 1,Ｋフジサンマｰケット, 56,横山和, 1.0, 61,  -2,   1,11,131.9, ④④, 7,10,Ｆスペランツァデｰア, 71,ルメｰ, 0.6, 68,   2,  -1,10, 26.6,⑨⑩⑩, 7,11,Ｉタンブルブルｰタス, 72,岩田康, 0.7, 66, -11,* 12, 8, 22.1, ⑫⑪
 8,12,Ｋタマノバベル, 49,松田大, 1.4, 53,*  8, -23,10,143.6,④②②, 8,11,Ｅスズカプリオｰル, 66,柴山雄, 1.1, 56, -10,   4, 9, 31.6, ⑪⑪, 8,13,Ｍメロｰハｰモニｰ, 65,岩田康, 0.7, 67,  -1,*  3, 9, 23.4,⑫⑫⑫, 8, 4,Ｈドナリサ, 74,黛弘人, 0.7, 67,  -7,*  9,12, 75.1, ⑩⑩
 9, 2,Ｂウェブスリンガｰ, 67,四位洋, 1.6, 54,   3, -15, 2,  5.3,⑬⑫⑧, 9, 4,Ｈロックフォｰル, 64,松田大, 1.2, 58,  -2,  -1, 3,  5.7, ⑤⑨, 9, 4,Ｊタｰフデライト, 66,宮崎光, 0.8, 63,*  7, -15,13,136.7,②②②, 9, 6,Ｌリッシンロケット, 64,城戸義, 0.9, 67,  -5,   6,10, 43.6, ⑨⑧
10,10,Ｍアレグロン, 33,横山和, 3.5, 42,   3, -31,12,278.8,⑥⑪⑬,10, 9,Ｊイスルギ, 57,藤田伸, 1.5, 54,  -2,  -4,10, 31.9, ⑦⑥,10, 6,Ｈロックキャンディ, 70,柴山雄, 0.8, 64,   3,  -8,11, 53.0,⑤⑤⑧,10,10,Ｋベルライン, 66,池添謙, 1.1, 65,   4,  -1,11, 54.7, ⑤⑥
11, 5,Ｊステイハッピｰ, 50,古川吉, 3.5, 40,   7, -39, 7, 43.1,③③⑪,11,12,Ｆブルｰモントレｰ, 65,丸田恭, 1.5, 53,  -2,  -4, 6, 11.8, ⑧⑦,11, 7,Ｂロッカフラベイビｰ, 74,蛯名正, 0.9, 65,   3,  -8, 2,  3.1,⑧⑧⑦,11, 7,Ｅピュアアイズ, 76,菱田裕, 1.5, 59,  -4,  -1, 7, 14.3, ⑦⑨
12,13,Ｌテヅクリ, 41,城戸義, 3.8, 40,   4, -35,13,342.0,⑧⑩⑫,12, 2,Ｌマナスル, 50,酒井学, 1.9, 50, -15,   1,12,180.3, ⑫⑫,12, 5,Ｎマルｰンドロップ, 60,三浦皇, 1.0, 65,  -1,  -1,14,198.8,⑪⑪⑪,12, 3,Ｊトウショウデュエル, 67,勝浦正, 1.8, 54, -10,   0, 9, 38.5, ⑪⑫
13,11,Ｉデルマヨタロウ, 52,長岡禎, 4.1, 36,   7, -45,11,154.0,②④⑨,,,,,,,,,,,,,13,12,Ｇトウシンハンタｰ, 71,川田将, 1.1, 64,  -5,*  5, 7, 17.6,⑬⑬⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｋアグネスマクシム, 66,丸田恭, 1.6, 57,  -6,   0, 6, 16.8,⑭⑭⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-14 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,
単勝:180円 複勝:01=110円 04=180円 07=310円 枠連:440円,,,,,,,,,,,,単勝:300円 複勝:10=150円 07=270円 05=190円 枠連:900円,,,,,,,,,,,,"単勝:1,180円 複勝:08=440円 03=1,200円 09=700円 枠連:6,240円",,,,,,,,,,,,単勝:360円 複勝:09=160円 08=230円 05=190円 枠連:870円,,,,,,,,,,,
