15年 3月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 3月 8日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝3200m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,上総ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ａタンジブル, 69,柴山雄,, 63,*  5,*  2, 1,  2.1,②②②, 1, 8, マキオボｰラｰ,,平沢健,,,,, 3,  6.4,②①①, 1, 3,Ｃアンヴェイルド, 73,三浦皇,, 73,   0,* 13, 2,  3.9,④⑥⑤, 1,15,Ａレッドグランザ, 95,福永祐,, 86,* 10,* 17, 3,  6.4,②②②
 2, 5,Ｂヤマチョウタンゴ, 68,蛯名正, 1.2, 58,   4,  -6, 2,  2.5,③③③, 2, 2, ウォンテッド,,高田潤,220.6,,,, 1,  3.0,③⑤③, 2,14,Ａフレンドスイｰト, 74,戸崎圭, 0.0, 73,*  1,* 12, 1,  2.4,⑥⑤⑥, 2, 8,Ｊリッカルド, 86,大野拓, 0.5, 85,   9,  15, 2,  4.5,⑤⑤③
 3,15,Ｄコマクサ, 58,武士沢, 1.3, 58,   1,*  0, 7, 40.2,⑯⑭⑩, 3, 5, タマモショパン,,熊沢重,220.9,,,, 6, 23.1,④③②, 3, 7,Ｆツクバホシノオｰ, 70,武豊  , 0.0, 70,*  1,  10, 3,  6.4,②②②, 3,16,Ｃブラインドサイド, 90,武豊  , 0.5, 82,   8,* 16, 1,  3.6,⑦⑥⑤
 4, 9,Ｌキｰルコネクション, 44,戸崎圭, 1.3, 57,   3,  -4, 5, 17.6,⑭⑨⑥, 4,11, アルトゥバン,,黒岩悠,220.9,,,, 2,  3.2,⑧⑧⑥, 4, 5,Ｉガヤルド, 68,松岡正, 0.5, 67,*  2,   5, 5, 13.6,①①①, 4,14,Ｋセブンフォｰス, 86,浜中俊, 0.6, 83,   9,  13, 5,  9.3,③③④
 5, 4,Ｎオンザヒル, 37,福永祐, 2.0, 52,   3, -10,11, 76.4,⑥⑤⑦, 5, 3, ビコｰピリラニ,,田村太,221.7,,,,10, 62.7,⑩⑨⑦, 5,10,Ｄリムショット, 72,横山和, 0.8, 70,  -1,   9, 6, 17.1,⑪⑩⑪, 5, 4,Ｆマイネルバウンス, 88,丹内祐, 0.9, 80,   6,* 17, 9, 19.9,⑫⑪⑩
 6, 2,Ｅハイアｰヴォルト, 57,勝浦正, 2.1, 52,   1,  -8, 6, 18.2,⑩⑪⑨, 6, 7, オベロン,,山本康,222.0,,,, 5,  7.4,⑥④④, 6, 6,Ｋオメガグランディス, 67,岩田康, 1.0, 65,  -1,   6, 4,  7.7,⑧⑧⑧, 6,12,Ｎスズカヴィグラス, 83,吉田隼, 1.0, 78,   7,  13,12, 84.9,⑩⑨⑨
 7, 3,Ｍアクティブボス, 39,野中悠, 3.1, 46,  -2, -12,16,393.6,⑬⑮⑮, 7, 9, ミヤコデラックス,,草野太,222.0,,,, 9, 38.2,⑨⑥⑤, 7, 2,Ｇカシノカｰム, 69,西田雄, 1.1, 66,*  0,   3,11, 66.3,③④④, 7, 7,Ｄオメガスカイツリｰ, 89,柴山雄, 1.3, 78,   4,* 16,14,138.8,⑮⑭⑫
 8,14,Ｃシュネルシュタルク, 58,田中勝, 3.1, 47,*  5, -25, 4, 13.7,①①①, 8,10, ドリｰムヒｰロｰ,,北沢伸,222.5,,,, 4,  6.6,⑦⑩⑩, 8, 9,Ｎミュゼエクスプレス, 63,木幡初, 1.1, 68,  -4,  10,13,179.5,⑩⑫⑫, 8,13,Ｈチェスナットバロン, 88,岩田康, 1.3, 78,   7,  11, 6, 10.0,⑧⑧⑧
 9, 8,Ｈプラトンイミシャン, 56,松岡正, 3.2, 44,   3, -20, 3, 11.2,⑪⑧⑤, 9, 1, クリノテンペスタ,,植野貴,223.6,,,,11,171.7,⑤⑦⑨, 9, 1,Ｍビックナジョｰカｰ, 64,田辺裕, 1.3, 64,  -2,   5, 8, 25.4,⑨⑨⑩, 9, 6,Ｂドレミファドン, 90,吉田豊, 1.4, 77,   6,  12,11, 45.4,⑬⑬⑪
10, 1,Ｏキングランナｰ, 32,丸田恭, 3.3, 44,  -4,  -9,12,157.9,⑮⑯⑯,10,12, トｰセンタイガｰ,,小野寺,226.7,,,,12,252.6,⑪⑪⑪,10,11,Ｅファストソング, 70,丹内祐, 1.3, 61,  -3,   7,14,182.6,⑫⑪⑨,10, 2,Ｅヴァンガｰド, 89,戸崎圭, 1.6, 78,   5,  12, 4,  9.0,⑭⑮⑬
11,13,Ｇトｰセンアプロｰズ, 57,小野寺, 3.4, 44,   3, -23,14,235.8,⑫⑦⑧,11, 4, オｰパルス,,浜野谷,227.1,,,, 7, 25.7,①②⑧,10, 4,Ｂトｰセンゴｰジャス, 74,菅原隆, 1.3, 64,  -1,   4,12, 66.4,⑦⑦⑦,11,11,Ｉセイスコｰピオン, 86,蛯名正, 1.6, 77,   6,  10,10, 27.1,⑪⑫⑭
12, 7,Ｊジョコｰソ, 51,江田照, 3.6, 42,   1, -19,15,243.5,⑧⑬⑬,,,,,,,,,,,,,12, 8,Ｈモリミヤビ, 69,石川裕, 1.6, 60,*  0,  -3, 9, 42.3,⑤③③,12, 5,Ｐティアップレｰヴ, 75,江田照, 1.6, 75,   7,   8,13,117.5,⑥⑦⑦
13,12,Ｉニシノインシュアラ, 55,井上敏, 3.6, 44,   3, -24,10, 71.9,④⑥⑪,,,,,,,,,,,,,13,13,Ｊイデアオブクィｰン, 68,横山典, 1.7, 64,  -7,* 14,10, 48.3,⑬⑬⑬,13, 9,Ｍニシノオウガイ, 85,武士沢, 1.8, 76,   5,  12,16,269.3,⑯⑯⑯
14,10,Ｆゴｰルドクェスト, 57,木幡初, 4.0, 41,*  5, -30, 8, 45.1,⑤④④,,,,,,,,,,,,,14,12,Ｌシゲルヒュウガ, 66,田中勝, 3.3, 56, -10,   3, 7, 18.0,⑭⑭⑭,14,10,Ｇアテンファｰスト, 88,柴田善, 1.8, 73,* 11,   0, 7, 12.2,①①①
15,11,Ｐイマジンシチｰ, 19,田辺裕, 4.1, 40,   1, -25, 9, 52.9,⑨⑩⑭,,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｌナンヨｰマｰク, 85,三浦皇, 2.4, 72,   9,  -1, 8, 18.1,④④⑥
16, 6,Ｋディナｰル, 49,大野拓, 5.6, 33,   1, -36,13,209.8,⑦⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｏクリノアマダブラム, 76,菱田裕, 3.7, 64,   7,  -7,15,162.9,⑨⑩⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:重(指数:-2),,,,,,,,,,,
単勝:210円 複勝:16=110円 05=110円 15=340円 枠連:200円,,,,,,,,,,,,単勝:640円 複勝:08=200円 02=140円 05=470円 枠連:490円,,,,,,,,,,,,単勝:390円 複勝:03=130円 14=120円 07=170円 枠連:520円,,,,,,,,,,,,単勝:640円 複勝:15=220円 08=150円 16=150円 枠連:630円,,,,,,,,,,,
馬連:220円 ワイド:05-16=130円 15-16=670円 05-15=840円,,,,,,,,,,,,"馬連:1,020円 ワイド:02-08=440円 05-08=2,670円 02-05=1,190円",,,,,,,,,,,,馬連:550円 ワイド:03-14=260円 03-07=480円 07-14=410円,,,,,,,,,,,,"馬連:1,760円 ワイド:08-15=610円 15-16=500円 08-16=350円",,,,,,,,,,,
"馬単:440円 3連複:1,240円 3連単:3,430円",,,,,,,,,,,,"馬単:2,640円 3連複:8,360円 3連単:47,230円",,,,,,,,,,,,"馬単:1,190円 3連複:1,040円 3連単:5,040円",,,,,,,,,,,,"馬単:3,170円 3連複:2,450円 3連単:17,450円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,報知杯弥生賞 ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａランバイワイルド, 67,田辺裕,, 67,*  7,  -1, 2,  3.9, ③③, 1, 6,Ａクインズミラｰグロ, 64,武豊  ,, 58,   2,*  2, 3,  5.1,⑥⑦⑦, 1,10,Ｈロｰズマンブリッジ, 65,武豊  ,, 72,   6,   0, 4, 11.6,⑤⑤④, 1, 4,Ｄサトノクラウン, 72,福永祐,, 83,  12,   7, 2,  6.3,⑥⑥⑥
