15年 8月29日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 8月29日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:14,,,,,■10R  芝2000m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西海賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａウインクレド, 48,和田竜,, 53,* -4,* -5, 1,  1.2, ①①, 1, 3,Ａピエノフィオレ, 64,和田竜,, 65,* -1,*  6, 3,  5.1,④③②, 1, 3,Ａヨドノナイト, 68,高倉稜,, 70,*  9,* -3, 1,  3.4,①①①, 1, 7,Ｆウインリバティ, 71,松山弘,, 74,*  5,   6, 3,  5.7,⑥①②
 2, 5,Ｆテイエムハイボｰル, 34,藤懸貴, 0.5, 48, -10,  -6, 9,132.6, ⑤③, 2, 1,Ｉシビックハｰト, 57,高倉稜, 0.2, 66,  -3,*  7, 9, 72.5,⑦⑧⑤, 2,16,Ｅゼンノウラヌス, 64,小坂忠, 0.7, 64,   5,* -1,14, 70.4,⑮⑨⑦, 2,11,Ｅフェブノヘア, 72,太宰啓, 0.1, 75,  -1,* 18, 6, 30.2,⑪⑩⑩
 3, 4,Ｇフォルトゥｰナ, 29,幸英明, 0.6, 46,* -5, -12, 8, 49.3, ②②, 3, 9,Ｂソルフェジオ, 64,鮫島克, 0.2, 63,  -2,*  5, 4,  7.4,⑤⑤⑦, 3, 6,Ｆカフジエンパイア, 63,国分優, 0.7, 63,   6,* -3, 3,  6.5,⑨⑥④, 3, 2,Ｉライトファンタジア, 68,川田将, 0.1, 73,   2,  10, 1,  2.3,③⑥⑤
 4, 2,Ｅトウケイドライヴ, 36,太宰啓, 0.8, 41, -16,* -4, 3,  9.4, ⑧⑦, 4, 8,Ｄトゥルｰロマンス, 61,川田将, 0.3, 63,*  0,   2, 1,  3.6,①①①, 4, 9,Ｋセレブレイトソング, 58,和田竜, 0.8, 63,   7,  -5, 9, 24.2,⑧⑤⑥, 4, 6,Ａブリュネット, 80,川須栄, 0.2, 70,*  5,   5, 4, 10.6,⑤③③
 5, 1,Ｂスナｰクスカイ, 38,鮫島克, 0.8, 41, -14,  -7, 6, 35.5, ⑦⑤, 5, 6,Ｆバイオレットフィズ, 61,秋山真, 0.3, 61,  -2,   5, 6, 12.2,⑧⑦⑧, 5, 1,Ｄデザフィｰオ, 65,幸英明, 0.8, 64,   6,  -3, 4,  9.8,⑦⑦⑤, 5, 3,Ｄハピネスダンサｰ, 72,浜中俊, 0.3, 69,   3,   5, 2,  3.0,④⑤⑥
 6, 7,Ｃシゲルシロアマダイ, 38,国分恭, 0.9, 41,  -7, -14, 2,  7.9, ③④, 6,15,Ｇスウィｰトテイルズ, 61,義英真, 0.4, 62,  -2,   3, 2,  3.7,⑥⑥④, 6, 8,Ｂメイショウユメハチ, 66,鮫島良, 1.2, 63,   4,  -4, 2,  3.8,⑫⑬⑩, 6, 8,Ｂノｰブルリｰズン, 79,幸英明, 0.4, 70,*  5,   2, 5, 10.6,⑨④④
 7, 6,Ｄツイセキシャ, 37,北村友, 1.0, 39, -11, -12, 4, 15.8, ⑥⑥, 7, 5,Ｌインソムニア, 48,幸英明, 0.9, 59,  -3,   2,10, 78.2,⑩⑨⑪, 7, 2,Ｇハギノレイラニ, 60,川田将, 1.3, 61,*  8, -10,12, 37.1,④③③, 7, 9,Ｃニシノモンクス, 72,高倉稜, 0.5, 71,   2,   8, 7, 31.7,⑦⑨⑨
 8,10,Ｈカシノナイト, 29,義英真, 1.3, 35, -17, -11,10,216.9, ⑨⑨, 8,16,Ｅスズカセルリアン, 61,太宰啓, 1.3, 59,  -6,   3, 5, 11.2,⑭⑭⑬, 8,10,Ｊシゲルホウネンサイ, 59,太宰啓, 1.3, 61,   5,  -6, 8, 22.4,⑩⑩⑨, 8,10,Ｋウエスタンレベッカ, 64,義英真, 0.5, 69,   2,   6,10, 48.6,⑧⑦⑦
