15年 7月18日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 7月18日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝2600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信夫山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｂタニセンビクトリｰ, 49,蛯名正,, 57,*  3,*  0, 1,  2.0,⑥①①, 1, 2,Ａウサギノカケアシ, 64,江田照,, 57, -13,*  7, 1,  3.3, ⑫⑪, 1,12,Ｌコスモアルヘナ, 50,柴田大,, 66,*  4,   0,12, 84.1,⑫③②, 1, 1,Ａウインアルザス, 86,大野拓,, 80,* 11,*  0, 3,  5.7,①①①
 2, 8,Ｄビｰビｰバｰレル, 48,松岡正, 0.5, 52,   0,* -3, 3,  5.2,③④⑥, 2, 7,Ｆティアップサンダｰ, 57,大野拓, 0.0, 58,  -6,   1, 4,  6.7, ⑥⑥, 2, 3,Ｃクラウンジｰニアス, 65,柴田善, 0.1, 66,   1,*  4, 5, 11.4,⑮⑩④, 2,10,Ｄエイダイポイント, 76,岩部純, 0.6, 76,   9,*  0,10, 41.7,⑦⑧⑥
 3,12,Ｅビレッジシャトル, 46,吉田豊, 0.7, 51,   1,* -5, 8, 34.9,⑨⑥②, 3, 5,Ｄシンボリセザンヌ, 60,内田博, 0.1, 56,  -9,*  2, 2,  4.6, ⑦⑦, 3, 5,Ａヒアカムズザサン, 68,オｰル, 0.2, 64,   3,   0, 1,  2.0,⑪⑤⑤, 3, 2,Ｉディスキｰダンス, 73,戸崎圭, 0.6, 77,  10,  -1, 1,  3.1,⑤⑦⑤
 4, 9,Ａフジマサスペシャル, 51,江田照, 1.8, 35,   0, -20, 2,  4.6,⑪⑧③, 4,12,Ｈグロｰリアスアｰク, 55,丸山元, 0.1, 57,* -3,  -2, 7, 21.6, ①①, 4, 4,Ｄデトロイトカフェ, 63,内田博, 0.2, 65,   3,   1, 6, 12.8,⑤⑥⑥, 4, 5,Ｈマイネルリｰド, 75,松岡正, 0.9, 73,* 11, -13, 4,  6.0,②②②
 5, 7,Ｍノアレジェンド, 15,津村明, 1.9, 35,  -3, -16,12,232.4,⑩⑩⑦, 5,15,Ｋマタンギ, 52,津村明, 0.3, 56,* -3,  -2,12, 84.0, ③③, 5, 6,Ｂハッピｰムｰン, 66,津村明, 0.2, 64,   0,*  6, 4,  8.2,⑧⑪⑦, 5, 4,Ｇルミナスレッド, 75,江田照, 0.9, 71,  10,  -7, 8, 18.8,④④③
 6, 2,Ｃコスモヴェッキオ, 49,嘉藤貴, 1.9, 36,  -1, -20, 5, 18.5,⑤⑦⑨, 6, 6,Ｇシゲルユカタマツリ, 56,柴田善, 0.3, 54,  -9,   1,10, 58.0, ⑧⑧, 6,10,Ｇダイワパフォｰム, 57,北村宏, 0.4, 63,*  4,  -4, 7, 18.8,③②①, 6, 7,Ｂレイズアスピリット, 85,丸山元, 1.0, 73,   9,  -3, 2,  3.5,⑩⑩⑨
 7,13,Ｊトｰアディラン, 36,オｰル, 2.1, 34,  -4, -17,10, 78.3,⑬⑫⑪, 7,14,Ｊタマモヴィオｰラ, 53,松岡正, 0.4, 54,  -6,  -3, 9, 36.9, ⑤⑤, 7, 7,Ｅティムシェル, 63,戸崎圭, 0.7, 58,*  4,  -9, 2,  6.0,⑯④③, 7, 3,Ｅパリソワｰル, 76,蛯名正, 1.2, 72,  10, -12, 9, 32.1,⑥⑥④
 8, 4,Ｇピキｰヨ, 42,柴田大, 2.4, 31,  -3, -23, 6, 19.0,⑦⑪⑩, 8, 4,Ｃピュウモッソ, 61,二本柳, 0.6, 52, -11,   0, 5,  7.9, ⑩⑨, 8,11,Ｆストレｰトプレイ, 60,田中勝, 0.9, 59,   2,  -6, 9, 49.5,⑨⑬⑪, 8, 8,Ｃマイネルテンクウ, 78,柴田大, 1.8, 66,  10, -21, 7, 17.3,③⑤⑦
 9, 6,Ｌパイロット, 19,伴啓太, 3.0, 26,  -8, -20,11,110.2,⑫⑬⑬, 9,16,Ｂミヤビヴィグラス, 62,西田雄, 0.6, 53,* -3,  -7, 3,  5.6, ②②, 9, 8,Ｉレイニングバイオ, 55,田辺裕, 0.9, 57,   2,  -6, 8, 33.9,⑦⑫⑨, 9, 6,Ｆスノｰストｰム, 75,北村宏, 2.2, 63,   9, -22, 5, 12.9,⑨⑨⑩
10,11,Ｋウインバｰニング, 25,大野拓, 3.0, 25,  -1, -34,13,289.5,⑧⑨⑫,10,13,Ｅコパノウィルソン, 59,田辺裕, 0.8, 50, -12,  -1, 6,  8.8, ⑪⑫,10,15,Ｈアマレッティ, 55,伊藤工, 0.9, 57,   2,  -7, 3,  7.3,⑥⑨⑧,10, 9,Ｊナンヨｰケンゴｰ, 72,田辺裕, 2.4, 61,* 11, -32, 6, 14.0,⑧③⑧
11, 1,Ｆルドロｰジエ, 45,石川裕, 3.0, 23,*  1, -40, 7, 29.4,①②④,11, 3,Ｏアサクサフルｰト, 40,横山和, 0.9, 51, -14,   1,15,208.7, ⑬⑬,11, 2,Ｋビレッジアスリｰト, 50,丸山元, 1.1, 56,  -4,   1,16,323.9,⑭⑯⑭,,,,,,,,,,,,
12,14,Ｉセイウンコウセイ, 39,北村宏, 3.5, 22,*  1, -47, 4, 13.4,②③⑤,12, 1,Ｉリワｰドセロン, 53,オｰル, 0.9, 51,  -6,  -6, 8, 29.6, ④④,12, 1,Ｎスイｰトネｰジュ, 48,横山和, 1.1, 54,  -1,  -4,15,319.1,⑩⑭⑫,,,,,,,,,,,,
13,10,Ｈノブレジェンド, 40,田辺裕, 4.2, 18,   1, -55, 9, 42.5,④⑤⑧,13,10,Ｌエイコオアルバ, 52,柴田大, 1.3, 45, -10,  -8,11, 74.8, ⑨⑩,13,14,Ｍフランシスカ, 49,吉田豊, 1.2, 55,   3, -13,14,235.8,④⑦⑩,,,,,,,,,,,,
14, 3,Ｎマｰトレット, 12,丸山元, 5.6,  5, -15, -44,14,293.8,⑭⑭⑭,14,11,Ｎユキノマイクイｰン, 46,伴啓太, 1.7, 43, -14,  -7,14,173.4, ⑭⑭,14, 9,Ｏリｰジュ, 48,江田照, 2.3, 41,  -3, -17,13,158.8,⑬⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,15, 8,Ｍメイショウメラボシ, 48,田中勝, 2.8, 32, -15, -15,16,212.2, ⑮⑮,15,13,Ｐサンセドナ, 45,松岡正, 4.8, 25,   1, -63,11, 75.8,②⑧⑯,,,,,,,,,,,,
,,,,,,,,,,,,16, 9, デアリングアクト,---,石川裕, 4.4, 18, -43,  -7,13,137.4, ⑯⑯,16,16,Ｊルｰナカランテ, 52,小野寺, 7.0,-18,*  8, ---,10, 50.6,①①⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
