15年 7月25日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 7月25日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 7R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,横津岳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂクロコスミア, 54,勝浦正,, 58, -11,*  6, 6, 11.9,⑨⑦⑦, 1,11,Ｅダンツホｰネット, 60,四位洋,, 65,*  2,*  1, 3,  6.9,③③④, 1, 1,Ｂセレッソブランコ, 70,加藤祥,, 75,* 13,  -6, 3,  5.5, ①①, 1,13,Ｂリタｰントゥジェム, 77,岩田康,, 76,   4,*  9, 2,  3.8,⑤⑥⑤
 2, 9,Ｆアドルナメンテ, 41,岩田康, 0.2, 52,*-11,  -1, 1,  2.9,③③③, 2, 9,Ｂワｰルドレジェンド, 63,岩田康, 0.0, 61,*  3,   0, 1,  3.2,②②②, 2, 3,Ｃマイネシｰア, 69,丹内祐, 0.0, 72,   9,   0, 4,  6.9, ④③, 2, 1,Ｋアグネスマクシム, 65,丸田恭, 0.1, 76,   3,* 11, 4,  8.0,⑪⑩⑩
 3, 1,Ａピュアブリリアン, 56,横山典, 0.2, 58, -16,* 11, 2,  3.7,⑬⑫⑪, 3, 1,Ａザッフィｰロ, 64,三浦皇, 0.1, 62,   1,*  1, 2,  5.8,④④③, 3, 5,Ｄベルモントラハイナ, 68,横山典, 0.1, 70,   7,   0, 1,  3.8, ⑥⑤, 3, 3,Ｅジュｰヴルエｰル, 73,丸山元, 0.3, 73,   4,   3, 8, 14.7,④⑤④
 4,10,Ｃガンコ, 48,菱田裕, 0.4, 52, -13,   1, 3,  6.5,⑦⑩⑨, 4,10,Ｋエフティロビン, 52,村田一, 0.5, 61,  -2,*  4,11, 48.5,⑧⑨⑦, 4, 8,Ｍアルマダクロス, 57,松田大, 0.3, 64,  -3,*  7,16,164.8, ⑫⑩, 4,11,Ｈキネオワｰルド, 68,勝浦正, 0.4, 73,*  5,   1, 9, 23.4,⑩④③
 5, 8,Ｄキングドラゴン, 47,柴山雄, 1.1, 41, -12, -11, 5,  8.3,⑥⑤⑤, 5, 8,Ｇディｰプブルｰ, 60,藤岡康, 0.5, 60,*  3,  -4, 4,  7.7,①①①, 5, 4,Ｏクラウンノキミ, 52,丸田恭, 0.4, 64,   3,   0, 9, 19.7, ⑧⑦, 5, 5,Ｇプレイヤｰハウス, 72,村田一, 0.7, 71,   3,   2, 6, 11.6,⑧⑧⑨
 6,13,Ｅマイネルゴｰル, 44,丹内祐, 1.4, 36,* -9, -19, 7, 17.6,①①①, 6, 4,Ｆマイネルヴォｰダン, 60,丹内祐, 0.8, 55,  -1,  -2, 6,  8.6,⑥⑥⑥, 6,14,Ｊムｰンドロップ, 60,井上敏, 0.5, 61,  -7,*  9,14,106.3, ⑮⑫, 6, 9,Ａペンタトニック, 78,四位洋, 0.8, 70,   3,   3, 1,  3.6,⑬⑫⑦
 7, 2,Ｈグラｰティア, 31,黛弘人, 1.4, 40, -12, -15, 8, 71.5,⑧④④, 7, 5,Ｄワｰクオブゴッド, 61,田中健, 0.8, 56,   1,  -5, 8, 16.3,⑤⑤⑤, 7, 9,Ｇストロベリｰズ, 65,岩田康, 0.8, 62,  10, -12, 6,  9.7, ③④, 7, 8,Ｆザトゥルｰエアｰ, 73,藤岡康, 0.8, 70,   4,  -1, 3,  7.3,⑥⑦⑥
 8,11,Ｋクリノリトミシュル, 26,古川吉, 1.5, 38, -15, -11,10,201.5,⑫⑪⑫, 8, 7,Ｍマイグレｰトレルム, 47,加藤祥, 1.3, 54,  -4,  -1,10, 46.0,⑨⑪⑪, 8,10,Ｆコスモイノセント, 66,木幡初, 1.0, 57,   2,  -7, 5,  9.2, ⑨⑨, 8, 6,Ｍステラストリｰム, 62,長岡禎, 0.9, 71,   1,   5,13,143.7,⑫⑬⑬
