15年 5月23日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 5月23日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2890m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,早苗賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂガラドリエル, 65,勝浦正,, 55,*  7,  -8, 1,  2.2,②②②, 1, 9, シゲルササグリ,,植野貴,,,,, 4,  8.3,②③③, 1,11,Ａピクニックソング, 71,小坂忠,, 75,  11,   1, 1,  3.3, ③③, 1, 4,Ｅモンドインテロ, 64,田辺裕,, 75,   6,* 13, 1,  3.0, ⑬⑬
 2,11,Ｄスズミサキ, 57,小坂忠, 0.6, 53,   5,  -7, 7, 26.9,⑦⑦⑤, 2,11, ゴｰルデンヒｰロｰ,,平沢健,189.4,,,, 1,  2.9,⑩⑨⑧, 2,13,Ｈパッシオｰネラヴィ, 65,嶋田純, 0.6, 69,   9,  -2, 7, 18.1, ⑤⑤, 2,12,Ｌアクセラレｰト, 59,菱田裕, 0.6, 68,   7,   1, 2,  5.3, ⑫⑫
 3,13,Ｃタイセイマリｰン, 64,田辺裕, 0.6, 51,*  7, -10, 3,  7.4,⑤④④, 3, 7, スマｰトギア,,五十嵐,189.5,,,,11, 30.6,④②②, 3,15,Ｆナムラヒラリｰ, 66,田辺裕, 0.6, 68,   6,   1, 4,  8.3, ⑧⑧, 3, 1,Ｃサブライムカイザｰ, 69,松田大, 0.6, 66,* 11,  -8, 5,  7.5, ③③
 4, 8,Ｍストレｰザ, 38,鮫島良, 0.7, 50,*  6, -11,10,146.0,④③③, 4, 6, ミラクルルｰマｰ,,西谷誠,189.5,,,, 3,  6.3,①①①, 4, 7,Ｅコウエイテンペスタ, 66,古川吉, 0.7, 65,   3,*  2, 5, 10.0, ⑪⑨, 4,11,Ａディアコンチェルト, 70,古川吉, 0.6, 67,   9,  -2, 4,  5.9, ⑪⑩
 5,10,Ｅノウゼンハレン, 54,中谷雄, 1.0, 51,   3,* -5, 5, 20.0,⑩⑨⑧, 5, 8, スノｰドン,,高田潤,189.5,,,, 2,  4.5,⑪⑪⑩, 5, 2,Ｊユキノマルガリｰタ, 62,菱田裕, 0.8, 67,  10,  -5,13, 47.1, ④④, 5, 8,Ｈダンツカペラ, 62,藤田伸, 0.7, 65,  10,  -7, 6, 14.5, ⑥⑥
 6, 1,Ａタマモラララ, 66,城戸義, 1.3, 48,*  8, -20, 2,  2.4,①①①, 6, 2, ティｰエスハｰツ,,林満明,189.7,,,, 5, 12.3,⑥④④, 6,14,Ｄハイキｰトｰン, 69,鮫島克, 0.8, 64,   1,*  3, 8, 20.5, ⑬⑫, 6, 5,Ｂナスノセイカン, 70,勝浦正, 0.9, 64,   5,   1, 3,  5.9, ⑭⑭
 7, 3,Ｊイットガｰル, 45,義英真, 1.5, 46,   4, -14, 4, 16.3,⑥⑥⑦, 7,10, グリｰティングワン,,上野翔,189.7,,,, 9, 22.9,⑨⑧⑥, 7, 9,Ｂエゴイスト, 71,井上敏, 0.9, 68,* 14, -10, 3,  6.3, ①①, 7, 6,Ｊカプリチオｰソ, 61,川島信, 1.0, 62,* 12, -15,14,103.3, ②②
 8, 5,Ｈエスケイアタック, 49,鮫島克, 1.9, 44,   2, -14,12,182.6,⑧⑧⑨, 8, 5, ブットバセ,,田村太,190.3,,,, 6, 15.4,⑦⑤⑤, 8, 1,Ｇキャメロンロｰド, 66,丸田恭, 1.1, 60,  -3,*  5,12, 36.8, ⑭⑭, 8, 7,Ｎヒロフォｰシｰズン, 58,川須栄, 1.2, 59,  10, -15, 8, 30.2, ⑤⑤
 9, 2,Ｇヴィクトリｰアスカ, 50,嶋田純, 2.1, 45,  -4,* -3,13,185.3,⑭⑬⑬, 9, 4, ユキノスライダｰ,,難波剛,192.1,,,,10, 23.3,⑬⑫⑫, 9, 5,Ｌハナフブキ, 54,木幡初, 1.1, 62,   4,  -1, 6, 10.6, ⑩⑩, 9, 2,Ｄルグランパントル, 68,伊藤工, 1.2, 58,* 16, -26, 7, 15.8, ①①
