15年 8月29日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 8月29日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝1000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,稲妻ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｅパラノｰマル, 49,柴田大,, 58,  -2,* -3, 2,  4.2, ⑨⑦, 1, 6, ユｰルドゥｰ,,五十嵐,,,,, 2,  4.0,④②①, 1,10,Ａメイプルレインボｰ, 83,長岡禎,, 74,   6,*  9, 1,  2.4,⑦⑧⑧, 1, 5,Ａネロ, 81,内田博,, 86,   8,  11, 1,  1.6,   
 2, 8,Ａマイネルファン, 56,大野拓, 0.3, 53,*  1, -13, 3,  5.3, ③③, 2, 3, マイネルクレイズ,,高野和,189.4,,,, 5, 12.6,⑦⑤⑤, 2, 8,Ｂベルプラｰジュ, 76,吉田豊, 0.1, 73,   6,* 10, 2,  4.1,⑥⑦⑨, 2, 9,Ｂプリンセスムｰン, 80,津村明, 0.3, 80,   3,   9, 2,  4.9,   
 3, 3,Ｃフィンガｰポスト, 50,吉田豊, 0.4, 52,  -1, -12, 1,  3.7, ⑤⑤, 3,12, ニュｰコネクション,,石神深,189.4,,,,10,127.0,③④④, 3, 1,Ｃディアグリスタｰ, 75,柴田大, 0.5, 72,   5,*  8, 5, 13.3,⑬⑪⑪, 3, 8,Ｉフクノドリｰム, 72,吉田豊, 0.3, 82,* 10,   5, 3,  6.2,   
 4, 7,Ｄバルダッサｰレ, 50,石橋脩, 0.4, 53,  -2,* -8, 7, 33.0, ⑦⑧, 4, 7, ピｰスメｰカｰ,,平沢健,189.7,,,, 3,  4.2,⑤⑦⑧, 4, 2,Ｋトラキアンコｰド, 69,石川裕, 0.6, 73,*  8,   0,11, 38.1,①①①, 4,10,Ｈシャトルアップ, 72,田辺裕, 0.3, 81,   3,   9, 9, 53.0,   
 5,13,Ｆストロングファルコ, 47,田中勝, 0.4, 54,  -3,* -4, 6,  9.8, ⑪⑩, 5, 9, ビッグプレゼンタｰ,,小野寺,189.8,,,, 1,  2.5,⑪③②, 5, 4,Ｉトミケンシェルフ, 71,吉田隼, 0.9, 67,   6,   0,10, 29.2,③⑤④, 5, 1,Ｇブライトチェリｰ, 73,田中勝, 0.6, 78, -13,* 16, 8, 32.9,   
 6, 4,Ｌマックｰル, 36,内田博, 1.1, 43,*  2, -27, 4,  7.7, ①①, 6, 8, マスソングウインド,,蓑島靖,190.4,,,, 4,  9.0,⑧⑨⑥, 6, 7,Ｊガヤルド, 70,北村宏, 1.0, 69,*  9,  -3, 6, 15.4,②②②, 6, 4,Ｅラヴァｰズポイント, 74,石橋脩, 0.9, 72,   2,   2, 6, 31.7,   
 7,15,Ｊコスモヴェッキオ, 38,嘉藤貴, 1.5, 40,  -2, -24, 8, 41.3, ⑧⑨, 7,11, ショウナンライコウ,,浜野谷,190.7,,,, 9, 59.0,⑩⑩⑨, 7, 5,Ｈジェイケイニュｰス, 71,松岡正, 1.1, 67,   6,   0,12, 60.7,⑭⑩⑥, 7, 6,Ｆファンファｰレ, 73,江田照, 1.0, 69,   2,   1, 7, 32.4,   
 8,14,Ｍサトノスピリット, 32,北村宏, 1.8, 38,  -3, -25, 5,  7.7, ⑩⑪, 8, 1, フリメｰル,,大江原,192.1,,,,11,150.3,⑥⑧⑩, 8, 9,Ｆデグニティクロｰズ, 72,江田照, 1.2, 65,   5,   1, 3,  7.8,⑩⑫⑫, 8, 7,Ｃアンブリカル, 79,吉田隼, 2.0, 54,   8, -17, 5, 14.6,   
 9,12,Ｂパイロット, 52,田辺裕, 1.8, 36,  -1, -31, 9, 45.7, ⑥⑥, 9, 4, シゲルオウシザ,,山本康,192.6,,,, 7, 23.9,①①③, 9,15,Ｇエルドリッジ, 71,大野拓, 1.2, 66,*  7,  -4, 8, 25.8,⑨④⑤, 9, 3,Ｄジョリｰアップ, 78,丸山元, 3.8, 26,   3, -39, 4, 11.2,   
10,10,Ｉデルマアツヒメ, 39,伴啓太, 1.9, 37,  -7, -18,10, 55.5, ⑮⑭,10, 2, アサクサニッポン,,草野太,192.8,,,, 8, 30.9,②⑥⑦,10,14,Ｎストロングトリトン, 64,木幡初, 1.8, 62,   6,  -8, 7, 16.1,④⑥⑦,10, 2,Ｊサトノヒｰロｰ, 62,杉原誠, 5.2,  6,  -1, -56,10,142.1,   
11, 9,Ｋエヌケイボｰイ, 38,石川裕, 1.9, 36,  -9, -15,11, 69.1, ⑰⑰,11, 5, ポップジェムズ,,上野翔,194.3,,,, 6, 14.4,⑫⑫⑫,11, 3,Ｌインパルション, 66,伴啓太, 1.8, 65,   2,   1,13,133.7,⑮⑮⑬,,,,,,,,,,,,
12,17,Ｈサムライダマシｰ, 40,丸山元, 2.7, 29,  -9, -28,13,207.9, ⑯⑯,12,10, クリノグランデ,,金子光,195.2,,,,12,196.3,⑨⑪⑪,12,12,Ｅサンマルバロン, 73,石橋脩, 2.0, 60,*  8, -11, 9, 26.9,⑤③③,,,,,,,,,,,,
13, 6,Ｎコスモブランカ, 32,松岡正, 2.8, 30,  -7, -33,12,188.2, ⑬⑫,,,,,,,,,,,,,13,11,Ｄワイルドダラｰ, 75,内田博, 2.0, 61,   6,  -7, 4,  9.7,⑧⑨⑩,,,,,,,,,,,,
14,18,Ｐウインストアヘッド, 28,津村明, 3.0, 25,  -9, -33,15,227.9, ⑭⑮,,,,,,,,,,,,,14, 6,Ｏクラウンリバティｰ, 60,西田雄, 3.6, 50,   3, -17,14,165.7,⑫⑭⑮,,,,,,,,,,,,
15, 5,Ｑファインキャプテン, 20,宮崎北, 3.0, 28,*  1, -54,17,289.6, ②②,,,,,,,,,,,,,15,13,Ｍベストヴィジョン, 65,伊藤工, 3.7, 49,   5, -20,15,227.4,⑪⑬⑭,,,,,,,,,,,,
