15年11月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年11月28日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ2100m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,晩秋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂモンスタｰキング, 63,蛯名正,, 62,*  2,* -2, 2,  6.0, ②②, 1,10, ニホンピロバロン,,高田潤,,,,, 3,  5.2,⑦⑦⑦, 1, 2,Ｆマダムジルウェット, 70,大野拓,, 83,  -2,* 13, 7, 24.5, ⑪⑩, 1, 7,Ｌモズライジン, 81,中谷雄,, 85,* 14,*  7, 6, 13.7,⑨⑧⑥
 2, 5,Ａジュンザワｰルド, 67,北村宏, 0.7, 55,   0,  -6, 1,  1.5, ④④, 2, 2, スズカシャトル,,林満明,209.1,,,, 5,  8.8,③①①, 2,12,Ｃムｰンマジェスティ, 72,浜中俊, 0.0, 82,   0,* 11, 5, 12.5, ⑧⑧, 2,12,Ｍアポロケンタッキｰ, 80,浜中俊, 0.0, 84,  12,*  9, 3,  6.1,⑩⑩⑪
 3,10,Ｄリュイｰルスタｰ, 52,柴田大, 0.9, 56,  -2,* -4, 5, 22.2, ⑩⑩, 3, 9, アサクサポイント,,山本康,210.9,,,, 4,  8.5,④④④, 3, 8,Ｊクィｰンパレット, 68,石橋脩, 0.1, 80,   1,   6,15,100.7, ⑤⑤, 3,14,Ｂセイカフォルテ, 88,吉田豊, 0.3, 83,  12,*  9,14, 44.4,⑮⑯⑬
 4,16,Ｉカキツバタチグサ, 50,大野拓, 1.0, 53,*  3, -13, 4,  8.3, ①①, 4, 5, メイショウオヤシオ,,白浜雄,211.5,,,, 2,  4.4,②③②, 4, 7,Ａサトノスティング, 75,内田博, 0.2, 78,*  2,   3, 1,  2.5, ④③, 4,11,Ｃキネオイｰグル, 87,北村宏, 0.4, 82,* 14,   1, 4,  7.9,④④③
 5, 1,Ｃアッテンツィオｰネ, 56,ベリｰ, 1.4, 50,  -1, -10, 3,  7.0, ⑥⑥, 5, 8, パルミエ,,江田勇,211.6,,,,12,100.1,⑩⑨⑧, 5, 6,Ｇレッドオルバｰス, 70,蛯名正, 0.3, 75,*  3,  -2, 2,  4.6, ②②, 5,10,Ｉブライトアイディア, 85,津村明, 0.5, 80,* 15,   0, 9, 23.6,②②②
 6, 9,Ｊティｰソル, 45,松岡正, 1.6, 49,  -6,* -3,11,119.1, ⑮⑮, 6,12, ジャマスルナ,,石神深,211.7,,,, 7, 26.3,⑤⑤⑤, 6, 1,Ｈサンマルティン, 70,ムｰア, 0.4, 78,  -4,* 10, 3,  5.8, ⑬⑫, 6,13,Ｅオリオンザジャパン, 86,勝浦正, 0.7, 80,  12,   3,10, 27.9,⑭⑬⑨
 7, 6,Ｇパントコｰト, 51,柴田善, 1.6, 49,  -4,  -8, 8, 56.2, ⑫⑫, 7, 1, ジョｰジジョｰジ,,草野太,213.2,,,, 9, 57.5,⑥⑥⑥, 7, 3,Ｂアｰトフェスタ, 74,勝浦正, 0.4, 75,  -1,   4, 8, 32.4, ⑦⑦, 7,16,Ｈスギノハルバｰド, 85,内田博, 0.7, 80,* 14,   0,11, 28.8,⑥⑥⑦
 8, 7,Ｋセイムヒアｰ, 37,西村太, 1.7, 50,  -5,  -6,15,402.8, ⑭⑬, 8, 4, ビットアレグロ,,五十嵐,214.4,,,, 8, 27.8,⑨⑩⑨, 8,10,Ｌシｰクレットベｰス, 66,津村明, 0.9, 66,   1,  -6,14, 99.5, ⑥⑥, 8, 2,Ａキｰプインタッチ, 88,ムｰア, 0.9, 78,  13,   1, 1,  3.5,⑦⑦⑧
