15年 4月25日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 4月25日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1400m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,橘ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｇジンダバイン, 53,藤田伸,, 64,*  0,* -1, 6, 16.0,③③②, 1, 3,Ａレｰヌドブリエ, 63,佐藤友,, 60, -18,*  5, 2,  4.5, ⑪⑨, 1, 9,Ａムｰンクレスト, 71,松山弘,, 70,*  4,  -4, 2,  4.3, ②②, 1, 1,Ｄマテンロウハピネス, 73,浜中俊,, 77,  16,  -6, 2,  4.8, ③③
 2,16,Ｌバイナリｰコｰド, 47,ルメｰ, 0.5, 59,  -2,* -2, 5,  9.2,⑥⑥⑦, 2,18,Ｅカリテスグレｰス, 57,松山弘, 0.0, 52,*-12, -12, 6, 11.9, ①①, 2, 2,Ｃベステンダンク, 66,川田将, 0.0, 68,   1,* -1, 4,  7.3, ④④, 2, 3,Ａブラヴィッシモ, 77,小牧太, 0.0, 77,  13,* -2, 1,  3.3, ⑦⑦
 3, 7,Ｈディアデム, 52,岩田康, 0.8, 58,  -1,  -4, 9, 45.2,⑦⑦⑥, 3,13,Ｃロイヤルストリｰト, 61,福永祐, 0.1, 54, -16,* -3, 1,  2.8, ④④, 3, 7,Ｂヴェネト, 70,浜中俊, 0.2, 65,   0,* -1, 1,  2.1, ⑥⑥, 3, 4,Ｃブラッククロｰバｰ, 75,和田竜, 0.0, 78,* 18, -10, 9, 16.4, ①①
 4, 5,Ｂトゥルｰロマンス, 60,川田将, 0.9, 57,*  1, -10, 3,  5.4,①①①, 4, 8,Ｌサクラティンクル, 45,和田竜, 0.5, 47,*-15, -14,10, 33.7, ②②, 4, 4,Ｈエイシンバッケン, 60,太宰啓, 0.5, 62,   0,  -4, 7, 20.6, ⑤⑤, 4,10,Ｅナリタスタｰワン, 71,福永祐, 0.0, 75,  12,* -1, 3,  6.8, ⑧⑧
 5,10,Ｄノアズアｰク, 58,小牧太, 1.2, 57,   0,  -9, 2,  4.8,⑧⑤④, 5, 5,Ｇマｰシフルハｰト, 55,鮫島克, 0.7, 50, -17,  -8, 9, 30.7, ⑥⑦, 5, 3,Ｅノｰブルルｰジュ, 64,高倉稜, 0.5, 62,*  4, -13, 6, 16.4, ①①, 5, 5,Ｊブリクスト, 66,幸英明, 0.2, 75,  14,  -7,11, 24.8, ④④
 6, 4,Ｉキトラ, 51,義英真, 1.3, 53,  -1, -11,10, 87.6,④④③, 6,17,Ｂスズカセルリアン, 61,太宰啓, 0.8, 48, -20,  -6, 8, 26.8, ⑭⑬, 6, 5,Ｆヤマニンナジャｰハ, 63,鮫島克, 0.6, 62,  -3,* -1, 8, 36.3, ⑩⑨, 6, 6,Ｈセカンドテｰブル, 70,ルメｰ, 0.3, 76,* 18, -12, 8, 15.5, ②②
 7, 3,Ａルナツｰ, 61,太宰啓, 1.4, 57,  -5,* -2, 4,  8.0,⑬⑯⑮, 7, 1, レッドペルル,---,岩田康, 0.8, 49, -22,* -3, 3,  5.4, ⑮⑭, 7, 6,Ｉネオアトラクション, 60,岩田康, 0.6, 61,  -4,*  0, 3,  6.7, ⑪⑪, 7, 2,Ｂロｰドフェリｰチェ, 76,四位洋, 0.5, 71,  11,  -6, 5,  8.7, ⑪⑨
 8,14,Ｅツジスｰパｰサクラ, 55,城戸義, 1.7, 53,  -3,  -9, 7, 22.2,⑨⑨⑧, 8,16,Ｎナムラクロワッサン, 34,義英真, 0.9, 43, -16, -15,13,171.1, ⑦⑥, 8, 1,Ｌグッドピアス, 43,和田竜, 0.7, 61,   2, -11,12,337.4, ③③, 8,11,Ｇナイトフォックス, 70,川田将, 0.6, 71,  14, -11, 4,  8.3, ⑥⑥
