15年12月 5日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年12月 5日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1400m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,寒椿賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａマサノホｰク, 60,菱田裕,, 61,*  6,*-10, 3,  6.6,⑤④③, 1, 5,Ａエイシンリベラル, 69,デムｰ,, 57,* -4,  -3, 4,  6.6, ③③, 1, 3,Ｂアイアムナチュラル, 73,ボウマ,, 76,* -2,* 15, 2,  6.2, ①①, 1, 3,Ａクリスタルタイソン, 73,ボウマ,, 75,* 12,   1, 3,  6.1, ②②
 2,16,Ｈデフィニｰル, 48,田辺裕, 0.4, 58,   3,* -7, 8, 23.8,⑨⑨⑨, 2, 7,Ｐスズカウルトラ, 29,太宰啓, 0.0, 57,* -1,  -7,13,150.4, ①①, 2,13,Ｌアイファｰサンディ, 64,城戸義, 0.8, 71,  -5,* 14,10, 32.1, ⑧⑧, 2, 1,Ｂヴェンジェンス, 72,幸英明, 0.0, 76,* 14,  -1, 1,  3.3, ①①
 3,12,Ｏクレスクント, 35,川田将, 0.6, 58,   0,* -4, 5,  8.4,⑬⑫⑫, 3, 4,Ｄサトノマイヒメ, 56,和田竜, 0.1, 58,  -5,  -2, 1,  2.7, ⑥⑥, 3, 1,Ｄヴレクｰル, 72,幸英明, 0.8, 70,* -3,  10, 6, 10.1, ③③, 3, 5,Ｃキョウエイギア, 70,中谷雄, 0.3, 71,   6,*  7, 4,  7.0, ⑧⑦
 4, 2,Ｊシャルメｰヌ, 45,和田竜, 0.7, 56,   5, -16, 4,  8.1,③⑤④, 4,15,Ｂタガノガジュマル, 58,藤岡康, 0.2, 59,  -9,*  2, 3,  5.8, ⑩⑪, 4,12,Ｈレッドディザｰブ, 67,岩田康, 0.9, 69,* -2,  10, 4,  7.4, ④④, 4,11,Ｇビナイｰグル, 61,岩田康, 0.5, 68,   3,*  8, 5,  8.5, ⑩⑧
 5, 3,Ｃキタイチサクラ, 52,岩田康, 0.8, 55,*  6, -18, 2,  3.8,④②②, 5, 2,Ｅラブタｰボ, 49,松岡正, 0.2, 60, -11,*  5, 8, 28.1, ⑬⑭, 5,10,Ｊスレッジハンマｰ, 65,田辺裕, 1.0, 69,  -7,* 14, 7, 20.5, ⑪⑨, 5, 9,Ｆケイティブレイブ, 61,石橋脩, 1.1, 66,* 12,  -9, 2,  4.1, ③③
 6,10,Ｅサトノベリｰニ, 50,川島信, 1.8, 50,   1, -16, 7, 13.7,⑫⑩⑩, 6, 6,Ｃタマモブレスレット, 58,幸英明, 0.4, 55,  -8,  -3, 5, 16.4, ⑧⑦, 6, 2,Ｋワキノハガクレ, 64,菱田裕, 1.3, 68,  -4,  10,11, 55.9, ⑦⑦, 6, 4,Ｉシゲルキハダマグロ, 59,田辺裕, 1.2, 65,  10,  -6,10, 52.1, ⑤④
 7, 6,Ｉヤマカツサファイヤ, 46,幸英明, 1.8, 50,   4, -22, 6,  8.7,⑦⑦⑥, 7,12,Ｇトキノディライト, 47,鮫島良, 0.4, 53,* -2, -11, 7, 25.3, ②②, 7,11,Ａルヴァンカｰ, 75,四位洋, 1.4, 65,* -2,   4, 3,  6.4, ②②, 7, 7,Ｊデピュティスカイ, 56,高倉稜, 1.9, 59,   5,  -6, 8, 26.4, ⑨⑨
 8, 8,Ｆシゲルニジョウサバ, 49,鮫島克, 2.3, 47,   1, -20,12,114.7,⑩⑪⑪, 8,10,Ｆエテ, 48,田辺裕, 0.4, 52,  -5,  -7, 2,  3.3, ④④, 8, 4,Ｅダノンロンシャン, 72,鮫島克, 1.7, 63,  -3,   3, 9, 31.5, ⑤⑤, 8, 2,Ｈリチュアルロｰズ, 61,デムｰ, 2.3, 54,   6, -11, 6, 10.1, ⑦⑥
