15年 5月23日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 5月23日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ2100m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
12, 2,Ｉコスモポッポ, 57,柴田大, 2.0, 54,  -2,  -7, 4, 15.6,⑥④④,12, 4,Ｇカシノトラダマシイ, 68,二本柳, 1.9, 60,  11, -16,13, 98.5, ④③,12, 9,Ｋダイワグロｰリｰ, 59,田中勝, 2.3, 53,  -9, -11, 9, 34.2,⑫⑫⑫,12,17,Ｅコスモエルデスト, 75,柴田大, 1.3, 69,   5,   0, 5, 10.3, ⑬⑭
13, 9,Ｌルｰナカランテ, 53,柴山雄, 2.0, 54,  -4,  -4, 5, 20.1,⑩⑩⑫,13, 1,Ｐシゲルワッショイ, 42,柴田大, 2.1, 56,   4,  -8,12, 65.1, ⑧⑪,,,,,,,,,,,,,13,18,Ｌザラストロ, 71,江田照, 1.5, 65,  -2,*  6,14, 73.1, ⑰⑰
14,10,Ｎトミケンルｰシッド, 47,杉原誠, 2.2, 53,  -5,  -2,14,175.9,⑫⑫⑭,14,11,Ｌトｰセンメリッサ, 64,柴山雄, 2.3, 53,   2,  -8,16,330.0, ⑭⑬,,,,,,,,,,,,,14,16,Ｐシニョリｰナ, 67,田中勝, 1.6, 66,   5,  -4,13, 69.6, ⑭⑬
15, 3,Ｂルミナス, 65,石橋脩, 6.2, 31,* -2, -46, 9, 42.9,①①①,15, 5,Ｎマインドブロウ, 57,江田照, 3.6, 43,  -4, -11,11, 63.3, ⑯⑮,,,,,,,,,,,,,15,11,Ｋラインミｰティア, 71,横山典, 1.7, 63,  -4,*  8, 9, 28.9, ⑱⑱
,,,,,,,,,,,,16,16,Ｏヤマタケマツリ, 51,岩部純, 4.2, 40,  -5, -16,15,174.8, ⑫⑯,,,,,,,,,,,,,16, 2,Ｑスｰパｰアｰス, 65,木幡初, 1.8, 65,  14, -19,16,130.6, ⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 5,Ｎスピｰドルｰラｰ, 69,北村宏, 2.5, 58,  16, -33,12, 68.0, ③④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 3,Ｒミラクルアイドル, 61,大庭和, 4.2, 39,* 21, -62,17,185.1, ①①
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-3),,,,,,,,,,,
"単勝:480円 複勝:11=150円 08=110円 05=1,520円 枠連:350円",,,,,,,,,,,,単勝:440円 複勝:02=150円 08=130円 14=210円 枠連:470円,,,,,,,,,,,,"単勝:2,050円 複勝:12=510円 10=1,090円 07=150円 枠連:5,050円",,,,,,,,,,,,単勝:310円 複勝:01=140円 10=170円 06=190円 枠連:930円,,,,,,,,,,,
"馬連:360円 ワイド:08-11=230円 05-11=6,610円 05-08=2,910円",,,,,,,,,,,,馬連:710円 ワイド:02-08=290円 02-14=860円 08-14=520円,,,,,,,,,,,,"馬連:47,570円 ワイド:10-12=8,750円 07-12=1,380円 07-10=1,970円",,,,,,,,,,,,馬連:950円 ワイド:01-10=380円 01-06=460円 06-10=790円,,,,,,,,,,,
"馬単:1,180円 3連複:11,250円 3連単:54,940円",,,,,,,,,,,,"馬単:1,430円 3連複:1,950円 3連単:8,220円",,,,,,,,,,,,"馬単:71,700円 3連複:37,730円 3連単:398,880円",,,,,,,,,,,,"馬単:1,490円 3連複:2,150円 3連単:7,930円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
