15年 5月 3日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 5月 3日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝2890m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,,■10R  芝1000m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,邁進特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｇカノンブルｰ, 55,勝浦正,, 64,  -3,*  9,10, 38.9,⑫⑪⑪, 1, 2, スズカアンペｰル,,北沢伸,,,,, 2,  3.4,①①①, 1, 2,Ａキャレモンショコラ, 76,柴山雄,, 64,   3,   4, 1,  1.9, ③③, 1, 8,Ｇブライトチェリｰ, 71,大庭和,, 72,  -2,* 17, 9, 34.0,   
 2,13,Ｂガラドリエル, 62,松若風, 0.0, 62,*  1,   0, 2,  3.1,②②②, 2, 5, ゴｰルデンヒｰロｰ,,平沢健,188.5,,,, 1,  2.9,⑩⑦⑥, 2, 5,Ｃピクニックソング, 72,小坂忠, 0.0, 66,*  5,   2, 5,  9.8, ②②, 2, 3,Ｆプリンセスムｰン, 74,松若風, 0.0, 73,   4,  13, 3,  6.2,   
 3, 7,Ｃパヴェダイヤモンド, 62,川須栄, 0.4, 61,   0,  -1, 5, 13.1,⑨⑥⑥, 3, 3, ウインイルソｰレ,,石神深,188.5,,,,11, 40.5,⑤⑧⑦, 3, 6,Ｌラフィネシチｰ, 60,義英真, 0.0, 65,  -1,*  8,10, 49.2, ⑧⑥, 3,12,Ａエイシンテキサス, 79,勝浦正, 0.1, 71,   5,  12, 2,  3.9,   
 4, 6,Ｋスノｰグｰス, 50,柴山雄, 0.6, 58,  -3,*  4,12, 66.1,⑬⑬⑫, 4,10, コスモパトラ,,山本康,188.8,,,, 4, 12.1,④⑥⑧, 4,11,Ｈトウカイマインド, 65,的場勇, 0.3, 63,  -5,*  9,12, 92.5, ⑫⑪, 4,11,Ｄカカリア, 76,吉田隼, 0.1, 71,   0,* 14, 1,  3.2,   
 5, 9,Ａミヤジレリゴｰ, 66,義英真, 0.7, 57,   0,  -4, 1,  3.0,③④④, 5, 7, ティｰエスハｰツ,,林満明,188.9,,,, 5, 14.1,⑨⑤⑤, 5,13,Ｅコウエイテンペスタ, 69,古川吉, 0.6, 60,  -3,   4, 3,  7.7, ⑪⑩, 5, 2,Ｂスピｰドルｰラｰ, 78,西田雄, 0.3, 69,   6,   7, 7, 18.8,   
 6, 3,Ｅプロセルピナ, 58,西田雄, 0.8, 59,  -1,  -1, 8, 26.7,⑪⑨⑧, 6,11, ファイアｰシチｰ,,小坂忠,189.1,,,, 6, 16.3,⑫⑩⑨, 6, 4,Ｇレッドレイチェル, 66,鮫島克, 0.7, 59,   2,  -1, 6, 11.5, ⑤④, 6,15,Ｏヴァッフシュテルケ, 62,高倉稜, 0.5, 66,   2,   8,11, 44.5,   
 7, 5,Ｎスカイパッション, 14,藤懸貴, 0.9, 55,   0,  -5, 3,  5.4,⑤⑤⑤, 7, 6, ニシノファブレッド,,浜野谷,189.4,,,, 3,  4.9,③④④, 7, 8,Ｏサンタレジｰナ, 57,松若風, 0.8, 59,  -6,   5, 9, 46.2, ⑬⑬, 7,14,Ｎクラウンルシフェル, 64,柴山雄, 0.5, 64,  -8,* 14, 5, 10.8,   
 8, 1,Ｉポリアフ, 51,松田大, 1.0, 56,  -3,  -2, 9, 32.5,⑧⑩⑩, 8,13, オベレック,,上野翔,189.8,,,, 9, 30.6,⑥③③, 8, 1,Ｉトラストフェアリｰ, 63,岩崎翼, 0.9, 58,  -1,   0,11, 62.4, ⑦⑧, 7, 7,Ｌスｰパｰアｰス, 65,丹内祐, 0.5, 65,   0,   9,13, 52.0,   
 9,11,Ｄエナジャイズ, 61,木幡初, 1.0, 55,  -2,  -4, 7, 22.4,⑦⑦⑦, 9, 8, グレイトハスラｰ,,植野貴,189.9,,,,10, 32.1,②②②, 9,12,Ｄビットアリエス, 70,吉田隼, 1.1, 56,   0,  -3, 7, 19.5, ⑥⑦, 9, 5,Ｐミラクルアイドル, 61,的場勇, 0.6, 65,* 10,   1, 8, 30.9,   
10,14,Ｈダイヤモンドバブル, 55,吉田隼, 1.8, 48,*  1, -15, 6, 17.6,④③③,10, 1, フェミニンドレス,,田村太,190.2,,,,14,164.9,⑧⑨⑩,10,15,Ｂシュウギン, 74,黛弘人, 1.1, 57,  -2,  -1, 2,  6.5, ⑩⑨,10, 6,Ｈビットスタｰダム, 71,国分恭, 0.7, 62,  -4,   9,10, 43.8,   
11,10,Ｌスノｰライン, 50,高倉稜, 1.9, 52,  -3,  -7,14,306.8,⑩⑫⑬,11, 4, メイショウボンロク,,中村将,193.7,,,, 8, 28.1,⑦⑪⑪,11, 7,Ｊセカイノカナ, 62,丸山元, 1.2, 55,  -7,   3,13,103.5, ⑭⑫,11, 4,Ｃウエスタンユｰノｰ, 77,古川吉, 0.7, 63,   4,   3, 4,  7.2,   
12, 4, キョウワディアナ,---,丹内祐, 2.0, 49,  -5,  -5,13,189.2,⑭⑭⑭,12,12, エンプレスアイル,,草野太,195.0,,,,13,155.7,⑪⑫⑫,12, 9,Ｆヘリオドｰル, 66,田中博, 2.0, 48,   3, -13, 8, 43.3, ④⑤,12, 9,Ｉシングンカイロス, 71,川島信, 1.0, 55, -20,* 16,14, 52.9,   
13, 8,Ｊアサバスカ, 50,国分恭, 2.4, 46,  -2, -15,11, 44.1,⑥⑧⑨,13, 9, キョウワアｰサｰ,,白浜雄,208.2,,,, 7, 21.8,⑬⑬⑬,13,14,Ｍダイワコンシｰド, 60,木幡初, 2.3, 45,*  6, -20, 4,  9.5, ①①,13, 1,Ｋレヴァンタｰル, 65,黛弘人, 1.1, 56,  -2,   2,12, 50.3,   
14, 2,Ｍホウザンモモ, 37,宮崎北, 3.1, 47,  -7,  -6,15,318.2,⑮⑮⑮,,,,,,,,,,,,,14,10,Ｋメニアオバ, 61,嶋田純, 2.5, 43,  -3, -13,14,130.5, ⑨⑭,14,16,Ｍランドクイｰン, 64,宮崎北, 1.1, 57,* 10,  -6, 6, 14.8,   
15,15,Ｆジャストザルｰチェ, 58,丸山元, 4.4, 33,*  2, -39, 4,  9.7,①①①,,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｊケンブリッジヒｰロ, 70,鮫島良, 1.3, 52,  -8,   3,16,141.7,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｅカロッサル, 74,嶋田純, 1.4, 49, -14,   6,15, 73.1,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:1),,,,,,,,,,,
"単勝:3,890円 複勝:12=800円 13=140円 07=310円 枠連:3,440円",,,,,,,,,,,,単勝:340円 複勝:02=140円 05=150円 03=570円 枠連:410円,,,,,,,,,,,,単勝:190円 複勝:02=110円 05=190円 06=620円 枠連:360円,,,,,,,,,,,,"単勝:3,400円 複勝:08=650円 03=230円 12=180円 枠連:2,620円",,,,,,,,,,,
"馬連:3,950円 ワイド:12-13=1,250円 07-12=4,030円 07-13=650円",,,,,,,,,,,,"馬連:730円 ワイド:02-05=320円 02-03=2,000円 03-05=1,730円",,,,,,,,,,,,"馬連:680円 ワイド:02-05=320円 02-06=1,290円 05-06=4,460円",,,,,,,,,,,,"馬連:7,590円 ワイド:03-08=2,850円 08-12=2,000円 03-12=610円",,,,,,,,,,,
"馬単:10,550円 3連複:12,480円 3連単:143,610円",,,,,,,,,,,,"馬単:1,310円 3連複:6,470円 3連単:22,740円",,,,,,,,,,,,"馬単:890円 3連複:8,220円 3連単:23,950円",,,,,,,,,,,,"馬単:25,620円 3連複:10,930円 3連単:127,230円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  芝2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■11R  芝1600m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,谷川岳ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａコロマンデル, 67,鮫島克,, 65,   0,*  3, 1,  2.2, ⑦⑤, 1,13,Ｂドリｰムドルチェ, 62,丸山元,, 67,  -2,*  9, 4,  7.3, ③③, 1,11,Ｈタカノハｰバｰ, 67,田中博,, 72,*  2,   6, 4,  6.8,①①①, 1, 8,Ｄサトノギャラント, 81,柴山雄,, 92,  -8,* 32, 1,  3.8, ⑯⑮
 2, 8,Ｄダシヌケ, 56,岩崎翼, 0.1, 65,   2,*  0, 5, 15.2, ④③, 2,14,Ａマルカメテオ, 72,松若風, 0.4, 64,*  3,   1, 1,  3.1, ①①, 2, 9,Ｂモンテエクリプス, 74,吉田隼, 0.2, 72,   0,* 11, 6, 11.0,⑦⑥③, 2, 5,Ｆメイショウヤタロウ, 79,高田潤, 0.1, 86,  -3,  21,13, 60.3, ⑨⑧
 3, 2,Ｇノラネコ, 51,義英真, 0.9, 58,   2,  -6, 8, 52.3, ③④, 3,12,Ｋエクレｰル, 53,鮫島克, 0.7, 61,*  1,   0, 6, 10.7, ②②, 3, 4,Ａフォルトファｰレン, 76,国分恭, 0.3, 73,   0,* 11, 2,  4.1,⑨⑦⑧, 3,14,Ｃアルバタックス, 84,丸山元, 0.2, 84,   0,  16, 3,  4.6, ⑥⑥
