15年 3月15日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 3月15日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1600m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東風ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃメランコリア, 58,石川裕,, 64,*  1,*  6, 4,  8.4, ①①, 1, 5,Ｂクラウンリバティｰ, 60,蛯名正,, 60,*  0,   4, 3,  8.2,⑫④④, 1,11,Ｇアｰスザスリｰ, 69,戸崎圭,, 69,  -2,*  6, 6,  8.5,⑫⑫⑪, 1, 9,Ｋクラリティシチｰ, 76,田辺裕,, 86,  -1,* 24, 3,  8.1,⑪⑫⑩
 2, 9,Ａツウロｰゼズ, 63,木幡初, 1.0, 56,  -3,*  1, 2,  3.8, ⑤⑤, 2,12,Ａミスエリカ, 64,戸崎圭, 0.0, 59,*  0,   4, 1,  2.3,④③③, 2,12,Ｋサムソンズシエル, 63,柴田大, 0.2, 66,*  3,  -9, 3,  6.5,①①①, 2,12,Ａシャイニｰプリンス, 85,横山典, 0.1, 81,   6,  11, 1,  2.3,⑥⑥⑦
 3, 4,Ｂスマイルハッピｰ, 60,柴田善, 1.4, 53,* -1,  -4, 3,  7.8, ③③, 3,10,Ｆナムラレジェンド, 57,嘉藤貴, 0.2, 60,  -3,* 10,13,184.8,⑧⑨⑦, 3, 2,Ａキネオダンサｰ, 76,田辺裕, 0.2, 68,  -4,*  6, 2,  6.4,⑬⑬⑫, 3,14,Ｌインパルスヒｰロｰ, 72,田中勝, 0.3, 80,  10,   2,12, 60.5,④⑤⑤
 4,14,Ｆボストンヴィｰナス, 49,村田一, 1.5, 51,* -1,  -5, 8, 19.0, ④④, 4, 6,Ｃマイネルライヒ, 59,柴田大, 0.2, 59,  -1,*  6, 5,  9.8,③⑤⑤, 4, 7,Ｃウマンマミｰア, 72,江田照, 0.4, 67,  -3,*  6, 9, 18.9,⑭⑮⑮, 4,10,Ｂブレイズアトレイル, 84,藤岡佑, 0.3, 82,  -1,* 21, 4,  8.4,⑬⑬⑫
 5,13,Ｇシェｰネフラウ, 46,横山典, 1.6, 49,*  0,  -7, 1,  2.3, ②②, 5, 8,Ｅエメラルエナジｰ, 58,石川裕, 0.5, 55,*  1,  -1, 2,  3.5,①①①, 5,16,Ｍタｰフデライト, 61,丸田恭, 0.4, 62,*  3, -12,12, 32.2,②②②, 5,11,Ｆアロマカフェ, 82,吉田豊, 0.4, 80,   4,  10, 8, 30.1,⑧⑦⑥
 6,15, コンコルダンス,---,柴山雄, 2.2, 43,  -8,  -5, 5, 13.7, ⑨⑪, 6, 9,Ｇトウショウノワｰル, 53,江田照, 0.9, 52,*  1,  -3, 7, 24.5,②②②, 6,13,Ｎウインミラグロス, 61,大野拓, 0.5, 63,*  3, -12,14, 99.2,④③③, 6, 6,Ｍマイネルホウオウ, 71,柴田大, 0.5, 79,   3,   9, 5,  8.6,⑩⑧⑧
 7, 6,Ｄミルファンティ, 54,蛯名正, 2.3, 45,  -5,  -9, 6, 14.5, ⑧⑧, 7,15,Ｄブランニュｰ, 59,吉田豊, 0.9, 54,  -4,   5, 4,  8.3,⑩⑩⑩, 6,10,Ｅオメガユニコｰン, 72,横山典, 0.5, 61,   0,  -8, 5,  7.2,⑧⑦⑥, 7, 3,Ｃフラアンジェリコ, 84,石橋脩, 0.5, 80,   1,  12, 7, 20.2,⑨⑩⑨
 8, 3,Ｋココクイｰン, 31,田辺裕, 2.4, 44, -12,  -2,11,114.4, ⑪⑩, 8, 3,Ｉコパノハミルトン, 50,田辺裕, 2.0, 49,  -6,   2, 9, 43.1,⑮⑮⑪, 8, 4,Ｄヴァルコイネン, 72,三浦皇, 0.7, 62,   1,  -8, 1,  6.1,⑨⑨⑧, 8, 4,Ｅペイシャフェリス, 83,柴山雄, 0.6, 75,* 13,  -7, 2,  4.5,②②②
