15年12月 5日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年12月 5日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ1200m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,舞浜特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｆギンゴｰ, 53,西村太,, 56,* -1,* -1, 4,  6.9, ①①, 1, 5,Ｎマイネルビクトリｰ, 37,柴田大,, 58,  -2,* -1, 5, 17.0,④⑤④, 1,16,Ｃドラゴンキングダム, 73,津村明,, 73,* 10,   8, 2,  4.5,①①①, 1, 4,Ａモルジアナ, 79,横山典,, 74,   1,* 10, 1,  2.5, ⑧⑦
 2,16,Ａシゲルヒラマサ, 62,江田照, 0.3, 53,  -5,*  0, 1,  2.4, ⑥④, 2,11,Ｃコパノミリアン, 53,内田博, 0.1, 57,  -3,*  0, 3,  5.5,⑮⑧⑧, 2, 1,Ｍアバオアクｰ, 66,大野拓, 0.3, 76,   4,* 17, 6, 25.3,⑯⑮⑬, 2,11,Ｈタガノヴェルリｰ, 74,アッゼ, 0.3, 74,   4,   5,14, 38.6, ⑤④
 3, 9,Ｄカンタベリｰマイン, 55,北村宏, 0.5, 52,* -3,  -4, 6, 14.1, ④③, 3,14,Ｋタイセイブラスト, 40,ベリｰ, 0.2, 55,* -1,  -5, 7, 20.8,②②①, 3,10,Ｈマイネルヴェッケン, 70,三浦皇, 0.6, 71,*  9,   5,13, 94.9,②②②, 3,16,Ｇトキノセレブ, 75,平野優, 0.4, 72,*  6,   2,11, 30.1, ③③
 4, 2,Ｉイデアオブダンディ, 46,丸田恭, 0.7, 49, -10,*  2,11, 87.2, ⑬⑧, 4, 9,Ｆミステリオ, 49,田中勝, 0.2, 56,*  0,  -5, 6, 18.3,⑪③②, 4, 6,Ｂマイネルボルソｰ, 74,丹内祐, 0.8, 71,   7,   6, 5, 18.0,⑥④④, 4, 5,Ｌメランコリア, 70,西村太, 0.4, 72,  -6,* 13,15, 45.4, ⑯⑬
 5,15,Ｃデルマジロキチ, 56,横山和, 0.8, 49,  -8,* -1, 5, 11.9, ⑫⑬, 5, 8,Ｂポッドブロンコ, 54,戸崎圭, 0.3, 54,  -2,  -4, 1,  2.9,⑤⑥⑤, 5, 5,Ｊブラインドタッチ, 69,戸崎圭, 0.8, 70,*  8,   5, 3,  7.6,③③③, 5, 6,Ｄキｰプレイヤｰ, 76,嶋田純, 0.6, 70,   5,   1, 5, 17.0, ④⑤
 6, 3,Ｂメイショウトビザル, 59,内田博, 0.9, 48,  -7,  -4, 3,  5.7, ⑦⑤, 6, 6,Ｈバンタム, 48,横山和, 0.9, 52,  -2,  -9,10, 25.0,③④⑦, 6,14,Ｆレアルイモン, 71,二本柳, 1.0, 70,   4,* 11, 7, 26.1,⑭⑭⑫, 6,14,Ｉロトラトゥｰル, 72,横山和, 0.6, 70,  -3,*  8, 4,  8.3, ⑫⑩
 7, 5,Ｅウィンディ, 54,柴田善, 1.1, 47,  -4,  -7, 7, 15.9, ⑤⑥, 7,12,Ｇニシノライト, 48,江田照, 1.0, 51,  -3,  -7,11, 38.4,⑩⑨⑨, 7, 4,Ｋケンベストカフェ, 68,蛯名正, 1.0, 71,   5,   8, 4, 10.9,⑨⑩⑨, 7, 8,Ｃファインスカイ, 77,秋山真, 0.8, 67,  -1,   5, 7, 20.7, ⑪⑪
 8,10,Ｇラブジェネラル, 51,横山典, 1.2, 44,  -8,  -6, 2,  5.6, ⑩⑨, 8, 3,Ｅノｰブルブラック, 50,蛯名正, 1.0, 51,  -2,  -9, 4,  6.6,⑭⑦⑥, 8, 8,Ｌブラックブリｰズ, 66,内田博, 1.0, 70,   6,   7,14,125.3,⑦⑦⑧, 8,15, ルｰジュロワイヤル,---,丸田恭, 0.8, 68,   3,   1, 8, 22.8, ⑦⑧
 9,12,Ｎクラウンネロ, 29,三浦皇, 1.3, 44,  -6,  -7, 9, 29.1, ⑧⑦, 9,10,Ｄウインピアチェｰレ, 53,嘉藤貴, 1.1, 49,* -1, -12, 8, 22.3,①①③, 9,11,Ｏジェイケイライアン, 63,丸田恭, 1.2, 68,   3,* 11,11, 46.1,⑮⑯⑭, 9, 9,Ｋマｰトンパｰク, 70,大野拓, 0.9, 67,  -4,   7, 9, 26.5, ⑭⑭
10, 1,Ｊネイチャｰポイント, 45,丸山元, 1.5, 42,  -4, -12,10, 42.7, ②②,10, 4,Ｌサノルア, 39,井上敏, 1.1, 49,  -5,  -4,15,194.5,⑥⑩⑩,10,15,Ａエッケザックス, 79,ムｰア, 1.7, 63,   7,   1, 1,  1.9,⑩⑧⑦, 9, 3,Ｆナリタモｰド, 76,吉田豊, 0.9, 67,   0,   4,10, 28.4, ⑨⑨
11,13,Ｋドラゴンイモン, 38,二本柳, 1.6, 41,  -7,  -9,13,263.9, ⑪⑫,11, 2,Ｉネクスト, 47,柴田善, 1.3, 49,  -5,  -6, 9, 24.0,⑦⑪⑪,11,13,Ｉカズノテナンゴ, 70,伴啓太, 1.7, 65,   7,  -2, 8, 32.6,⑧⑥⑤,11, 1,Ｍサンクタリリアス, 70,津村明, 1.2, 64,   2,  -1,16,111.8, ⑥⑥
12,14,Ｍルビｰアゲン, 35,杉原誠, 1.9, 37,  -6, -12,16,373.9, ⑨⑩,12, 1,Ａロイヤルジレンマ, 62,横山典, 1.5, 46,  -7,  -4, 2,  4.4,⑨⑮⑫,12, 2,Ｄアメリカンゴｰルド, 71,吉田豊, 2.1, 61,   4,   1,12, 53.4,⑪⑫⑮,12,12,Ｅオｰネットサクセス, 76,ムｰア, 1.3, 63,*  7,  -6, 6, 18.1, ②②
13, 7,Ｏニッポンイチ, 25,伴啓太, 2.5, 34, -12, -13,15,342.3, ⑯⑯,13,13,Ｍアポロゴｰルド, 38,吉田豊, 1.9, 44,  -6,  -9,13,133.2,⑬⑬⑬,13,12,Ｅコスモナチュラル, 71,柴田大, 2.3, 61,*  8,  -8, 9, 40.8,④⑤⑥,13,10,Ｂスモｰダリング, 77,戸崎圭, 1.4, 63,  -3,   1, 2,  5.0, ⑬⑮
14, 4,Ｈミヤコノアバランチ, 49,田中勝, 2.6, 32, -12, -13, 8, 25.6, ⑮⑭,14, 7,Ｐウインミリアルド,  9,丹内祐, 2.5, 42,  -7, -12,16,264.7,⑫⑭⑭,14, 9,Ｇペイシャゴンジセ, 70,井上敏, 2.5, 59,   4,  -3,16,147.6,⑫⑬⑪,14,13,Ｊチュウワベイビｰ, 71,石川裕, 1.6, 63,  -4,   1, 3,  8.3, ⑮⑯
15,11,Ｌセトノチェｰサｰ, 37,井上敏, 3.4, 24, -11, -22,14,295.6, ⑭⑮,15,15,Ｏダイメイキング, 35,秋山真, 3.2, 35, -10, -12,12, 48.5,⑯⑯⑯,15, 3,Ｎメイショウキシドウ, 64,田中勝, 2.7, 58,   5,  -7,10, 44.7,⑤⑨⑩,15, 7,Ｏワタシダイナマイト, 62,ベリｰ, 1.7, 61,  -2,  -2,13, 37.6, ⑩⑫
16, 8,Ｐラブユｰモア, 10,嘉藤貴, 6.5, -1,* -3, -56,12,255.9, ③⑪,16,16,Ｊマカエラ, 41,丸山元, 3.3, 36,  -6, -21,14,162.0,⑧⑫⑮,16, 7,Ｐクラウンビュレット, 43,江田照, 3.7, 52,   5, -13,15,130.7,⑬⑪⑯,16, 2,Ｎスペルオンミｰ, 69,蛯名正, 2.1, 57,*  6, -14,12, 37.1, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-2),,,,,,,,,,,
単勝:690円 複勝:06=180円 16=110円 09=290円 枠連:550円,,,,,,,,,,,,"単勝:1,700円 複勝:05=510円 11=260円 14=620円 枠連:2,410円",,,,,,,,,,,,"単勝:450円 複勝:16=260円 01=710円 10=2,890円 枠連:1,250円",,,,,,,,,,,,"単勝:250円 複勝:04=140円 11=880円 16=740円 枠連:1,210円",,,,,,,,,,,
"馬連:830円 ワイド:06-16=370円 06-09=1,230円 09-16=610円",,,,,,,,,,,,"馬連:5,550円 ワイド:05-11=1,880円 05-14=3,760円 11-14=1,880円",,,,,,,,,,,,"馬連:5,580円 ワイド:01-16=1,840円 10-16=4,980円 01-10=22,800円",,,,,,,,,,,,"馬連:4,810円 ワイド:04-11=1,960円 04-16=1,760円 11-16=10,830円",,,,,,,,,,,
"馬単:1,880円 3連複:3,390円 3連単:17,920円",,,,,,,,,,,,"馬単:13,580円 3連複:31,790円 3連単:206,120円",,,,,,,,,,,,"馬単:8,750円 3連複:138,700円 3連単:498,080円",,,,,,,,,,,,"馬単:6,860円 3連複:53,280円 3連単:165,490円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝3570m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■11R  芝3600m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,ｲﾙﾐﾈｰｼｮﾝｼﾞｬﾝﾌﾟｽﾃｰｸｽ,,,,,,,,,,,,ｽﾎﾟｰﾂﾆｯﾎﾟﾝ賞ｽﾃｲﾔｰｽﾞｽﾃｰｸｽ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｇダイワチャｰチル, 48,北村宏,, 61,   1,*  1, 2,  5.9,⑫⑨⑦, 1,11, キタサンガンバ,---,横山典,, 42, -33,*  3, 1,  3.7, ⑫⑩, 1, 6, サナシオン,,西谷誠,,,,, 1,  1.8,①①①, 1, 2,Ｃアルバｰト, 87,ムｰア,, 96,   9,* 26, 1,  3.2,⑩⑩⑧
 2,12,Ａシゲルクロダイ, 60,戸崎圭, 0.2, 58,*  5,  -8, 1,  2.2,②②②, 2, 7, ワンダフルボｰラｰ,---,戸崎圭, 0.0, 39,*-21,  -9, 4,  7.3, ③③, 2,14, アシュヴィン,,林満明,239.0,,,, 7, 25.7,②②②, 2, 7,Ｋカムフィｰ, 80,横山典, 0.8, 90,   9,* 18, 7, 15.3,⑧⑫⑪
 3, 9,Ｃビレッジゴｰルド, 53,アッゼ, 0.9, 54,   4, -10, 5, 12.9,⑦⑤⑤, 3, 5, グリニッチヴィレジ,---,ベリｰ, 0.1, 39, -23,  -7, 2,  5.3, ⑤⑤, 3, 2, アポロマｰベリック,,五十嵐,239.4,,,, 3, 10.2,④③⑥, 3, 1,Ｄトゥインクル, 86,三浦皇, 0.9, 90,   9,* 18, 4,  7.8,⑬⑬⑫
 4,14,Ｋウイントリオンフ, 43,内田博, 1.0, 54,*  4, -13, 7, 15.3,③③③, 4,14, プエルトプリンセサ,---,三浦皇, 0.3, 38, -27,  -6, 8, 20.8, ⑨⑧, 4, 8, オジュウチョウサン,,石神深,239.9,,,, 4, 12.7,⑫⑧⑦, 4, 3,Ｇマイネルメダリスト, 82,柴田大, 1.0, 86,* 10,   8,13,113.6,⑨⑦⑤
 5,10,Ｂミッキｰディンドン, 54,横山典, 1.6, 49,  -2,* -4, 4,  8.4,⑭⑭⑫, 5, 6, モリガンドｰル,---,国分恭, 0.6, 33,*-19, -18, 7, 17.5, ②②, 5,10, エｰシンジｰライン,,白浜雄,240.0,,,,12, 76.0,⑤⑥⑤, 5, 5,Ｆネオブラックダイヤ, 84,秋山真, 1.1, 83,* 10,   3, 6, 12.4,⑥②②
 6, 8,Ｉハンキｰドｰリ, 44,ベリｰ, 1.9, 48,   4, -19,13,237.3,⑤④④, 6, 1, ゲンエイ,---,木幡初, 0.8, 30, -21, -17,14,127.2, ④④, 6, 1, タガノグｰフォ,,平沢健,240.7,,,, 5, 12.7,⑬⑪⑧, 6, 8,Ａメイショウカドマツ, 92,蛯名正, 1.2, 83,* 12,   0, 2,  4.2,②①①
 7, 7,Ｎキタノカミカゼ, 33,井上敏, 2.1, 45,   2, -18,12,225.2,⑪⑦⑥, 7, 3, オレノカッチｰ,---,田中勝, 0.8, 28,*-19, -22, 3,  7.0, ①①, 7,12, ウォンテッド,,高田潤,240.7,,,, 2,  4.5,⑥④③, 7,11,Ｂファタモルガｰナ, 88,戸崎圭, 1.2, 82,* 10,   3, 3,  4.9,⑦④④
 8, 3,Ｏマイネルトゥラン, 33,柴田大, 2.3, 47,   1, -17, 6, 13.9,⑧⑩⑨, 8, 4, キョウビジン,---,吉田豊, 0.9, 28, -28, -14,12, 52.3, ⑧⑦, 8, 4, テイエムオペラドン,,中村将,241.2,,,, 6, 15.2,⑧⑤④, 8,14,Ｅスズカデヴィアス, 84,アッゼ, 1.6, 80,* 10,  -2, 5,  9.7,⑤⑥③
 9,13,Ｅノｰブルポセイドン, 49,野中悠, 2.5, 44,   2, -21, 8, 19.0,⑨⑧⑧, 9,15, カタスミ,---,江田照, 0.9, 28, -25, -16,13,112.4, ⑦⑨, 9,11, オｰルアズワン,,北沢伸,241.9,,,,10, 42.6,⑩⑬⑪, 9, 4,Ｎゴッドフロアｰ, 79,大野拓, 1.8, 80,* 10,  -2,14,118.0,⑪⑧⑥
10, 5,Ｆモリトオオトネ, 49,吉田豊, 2.6, 42,   0, -19, 9, 30.0,⑩⑪⑪,10, 2, メイフェアｰ,---,内田博, 1.0, 31, -38,* -4, 9, 24.8, ⑬⑫,10,15, ラステラ,,浜野谷,242.7,,,, 8, 29.2,⑦⑨⑬,10,16,Ｉプランスペスカ, 81,熊沢重, 2.0, 76,* 11,  -5,12,100.0,③⑤⑩
11,11,Ｍオルデトワｰル, 40,伴啓太, 3.0, 42,  -2, -19,14,241.2,⑬⑬⑬,11,13, ヴァルｰル,---,井上敏, 1.1, 25, -29, -16, 5,  7.3, ⑪⑪,11,13, ヘリオスフィア,,原田和,243.3,,,,14,119.7,⑪⑫⑨,11,13,Ｊヴァｰゲンザイル, 81,吉田豊, 2.1, 81,   8,   6,10, 56.6,⑭⑮⑮
12, 4,Ｈサムライフォンテン, 44,秋山真, 3.6, 36,  -7, -14,11,141.7,⑯⑮⑮,12,12, ストロングハピネス,---,石川裕, 1.1, 24, -22, -22, 6,  7.4, ⑥⑥,12, 5, ティリアンパｰプル,,山本康,243.3,,,, 9, 36.2,⑮⑭⑭,12, 9,Ｐケイアイチョウサン, 77,柴田善, 2.2, 77,   9,  -3,15,125.0,⑫⑪⑨
13, 2,Ｄコパノリクエスト, 50,石川裕, 3.9, 37,*  5, -40, 3,  6.4,①①①,13, 9, ディアメラク,---,横山和, 1.4, 21, -27, -20,15,127.4, ⑩⑬,13, 9, アイティテイオｰ,,草野太,243.8,,,,11, 62.8,⑨⑩⑫,13,12,Ｍトルｰクマクト, 79,ベリｰ, 2.4, 77,   9,  -3, 9, 38.4,⑮⑭⑭
14,16,Ｊジｰクフリｰト, 43,木幡初, 4.9, 31,   3, -42,15,291.0,⑥⑥⑩,14, 8, アカプルコノユウヒ,---,柴田善, 2.2, 16, -49, -10,10, 29.5, ⑮⑮,14, 3, ウインヤｰド,,高野和,246.0,,,,15,143.3,⑭⑮⑮,14,10,Ｏサイモントルナｰレ, 78,丸田恭, 2.6, 76,   8,   0,16,303.8,⑯⑯⑯
15, 6,Ｐウィリアムボｰイ, 21,武士沢, 5.2, 30,  -8, -23,16,435.7,⑮⑯⑯,15,10, ネクストステｰジ,---,蛯名正, 2.4, 13, -46, -15,11, 37.8, ⑭⑭,15, 7, シゲルキョクチョウ,,植野貴,246.5,,,,13,114.8,③⑦⑩,15, 6,Ｌユキノサムライ, 80,国分恭, 2.6, 76,   9,  -8,11, 92.1,④⑨⑬
16, 1,Ｌアイスクリン, 41,津村明, 8.2,  3,  -1, -61,10, 34.3,④⑫⑭,,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｈカノン, 81,内田博, 3.5, 68,* 10, -29, 8, 32.4,①③⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:53 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:90 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,
単勝:590円 複勝:15=170円 12=110円 09=250円 枠連:610円,,,,,,,,,,,,"単勝:370円 複勝:11=130円 07=220円 05=150円 枠連:1,190円",,,,,,,,,,,,単勝:180円 複勝:06=110円 14=430円 02=250円 枠連:930円,,,,,,,,,,,,単勝:320円 複勝:02=160円 07=330円 01=240円 枠連:450円,,,,,,,,,,,
