15年 2月15日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 2月15日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,脊振山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａサンウィノナ, 63,川島信,, 59,*  2,* -4, 3,  5.8,⑮⑤⑤, 1, 4,Ｇニシノマジック, 51,伴啓太,, 60, -11,* 12, 9, 18.4,⑥⑤③, 1,13,Ｊヴレクｰル, 66,バルジ,, 72,   4,   6, 4,  6.5,⑥④④, 1,12,Ｆカレンバッドボｰイ, 71,小牧太,, 74,  -3,* 14, 1,  3.4,⑨⑧⑧
 2,12,Ｃアスタキサンチン, 60,川須栄, 0.4, 54,*  2,  -9, 2,  4.7,⑧③②, 2,18,Ｂワｰキングプライド, 62,菱田裕, 0.0, 60, -11,* 12, 1,  3.6,⑧⑦⑦, 2,14,Ｄウエスタンパレｰド, 75,藤岡康, 0.0, 71,*  6,   4, 3,  5.7,①①①, 2, 2,Ｉマイネルピクトル, 65,津村明, 0.0, 70,*  3,   3, 9, 41.7,①①①
 3, 9,Ｂガラドリエル, 63,藤岡康, 0.4, 53,   1,  -7, 1,  2.9,③④④, 3,12,Ｃフォルサ, 58,中谷雄, 0.1, 56,* -8,   5, 5,  8.9,①①①, 3, 3,Ａシップウ, 77,丸田恭, 0.2, 70,   2,*  9, 6,  8.6,⑫⑪⑪, 3, 9,Ｃエｰデルグランツ, 76,松田大, 0.1, 72,*  0,   7, 4,  7.3,⑦④③
 4, 3,Ｍエスティサプライズ, 41,嶋田純, 0.5, 55,  -1,* -2,15,155.3,⑭⑮⑨, 4,17,Ａマツリダアンバタｰ, 66,国分恭, 0.2, 59, -12,* 12, 3,  6.5,⑨⑨⑧, 4, 4,Ｆエイヴィアンボス, 71,小牧太, 0.3, 71,   1,*  8, 5,  7.1,⑬⑬⑫, 4,11,Ｄグリｰンラヴ, 73,バルジ, 0.1, 74,  -6,* 17, 5,  7.7,⑪⑩⑪
 5, 2,Ｌアラビアンハｰト, 41,西田雄, 0.7, 54,   0,  -7,13, 51.5,⑦⑦⑥, 5, 8,Ｒアゲハ, 27,バルジ, 0.5, 57, -12,* 11, 7, 15.3,⑫⑫⑪, 5,11,Ｂシャトｰウインド, 75,川須栄, 0.3, 72,   4,   5, 2,  4.8,③⑥⑥, 4, 1,Ａベネフィットユｰ, 77,北村友, 0.1, 72,*  0,   7, 3,  6.1,②③④
 6, 1,Ｇコウザンジョウオｰ, 48,岩崎翼, 0.8, 53,  -2,* -5,12, 50.2,⑩⑫⑧, 6,14,Ｈマｰブルバトル, 50,松山弘, 0.6, 53, -11,   4, 6, 11.9,⑤⑧⑤, 6, 8,Ｉアグネスユニコｰン, 67,高倉稜, 0.6, 71,   3,   4, 7, 12.7,⑪⑨⑨, 6,10,Ｋナイトジャスミン, 63,吉田隼, 0.2, 72,  -2,  12,10, 41.9,④⑦⑦
 7,11,Ｊマラカイトスタｰ, 43,丸山元, 0.8, 50,*  2, -13, 8, 27.0,②②①, 7, 3,Ｆアグネスエｰデル, 51,藤田伸, 0.6, 50,* -8,  -1, 2,  3.6,③③②, 7, 1,Ｅウインヤｰド, 73,原田和, 0.7, 68,   2,   5, 9, 29.0,⑧⑭⑬, 7, 4,Ｅサダムダイジョウブ, 72,丸山元, 0.2, 69,*  0,   4, 7, 16.7,③②②
 8, 7,Ｅノンリケット, 54,バルジ, 0.8, 52,   1,  -8, 5, 10.1,⑫⑥⑦, 8,15,Ｅカリビアンブルｰ, 54,川須栄, 0.8, 49, -11,   1, 4,  7.5,⑦⑥⑨, 8,12,Ｈサウザンドエｰス, 67,森一馬, 1.1, 64,   4,  -3,11, 60.6,④③③, 8, 7,Ｈインタｰンシップ, 65,藤岡康, 0.2, 72,  -1,   9, 2,  3.9,⑥⑥⑥
 9,10,Ｏバイオレットフィズ, 34,菱田裕, 1.7, 46,  -1, -14,11, 47.8,⑬⑪⑪, 9, 1,Ｐトドロキキシボジン, 34,原田和, 1.0, 49, -13,   3,14,248.7,⑪⑪⑩, 9, 7,Ｍミッキｰボクサｰ, 64,北村友, 1.3, 62,*  6,  -6,12, 61.0,②②②, 9, 5,Ｂフミノスナイパｰ, 76,藤田伸, 0.4, 71,  -7,* 15, 6, 10.3,⑫⑪⑩
10, 5,Ｄスｰパｰルミナル, 55,松山弘, 1.9, 44,*  2, -23, 4,  7.6,①①③,10,16,Ｄアンネイ, 55,小牧太, 1.0, 45,*-10,  -5, 8, 16.5,④④④,10, 2,Ｌジャックポット, 64,津村明, 1.4, 63,   2,  -1,13,117.3,⑩⑫⑭,10, 8,Ｊマイネルアルティマ, 64,丹内祐, 1.0, 62,  -1,  -3,11, 61.2,⑤⑤⑤
11,14,Ｉテイア, 44,黛弘人, 2.3, 43,  -1, -18, 9, 34.7,⑤⑬⑭,11,10,Ｋビュトンドｰル, 42,北村友, 1.2, 49, -15,   5,10,133.9,⑭⑭⑭,11,10,Ｇガッテンキャンパス, 69,伴啓太, 1.5, 61,   4,  -6,14,131.4,⑭⑤⑤,11, 3,Ｌレッドムｰヴ, 61,丸田恭, 1.3, 61,  -8,   7,12, 94.7,⑩⑫⑫
12, 8,Ｈファインドミｰ, 48,藤田伸, 3.1, 36,   0, -28, 6, 13.6,⑪⑨⑫,12, 6,Ｉナイフエッジ, 46,吉田隼, 1.6, 43, -15,   1,12,201.9,⑯⑮⑰,12, 6,Ｃナリタムｰンライト, 75,岩崎翼, 1.5, 63,   3,  -4, 1,  4.2,⑦⑧⑦,12, 6,Ｇテイエムレンジャｰ, 71,菱田裕, 1.5, 57,  -4,  -5, 8, 22.3,⑧⑨⑨
13,15,Ｋイサミサンキュウ, 42,松田大, 3.4, 34,  -1, -29, 7, 21.8,⑥⑩⑩,13, 5,Ｍカシノリコｰダｰ, 40,長岡禎, 1.7, 43, -15,  -2,17,465.4,⑬⑬⑬,13, 5,Ｋダブルミッション, 64,吉田隼, 1.6, 60,   2,  -4, 8, 27.0,⑤⑩⑩,,,,,,,,,,,,
14, 4,Ｐヤマニンノクタｰン, 22,中谷雄, 3.4, 35,  -1, -26,14, 53.0,⑨⑭⑮,14, 9,Ｎデンコウコテツ, 39,藤岡康, 1.7, 47, -17,   6,11,156.0,⑱⑱⑱,14, 9,Ｎベストヴィジョン, 59,黛弘人, 1.9, 60,   3,  -8,10, 40.7,⑨⑦⑧,,,,,,,,,,,,
15,16,Ｎプリンシアソｰレ, 37,丹内祐, 4.9, 25,   0, -42,16,235.7,④⑧⑬,15, 7,Ｌクリノツｰイｰソｰ, 40,田中博, 1.8, 44, -16,   1,16,329.2,⑮⑰⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 2,Ｑクリノジュンチャン, 34,松若風, 2.1, 39, -17,  -3,13,211.9,⑰⑯⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,11,Ｊシゲルドンタク, 42,岩崎翼, 3.1, 22, -12, -28,15,271.7,⑩⑩⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,13,Ｏセイカコムルヴァン, 38,杉原誠, 3.3, 21,* -8, -39,18,472.2,②②⑥,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:0),,,,,,,,,,,
単勝:580円 複勝:06=180円 12=150円 09=130円 枠連:720円,,,,,,,,,,,,"単勝:1,840円 複勝:04=460円 18=180円 12=340円 枠連:380円",,,,,,,,,,,,"単勝:650円 複勝:13=250円 14=180円 03=250円 枠連:2,050円",,,,,,,,,,,,"単勝:340円 複勝:12=160円 02=650円 09=250円 枠連:4,680円",,,,,,,,,,,
