15年 8月16日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 8月16日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,,■ 4R  芝2900m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,
単勝:410円 複勝:10=140円 11=170円 07=200円 枠連:940円,,,,,,,,,,,,単勝:580円 複勝:02=150円 09=110円 07=190円 枠連:800円,,,,,,,,,,,,単勝:380円 複勝:04=150円 08=190円 09=550円 枠連:740円,,,,,,,,,,,,"単勝:800円 複勝:03=240円 11=130円 16=140円 枠連:1,430円",,,,,,,,,,,
"馬連:1,160円 ワイド:10-11=450円 07-10=530円 07-11=430円",,,,,,,,,,,,馬連:740円 ワイド:02-09=310円 02-07=670円 07-09=320円,,,,,,,,,,,,"馬連:1,120円 ワイド:04-08=450円 04-09=2,080円 08-09=3,020円",,,,,,,,,,,,"馬連:2,030円 ワイド:03-11=780円 03-16=550円 11-16=300円",,,,,,,,,,,
"馬単:2,070円 3連複:1,770円 3連単:8,160円",,,,,,,,,,,,"馬単:2,000円 3連複:1,380円 3連単:10,290円",,,,,,,,,,,,"馬単:1,830円 3連複:12,440円 3連単:45,660円",,,,,,,,,,,,"馬単:4,890円 3連複:2,230円 3連単:17,080円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝2000m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,,,,,,,,,,,,,博多ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａシｰムリｰ, 69,酒井学,, 66,*  8,  -6, 1,  3.2,③③②, 1, 5, キンショｰユキヒメ,---,川田将,, 48,  -5, -14, 1,  2.9, ③③, 1, 5,Ｆティマイドリｰム, 71,松若風,, 73,   2,* 10, 5, 10.0,⑤⑤③, 1, 8,Ｂユキノサムライ, 83,国分恭,, 76,*-14,  21, 5, 10.9,①①①
 2,11,Ｃエナジャイズ, 66,鮫島克, 0.4, 62,   6,  -8, 2,  3.3,⑥⑤⑤, 2, 3, ドゥｰカ,---,国分優, 0.1, 44, -13,* -7, 6, 11.0, ⑦⑦, 2, 4,Ｏニシオボヌｰル, 59,太宰啓, 0.1, 70,*  4,   6, 2,  5.8,①①①, 2, 5,Ｆベリｰフィｰルズ, 76,酒井学, 0.1, 79, -18,* 29, 3,  6.5,⑦⑧⑦
 3, 3,Ｇメイショウエリｰ, 59,武幸四, 0.4, 66,   6,  -7,10, 55.1,④④③, 3, 8, テゾｰロミノル,---,鮫島克, 0.5, 41,  -5, -20, 2,  4.5, ④④, 3, 6,Ｋユイマｰル, 69,武幸四, 0.3, 71,*  3,   5, 7, 12.6,②②②, 3, 6,Ｇプリンセスジャック, 74,北村友, 0.3, 73, -15,  21, 6, 13.6,④③③
 4, 7,Ｅピエノフィオレ, 63,和田竜, 0.7, 61,   6,  -7, 7, 32.8,⑤⑦⑥, 4, 4, ワイエムデマクｰル,---,北村友, 0.6, 39,  -9, -17, 4,  6.2, ⑤⑤, 4, 9,Ａヴィッセン, 80,和田竜, 0.7, 67,  -1,* 10, 1,  2.8,⑫⑪⑩, 4, 3,Ｅリメインサイレント, 78,松山弘, 0.4, 73, -16,  21, 4,  7.7,③⑤④
 5, 6,Ｆシンコｰスカイ, 61,国分優, 0.7, 62,   3,* -1,11, 66.0,⑩⑩⑧, 5, 6, ミヤジスウィング,---,和田竜, 0.9, 35, -10, -20, 5,  8.3, ⑥⑥, 5, 7,Ｂロｰザズカレッジ, 77,松山弘, 0.9, 68,  -3,* 12, 6, 10.0,⑮⑯⑯, 5, 1,Ｃサンライズタイセイ, 82,川田将, 0.4, 73, -15,  20, 1,  1.8,⑧④⑤
 6,12,Ｊハネムｰンイｰサ, 55,岡田祥, 0.9, 62,   0,*  0,12, 85.8,⑯⑬⑪, 6, 2, シゲルカンパチ,---,国分恭, 1.3, 33,* -4, -32, 7, 22.1, ②②, 6,10,Ｉラインシュナイダｰ, 70,国分優, 1.0, 63,   1,   4, 3,  6.7,⑨⑨⑧, 6, 7,Ｈブロｰドスタｰ, 71,和田竜, 0.6, 69,*-14,  14, 7, 17.8,②②②
 7,14,Ｄトウカイララバイ, 64,秋山真, 1.0, 57,   1,* -3, 9, 44.2,⑭⑪⑫, 7, 7, ブラリサンポ,---,松若風, 2.4, -1, -32, -19, 8, 50.7, ⑧⑧, 7,11,Ｇマルカロゼッタ, 71,北村友, 1.0, 64,  -1,   8, 8, 25.9,⑪⑬⑪, 7, 2,Ａダノンマックイン, 84,松若風, 0.6, 72, -18,  22, 2,  6.5,⑥⑦⑧
 8, 1,Ｌマｰレｰ, 52,太宰啓, 1.2, 58,   3,  -9,15,187.7,⑦⑧⑨, 8, 1, サイタスリｰレッド,---,秋山真, 2.5, 16,* -4, -48, 3,  4.9, ①①, 8,15,Ｄサクラテイオｰ, 73,岩崎翼, 1.1, 64,   2,   1, 9, 27.4,⑥⑥⑤, 8, 4,Ｄシャイニｰガｰル, 79,国分優, 0.7, 69, -16,  18, 8, 21.5,⑤⑥⑥
 9, 8,Ｉブリｰズヴェｰル, 57,松山弘, 1.2, 58,*  8, -17, 6, 19.3,①①①,,,,,,,,,,,,, 9,14,Ｅカクシアジ, 72,高倉稜, 1.1, 66,   3,   1,13,114.3,④③④,,,,,,,,,,,,
10, 2,Ｍベルディｰヴァ, 50,松若風, 1.3, 59,   2,  -8, 5, 10.3,⑨⑨⑩,,,,,,,,,,,,,10, 8,Ｃワｰルドリｰスタｰ, 77,川田将, 1.1, 64,   2,   1, 4,  7.0,⑭⑦⑥,,,,,,,,,,,,
11,15,Ｈキアｰロベルタ, 58,岩崎翼, 2.3, 51,  -1, -11, 8, 38.7,⑮⑮⑬,,,,,,,,,,,,,11,13,Ｈダイシンロイ, 71,川島信, 1.5, 62,  -2,   5,10, 39.3,⑯⑮⑮,,,,,,,,,,,,
12, 4,Ｋレッドペルル, 52,浜中俊, 2.5, 48,*  7, -27, 4,  7.1,②②④,,,,,,,,,,,,,12,12,Ｍチョウゴキゲン, 64,義英真, 1.5, 61,  -2,   3,14,129.1,⑩⑫⑭,,,,,,,,,,,,
13, 9,Ｂパンドラズホｰプ, 66,川田将, 3.2, 45,   7, -31, 3,  4.8,⑧⑥⑦,,,,,,,,,,,,,13,16,Ｐスリｰダッシュ, 55,秋山真, 1.6, 60,  -1,   3,15,149.6,⑬⑭⑬,,,,,,,,,,,,
14, 5,Ｎジョｰプラｰナ, 33,義英真, 3.8, 41,   0, -25,16,286.9,⑫⑫⑭,,,,,,,,,,,,,14, 3,Ｎシュバリエブラン, 59,酒井学, 1.6, 61,   0,  -1,12, 69.6,⑧⑧⑨,,,,,,,,,,,,
15,10,Ｐサンレイミヤビ, 32,花田大, 4.2, 38,   0, -27,13,145.0,⑪⑭⑮,,,,,,,,,,,,,15, 2,Ｊタツグレｰト, 70,鮫島克, 2.2, 55,   2,  -8,11, 50.4,③④⑦,,,,,,,,,,,,
16,16,Ｏサトノレイナ, 32,国分恭, 5.1, 34,  -1, -33,14,148.7,⑬⑯⑯,,,,,,,,,,,,,16, 1,Ｌグレｰトエンジェル, 68,国分恭, 3.9, 45,   0, -20,16,295.1,⑦⑩⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-19 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:3),,,,,,,,,,,
単勝:320円 複勝:13=130円 11=150円 03=910円 枠連:450円,,,,,,,,,,,,単勝:290円 複勝:05=120円 03=320円 08=150円 枠連:0円,,,,,,,,,,,,"単勝:1,000円 複勝:05=400円 04=270円 06=450円 枠連:2,070円",,,,,,,,,,,,"単勝:1,090円 複勝:08=350円 05=210円 06=360円 枠連:0円",,,,,,,,,,,
"馬連:520円 ワイド:11-13=210円 03-13=1,800円 03-11=2,100円",,,,,,,,,,,,"馬連:2,350円 ワイド:03-05=720円 05-08=270円 03-08=860円",,,,,,,,,,,,"馬連:4,440円 ワイド:04-05=2,020円 05-06=3,010円 04-06=1,630円",,,,,,,,,,,,"馬連:2,820円 ワイド:05-08=870円 06-08=1,180円 05-06=1,050円",,,,,,,,,,,
"馬単:970円 3連複:6,020円 3連単:20,200円",,,,,,,,,,,,"馬単:3,380円 3連複:2,720円 3連単:15,000円",,,,,,,,,,,,"馬単:10,200円 3連複:16,620円 3連単:106,750円",,,,,,,,,,,,"馬単:6,190円 3連複:6,890円 3連単:42,620円",,,,,,,,,,,
■ 3R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 6R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 9R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,筑後川特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂシゲルゴホウサイ, 67,太宰啓,, 68,*  6,   4, 2,  6.7, ②②, 1, 4,Ａクリスバロｰズ, 70,川田将,, 67,*  7,  -1, 1,  2.2,⑤④①, 1, 6,Ａレッドアルティスタ, 77,川田将,, 72,   9,*  0, 1,  2.1,⑥⑦⑦, 1, 4,Ｃトシザキミ, 67,川田将,, 67,   6,   5, 2,  5.4, ⑧⑩
 2, 6,Ａタイキラトナンジュ, 73,浜中俊, 0.2, 65,*  8,   0, 1,  1.7, ①①, 2,12,Ｈタガノヴェリテ, 59,酒井学, 0.3, 66,   0,* 10, 7, 16.9,⑰⑮⑭, 2, 1,Ｇタイガｰボス, 61,熊沢重, 0.2, 69,   9,* -3, 8, 45.6,⑤⑥⑥, 2,11,Ｅキネオリュウセイ, 66,浜中俊, 0.0, 67,   7,   3, 1,  3.6, ⑦⑥
 3, 8,Ｅブレｰヴブラッド, 60,鮫島良, 0.6, 61,   2,   0, 5, 10.3, ④③, 3,11,Ｆアウトゼアｰ, 60,和田竜, 0.5, 66,   0,* 10, 5,  9.8,⑭⑰⑮, 3, 8,Ｃリオグランデ, 69,国分優, 0.4, 67,  11,  -8, 5, 14.6,⑦⑤⑤, 3, 1,Ｊコスモピｰコック, 61,松山弘, 0.1, 65,   4,   5,10, 19.6, ⑨⑨
 4, 7,Ｈトウカイルンバ, 56,柴田未, 0.7, 58,  -3,   3, 8, 27.1, ⑥⑥, 4,13,Ｊアゼリア, 53,中谷雄, 0.5, 62,*  7,  -7,11, 67.3,⑱⑥⑤, 4, 7,Ｄナムラケンシロウ, 67,高倉稜, 0.4, 68,  11,  -8, 4, 13.8,④④④, 4,12,Ｆゼンノイザナギ, 64,北村友, 0.3, 60,  -2,*  8, 6,  9.8, ⑪⑪
 5, 2,Ｃギョイ, 66,松若風, 0.7, 58,  -9,   6, 4, 10.3, ⑧⑦, 5, 3,Ｃマンハッタンキング, 62,浜中俊, 0.7, 60,   5,  -5, 3,  7.9,⑦⑩⑨, 5, 3,Ｂブラックバｰド, 69,浜中俊, 0.4, 65,* 15, -17, 2,  2.7,①①①, 5, 3,Ｉハイマウンテン, 62,国分恭, 0.3, 64,   7,  -1, 5,  7.9, ⑥④
 6, 4,Ｋエルブダムｰル, 51,義英真, 0.7, 57,  -4,   2, 9, 32.1, ⑤⑤, 6,16,Ｇケンブリッジナイン, 60,北村友, 0.7, 60,   6,  -8, 8, 31.7,④⑤⑧, 6, 2,Ｆテイエムダンシング, 63,和田竜, 0.7, 64,  11, -13, 6, 18.9,③③③, 6, 9,Ａエスジｰプログレス, 70,国分優, 0.3, 61,   2,   5, 3,  5.9, ⑩⑧
 7, 3,Ｄスマｰトゾロ, 61,北村友, 0.9, 53, -15,*  8, 7, 26.0, ⑩⑨, 7,14,Ｅサンライズフルｰル, 60,秋山真, 0.9, 58,   6, -10, 4,  8.1,⑨⑦⑦, 7, 4,Ｉシゲルヤブサメ, 57,松山弘, 1.3, 58,* 13, -27, 3,  7.4,②②②, 7, 5,Ｍゲンキチハヤブサ, 53,和田竜, 0.4, 59,  -6,* 11,11, 36.5, ⑫⑬
 8,12,Ｉサマｰサラファン, 56,国分優, 1.0, 53, -18,* 10,12,211.3, ⑭⑪, 8, 1,Ｂシゲルエイサｰ, 62,太宰啓, 1.0, 59,  -1,*  4,10, 57.7,⑯⑱⑯, 8, 9,Ｈスズカチャンプ, 58,国分恭, 1.5, 58,   2,  -5, 9, 60.3,⑧⑧⑧, 8,10,Ｄタガノスカイ, 67,鮫島克, 0.4, 62,  10,  -5, 4,  7.6, ④⑤
 9,11,Ｆダシヌケ, 60,岩崎翼, 1.1, 54,  -5,  -1, 6, 17.3, ⑦⑧, 9,17,Ｄスマｰトガイア, 61,鮫島克, 1.0, 56,   6, -12, 2,  5.4,⑫⑨⑥, 9, 5,Ｅアイファｰサンディ, 64,秋山真, 2.2, 50,  -2,  -8, 7, 20.7,⑨⑨⑨, 9, 2,Ｈノボリフジ, 62,秋山真, 0.6, 56,  -7,*  8, 7, 17.4, ⑬⑫
10,14,Ｌメイショウナガヨリ, 46,酒井学, 1.8, 46, -16,   1,10,160.3, ⑫⑬,10,18,Ｎアジル, 51,岩崎翼, 1.0, 58,   2,  -3,17,283.3,⑮⑫⑪,,,,,,,,,,,,,10, 8,Ｇタイセイゼニス, 63,川島信, 0.6, 62,* 14, -11,13,114.3, ①①
11, 5,Ｊクリオロ, 51,松山弘, 1.9, 44, -12,  -3,13,212.8, ⑨⑩,11, 2,Ｋシャルドン, 52,藤懸貴, 1.4, 54,   3, -10,13,112.5,⑩⑪⑫,,,,,,,,,,,,,11,13,Ｂムｰンフライト, 69,松若風, 0.6, 60,* 12, -10, 9, 18.5, ②②
12, 1,Ｇマロンマロン, 59,川田将, 2.1, 44,   2, -14, 3,  7.7, ③④,12, 9,Ｍリプカ, 51,川島信, 1.6, 55,   7, -18,12, 87.6,⑥⑧④,,,,,,,,,,,,,12, 6,Ｋロットリｰ, 60,岩崎翼, 1.2, 52,  10, -15,12, 71.3, ③③
13,10,Ｍメイショウラガｰル, 43,国分恭, 2.5, 39, -17,  -4,14,215.0, ⑬⑭,13, 8,Ｐシゲルヒキヤマ, 48,国分恭, 1.6, 53,   0,  -9,14,183.9,⑬⑬⑬,,,,,,,,,,,,,13, 7,Ｌレッドランタン, 58,義英真, 2.6, 33,   8, -32, 8, 18.0, ⑤⑦
14, 9,Ｎレイトリｰ, 40,鮫島克, 2.6, 37, -15,  -8,11,192.7, ⑪⑫,14, 5,Ｏアルｰリングトｰン, 49,松若風, 2.8, 39,*  8, -43, 9, 46.6,①①⑩,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15,10,Ｒロｰドアンビシャス, 40,義英真, 2.8, 40,*  8, -43,15,190.6,②②②,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 7,Ｌヤマニントライブ, 52,国分優, 2.9, 39,   0, -27,16,237.1,⑪⑭⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,15,Ｉホｰリｰシュラウド, 56,松山弘, 3.1, 40,*  7, -45, 6, 10.6,③③③,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 6,Ｑキクノメドウ, 48,高倉稜, 3.5, 36,   0, -34,18,290.0,⑧⑯⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:3),,,,,,,,,,,
単勝:670円 複勝:13=130円 06=110円 08=180円 枠連:480円,,,,,,,,,,,,単勝:220円 複勝:04=130円 12=310円 11=330円 枠連:760円,,,,,,,,,,,,"単勝:210円 複勝:06=110円 01=820円 08=250円 枠連:6,950円",,,,,,,,,,,,単勝:540円 複勝:04=210円 11=150円 01=420円 枠連:640円,,,,,,,,,,,
馬連:460円 ワイド:06-13=230円 08-13=670円 06-08=320円,,,,,,,,,,,,"馬連:1,500円 ワイド:04-12=720円 04-11=700円 11-12=1,680円",,,,,,,,,,,,"馬連:5,750円 ワイド:01-06=1,790円 06-08=540円 01-08=5,090円",,,,,,,,,,,,"馬連:1,220円 ワイド:04-11=480円 01-04=2,040円 01-11=1,730円",,,,,,,,,,,
"馬単:1,420円 3連複:1,100円 3連単:7,340円",,,,,,,,,,,,"馬単:2,540円 3連複:6,120円 3連単:22,810円",,,,,,,,,,,,"馬単:8,020円 3連複:16,980円 3連単:71,820円",,,,,,,,,,,,"馬単:2,570円 3連複:8,910円 3連単:36,670円",,,,,,,,,,,
