15年 7月26日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 7月26日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,香嵐渓特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｃバデル, 48,幸英明,, 50,* -3,* -2, 3,  6.1, ③③, 1, 9, コアレスドラｰド,,難波剛,,,,, 1,  2.2,④③③, 1, 3,Ａライトファンタジア, 71,川田将,, 66,   0,  -5, 1,  1.9,⑤⑤⑤, 1, 8,Ａサンレｰン, 81,武豊  ,, 80,* 17,  -3, 1,  2.9, ①①
 2, 5,Ｉウインフェルベｰル, 41,津村明, 0.1, 49,* -2,* -4, 9, 31.1, ①①, 2, 8, ニシノマテンロウ,,小坂忠,198.5,,,, 8, 31.6,②②②, 2,12,Ｆヤマニンエルフィン, 64,太宰啓, 0.2, 65,  -1,* -4, 7, 40.3,⑦⑦⑨, 2, 3,Ｐキｰブランド, 66,高倉稜, 0.3, 77,   9,*  4,15,290.4, ⑦⑤
 3, 7,Ｂセレッソプリマベラ, 52,川須栄, 0.1, 51,* -2,* -2, 2,  4.9, ②②, 3, 4, ダノンウィスラｰ,,熊沢重,198.7,,,, 2,  2.6,①①①, 3, 9,Ｇメイショウグレア, 63,鮫島克, 0.2, 66,  -1,* -4, 8, 55.0,⑩⑪⑦, 3, 2,Ｊアドマイヤシャドウ, 75,幸英明, 0.4, 75,   8,*  6,12, 64.9, ⑫⑪
 4,12,Ａクロｰスフレンド, 54,福永祐, 0.4, 47,  -5,* -2, 5, 10.4, ⑥⑦, 4,11, ピｰスメｰカｰ,,平沢健,199.3,,,, 6, 23.7,⑥⑥⑤, 4, 4,Ｂガｰリッシュハｰト, 69,ルメｰ, 0.4, 61,   0, -11, 4,  9.5,⑥⑥⑥, 4, 9,Ｄロｰドヴォルケｰノ, 79,福永祐, 0.4, 75,  10,   4, 4,  6.4, ⑧⑧
 5, 6,Ｆコｰジェント, 44,ルメｰ, 0.7, 44,  -5,  -7, 1,  2.6, ⑤⑤, 5, 6, キｰプトライン,,五十嵐,200.8,,,, 4, 13.2,③④④, 5,11,Ｅカレンオプシス, 65,デムｰ, 0.5, 59,*  1, -14, 2,  3.0,③④④, 5,12,Ｂサウススタｰマン, 80,鮫島克, 0.6, 75,  14,  -4, 5, 10.0, ④④
 6,13,Ｇアナフィエル, 41,武豊  , 1.0, 43,  -3,  -9, 8, 29.5, ④④, 6, 5, ジュｰルドトネｰル,,小野寺,201.0,,,, 5, 20.1,⑧⑧⑦, 6, 7,Ｊシゲルギオンマツリ, 46,松山弘, 0.8, 62,  -6,* -4,11,177.4,⑫⑫⑫, 6, 5,Ｃロスヴァイセ, 79,藤岡佑, 0.7, 71,   9,   3, 8, 21.9, ⑩⑩
 7, 2,Ｊカノヤルジャンドル, 34,鮫島克, 1.9, 32,  -7, -14,10, 73.9, ⑧⑧, 7, 1, サンライズブルｰ,,高田潤,201.2,,,, 3,  8.0,⑩⑨⑧, 7, 1,Ｄサンレイフレンチ, 65,酒井学, 0.8, 60,  -2,  -9, 9, 94.0,⑧⑨⑩, 7,10,Ｈボクノナオミ, 76,デムｰ, 0.9, 72,* 17, -11, 3,  6.1, ②②
 8, 1,Ｅキラパワｰ, 44,秋山真, 1.9, 31,  -7, -15, 7, 25.8, ⑦⑥, 8, 3, スカイグラフィティ,,浜野谷,202.9,,,, 7, 27.6,⑤⑤⑥, 8, 5,Ｃテイエムサンビカ, 66,義英真, 0.9, 55,*  1, -21, 5, 18.7,④③③, 8, 6,Ｆオメガスパｰキング, 79,パｰト, 0.9, 70,   6,*  4, 6, 20.5, ⑭⑬
 9,10,Ｎシゲルオキサワラ, 20,義英真, 2.0, 31,  -8, -14,11, 94.2, ⑩⑩, 9,10, アイアンラミング,,林満明,204.2,,,,12,111.7,⑦⑦⑨, 9, 8,Ｉエイシンガイア, 49,幸英明, 0.9, 58,  -1, -14, 3,  5.9,⑨⑧⑧, 9, 7,Ｍテｰオｰレイチェル, 74,川田将, 1.1, 70,   9,  -1,11, 37.6, ⑪⑫
10,15,Ｍイｰグルバイオ, 22,国分優, 2.3, 27, -10, -15,12,105.2, ⑬⑫,10, 7, ニシノカチヅクシ,,森一馬,204.5,,,, 9, 42.8,⑨⑩⑩,10, 6,Ｈテイエムレオネッサ, 63,岩崎翼, 1.1, 56,  -4, -11,10,113.8,⑪⑩⑪,10,14,Ｇスペシャルギフト, 78,浜中俊, 1.1, 70,  11,  -4, 2,  4.6, ⑥⑦
11, 9,Ｌシゲルシロアマダイ, 22,国分恭, 2.5, 28, -10, -17,14,227.8, ⑫⑨,11, 2, ロｰガンカズマ,,植野貴,205.0,,,,11, 62.9,⑪⑪⑪,11,10,Ｌジュリエッタ, 41,松若風, 2.0, 45,*  1, -37, 6, 35.3,②②②,11, 1,Ｉホワイトプラネット, 75,国分優, 1.2, 67,   4,   3,14,101.0, ⑮⑮
12,11,Ｋマジックダイオウ, 32,岩崎翼, 3.0, 22, -15, -17,15,390.0, ⑭⑭,12,12, サンマルビュｰティ,,北沢伸,210.0,,,,10, 56.3,⑫⑫⑫,12, 2,Ｋトゥｰレドゥｰ, 45,森一馬, 2.1, 45,*  3, -41,12,282.0,①①①,12,16,Ｎタガノハピネス, 71,松山弘, 1.2, 68,   4,   4,13, 71.7, ⑯⑯
13,14,Ｈイソノヴィグラス, 41,熊沢重, 3.4, 20,  -6, -28, 6, 13.4, ⑨⑪,,,,,,,,,,,,,,,,,,,,,,,,,13,13,Ｋスランジバｰル, 74,酒井学, 1.5, 68,  11,  -7, 9, 25.1, ⑨⑨
14, 3,Ｐメイショウヨイチ, 17,太宰啓, 3.7, 16,  -8, -29,13,108.5, ⑪⑬,,,,,,,,,,,,,,,,,,,,,,,,,14,15,Ｅミヤジマッキｰ, 79,川須栄, 1.7, 65,   7,  -4, 7, 21.3, ⑬⑭
15, 8,Ｏタイセイブルグ, 20,デムｰ, 5.0, -6, -29, -21, 4,  8.1, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,15,11,Ｌトワエモア, 74,武幸四, 1.7, 68,* 17, -17,10, 33.3, ③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ｏエスジｰブルｰム, 70,中井裕, 2.8, 57,  12, -21,16,302.1, ⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-3),,,,,,,,,,,
単勝:610円 複勝:16=190円 05=510円 07=180円 枠連:770円,,,,,,,,,,,,"単勝:220円 複勝:09=120円 08=300円 04=120円 枠連:1,730円",,,,,,,,,,,,単勝:190円 複勝:03=110円 12=600円 09=750円 枠連:230円,,,,,,,,,,,,"単勝:290円 複勝:08=150円 03=5,570円 02=1,370円 枠連:12,030円",,,,,,,,,,,
"馬連:5,060円 ワイド:05-16=1,400円 07-16=530円 05-07=1,220円",,,,,,,,,,,,"馬連:3,600円 ワイド:08-09=640円 04-09=160円 04-08=980円",,,,,,,,,,,,"馬連:3,460円 ワイド:03-12=1,430円 03-09=1,210円 09-12=7,530円",,,,,,,,,,,,"馬連:40,670円 ワイド:03-08=9,440円 02-08=2,520円 02-03=44,700円",,,,,,,,,,,
"馬単:10,440円 3連複:5,630円 3連単:42,950円",,,,,,,,,,,,"馬単:4,890円 3連複:2,430円 3連単:16,000円",,,,,,,,,,,,"馬単:4,550円 3連複:22,230円 3連単:68,820円",,,,,,,,,,,,"馬単:51,320円 3連複:329,070円 3連単:1,436,250円",,,,,,,,,,,
■ 2R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 5R  芝1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  芝1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■11R  芝1600m 3歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中京,,,,,,,,,,,,,,,,,,,,,,,,ﾄﾖﾀ賞中京記念 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｅエスジｰプログレス, 60,国分優,, 68,* -9,*  8, 5, 11.1, ③③, 1, 7, アオイプリンセス,---,デムｰ,, 57,  -2,* -8, 3,  5.6,④⑦④, 1, 1,Ｈアドマイヤオウジャ, 63,松山弘,, 78,*  8,   0, 7, 26.2, ⑤①, 1, 6,Ａスマｰトオリオン, 87,デムｰ,, 86,* 19,  -1, 6, 12.2,③④④
 2,10,Ｉリリｰヴィクトリｰ, 51,北村友, 0.2, 64,* -8,   2, 7, 19.9, ①①, 2, 1, ショウナンアヴィド,---,川田将, 0.2, 56,  -2,*-10, 1,  3.0,③⑤⑥, 2, 6,Ｃナムラアッパｰ, 72,高倉稜, 0.0, 80,*  8,*  3, 2,  4.2, ⑦③, 2, 1,Ｐアルマディヴァン, 77,藤岡佑, 0.0, 87,  14,   7,13, 27.3,⑬⑫⑪
 3, 1,Ａオメガハｰトソング, 66,武豊  , 0.3, 65, -11,*  7, 2,  2.9, ⑦⑥, 3, 5, アグネスフェアリｰ,---,浜中俊, 0.3, 55,  -6,* -4, 5, 10.0,⑨⑩⑪, 3,12,Ｂアドマイヤリバティ, 72,デムｰ, 0.2, 72,   3,*  4, 4,  6.8, ⑧⑨, 3,10,Ｈダロｰネガ, 85,浜中俊, 0.1, 86,  14,   6, 3,  5.5,⑩⑩⑫
 4,14,Ｂティｰエスバラ, 64,松山弘, 0.4, 63,* -9,   2, 1,  2.8, ④④, 4, 2, フロムマイハｰト,---,高倉稜, 0.6, 51,* -1, -20, 9, 30.6,⑦④①, 4,13,Ａビットレｰト, 73,川田将, 0.4, 71,   3,*  2, 1,  2.4, ⑩⑪, 4,12,Ｍエｰルブリｰズ, 81,川田将, 0.1, 86,* 20,  -4,15, 53.6,⑫②②
 5, 5,Ｆタマモキャラット, 57,幸英明, 0.7, 62, -14,*  6,14,155.2, ⑩⑨, 5, 8, ココファンタジア,---,パｰト, 0.9, 47,* -1, -23, 2,  3.6,②②③, 5, 4,Ｄトシストロング, 67,幸英明, 0.6, 70,   6,  -4, 3,  5.7, ⑥④, 5, 5,Ｇカオスモス, 85,福永祐, 0.2, 84,  17,  -1, 8, 18.0,②⑨⑤
