15年 8月 9日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 8月 9日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
 9, 2,Ｆシゲルナガイワシ, 38,江田照, 1.4, 42, -11, -16,10, 89.4, ⑤⑥, 8, 7,Ｎファインドミｰ, 46,村田一, 0.8, 58, -15,   1,15,238.2, ⑩⑫, 9,15,Ｄタイセイボルト, 73,石橋脩, 3.4, 63,   4,  -3,15,177.3,⑫⑬⑬, 9,10,Ｇエイシンテキサス, 67,吉田豊, 0.7, 67,   2,   3, 2,  3.6,   
10, 3,Ｅマイネルテイル, 40,岩田康, 1.4, 42, -13, -15, 3,  7.5, ⑦⑤,10, 5,Ｊシゲルユカタマツリ, 54,北村友, 0.8, 56, -12,  -2,10, 74.5, ⑧⑧,10, 3,Ｃエルドリッジ, 73,大野拓, 3.8, 59,   7, -14, 4,  8.8,⑦⑨⑨,10, 1,Ｃレッドグラサｰジュ, 71,中谷雄, 0.8, 65,  -3,   4,14,142.5,   
11, 9,Ｊコスモアリエス, 25,大野拓, 2.4, 29,  -9, -34,11,158.7, ④④,11, 6,Ｌミエノキティ, 51,柴田善, 0.9, 56, -17,   3,13,113.3, ⑬⑬,11, 9,Ｏストロングトリトン, 62,北村宏, 3.9, 58,  11, -22, 2,  6.3,③③③,11,12,Ｉハワイアンシュガｰ, 67,岩部純, 1.0, 63, -17,  12,12,114.0,   
,,,,,,,,,,,,12,13,Ｃマダムヤッコ, 62,石川裕, 0.9, 53,* -6,  -9, 5, 14.1, ③③,12,10,Ｉフィンデルムンド, 69,蛯名正, 4.3, 57,   6, -14, 8, 21.9,⑪⑪⑪,12, 9,Ｍスクワドロン, 59,田中勝, 1.0, 63, -11,   7,11, 50.3,   
,,,,,,,,,,,,13, 2,Ｐゴｰルデンワトル, 41,武士沢, 0.9, 57, -12,  -3,14,153.2, ⑦⑦,13, 1,Ｌブラックブリｰズ, 67,岩田康, 4.3, 57,   1,  -6, 9, 23.4,⑬⑮⑮,13, 7,Ｋラブロｰレル, 65,内田博, 1.0, 62,   2,  -1, 9, 30.1,   
,,,,,,,,,,,,14,15,Ｉスズヨロｰズ, 55,北村宏, 1.3, 52, -26,   5,11, 84.9, ⑱⑱,14,14,Ｍエンカウンタｰ, 66,江田照, 4.5, 53,  10, -25,10, 31.6,②④⑥,14,13,Ｌレヴァンタｰル, 60,大野拓, 1.2, 60, -13,   6,10, 43.3,   
,,,,,,,,,,,,15, 8,Ｄルパン, 60,野中悠, 1.5, 48, -23,   0, 6, 21.7, ⑮⑰,15,13,Ｎシゲルジダイマツリ, 64,今野忠, 4.7, 53,   8, -24,14,171.7,⑤⑦⑧,15, 2, マツノヴィグラス,---,西田雄, 2.8, 32,  -1, -24,13,127.9,   
,,,,,,,,,,,,16,17,Ｑポッドウェｰブ, 37,嘉藤貴, 1.9, 41, -15, -13,18,517.8, ⑪⑨,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,11,Ｏクリスタルシップ, 42,今野忠, 2.1, 40, -23,  -8,16,365.4, ⑰⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,10,Ｒヤマトキャピタル, 34,木幡初, 2.3, 35, -19, -15,17,414.8, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,
"単勝:170円 複勝:11=110円 05=330円 07=230円 枠連:1,090円",,,,,,,,,,,,"単勝:700円 複勝:01=240円 16=570円 12=220円 枠連:7,770円",,,,,,,,,,,,単勝:240円 複勝:12=130円 07=220円 04=280円 枠連:550円,,,,,,,,,,,,"単勝:570円 複勝:03=190円 04=160円 15=240円 枠連:1,200円",,,,,,,,,,,
"馬連:1,290円 ワイド:05-11=560円 07-11=380円 05-07=1,590円",,,,,,,,,,,,"馬連:10,170円 ワイド:01-16=2,600円 01-12=910円 12-16=2,290円",,,,,,,,,,,,"馬連:860円 ワイド:07-12=400円 04-12=600円 04-07=1,460円",,,,,,,,,,,,"馬連:1,030円 ワイド:03-04=410円 03-15=830円 04-15=740円",,,,,,,,,,,
"馬単:1,750円 3連複:3,260円 3連単:9,980円",,,,,,,,,,,,"馬単:18,210円 3連複:20,230円 3連単:127,590円",,,,,,,,,,,,"馬単:1,270円 3連複:2,600円 3連単:8,650円",,,,,,,,,,,,"馬単:2,400円 3連複:3,360円 3連単:17,350円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 5R  芝1800m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  芝2200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  ダ1800m 3 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,,,,,,,,,,,,,ﾚﾊﾟｰﾄﾞｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｈピュアノアｰル, 56,石川裕,, 71,*  8,   0, 1,  3.2, ③③, 1, 8, イモｰタル,---,戸崎圭,, 60,*-28,* 19, 1,  2.7, ④④, 1,10,Ｂゴｰルデンハｰプ, 71,岩田康,, 75,   2,* 11, 2,  2.8,⑩⑦⑥, 1, 9,Ｊクロスクリｰガｰ, 77,岩田康,, 83,* 13,  12, 1,  2.5,⑤③③
 2, 7,Ｅソサエティクイｰン, 61,戸崎圭, 0.0, 67,   0,*  8, 8, 18.0, ⑪⑪, 2, 7, ドゥスｰル,---,江田照, 0.8, 48,*-28,   7, 8, 33.5, ⑩⑦, 2, 8,Ｅヴァルコイネン, 69,田辺裕, 0.2, 73,*  7,  -2, 5, 14.2,⑬③③, 2,12,Ｇダノンリバティ, 79,戸崎圭, 0.1, 83,  12,  13, 3,  6.5,⑩④④
 3, 5,Ａナミノリゴリラ, 66,蛯名正, 0.9, 61,   5,  -6, 4,  7.0, ⑥⑥, 3, 9, フィンガｰポスト,---,内田博, 0.9, 53, -32,* 16, 5, 12.0, ⑧⑩, 3,12,Ｄキズナエンドレス, 70,伊藤工, 0.4, 71,   5,  -1, 4, 10.2,⑥④④, 3,13,Ｆタマノブリュネット, 81,田辺裕, 0.4, 82,   8,* 19,11, 75.7,⑭⑬⑪
 4,12,Ｎティアップセッタｰ, 46,大野拓, 1.2, 55,  -4,   0,13,157.9, ⑭⑬, 4, 3, ミッキｰシャンティ,---,岩田康, 1.1, 49, -32,  11, 3,  4.8, ⑦⑧, 4, 5,Ａキネオダンサｰ, 73,蛯名正, 0.4, 74,  -1,* 12, 1,  2.5,⑭⑬⑫, 4, 1,Ｂゴｰルデンバロｰズ, 84,石橋脩, 0.7, 78,* 14,   5, 2,  3.0,①①①
 5,11,Ｉオンファロス, 54,岩田康, 1.3, 57,   5,  -9, 7, 12.5, ⑦⑦, 5,12, グレンツェント,---,デムｰ, 1.1, 47, -29,   7, 2,  4.5, ⑥⑥, 5, 4,Ｃディｰルフロｰ, 71,吉田豊, 0.9, 69,   1,   3, 3,  8.5,⑨⑪⑧, 5, 8,Ｄカラパナビｰチ, 84,北村友, 0.9, 77,  11,   9, 6, 13.4,⑥⑧⑦
 6, 6,Ｆショｰピｰス, 60,伴啓太, 1.4, 59,*  9, -13, 9, 25.4, ②②, 6, 6, グッドプリン,---,北村宏, 1.2, 46, -29,   5, 4,  7.9, ⑫⑪, 6, 6,Ｊセフィｰロ, 62,西田雄, 0.9, 66,   1,   2, 7, 20.8,⑫⑫⑨, 6,11,Ｃノボバカラ, 84,北村宏, 0.9, 80,   6,* 18, 5, 12.3,⑮⑮⑬
 7, 8,Ｃノｰブルマｰキュリ, 65,松岡正, 1.4, 53,  -6,   1,10, 61.7, ⑮⑮, 7,10, ヨアソビ,---,蛯名正, 1.5, 39,*-26,  -5,11, 70.4, ①①, 7,11,Ｋロンギングケイシｰ, 61,石橋脩, 1.0, 66,*  6, -14, 9, 66.9,④②②, 7, 2,Ｉダイワインパルス, 78,田中勝, 1.2, 77,   9,  10,12,138.5,⑪⑩⑨
 8,14,Ｄイクシア, 64,北村宏, 1.4, 56,   3,  -8, 2,  4.2, ⑨⑧, 8,11, クアルティエｰレ,---,柴田大, 1.6, 38,*-28,  -4, 7, 19.7, ②②, 8,14,Ｉフォワｰドカｰル, 64,宮崎北, 1.2, 62,*  6, -18,11, 89.6,①①①, 8, 7,Ｅライドオンウインド, 81,デムｰ, 1.2, 74,  12,   4, 4,  9.9,④⑥⑤
 9, 3,Ｏエビスシハｰブ, 45,デムｰ, 1.5, 51,  -4,  -2, 6, 12.0, ⑬⑫, 9, 5, トラストナイト,---,吉田豊, 1.7, 39, -29,  -2, 9, 35.3, ③③, 9, 2,Ｇマイネルシャルフ, 66,柴田大, 1.3, 64,   1,  -2, 6, 14.6,⑦⑩⑪, 9,14,Ａオｰルブラッシュ, 85,蛯名正, 1.8, 73,   9,   6, 8, 37.1,⑬⑪⑫
10, 4,Ｍメビウス, 51,的場勇, 1.7, 52,   2, -10,14,212.8, ⑧⑨,10, 2, ビクタｰウィナｰ,---,今野忠, 1.8, 42, -33,   5,12,102.2, ⑨⑨,10, 7,Ｈウインステｰジ, 66,嘉藤貴, 1.4, 66,   5,  -9,13,102.6,⑧⑥⑤,10, 4,Ｋセンチュリオン, 77,伊藤工, 2.2, 67,* 13,  -7, 7, 34.8,②②②
11,15,Ｂプリンセスケイ, 66,内田博, 1.9, 53,   7, -16, 3,  5.9, ⑤④,11, 4, セイントビクタｰ,---,石橋脩, 2.1, 33, -29,  -8,10, 67.2, ⑤⑤,11, 1,Ｌロｰドステルス, 58,石川裕, 1.7, 59,  -1,  -4,10, 88.6,⑪⑭⑭,11, 5,Ｎデブリン, 68,吉田豊, 2.6, 66,   8,   1,14,239.4,⑫⑭⑭
12, 1,Ｌココクイｰン, 53,野中悠, 2.0, 49,  -1, -10,15,289.1, ⑩⑩,12, 1, ボｰンレガシｰ,---,田辺裕, 2.5, 31, -35,  -4, 6, 19.1, ⑪⑫,12, 3,Ｆウマンマミｰア, 68,江田照, 2.2, 55,   3, -19, 8, 22.7,⑤⑨⑦,12,15,Ｈクワドルｰプル, 79,内田博, 2.7, 65,  12,  -8,13,217.9,⑦⑦⑧
13,10,Ｋダイヤモンドハｰト, 53,柴田大, 2.2, 50,   7, -19,12,103.9, ④⑤,,,,,,,,,,,,,13, 9,Ｍリックバナｰド, 54,野中悠, 3.9, 43,   2, -43,14,235.3,③⑧⑬,13,10,Ｍシンゼンガンプ, 76,村田一, 2.7, 67,  10,  -3,15,243.0,⑨⑨⑩
14, 2,Ｇヒルプリンセス, 56,宮崎北, 3.2, 42,* 10, -30,11, 68.5, ①①,,,,,,,,,,,,,14,13,Ｎデルママツタロウ, 42,武士沢, 5.4, 19,   2, -67,12, 96.9,②⑤⑩,14, 3, ラッキｰプリンス,---,今野忠, 4.9, 52,  13, -27, 9, 55.5,③⑤⑥
15,13,Ｊムサ, 53,嘉藤貴, 3.3, 38,  -1, -21, 5, 11.3, ⑫⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:81 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:2),,,,,,,,,,,
"単勝:320円 複勝:09=170円 07=350円 05=210円 枠連:1,720円",,,,,,,,,,,,"単勝:270円 複勝:08=150円 07=570円 09=320円 枠連:2,940円",,,,,,,,,,,,"単勝:280円 複勝:10=160円 08=300円 12=340円 枠連:1,770円",,,,,,,,,,,,単勝:250円 複勝:09=130円 12=230円 13=910円 枠連:720円,,,,,,,,,,,
"馬連:2,770円 ワイド:07-09=1,090円 05-09=500円 05-07=1,510円",,,,,,,,,,,,"馬連:3,340円 ワイド:07-08=1,200円 08-09=650円 07-09=3,240円",,,,,,,,,,,,"馬連:1,910円 ワイド:08-10=710円 10-12=700円 08-12=2,070円",,,,,,,,,,,,"馬連:1,050円 ワイド:09-12=490円 09-13=2,060円 12-13=4,800円",,,,,,,,,,,
"馬単:4,420円 3連複:5,070円 3連単:28,580円",,,,,,,,,,,,"馬単:4,270円 3連複:10,330円 3連単:46,990円",,,,,,,,,,,,"馬単:2,650円 3連複:6,020円 3連単:20,840円",,,,,,,,,,,,"馬単:1,640円 3連複:15,320円 3連単:49,790円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 6R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ新潟,,,,,,,,,,,,月岡温泉特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａケンベストカフェ, 68,蛯名正,, 63,   1,*  9, 1,  2.7,④④④, 1,13, プリンシパルスタｰ,---,戸崎圭,, 57,  -6,  -4, 2,  3.8, ⑥⑥, 1,15,Ａシュンドルボン, 78,田辺裕,, 79,*  3,* 13, 1,  2.1, ④④, 1, 8,Ａマサノグリンベレｰ, 75,田辺裕,, 64,*  4,  -2, 2,  4.2, ①①
 2, 6,Ｂハイヴォルテｰジ, 68,戸崎圭, 0.1, 62,   1,*  9, 2,  2.9,③③③, 2,17, ニシノジャｰニｰ,---,柴田善, 0.1, 57,  -4,  -6, 5, 12.8, ⑤⑤, 2, 6,Ｄフジマサクラウン, 72,田中勝, 0.3, 81,  -4,* 23, 5,  8.4, ⑮⑯, 2, 9,Ｂウインネオルｰラｰ, 73,柴田大, 0.1, 65,*  3,  -2, 3,  4.6, ②②
 3, 8,Ｉダッシングブルｰ, 54,柴田大, 0.6, 57,*  2,   0, 8, 40.8,②②②, 3, 8, コｰサｰ,---,田中勝, 0.4, 54, -11,* -1, 4, 10.2, ⑩⑨, 3, 5,Ｇボｰイフレンド, 69,戸崎圭, 0.7, 73,  -1,  10, 8, 20.7, ⑧⑧, 3,10,Ｅアルノルフィｰニ, 66,武士沢, 0.3, 62, -10,*  8, 8, 28.8, ⑫⑫
 4, 7,Ｃキｰタイプ, 65,内田博, 0.6, 60,  -2,* 10, 3,  6.2,⑬⑩⑨, 4,15, コリｰナ,---,北村宏, 0.6, 51,  -7,  -9, 3,  6.5, ⑦⑦, 4, 7,Ｆディアコンチェルト, 70,大野拓, 0.7, 73,   0,   8, 3,  8.2, ⑯⑬, 4, 7,Ｄナンヨｰアイリッド, 67,柴田善, 0.4, 61, -13,* 10, 7, 25.9, ⑭⑭
 5, 1,Ｅクピド, 64,江田照, 1.2, 55,  -4,   7, 7, 21.6,⑩⑫⑫, 5,10, オｰシャンビュｰ,---,西田雄, 1.1, 44,*  0, -24,10, 87.1, ②②, 5,12,Ｅレッドグルック, 71,三浦皇, 0.8, 72,  -3,  11, 9, 26.5, ⑫⑫, 5, 4,Ｆヴェイルドスケｰル, 66,内田博, 0.4, 61,  -3,   0, 5,  6.4, ⑥⑥
 6,11,Ｈビビッドモア, 54,西田雄, 1.7, 51,   0,  -3,11,111.4,⑤⑤⑤, 6,16, アルセナｰレ,---,大野拓, 1.2, 43,  -9, -16, 6, 14.3, ⑧⑧, 6,13,Ｌコスモアルヘナ, 64,柴田大, 0.9, 70,   1,   2,12,110.5, ⑦⑦, 6, 6,Ｌドリｰムメモリｰ, 62,大野拓, 0.5, 61,  -7,   4, 6, 14.6, ⑨⑨
 7,10,Ｋフランクジョイ, 48,野中悠, 1.8, 51,  -5,   4,13,268.0,⑫⑭⑬, 7,11, クリプトスコｰド,---,吉田豊, 1.6, 40, -17, -10,11, 91.9, ⑪⑪, 7, 2,Ｊトラストルシファｰ, 66,岩田康, 0.9, 69,   0,   4, 4,  8.3, ⑤⑤, 7,13,Ｊビレッジトプテム, 63,吉田豊, 0.6, 59,  -9,   5,12, 86.1, ⑩⑩
 8, 3,Ｄトｰセンリバティ, 65,北村宏, 1.9, 51,  -4,   1, 4,  9.6,⑪⑪⑪, 8, 1, レアファインド,---,岩田康, 1.6, 41, -27,*  3, 1,  2.8, ⑯⑯, 8, 4,Ｂパリカラノテガミ, 77,松岡正, 1.0, 73,  -2,  10, 2,  7.3, ⑭⑭, 8,11,Ｇヤマニンアタシャン, 66,石川裕, 0.7, 61,  -4,   0, 1,  4.0, ⑧⑦
 9, 4,Ｍサトノハンナ, 47,石川裕, 2.1, 51,  -2,  -3, 9, 46.9,⑨⑧⑧, 9,12, ニコラシカ,---,石川裕, 1.6, 38, -11, -18, 9, 55.0, ⑨⑩, 9,16,Ｈレインオｰバｰ, 68,内田博, 1.1, 69,  -1,   4,10, 56.8, ⑩⑨, 9,14,Ｎシンサン, 59,木幡初, 0.8, 59,  -1,  -5,15,226.6, ⑤④
10, 5,Ｏヒダマリ, 42,デムｰ, 2.4, 44,  -1,  -8, 5, 10.5,⑥⑥⑥,10,18, コントロｰルタワｰ,---,村田一, 1.8, 39, -23,  -5,18,243.5, ⑭⑬,10,10,Ｋコスモツケマ, 65,嘉藤貴, 1.3, 65,   1,  -4,14,256.4, ⑥⑥,10,12,Ｃレッドダニエル, 68,北村宏, 0.9, 58,   1,  -6, 4,  6.3, ④③
11, 9,Ｌスタｰウインド, 48,岩崎翼, 2.4, 45,*  2, -15,12,125.9,①①①,11, 9, マｰベリック,---,柴田大, 1.9, 38, -24,  -4, 8, 36.9, ⑮⑮,11,14,Ｃダｰクファンタジｰ, 73,北村宏, 1.3, 65,   1,  -4, 6, 10.8, ⑬⑩,11, 5,Ｉキャメロンロｰド, 64,今野忠, 1.2, 54, -12,   2,10, 49.2, ⑬⑬
12,15,Ｊオｰルディｰズ, 50,伴啓太, 2.6, 47,  -4,  -4,14,305.9,⑭⑬⑭,12,14, メリザント,---,大庭和, 2.0, 33,* -1, -37,17,239.8, ③③,12, 1,Ｎラミｰロ, 59,石橋脩, 1.6, 60,*  5, -17,15,275.9, ①①,12,15,Ｈインペリアルブルｰ, 65,伴啓太, 1.5, 52,  -9,  -3,13, 98.1, ⑪⑪
13, 2,Ｆグランデクオｰレ, 60,田辺裕, 2.7, 44,  -2,  -8, 6, 16.7,⑧⑦⑦,13, 4, トキメキアイナ,---,今野忠, 2.1, 34, -23,  -9,12,102.1, ⑬⑭,13, 3,Ｏシゲルケンカヤマ, 58,今野忠, 1.8, 60,  -3,  -4,13,144.8, ⑪⑪,13, 1,Ｋカシノキングダム, 63,二本柳, 1.8, 49, -15,   0, 9, 37.6, ⑮⑮
14,12,Ｇワｰルドハｰモニｰ, 57,今野忠, 3.0, 42,  -2, -11,10, 76.2,⑦⑨⑩,14, 3, ゴｰルドジャイアン,---,内田博, 2.6, 28, -19, -21,15,133.2, ⑫⑫,14, 9,Ｉシャドウスペル, 66,デムｰ, 2.9, 46,   1, -29, 7, 17.8, ③③,14, 3,Ｏデルマコナキジジ, 58,江田照, 1.9, 48,  -4, -11,14,148.1, ⑦⑧
,,,,,,,,,,,,15, 5, タレイア,---,宮崎北, 2.6, 27,  -5, -39,14,115.2, ④④,15, 8,Ｍアンジェリｰ, 62,柴田善, 3.0, 45,*  3, -33,11, 78.8, ②②,15, 2,Ｍジギｰスンナｰ, 61,松岡正, 2.7, 41,  -1, -22,11, 60.0, ③⑤
,,,,,,,,,,,,16, 2, サンデリアｰナ,---,石橋脩, 3.1, 24, -31, -12,13,113.7, ⑰⑰,16,11, トミケンアレス,---,江田照, 4.1, 36,  -7, -27,16,302.8, ⑨⑮,,,,,,,,,,,,
,,,,,,,,,,,,17, 7, ライクアファルコン,---,江田照, 4.6,  7, -31, -31,16,163.6, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 6, プレシャスエｰス,---,木幡初, 4.8, -2,*  1, -74, 7, 16.4, ①①,,,,,,,,,,,,,,,,,,,,,,,,
