15年 1月24日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 1月24日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  芝3000m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
 9,15,Ｏデスティｰノトップ,  7,熊沢重, 1.7, 48,  -1, -10, 6, 22.6, ⑦⑦, 9, 4, メイショウイッシン,,林満明,207.7,,,, 8, 33.8,⑪⑫⑫, 9, 4,Ｊスズカノジェリコ, 51,城戸義, 1.9, 59,* -1,  -5,10,154.7,②②②, 9, 7,Ｅダンツメガヒット, 65,藤懸貴, 1.2, 60,  12, -21,12, 36.7, ⑥⑧
10,12,Ｍレオアジリティｰ, 39,丹内祐, 1.8, 48,*  3, -12, 8, 31.2, ④⑤,10, 8, スマイルフォンテン,,高野和,208.1,,,,13,162.1,⑦⑧⑨,10, 1,Ｉスピｰディｰドｰタ, 60,原田和, 2.3, 54,  -3,  -7, 9, 73.0,④④④,10, 6,Ｈマスタｰリデル, 64,森一馬, 1.7, 56,  16, -32,11, 26.3, ⑤⑤
11, 2,Ｊサンダルエチケット, 43,中井裕, 2.3, 42,  -8,  -8,14,161.5, ⑬⑫,11, 1, ウォｰタｰメジャｰ,,田村太,212.0,,,,12,150.8,②③⑤,,,,,,,,,,,,,11, 5,Ｋルグランパントル, 60,長岡禎, 1.9, 54,* 18, -38, 9, 19.8, ②②
12, 7,Ｋオｰサムレディ, 40,津村明, 2.4, 42,  -8,  -7,16,350.7, ⑮⑭,12,10, トウショウカズン,,白浜雄,212.0,,,, 4,  8.1,①②②,,,,,,,,,,,,,12,10,Ｉケモノタイプ, 63,川須栄, 2.3, 48,  12, -35,13, 55.4, ⑦⑨
13,16,Ｈニホンピロピｰス, 49,城戸義, 2.8, 38,  -8, -12, 9, 40.2, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,13,12,Ｆシンフォニア, 65,古川吉, 2.3, 48,  11, -33, 4,  6.7, ⑩⑪
14,13,Ｐミズｰリスカイ, -1,吉田隼, 2.8, 34, -19,  -1,15,227.7, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｍラミｰロ, 57,丸山元, 2.8, 43,  10, -37,14,106.4, ⑬⑭
15,10,Ｎレヴィン, 34,川須栄, 3.3, 34,  -4, -20,10, 43.2, ⑩⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,Ｌトウショウカプリス, 39,勝浦正, 4.2, 25,  -2, -29,13, 78.7, ⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:-16 馬場:稍重(指数:8),,,,,,,,,,,
"単勝:640円 複勝:08=280円 06=360円 05=210円 枠連:1,630円",,,,,,,,,,,,"単勝:1,310円 複勝:13=260円 14=110円 09=150円 枠連:1,570円",,,,,,,,,,,,単勝:250円 複勝:07=120円 09=160円 02=250円 枠連:410円,,,,,,,,,,,,"単勝:420円 複勝:03=150円 01=190円 08=240円 枠連:1,160円",,,,,,,,,,,
"馬連:4,220円 ワイド:06-08=1,040円 05-08=670円 05-06=630円",,,,,,,,,,,,"馬連:1,490円 ワイド:13-14=540円 09-13=1,550円 09-14=240円",,,,,,,,,,,,馬連:440円 ワイド:07-09=240円 02-07=580円 02-09=760円,,,,,,,,,,,,"馬連:1,390円 ワイド:01-03=530円 03-08=720円 01-08=970円",,,,,,,,,,,
"馬単:7,530円 3連複:5,410円 3連単:39,230円",,,,,,,,,,,,"馬単:4,070円 3連複:2,420円 3連単:17,580円",,,,,,,,,,,,"馬単:930円 3連複:1,770円 3連単:7,060円",,,,,,,,,,,,"馬単:2,620円 3連複:5,070円 3連単:19,210円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 5R  芝3330m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 8R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中京ｽﾎﾟﾆﾁ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｍコンセギｰル, 35,古川吉,, 59,*  2,*  3,10, 32.3,③②②, 1, 2, カリスマミッキｰ,,熊沢重,,,,, 2,  3.8,⑤②②, 1,13,Ｄキクタロウ, 73,水口優,, 72,  -1,* 11, 7, 27.2, ⑩⑪, 1, 6,Ｌワｰルンガ, 66,勝浦正,, 72,   5,  -3, 3,  6.2, ③⑤
 2, 1,Ａフェブカリエンテ, 62,国分優, 0.4, 56,  -2,*  6, 1,  2.0,⑬⑩⑦, 2, 7, ティリアンパｰプル,,金子光,224.0,,,,13,108.4,⑩⑧⑦, 2, 2,Ｍウインヤｰド, 63,原田和, 0.2, 69,*  2,   5,13, 92.7, ③③, 2, 3,Ｉサンライズポパイ, 70,国分優, 0.3, 68,  -5,*  3,11, 38.0, ⑨⑧
 3, 8,Ｅガンクラブチェック, 56,中井裕, 1.0, 54,  -2,*  2,11, 46.4,⑩⑨⑩, 3, 3, マッキｰバッハ,,北沢伸,224.0,,,, 6, 18.8,⑧⑦⑥, 3, 6,Ｂラヴァズアゲイン, 75,小崎綾, 0.2, 69,  -1,*  9, 1,  2.0, ⑨⑧, 3, 1,Ａロｰズミラクル, 79,小崎綾, 0.4, 66,  -2,  -2, 5,  6.8, ⑥⑥
 4, 6,Ｇゼンノウラヌス, 53,藤岡康, 1.1, 50,*  1,  -6, 5,  9.2,④④③, 4, 4, アドミッション,,石神深,224.2,,,, 4, 10.6,⑦⑤⑤, 4, 7,Ａスズカチャンプ, 76,城戸義, 0.4, 68,   1,   4, 2,  4.4, ⑤⑤, 4, 9,Ｇライブリシュネル, 71,藤懸貴, 0.4, 67, -13,*  9,10, 23.3, ⑭⑭
 5,12,Ｄラッキｰランナｰ, 57,松田大, 1.1, 52,   0,  -3, 2,  7.9,⑥⑥⑤, 5, 1, エｰシンジｰライン,,西谷誠,224.4,,,, 1,  2.0,④①①, 5,11,Ｋレッドジャイヴ, 65,中井裕, 0.5, 68,   1,   4, 6, 14.7, ⑥⑦, 5, 4,Ｅトウシンムサシ, 73,吉田隼, 0.5, 64,  -4,  -1, 4,  6.5, ⑦⑦
 6,13,Ｂロｰレルベルカント, 57,長岡禎, 1.2, 51,*  1,  -6, 3,  8.8,②③④, 6,11, ショウナンカミング,,高田潤,224.9,,,, 3,  6.6,⑥④③, 6, 8,Ｆチュウワワンダｰ, 69,小野寺, 0.6, 67,  -6,* 11, 5, 14.7, ⑬⑫, 6, 8,Ｎコスモグラウベ, 65,丹内祐, 0.5, 66,   4,  -8, 6, 12.4, ⑤④
 7, 7,Ｆヴェスペルティリオ, 54,丸山元, 1.2, 52,  -1,  -2, 6, 13.4,⑦⑧⑥, 7,13, メジロサンノウ,,原田和,225.0,,,, 9, 38.9,⑬⑫⑪, 7, 4,Ｃクラリティｰエス, 75,長岡禎, 1.0, 63,   0,  -1, 3,  7.6, ④④, 7,15,Ｈリバティｰホｰル, 70,丸山元, 0.8, 61,  -8,  -1,14,110.5, ⑪⑪
 8,15,Ｉロｰドグロワｰル, 47,小崎綾, 1.9, 47,  -3,  -3, 4,  9.0,⑫⑫⑫, 8, 6, テイエムスラッガｰ,,難波剛,225.1,,,, 7, 30.9,⑪⑨⑧, 8, 3,Ｅポｰルシッタｰ, 71,井上敏, 1.0, 64,   0,   0, 4, 10.4, ⑦⑥, 8, 7,Ｆアブマｰシュ, 72,古川吉, 0.9, 60,  -9,  -1, 8, 14.5, ⑩⑩
 9,16,Ｈミラクルナイト, 49,水口優, 2.1, 46,  -1,  -9,14,166.7,⑧⑦⑨, 9,14, リアリｰサムシング,,林満明,225.2,,,,11, 74.8,③③④, 9,12,Ｉチャｰドリｰ, 66,西村太, 1.1, 64,  -3,   5,12, 73.8, ⑪⑬, 9,11,Ｋヒカリトリトン, 67,松田大, 1.0, 59, -13,   2,12, 53.8, ⑬⑮
10, 9,Ｊマインリｰバｰ, 45,小坂忠, 2.2, 45,  -3,  -6, 7, 18.9,⑪⑪⑪,10, 5, ミヤコデラックス,,山本康,227.1,,,, 8, 35.5,⑨⑪⑫,10, 5,Ｌチャンピオンホｰク, 65,森一馬, 1.1, 62,*  3,  -4,10, 40.4, ②②,10,14,Ｍアドマイヤサブリナ, 66,藤岡康, 1.0, 60,  -5,  -6, 2,  5.0, ⑧⑨
11,10,Ｃキタサングットマン, 57,井上敏, 2.4, 46,  -5,  -4, 8, 20.5,⑮⑭⑬,11, 8, トｰセンプラチナ,,浜野谷,227.1,,,,12, 75.1,⑫⑩⑨,11,10,Ｈデカントラップ, 67,伴啓太, 1.1, 63,  -5,   5, 8, 30.8, ⑫⑩,11,13,Ｄスタｰマイン, 75,津村明, 1.1, 57, -12,  -1, 9, 20.1, ⑮⑬
12, 5,Ｏリバイブビｰト, 23,熊沢重, 3.1, 38,  -1, -19, 9, 30.5,⑤⑤⑧,12, 9, アドマイヤサイモン,,黒岩悠,228.6,,,,14,138.3,⑭⑬⑬,12, 9,Ｊスナｰクマスカラス, 66,木幡初, 1.7, 58,   0,  -5, 9, 35.9, ⑧⑨,12, 2,Ｏヤマニンファラオ, 64,石神深, 1.7, 50, -10, -10,15,112.1, ⑫⑫
13, 2,Ｐラガｰユｰメジャｰ, 23,荻野琢, 5.6, 24,  -5, -31,12, 65.2,⑨⑬⑭,13,12, ドリｰムハヤテ,,小坂忠,230.2,,,, 5, 15.0,②⑥⑩,13, 1,Ｇゼロワンシンジロｰ, 67,藤懸貴, 2.1, 54,*  3, -13,11, 41.8, ①①,13, 5,Ｃサンブルエミュｰズ, 75,川須栄, 2.3, 43,   5, -33, 1,  5.0, ④③
14, 4,Ｋタケルクラウン, 44,城戸義, 6.0, 24, -10, -25,16,335.1,⑭⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｂサチノクイｰン, 76,熊沢重, 2.3, 42,* 11, -39, 7, 12.9, ①①
15, 3,Ｎゲスワット, 33,高田潤, 6.1, 22, -12, -21,15,185.6,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｊミラクルアイドル, 69,西田雄, 3.6, 26,* 10, -55,13, 78.1, ②②
16,11,Ｌウェルカミング, 39,西田雄, 7.4, 20,*  2, -61,13, 71.9,①①①,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:重(指数:2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:8),,,,,,,,,,,
"単勝:3,230円 複勝:14=840円 01=150円 08=760円 枠連:730円",,,,,,,,,,,,"単勝:380円 複勝:02=180円 07=2,870円 03=430円 枠連:7,760円",,,,,,,,,,,,"単勝:2,720円 複勝:13=450円 02=1,770円 06=110円 枠連:23,610円",,,,,,,,,,,,"単勝:620円 複勝:06=240円 03=880円 01=290円 枠連:6,160円",,,,,,,,,,,
"馬連:3,980円 ワイド:01-14=1,930円 08-14=10,830円 01-08=1,460円",,,,,,,,,,,,"馬連:22,760円 ワイド:02-07=7,190円 02-03=980円 03-07=15,770円",,,,,,,,,,,,"馬連:93,030円 ワイド:02-13=17,680円 06-13=970円 02-06=3,020円",,,,,,,,,,,,"馬連:11,690円 ワイド:03-06=3,140円 01-06=880円 01-03=4,180円",,,,,,,,,,,
"馬単:10,020円 3連複:31,050円 3連単:210,560円",,,,,,,,,,,,"馬単:37,280円 3連複:85,530円 3連単:337,050円",,,,,,,,,,,,"馬単:161,940円 3連複:49,110円 3連単:535,890円",,,,,,,,,,,,"馬単:19,400円 3連複:26,500円 3連単:155,980円",,,,,,,,,,,
■ 3R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  芝1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  芝2200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,金山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｇメイショウルナ, 67,城戸義,, 64, -11,* 17, 6, 13.4, ⑭⑭, 1, 7,Ａブラヴィッシモ, 67,藤岡康,, 71,* 12, -10, 3,  5.8, ①①, 1,13,Ｆサトノアビリティ, 73,小崎綾,, 70,*  5,   9, 2,  4.6,④④③, 1, 6,Ｃプランスペスカ, 78,熊沢重,, 85,* 16,*  3, 4,  8.9,②②②
 2,15,Ｂレッドレイチェル, 72,勝浦正, 0.1, 62,  -2,   8, 2,  5.3, ⑨⑧, 2,13,Ｆシンキロウ, 58,松田大, 0.5, 63,   5,* -6, 4, 14.2, ⑥⑤, 2, 2,Ｅデビルズハｰツ, 75,古川吉, 0.0, 72,   5,  11, 4,  6.6,⑥⑥④, 2, 1,Ｆメドウラｰク, 75,松田大, 0.0, 84,  14,*  6, 2,  4.5,⑤⑤⑤
 3, 8,Ｅレディｰ, 69,田中健, 0.2, 62,   0,   6, 9, 22.6, ⑥⑤, 3,16,Ｃベｰリングメファ, 63,丸山元, 0.7, 58,   2,* -6, 2,  3.8, ⑨⑦, 3,12,Ｈレオネプチュｰン, 71,西村太, 0.5, 68,   4,   8, 8, 27.8,⑦⑦⑥, 3,15,Ｋシホウ, 66,川須栄, 0.2, 82,* 16,   0, 6, 13.8,③③③
 4, 3,Ａクレアドｰル, 74,吉田隼, 0.2, 60,  -1,   5, 1,  2.2, ⑤④, 4, 3,Ｈタイセイメテオ, 55,川須栄, 0.9, 58,*  6, -13,11, 29.2, ④③, 4, 7,Ｉハッピｰメモリｰズ, 69,国分優, 0.7, 67,   2,  10,10, 52.5,⑨⑧⑦, 4, 7,Ｍジュｰヴルエｰル, 65,吉田隼, 0.4, 79,  14,   0,12, 60.5,④④⑥
 5,14,Ｃチェリｰミルズ, 72,小崎綾, 0.3, 60,*  1,   3, 4,  8.7, ③③, 5,17,Ｍトリノレｰジョ, 47,吉田隼, 1.0, 55,   1,* -7, 8, 22.6, ⑬⑩, 5, 8,Ａアチｰヴ, 79,藤岡康, 0.8, 69,  -4,* 20, 5,  8.5,⑫⑫⑪, 5,11,Ｂペンタトニック, 80,藤岡康, 0.6, 79,  12,*  4, 3,  5.3,⑯⑮⑭
 6, 5,Ｈパｰティブロッサム, 67,井上敏, 0.3, 61,  -2,   6,12, 82.5, ⑧⑨, 6, 6,Ｋトウケイリニア, 51,熊沢重, 1.2, 52,  -1,* -7, 7, 22.2, ⑫⑭, 6, 9,Ｂシャトｰウインド, 76,小坂忠, 0.9, 64,*  6,   0, 3,  5.0,②②②, 6, 8,Ａカムイミンタラ, 83,勝浦正, 0.8, 77,  13,  -1, 1,  2.5,⑭⑭⑪
 7,16,Ｏファンファｰレ, 62,津村明, 0.5, 59,  -4,   6,13, 88.0, ⑫⑫, 7,12,Ｅエヴリホｰプ, 58,長岡禎, 1.2, 53,   2, -12, 6, 20.2, ⑤⑥, 7,11,Ｃアイアイエンデバｰ, 75,長岡禎, 1.0, 64,   5,   1, 1,  3.7,③③⑤, 7,14,Ｇスリｰヴェロｰチェ, 73,水口優, 1.2, 73,  13,  -8,15,124.8,⑧⑧⑧
 8, 4,Ｋシゲルミマサカ, 66,国分優, 0.6, 58,*  2,   1,11, 63.3, ②②, 8, 2,Ｂエルクンバンチェロ, 63,勝浦正, 1.5, 48,  -2, -11, 1,  2.6, ⑪⑬, 8, 5,Ｇキネオフライト, 71,川須栄, 1.5, 65,  -2,  11, 9, 40.9,⑬⑪⑫, 8,12,Ｄディｰプウェｰブ, 78,高田潤, 1.4, 72,  15, -15, 7, 20.7,⑬⑩④
 9, 7,Ｆスタｰペスユウコ, 69,松田大, 0.6, 59,  -5,   7, 7, 18.1, ⑪⑩, 9, 8,Ｑタカラドリｰム, 39,木幡初, 1.5, 51,*  8, -25,16,151.7, ②②, 9, 6,Ｄニホンピロバロン, 75,城戸義, 1.6, 62,   1,   3, 7, 12.0,⑧⑨⑨, 9,13,Ｅモンテエクリプス, 77,小崎綾, 1.6, 69,  12, -11, 5, 12.6,⑨⑨⑩
10,11,Ｌエルノルテ, 65,藤岡康, 0.8, 56,  -8,   7, 3,  8.4, ⑬⑬,10,11,Ｇアグネスリュシアン, 58,古川吉, 1.6, 49,*  6, -22, 9, 26.2, ③④,10, 1,Ｌメイショウゼロセン, 65,森一馬, 1.8, 57,*  7, -11, 6, 11.0,①①①,10, 2,Ｌハイプレッシャｰ, 65,国分優, 1.9, 67,  12, -13, 8, 38.1,⑮⑯⑯
11,12,Ｎタイキマｰシャ, 62,木幡初, 0.9, 56, -13,  12,16,215.8, ⑮⑮,11,10,Ｎダンツラッシュ, 45,伴啓太, 1.6, 47,  -3, -10, 5, 19.7, ⑮⑯,11,14,Ｊカプチｰノ, 68,伴啓太, 2.6, 56,  -4,   4,13,125.5,⑭⑬⑬,11,10,Ｈジェットソング, 72,津村明, 2.0, 66,  15, -20,10, 47.1,⑦⑥⑦
12,10,Ｍラッキｰマイラブ, 63,伴啓太, 0.9, 56, -19,* 17,14,104.7, ⑯⑯,12, 4,Ｐショウナンランボ, 40,原田和, 1.8, 45,  -3, -12,15,131.5, ⑰⑰,12, 4,Ｎジェイケイネオ, 54,勝浦正, 3.1, 51,  -1,  -6,12, 59.4,⑩⑩⑩,12, 4,Ｊセンショウゴｰルド, 67,原田和, 2.1, 67,  14, -19, 9, 43.1,⑥⑦⑨
13, 6,Ｉメイショウアシタバ, 66,古川吉, 1.0, 55,  -3,   1,10, 52.1, ⑩⑪,13, 9,Ｏコイオス, 41,小野寺, 1.9, 43,  -6, -11,13, 64.8, ⑱⑱,13,10,Ｍウエストソング, 63,吉田隼, 3.5, 48,  -5,  -1,14,145.0,⑪⑭⑭,13, 9,Ｎペプチドウインド, 63,畑端省, 2.3, 64,  12, -19,16,227.7,⑫⑬⑬
14, 9,Ｐオｰドヴィ, 61,川須栄, 1.1, 54,   0,  -2,15,150.4, ⑦⑥,14, 5,Ｊロｰドチャレンジ, 51,丹内祐, 1.9, 46,   1, -18,12, 38.4, ⑩⑨,14, 3,Ｋホッコｰエイコウ, 67,熊沢重, 4.9, 39,   4, -31,11, 53.9,⑤⑤⑧,14,17,Ｑニュｰコネクション,-16,西田雄, 2.4, 63,  10, -18,17,270.6,⑩⑪⑮
15, 1,Ｊワイエムテイラｰ, 66,丹内祐, 2.0, 45,*  2, -13, 5, 11.7, ①①,15,15,Ｒスノｰボｰルアｰス, 34,津村明, 2.2, 41,   1, -23,18,223.1, ⑧⑧,,,,,,,,,,,,,15,16,Ｏデンコウセキトバ, 60,古川吉, 2.5, 62,* 16, -33,14,115.3,①①①
16, 2,Ｄダイワミストレス, 70,長岡禎, 2.0, 45,  -1, -10, 8, 20.1, ④⑦,16,14,Ｉグランマｰロン, 52,藤懸貴, 2.3, 41,  -1, -21,17,210.2, ⑯⑮,,,,,,,,,,,,,16, 3,Ｉマイネルフレスコ, 69,丹内祐, 2.7, 62,  12, -24,13, 83.3,⑰⑰⑰
,,,,,,,,,,,,17,18,Ｄエンジェルウィスパ, 59,小崎綾, 2.7, 36,   1, -29,10, 27.4, ⑭⑪,,,,,,,,,,,,,17, 5,Ｐノｰブルプラネット, 59,丸山元, 3.1, 57,  12, -30,11, 50.7,⑪⑫⑫
,,,,,,,,,,,,18, 1,Ｌテイエムセキハン, 50,国分優, 2.9, 34,  -2, -29,14, 82.5, ⑦⑫,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:重(指数:8),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:8),,,,,,,,,,,
