15年 3月28日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 3月28日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ2000m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,甲南ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂメイショウタラチネ, 63,武豊  ,, 66,* -2,*  5, 3, 10.2, ①①, 1, 2,Ａブレｰヴマン, 73,国分優,, 61,  -1,*  3, 1,  1.6,⑦⑨⑧, 1, 2,Ｄタガノビｰンズ, 66,藤岡佑,, 66,   1,*  4,11, 42.8, ⑨⑨, 1,11,Ｇダイヤノゲンセキ, 84,太宰啓,, 89,   9,* 17,15,130.6,⑩⑪⑫
 2, 7,Ｅアスタキサンチン, 58,池添謙, 0.5, 63,  -5,*  4, 5, 19.7, ④④, 2, 5,Ｍパピプペポ, 46,池添謙, 0.3, 58,*  2,  -5,10,106.6,①①①, 2,13,Ａテｰオｰレイチェル, 71,川田将, 0.2, 67,   3,   0, 2,  5.5, ⑦⑧, 2,10,Ｄキャニオンバレｰ, 86,武豊  , 0.0, 82,* 12,   8, 5, 15.6,①①①
 3, 5,Ａビバリｰヒルズ, 68,シュタ, 0.7, 61,* -3,   1, 1,  1.5, ②②, 3, 6,Ｈビｰビｰボヌｰル, 52,藤岡佑, 0.5, 55,  -1,  -1, 4, 13.0,⑩⑪⑩, 3,10,Ｇコウエイテンペスタ, 65,酒井学, 0.2, 64,  -3,*  4, 9, 15.0, ⑫⑪, 3, 9,Ａキｰプインタッチ, 91,浜中俊, 0.2, 86,   9,* 15, 1,  3.1,⑭⑩⑦
 4,14,Ｄマロンマロン, 61,藤岡康, 0.8, 60,* -4,   0, 8, 25.2, ③③, 4,13,Ｋダンツホｰネット, 50,松山弘, 0.5, 58,*  1,  -6, 8, 60.9,②②②, 4, 7,Ｉイイチョ, 65,藤岡康, 0.4, 63,  -1,   2,14, 94.4, ⑪⑩, 4,14,Ｂテイエムダイパワｰ, 89,古川吉, 0.4, 82,* 12,   6, 2,  3.2,②②②
 5, 6,Ｇケンブリッジアロｰ, 54,松山弘, 1.1, 60,  -6,   1, 6, 22.9, ⑤⑤, 5,16,Ｂエルブダムｰル, 63,バルジ, 0.6, 53,*  0,  -7, 5, 15.8,⑤④③, 5, 5,Ｂエゴイスト, 71,国分優, 0.4, 65,*  9,  -8, 5,  8.2, ①①, 5, 1,Ｍシュテルングランツ, 79,バルジ, 0.7, 79,  11,   6,10, 41.2,③④⑤
 6,10,Ｆソラｰナ, 57,浜中俊, 1.3, 58,  -7,   1, 7, 23.6, ⑦⑦, 6,14,Ｃモｰグリ, 62,内田博, 0.9, 53,  -1,  -7, 2,  5.4,⑮⑧⑦, 6, 9,Ｅボストンビリｰヴ, 66,城戸義, 0.5, 60,  -8,*  7, 4,  7.6, ⑮⑮, 6,15,Ｉナンヨｰマｰク, 82,小牧太, 0.7, 81,* 11,   5, 4, 11.3,④③③
 7, 9,Ｃタガノトリオンフ, 62,藤岡佑, 1.6, 53,  -9,   0, 4, 10.9, ⑩⑧, 7, 9,Ｉナムラジョフレ, 52,藤岡康, 0.9, 54,  -1,  -3,12,129.4,⑧⑩⑨, 7,11,Ｆチェリｰミルズ, 66,松山弘, 0.7, 63,*  6,  -8, 3,  6.1, ③③, 7, 3,Ｆサンライズスマｰト, 85,シュタ, 0.7, 81,   8,* 13, 8, 33.2,⑪⑬⑮
 8, 4,Ｊマイティｰフライ, 41,バルジ, 1.8, 53, -10,   0,11,130.7, ⑨⑪, 8, 1,Ｊクリノチクバオｰ, 50,酒井学, 0.9, 54,  -1,  -8,14,235.9,③③④, 8,15,Ｌエリモフロｰラ, 63,太宰啓, 0.9, 59,  -6,   1,15,140.8, ⑭⑭, 8, 8,Ｈハギノタイクｰン, 83,内田博, 0.8, 80,  10,   7, 6, 21.1,⑤⑥⑥
 9, 3,Ｋジンダバイン, 39,藤田伸, 2.0, 51, -12,  -1,10, 46.1, ⑪⑭, 9, 7,Ｄプロセッラ, 55,太宰啓, 0.9, 58,  -3,  -2, 9, 99.8,⑪⑫⑫, 9, 8,Ｃナリタメロディ, 66,古川吉, 1.0, 61,*  7, -11,13, 83.8, ②②, 9, 5,Ｋハスラｰ, 81,大野拓, 1.0, 80,   8,   9, 7, 24.0,⑬⑭⑪
10,12,Ｈノｰブルソニック, 53,内田博, 2.0, 52, -15,*  3, 2,  6.6, ⑮⑮,10,10, サンライズリゾｰト,---,武豊  , 1.1, 52,  -6,*  1, 6, 20.3,⑭⑮⑮,10,14,Ｊアヴァｰル, 64,内田博, 1.0, 59,   3,  -8, 7, 11.0, ⑥⑦,10,13,Ｃクラｰジュドｰル, 86,川田将, 1.1, 80,   9,   8, 3,  4.5,⑫⑫⑬
11, 2,Ｉエレディｰタ, 47,小牧太, 2.4, 48, -12,  -4, 9, 35.4, ⑬⑫,11, 8,Ｅコｰトオブアｰムズ, 55,小牧太, 1.1, 56,  -5,*  2, 7, 21.4,⑯⑯⑯,11, 4,Ｏブルｰヴァルキリｰ, 57,バルジ, 1.0, 56,  -4,  -1,10, 28.4, ⑬⑬,11, 4,Ｊアｰバンレジェンド, 81,松山弘, 1.2, 79,  10,   4,13, 62.7,⑦⑦⑧
12,13,Ｎオレンジピュｰレ, 37,大野拓, 2.9, 44,  -8, -13,12,170.3, ⑧⑨,12,15,Ｇウインエアフォｰス, 53,シュタ, 1.2, 51,  -1,  -9, 3,  7.1,④⑥⑤,12, 3,Ｍタガノレオｰネ, 59,池添謙, 1.1, 56,  -2,  -5, 8, 12.4, ⑩⑫,12, 7,Ｎシンワウォッカ, 79,佐藤友, 1.3, 78,   9,   5,14, 80.7,⑧⑨⑩
13, 1,Ｍメイショウメガミ, 37,城戸義, 3.0, 44, -12,  -9,14,413.6, ⑭⑬,13,12,Ｏマイネルカヴァｰタ, 37,柴田未, 1.4, 52,  -3,  -5,13,190.7,⑬⑭⑬,13, 6,Ｋレッドレイチェル, 63,浜中俊, 1.1, 58,   2,  -8, 1,  4.7, ⑧⑤,13,16,Ｅノボリドリｰム, 85,藤岡康, 1.3, 75,  11,   1,12, 55.7,⑥⑤④
14,15, キラキラ,---,川島信, 3.1, 42,  -7, -17,13,323.0, ⑥⑥,14, 3,Ｆメイショウエボウシ, 54,城戸義, 1.8, 48,  -1, -15,15,417.5,⑥⑤⑥,14, 1,Ｎブロンズテｰラｰ, 59,中井裕, 1.1, 60,   5, -11,12, 52.4, ④④,14, 2,Ｏレッドサクセサｰ, 79,酒井学, 1.6, 76,   8,   5,11, 46.6,⑮⑮⑭
15, 8,Ｌキョウワエルフ, 39,竹之下, 3.3, 42, -10, -13,15,510.0, ⑫⑩,15, 4,Ｎウォｰタｰマグレブ, 45,畑端省, 2.3, 45,  -4, -12,11,124.4,⑫⑬⑭,15,12,Ｈシャインプレイン, 65,小牧太, 1.6, 53,   3, -14, 6, 10.1, ⑤⑥,15, 6,Ｌアサクサショパン, 79,四位洋, 1.8, 80,   8,   4,16,211.4,⑯⑯⑯
,,,,,,,,,,,,16,11,Ｌカリスマサンバゴ, 49,小林徹, 3.3, 38,  -1, -27,16,551.7,⑨⑦⑪,,,,,,,,,,,,,16,12,Ｐアロヒラニ, 78,藤岡佑, 2.8, 66,  10,  -9, 9, 38.5,⑨⑧⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
