15年 9月12日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,15年 9月12日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-18,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ2000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
12,13,Ｄヤマニンボアソルチ, 42,岩崎翼, 5.1, 28,  -5, -30, 9, 60.7,⑩⑪⑪,12,15,Ｉメイショウアリバダ, 55,国分恭, 4.5, 44,   0, -28,14,328.8,⑯⑯⑮,12, 4,Ｐショウナンサアｰダ, 62,松若風, 1.4, 63,   5,  -4,10, 80.1, ⑦⑧,12,15,Ａメイショウドゥｰマ, 83,武豊  , 1.1, 75,   9,   2, 5, 13.0,⑯⑫⑫
13,10,Ｎタガノジャイアン,  1,藤懸貴, 6.5, 19,  -7, -40,14,287.6,⑨⑫⑭,13,11,Ｏメイショウショウキ, 43,川島信, 5.1, 38,   2, -37,16,438.9,⑤⑩⑯,13, 7,Ｏウェディングラン, 62,加藤祥, 1.6, 61,  -4,   3,15,294.7, ⑭⑮,13, 9,Ｈカリスマサンタイム, 79,幸英明, 1.2, 75,   7,*  5,16,114.7,⑬⑮⑯
14, 6,Ｇニシノハｰトマｰク, 36,鮫島克, 9.6, -8,  -5, -69, 3, 31.2,⑤⑧⑬,14,13,Ｎメイショウカルデラ, 47,太宰啓, 6.1, 35,  -1, -41,15,425.0,⑮⑮⑭,14, 5,Ｉアｰトオブキング, 67,城戸義, 1.6, 62,   0,  -1,14,202.6, ⑩⑪,14, 2,Ｐヤマカツティラノ, 74,松若風, 1.8, 73,   8,  -1,14, 73.1,⑮⑯⑭
15, 3,Ｏテイエムゴッソイ,-12,加藤祥,11.8,-20, -13, -73,15,345.5,⑪⑮⑮,15, 9,Ｈワンダｰジンテｰゼ, 56,岩田康, 6.1, 34,   3, -47, 6, 14.0,⑥⑤⑩,15, 1,Ｋリバｰコンサｰト, 66,福永祐, 2.9, 50,* 12, -23, 8, 36.5, ①①,15, 1,Ｉタンスチョキン, 78,古川吉, 2.3, 67,   8,  -6,15,110.7,⑪⑬⑮
,,,,,,,,,,,,16, 5,Ｍナンゴクミチカ, 49,菱田裕, 6.2, 34,   5, -52,12,132.5,③④⑪,16, 9,Ｅアンクルダイチ, 73,武豊  , 3.9, 40,  -3, -18, 4, 10.9, ⑫⑭,16, 3,Ｎテイエムグンカン, 76,田中健, 3.9, 57,* 14, -35, 3,  8.1,①①②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-3),,,,,,,,,,,
"単勝:110円 複勝:15=100円 01=910円 02=680円 枠連:3,160円",,,,,,,,,,,,"単勝:3,650円 複勝:02=1,200円 07=320円 01=140円 枠連:610円",,,,,,,,,,,,"単勝:3,250円 複勝:08=330円 10=140円 03=110円 枠連:4,100円",,,,,,,,,,,,"単勝:4,030円 複勝:08=1,140円 06=380円 13=630円 枠連:3,020円",,,,,,,,,,,
"馬連:2,990円 ワイド:01-15=1,410円 02-15=1,080円 01-02=9,560円",,,,,,,,,,,,"馬連:16,900円 ワイド:02-07=5,440円 01-02=1,960円 01-07=690円",,,,,,,,,,,,"馬連:5,330円 ワイド:08-10=1,200円 03-08=700円 03-10=190円",,,,,,,,,,,,"馬連:17,450円 ワイド:06-08=5,400円 08-13=8,380円 06-13=3,470円",,,,,,,,,,,
"馬単:3,540円 3連複:26,220円 3連単:56,490円",,,,,,,,,,,,"馬単:30,390円 3連複:15,170円 3連単:118,820円",,,,,,,,,,,,"馬単:17,620円 3連複:2,070円 3連単:36,080円",,,,,,,,,,,,"馬単:43,930円 3連複:76,200円 3連単:657,060円",,,,,,,,,,,
■ 2R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 5R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■11R  ダ1400m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,ｴﾆﾌｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｉリセエンヌ, 22,デムｰ,, 68,  -9,* 11, 2,  8.3, ③④, 1, 5, エアスピネル,---,武豊  ,, 79,*  1,* 12, 1,  1.9, ③②, 1, 2,Ｅジャズファンク, 74,武豊  ,, 74,* 10,   0, 3,  6.0,④③④, 1,14,Ｆエｰシンビｰトロン, 85,酒井学,, 82,* 14,   1,10, 73.1, ③③
 2, 8,Ａエキドナ, 52,浜中俊, 0.0, 67,* -8,*  9, 1,  1.2, ④③, 2,11, ハリケｰンバロｰズ,---,デムｰ, 0.3, 75,  -2,* 13, 2,  2.9, ⑨⑥, 2,12,Ａレントラｰ, 76,北村友, 0.0, 76,* 10,   1, 2,  3.7,⑧⑦⑤, 2, 1,Ｄタイセイファントム, 86,岩田康, 0.1, 79,   9,*  6, 4, 10.4, ⑨⑧
 3, 1,Ｄメイショウミツタダ, 38,川島信, 0.6, 62, -11,   6, 5, 23.0, ⑤⑥, 3, 1, ロジクライ,---,浜中俊, 0.9, 68,  -1,   3, 4, 10.3, ②④, 3, 5,Ｋシゲルシチフクジン, 63,太宰啓, 0.0, 77,   6,* 10,10, 48.8,⑬⑬⑭, 3, 4,Ｅガンジス, 86,幸英明, 0.2, 77,   6,*  8, 8, 33.6, ⑬⑪
 4, 6,Ｆゴｰフォワｰド, 33,武豊  , 0.9, 54,* -8,  -4, 7, 33.1, ②②, 4, 6, ノガロ,---,松若風, 1.0, 67,  -4,   6, 3,  6.9, ④⑦, 4,14,Ｂビップレボルシオン, 76,浜中俊, 0.3, 72,   6,*  4, 5,  8.1,⑭⑭⑪, 4,10,Ａレッドアルヴィス, 91,川田将, 0.2, 81,* 16,  -4, 1,  2.6, ②①
 5, 2,Ｂルミノｰル, 48,幸英明, 1.2, 52,* -8, -10, 4, 10.3, ①①, 5, 8, エイシンギガント,---,和田竜, 1.3, 65,  -1,  -3, 6, 23.0, ⑤⑤, 5, 1,Ｉシンボリシャガｰル, 67,川島信, 0.4, 72,   9,  -3,13,112.9,⑦⑧⑧, 5, 5,Ｂニシケンモノノフ, 89,中谷雄, 0.3, 78,  12,   0, 2,  2.9, ④④
 6, 5,Ｃメイケイオリオン, 40,酒井学, 1.8, 45, -11, -13, 3, 10.1, ⑦⑧, 6, 2, グランノｰブル,---,鮫島克, 1.4, 62,*  0,  -9, 5, 17.7, ①①, 6,13,Ｇシゲルエベッサン, 71,古川吉, 0.5, 69,   9,  -3, 8, 25.5,⑩⑪⑦, 6, 7,Ｌアメｰジングタクト, 80,松山弘, 0.4, 75,   3,* 11, 9, 56.8, ⑮⑭
 7,10,Ｅクｰルゲンノスケ, 34,国分優, 1.9, 42, -10, -16, 9,117.2, ⑧⑤, 7, 7, ゴｰルド,---,鮫島良, 3.1, 46,  -3, -26, 9,108.5, ⑧⑧, 7, 3,Ｆダブルイｰグル, 72,鮫島克, 0.6, 69,   8,  -3,11, 52.8,⑪⑨⑫, 7,15,Ｃメイショウノｰベル, 88,秋山真, 0.8, 72,  11,  -3, 6, 20.7, ⑥⑥
 8, 9,Ｇダンツブルｰス, 33,和田竜, 2.1, 44, -14, -11, 6, 33.0, ⑨⑨, 8,10, アマルティア,---,松山弘, 3.4, 41,*  1, -37, 7, 27.6, ⑥③, 8, 9,Ｈマコトグロズヌイ, 70,川田将, 0.7, 67,* 10, -12, 7, 16.3,⑤④③, 8,13,Ｇデザｰトオアシス, 84,和田竜, 0.8, 73,  10,  -2,11, 82.2, ⑧⑦
 9, 4,Ｈスイフトアタック, 22,小牧太, 2.5, 36, -11, -23, 8,105.0, ⑥⑦, 9, 3, コスモカット,---,高倉稜, 3.6, 39,  -8, -26,10,139.1, ⑦⑨, 9, 8,Ｊトｰホウスマｰト, 64,岩田康, 0.8, 68,   8,  -6, 6, 13.0,⑨⑩⑩, 9, 3,Ｋフミノファルコン, 82,福永祐, 0.9, 71,   7,   1, 3,  5.3, ⑩⑩
10, 7,Ｊシゲルヒラスズキ,  7,高倉稜, 3.5, 28, -15, -28,10,349.7, ⑩⑩,10, 9, サカジロチュウオｰ,---,岩田康, 4.8, 27, -20, -20, 8, 53.0, ⑩⑩,10, 4,Ｃセンセｰション, 76,デムｰ, 1.0, 63,* 12, -17, 1,  3.5,①①①,10,12,Ｎオｰスミイｰジｰ, 75,松若風, 1.2, 70,   5,   0,15,249.2, ⑫⑫
,,,,,,,,,,,,11, 4, シゲルアカカマス,---,熊沢重,16.8,16.8---, -66, ---,11,207.1, ⑪⑪,11,10,Ｍサウンドギャツビｰ, 62,菱田裕, 1.0, 65,   6,  -6,14,153.1,⑫⑫⑬,11, 8,Ｊラヴィアンクレｰル, 83,デムｰ, 1.6, 67,  12, -11, 5, 17.0, ⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,12, 6,Ｎヤマニンアリエッタ, 56,和田竜, 1.0, 66,   9, -12,12, 79.2,⑥⑥⑥,12, 9,Ｉドレッドノｰト, 83,鮫島克, 1.7, 65,   4,  -1,14,138.1, ⑭⑬
,,,,,,,,,,,,,,,,,,,,,,,,13, 7,Ｄカレンラストショｰ, 75,松若風, 1.3, 62,   9, -16, 4,  8.0,③⑤⑨,13,11,Ｍアスコットシチｰ, 76,小牧太, 1.7, 67,  10,  -9,13,127.9, ⑦⑨
,,,,,,,,,,,,,,,,,,,,,,,,14,11,Ｌマツリダアンバタｰ, 62,国分恭, 1.4, 62,* 12, -23, 9, 26.1,②②②,14, 6,Ｈゴｰイングパワｰ, 84,浜中俊, 1.8, 67,* 16, -18, 7, 22.9, ①②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｏオｰミアリス, 67,北村友, 2.9, 55,   5, -14,12, 83.2, ⑪⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:53 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-14 馬場:良(指数:-3),,,,,,,,,,,
単勝:830円 複勝:03=170円 08=110円 01=230円 枠連:550円,,,,,,,,,,,,単勝:190円 複勝:05=110円 11=110円 01=180円 枠連:250円,,,,,,,,,,,,"単勝:600円 複勝:02=210円 12=170円 05=930円 枠連:1,060円",,,,,,,,,,,,"単勝:7,310円 複勝:14=1,090円 01=310円 04=710円 枠連:4,220円",,,,,,,,,,,
"馬連:590円 ワイド:03-08=280円 01-03=1,030円 01-08=330円",,,,,,,,,,,,馬連:280円 ワイド:05-11=130円 01-05=320円 01-11=350円,,,,,,,,,,,,"馬連:1,080円 ワイド:02-12=570円 02-05=3,500円 05-12=2,270円",,,,,,,,,,,,"馬連:24,140円 ワイド:01-14=4,280円 04-14=12,520円 01-04=2,890円",,,,,,,,,,,
"馬単:1,750円 3連複:1,730円 3連単:10,120円",,,,,,,,,,,,"馬単:490円 3連複:710円 3連単:1,860円",,,,,,,,,,,,"馬単:2,520円 3連複:10,980円 3連単:48,320円",,,,,,,,,,,,"馬単:59,690円 3連複:118,010円 3連単:1,284,690円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  芝1400m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 9R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■12R  芝1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,野分特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａベルディｰヴァ, 62,福永祐,, 63,*  5,  -6, 6, 12.6, ②②, 1, 4, ナタリｰバロｰズ,---,デムｰ,, 59,  -9,*  2, 3,  4.8, ④⑤, 1, 6,Ｃミッキｰオリビエ, 76,浜中俊,, 83,  -7,* 25, 1,  3.0, ③③, 1, 1,Ｇタマモイヤリング, 68,秋山真,, 73,  10,   3, 7, 13.2, ⑤⑤
 2, 6,Ｂエイシンダンサｰ, 60,和田竜, 0.2, 62,   3,  -4, 1,  2.3, ⑤③, 2, 8, エルビッシュ,---,川田将, 0.4, 56,  -9,* -3, 2,  4.0, ⑤⑥, 2, 1,Ｄキングズオブザサン, 72,デムｰ, 0.3, 80,  -8,  24, 3,  3.5, ④④, 2,10,Ｂネオヴィクトリア, 72,川田将, 0.0, 73,   9,   4, 1,  3.9, ⑦⑥
 3, 5, スパイラルステップ,---,酒井学, 0.4, 57,  -6,*  4,11, 67.5, ⑩⑭, 3,10, エレンミｰレ,---,藤岡康, 0.9, 50,* -8, -11, 7, 16.3, ③③, 3, 8,Ｂキリシマホｰマ, 78,小牧太, 0.3, 83, -10,* 27, 2,  3.5, ⑦⑥, 3,18,Ｆトシストロング, 69,国分優, 0.1, 69,   0,* 16,10, 21.9, ⑱⑱
 4,15,Ｆトウカイルンバ, 56,柴田未, 0.6, 58,   0,  -4, 2,  5.4, ⑦⑦, 4, 2, ディアマンテベルデ,---,浜中俊, 0.9, 48, -12,  -8, 4,  6.0, ⑨⑨, 4, 4,Ｅオｰキッドレイ, 72,福永祐, 0.3, 75,* -3,  12, 6, 27.9, ②②, 4, 7,Ｄジョｰウォルタｰ, 71,浜中俊, 0.2, 69,   5,   7, 9, 17.9, ⑪⑨
 5, 9,Ｋプレイアンドラスト, 48,川島信, 0.8, 54,  -3,  -3,13, 71.3, ⑨⑨, 5, 7, シガリロ,---,藤懸貴, 1.0, 50, -12,  -7,12,128.2, ⑩⑩, 5, 9,Ａサンセットスカイ, 79,武豊  , 0.3, 81,  -8,  24, 4,  6.5, ⑤⑤, 5, 9,Ｈメイショウラバンド, 67,武幸四, 0.3, 71,* 12,  -2,14, 75.1, ④④
 6,12,Ｉマウロア, 52,松若風, 0.8, 56,  -7,*  3, 9, 31.9, ⑮⑮, 6,14, バオバブ,---,岩田康, 1.2, 46,* -6, -18, 6, 13.7, ①①, 6, 2,Ｈウインクルキラリ, 61,武幸四, 0.6, 69,* -2,   3, 7, 30.7, ①①, 6,14,Ｅツィンクルソｰド, 69,北村友, 0.3, 67,   3,* 10, 2,  6.2, ⑮⑯
 7,14,Ｃリミットレス, 60,鮫島良, 0.8, 56,  -5,  -1, 4,  7.9, ⑬⑪, 7, 3, イザナイ,---,松若風, 1.2, 45, -14,  -7, 9, 60.6, ⑫⑬, 7, 3,Ｆディｰプウェｰブ, 70,川田将, 0.8, 79, -10,  23, 5,  8.0, ⑨⑧, 7,17,Ｃナムラマサシゲ, 71,義英真, 0.3, 68,   5,   5, 6, 10.0, ⑬⑪
 8,13,Ｈフェイバｰシチｰ, 53,太宰啓, 0.9, 54,  -5,  -2,12, 70.0, ⑭⑫, 8, 9, スマｰトシモｰヌ,---,武豊  , 1.4, 43,* -8, -19, 5, 11.7, ②②, 8, 5,Ｇトウカイメリｰ, 64,川島信, 1.1, 74, -11,  18, 8, 91.9, ⑥⑦, 8, 2,Ｌコルボノワｰル, 65,福永祐, 0.5, 68,* 13,  -7, 5,  9.1, ③②
 9,11,Ｇカラフルマｰメイド, 55,浜中俊, 1.0, 53,  -3,  -4, 7, 20.9, ⑫⑧, 9,13, ショウナンマシェリ,---,幸英明, 1.6, 42, -10, -18, 1,  3.4, ⑧⑧, 9, 7,Ｉロｰプアドｰプ, 45,小坂忠, 2.9, 50, -14,  -3, 9,236.0, ⑧⑨, 9,12,Ｏノｰブルルｰジュ, 62,高倉稜, 0.6, 69,* 16, -11, 8, 16.0, ①①
10, 1,Ｅブレイジング, 58,幸英明, 1.5, 50,   3, -17, 5,  9.8, ③④,10, 1, ブルｰホエｰル,---,国分優, 1.8, 39, -19,  -7,10, 63.2, ⑮⑭,,,,,,,,,,,,,10,15,Ｋグッドレインボｰ, 66,鮫島克, 0.6, 64,   4,   3,12, 60.6, ⑫⑬
11, 3,Ｊイチズ, 49,義英真, 1.6, 48,  -3, -10,10, 50.2, ⑧⑩,11,11, メイショウハチキン,---,鮫島克, 2.0, 38, -10, -22,11,107.1, ⑦⑦,,,,,,,,,,,,,11, 4,Ｍナンヨｰユナ, 62,加藤祥, 0.6, 65,   8,  -2,17,120.9, ⑧⑦
12, 4,Ｍタイセイグロｰリア, 42,岩崎翼, 1.8, 47,  -5, -10,15,300.4, ⑪⑬,12, 5, アｰクマイニング,---,国分恭, 2.8, 28, -13, -30, 8, 17.2, ⑬⑪,,,,,,,,,,,,,12, 3,Ｑエイシンアリエル, 61,岩田康, 0.8, 64,* 12, -10,13, 65.1, ②③
13, 8,Ｌメイショウゴザン, 43,加藤祥, 1.9, 46,   1, -18,16,357.1, ⑥⑥,13, 6, ラガｰエミリｰ,---,菱田裕, 3.1, 24, -19, -26,13,139.9, ⑭⑮,,,,,,,,,,,,,13, 6,Ｎジュｰンロディ, 62,松田大, 0.8, 63,   8,  -5, 4,  7.1, ⑥⑧
14,16,Ｄタイキフロンティア, 59,鮫島克, 2.5, 42,   3, -24, 3,  6.9, ④⑤,14,15, メイショウウララカ,---,和田竜, 3.2, 25,* -7, -40,14,153.5, ⑥④,,,,,,,,,,,,,14, 5,Ｉニホンピロマイティ, 67,川島信, 0.8, 62,   0,   7,16,117.7, ⑰⑰
15, 2,Ｎダノンジュエル, 41,松田大, 3.2, 37,*  5, -35, 8, 30.7, ①①,15,12, クニサキゴメスタア,---,花田大, 3.5, 20, -13, -39,15,252.3, ⑪⑫,,,,,,,,,,,,,15,16,Ｐヴァッフシュテルケ, 61,和田竜, 0.9, 63,   4,   1,18,141.6, ⑯⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,11,Ａケイリンボス, 74,デムｰ, 1.1, 57,   4,  -2, 3,  6.6, ⑭⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,13,Ｒシゲルアオイマツリ, 60,幸英明, 1.4, 57,   8, -11,11, 50.5, ⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 8,Ｊタガノレベッカ, 66,菱田裕, 1.4, 56,   5,  -9,15, 89.1, ⑨⑫
