07年 2月 3日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 2月 3日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(父) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.7,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.5,,,,,■ 7R  ダ1300m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.1,,,,,■10R  芝1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,立春賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｈオレンジスムｰジｰ, 39,吉田豊,, 54,* -2,  -4, 6, 15.9, ②②, 1, 7,Ｊサトノコクオｰ, 33,田中勝,, 66,* -5,* 10, 2,  4.9,③③③, 1, 2,Ａマルタラヴ, 69,木幡初,, 73,  -2,* 13, 6, 13.9, ⑫⑩, 1, 1,Ｅピサノパテック, 74,横山典,, 81, -13,* 34, 1,  2.8,⑬⑪⑧
 2, 3,Ｅオリオンザドンペリ, 46,松岡正, 0.1, 54,  -4,  -2, 3,  5.2, ③④, 2,11,Ｂキングオブチャド, 53,後藤浩, 0.2, 70,  -7,* 15, 1,  1.9,⑩⑦⑥, 2,12,Ｃエイシンバンワｰト, 64,北村宏, 0.1, 71,   1,*  9, 1,  2.8, ③③, 2,12,Ｃマイネルキッツ, 76,後藤浩, 0.2, 62,* -7,  20, 4,  6.9,③③③
 3, 8,Ｉヒカルアヤノヒメ, 36,田中勝, 0.5, 56, -13,*  5,11,162.8, ⑫⑪, 3, 6,Ｉフサイチルネサンス, 39,北村宏, 0.4, 60,* -6,*  7, 8, 41.4,⑤④④, 3, 8,Ｋキラライットウセイ, 55,江田照, 0.3, 71,   0,*  9, 2,  4.9, ⑦⑦, 3,10,Ｈウインクルセイド, 70,津村明, 0.4, 65, -11,  25, 6, 15.9,⑦⑦⑥
 4,13,Ａワタシキレイ, 52,後藤浩, 0.7, 47,  -7,  -5, 2,  3.5, ⑧⑦, 4, 8,Ｍナムラビスマルク, 25,内田博, 0.8, 55,  -7,   4,10, 48.8,⑥⑥⑥, 4, 3,Ｄルルドウォｰタｰ, 64,柴山雄, 0.5, 69,*  3,   4, 5, 10.7, ②②, 4, 3,Ｂアサクサゼットキ, 76,北村宏, 0.5, 70, -14,  29, 2,  4.1,⑨⑨⑩
 5, 6,Ｇマイネルサテライト, 42,江田照, 0.8, 46,  -5,  -8, 5, 12.9, ⑤⑤, 5, 2,Ｄロｰランデザｰト, 50,木幡初, 1.0, 52,  -7,   3, 7, 27.1,⑥⑦⑥, 5,16,Ｂハヤチマル, 65,小林淳, 1.2, 61,   1,  -2, 7, 17.3, ③③, 5, 4,Ｌセキサンフジ, 64,松岡正, 0.5, 57,  -8,  17, 7, 18.5,②③③
 6,11,Ｂケイアイハイタイド, 51,内田博, 0.9, 44,  -5,  -9, 1,  2.2, ⑤⑤, 6,12,Ｇトウショウデュｰク, 44,伊藤直, 1.4, 50,  -9,   3,11, 72.7,⑫⑪⑩, 6, 5,Ｈエイワナギ, 56,吉永護, 1.2, 62,  -3,   4, 4,  6.5, ⑬⑫, 6, 6,Ｆフェスティヴナイト, 74,田中勝, 0.6, 57, -10,  18, 5, 13.4,⑤⑤⑤
 7,16,Ｄサンベルナｰル, 48,吉田隼, 1.0, 42,* -4, -13, 4,  8.2, ③③, 7,15,Ｈプレイザゲｰム, 43,横山典, 1.7, 44,  -9,  -4, 4, 10.7,⑧⑨⑨, 7, 6,Ｇフュノンガルウ, 59,郷原洋, 1.3, 61,  -1,   1, 3,  5.6, ⑦⑩, 7, 7,Ｉアミュレット, 70,勝浦正, 0.6, 72, -16,* 31,10, 39.7,⑪⑬⑫
 8, 2,Ｊアリマサクセス, 33,柴山雄, 1.6, 44, -18,*  1, 8, 72.2, ⑬⑬, 8, 5,Ｃガラン, 50,松岡正, 1.8, 44, -10,  -2, 3,  6.6,⑪⑫⑩, 8, 9,Ｍオリオンシリウス, 54,的場勇, 1.4, 57,  -2,  -3,10, 32.1, ⑦⑦, 8,13,Ｊサイレントアスク, 68,武士沢, 0.8, 54, -10,  17,11,131.4,⑤⑥⑥
 9, 7,Ｃジュｰシｰ, 48,石神深, 1.8, 37, -11, -10, 9,112.9, ⑤⑨, 9,16,Ａマイサンシャイン, 55,村田一, 1.8, 45,* -4, -21, 6, 16.8,①①①, 9, 4,Ｉブリリアントクロス, 56,勝浦正, 1.8, 56,   1,  -7, 9, 28.9, ⑥③, 9, 8,Ｇニシノグレイシャ, 71,石橋脩, 0.8, 53,* -6,   7,14,283.1,①②②
10, 4,Ｎスプリングシャラ, 21,石橋脩, 1.8, 37, -12,  -9,13,317.4, ⑩⑩,10,14,Ｎシェイケンベイク, 25,柴山雄, 1.9, 44, -11,  -1,12,115.3,⑮⑮⑭,10,10,Ｌアクティブアクト, 54,小野次, 1.9, 55,  -4,  -4,16,378.1, ⑬⑫,10,11,Ａジャッキｰテｰスト, 79,内田博, 0.9, 54, -12,  18, 3,  5.6,⑨⑦⑧
11, 9,Ｆタイセイリバティｰ, 44,津村明, 1.9, 35,  -9, -15, 7, 67.4, ⑨⑧,11, 4,Ｋナイキアムｰル, 32,津村明, 2.1, 39, -11,  -6,14,252.0,⑬⑬⑬,11, 1,Ｏマルタｰズベｰブ, 46,武士沢, 2.0, 54,  -6,  -3,14,227.1, ⑮⑭,11, 5,Ｄプリンセスドルチェ, 75,吉田豊, 0.9, 65, -16,  28, 8, 19.0,⑪⑪⑫
12, 1,Ｍロｰリエエンペラｰ, 25,木幡初, 2.2, 37, -20,  -2,14,319.4, ⑭⑭,12,13,Ｆシンボリショパン, 47,吉田隼, 2.2, 41,* -5, -26, 9, 44.6,②②②,12,14,Ｊエクスエトワｰル, 55,吉田隼, 2.0, 52,*  3, -13,12,184.9, ①①,12, 9,Ｋムｰンフェイズ, 68,吉田隼, 1.4, 48, -14,  15, 9, 25.3,⑧⑨⑩
