07年12月16日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年12月16日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7.3,,,,,■ 4R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.6,,,,,■ 7R  ダ1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.1,,,,,■10R  芝2400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.6,,,,
 6,12,Ｆアグネスアンフィニ, 40,秋山真, 2.1, 43, -14,  -5, 8, 32.1,⑬⑫⑩, 6, 9, オジロ,---,藤田伸, 2.2, 46,  -7,  -5, 7, 63.0, ⑤④, 6, 2,Ａフミノウインダム, 77,武幸四, 0.2, 75,  11,   1, 2,  6.7, ⑩⑨, 6,13,Ｍマイネルシｰガル, 87,四位洋, 0.3, 85,* 10,  17,11, 37.4, ③③
 7, 8,Ａタマモトップ, 51,田島裕, 2.3, 40, -13,  -9, 4,  6.5,⑨⑩⑩, 7, 6, スリｰリンクス,---,岩崎祐, 2.8, 42, -22,   3, 8, 90.4, ⑨⑨, 7, 7,Ｏイブキレボルシオン, 59,藤岡佑, 0.5, 70,   5,* 10,13, 53.3, ⑱⑱, 7, 9,Ｏカネトシツヨシオｰ, 84,渡辺薫, 0.3, 93,   3,* 27,15, 76.3, ⑫⑫
 8, 6,Ｅテラノカントリｰ, 43,ルメｰ, 2.4, 38, -10, -15, 3,  4.4,⑥⑦⑥, 8, 3, エクサイズタックス,---,川田将, 3.0, 41,  -5, -15, 4,  8.5, ②②, 8,15,Ｐクオン, 57,ルメｰ, 1.0, 65,  10,  -8,14,120.2, ⑪⑪, 8, 1,Ｅシンボリグラン, 92,北村宏, 0.3, 86,   9,  19, 8, 22.2, ③④
 9,11,Ｊマルサンチｰフ, 33,荻野琢, 2.5, 36, -14, -14, 7, 26.0,⑫⑩⑧, 9, 7, デインヒルパッショ,---,酒井学, 3.2, 38, -10, -13, 9,130.9, ⑤⑥, 9,11,Ｂシルバｰブレイズ, 76,安藤勝, 1.0, 65,   7,  -2, 1,  2.0, ⑮⑮, 9, 6,Ｃアグネスラズベリ, 93,角田晃, 0.4, 87,   5,  22,12, 43.8, ⑨⑨
10, 9,Ｇピンクノヒョウ, 39,田村太, 2.7, 33, -12, -19,12,183.5,⑩⑦⑥,,,,,,,,,,,,,10,14,Ｅマヤノゴクウ, 71,四位洋, 1.1, 64,   6,  -2, 5, 16.3, ⑰⑮,10,10,Ｇプリサイスマシｰン, 90,安藤勝, 0.4, 82,* 11,  14, 4, 12.0, ②②
11, 5,Ｉロｰドレガリア, 34,四位洋, 3.0, 34, -11, -20, 9, 62.2,⑥⑥⑧,,,,,,,,,,,,,11,13,Ｑエイシンテンリュｰ, 57,岩田康, 1.1, 64,   6,  -2, 8, 29.3, ⑮⑮,11, 2,Ｐダンスフォｰウィン, 82,川田将, 0.5, 87,   3,  24,14, 69.7, ⑫⑫
12, 4,Ｍハナノカカリチョウ, -7,石橋守, 3.0, 35, -13, -15,11,161.5,⑥⑦⑫,,,,,,,,,,,,,12, 4,Ｇコスミックブライト, 67,北村宏, 1.1, 65,  15, -21,15,162.7, ④④,12,12,Ｄフサイチリシャｰル, 93,鮫島良, 0.5, 83,   7,  17, 6, 15.2, ⑤④
13, 7,Ｋテイエムオオドリｰ, 25,川田将, 3.1, 35, -16, -11,13,217.6,⑩⑬⑬,,,,,,,,,,,,,13,10,Ｍエリモブラスト, 65,角田晃, 1.2, 65,* 18, -29,17,192.3, ②②,13,14,Ｊペｰルギュント, 88,岩田康, 0.6, 85,   3,  22, 7, 18.9, ⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,14, 8,Ｉマイネルスパｰダ, 66,鮫島良, 1.4, 61,   9, -13,11, 50.7, ⑭⑬,14,18,Ｋトウショウカレッジ, 87,石橋守, 0.7, 85,   0,  24,13, 63.5, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｒトミｰブランド, 53,田村太, 1.7, 54,  11, -28,18,257.9, ⑥⑥,15, 5,Ｌスピニングノアｰル, 87,幸英明, 0.8, 83,  -1,  24,17,120.9, ⑱⑰
,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｆフロｰラルカｰヴ, 71,藤田伸, 1.9, 56,  11, -25, 4,  8.5, ⑨⑨,16,11,Ｆドラゴンウェルズ, 90,武幸四, 1.0, 73,   9,   8, 3,  8.3, ⑤④
,,,,,,,,,,,,,,,,,,,,,,,,17,12,Ｈコアレスウィｰク, 67,石橋守, 2.7, 48,* 17, -49,16,182.9, ②③,17, 8,Ｈシンボリエスケｰプ, 90,北村友, 1.3, 72,  -1,  16,16,100.3, ⑯⑰
,,,,,,,,,,,,,,,,,,,,,,,,18,18,Ｎニシノイツマデモ, 59,北村友, 4.1, 36,* 18, -76,12, 52.5, ①①,18,15,Ｒプリンセスルシｰタ, 78,小牧太, 1.4, 68,   9,   2,18,191.1, ⑤④
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:94 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-1),,,,,,,,,,,
"単勝:6,720円 複勝:01=1,620円 03=150円 10=380円 枠連:12,530円",,,,,,,,,,,,"単勝:370円 複勝:08=140円 05=290円 02=120円 枠連:1,960円",,,,,,,,,,,,"単勝:3,030円 複勝:06=480円 16=520円 05=300円 枠連:2,390円",,,,,,,,,,,,"単勝:250円 複勝:17=150円 04=720円 16=430円 枠連:2,090円",,,,,,,,,,,
"馬連:16,900円 ワイド:01-03=4,820円 01-10=14,820円 03-10=930円",,,,,,,,,,,,"馬連:2,090円 ワイド:05-08=530円 02-08=180円 02-05=510円",,,,,,,,,,,,"馬連:14,690円 ワイド:06-16=3,210円 05-06=1,760円 05-16=2,170円",,,,,,,,,,,,"馬連:6,010円 ワイド:04-17=1,890円 16-17=830円 04-16=6,040円",,,,,,,,,,,
"馬単:45,720円 3連複:67,710円",,,,,,,,,,,,"馬単:2,910円 3連複:1,090円",,,,,,,,,,,,"馬単:37,510円 3連複:37,310円",,,,,,,,,,,,"馬単:7,630円 3連複:21,650円 3連単:111,090円",,,,,,,,,,,
■ 3R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.6,,,,,■ 6R  芝2000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1.0,,,,,■12R  ダ1400m 3歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,北摂特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａカネトシトレンド, 54,鮫島良,, 63,*  0,  -3, 4,  5.7, ①①, 1,13, フィックルベリｰ,---,岩田康,, 40,*-12,  -3, 8, 38.4,①①①, 1,12,Ｂマルカフェニックス, 80,福永祐,, 88,   3,  21, 3,  9.0, ⑩⑪, 1, 6,Ｄヘイロｰフジ, 72,荻野琢,, 77,   2,* 11, 6, 11.9, ⑥④
 2, 3,Ｂタマモランニング, 50,川田将, 0.3, 55,  -7,*  3, 2,  4.2, ⑨⑨, 2, 8, アインラクス,---,福永祐, 0.0, 63, -22,* 22, 1,  1.5,⑤⑥④, 2,11,Ｉバルバレスコ, 76,北村宏, 0.2, 84,  -3,* 22, 9, 46.4, ⑬⑬, 2, 1,Ａオネストジョン, 78,藤田伸, 0.1, 76,*  7,   7, 1,  2.5, ①①
 3, 1,Ｍタガノトスカｰナ, 29,岩田康, 0.4, 53,  -9,*  5, 6,  9.1, ⑩⑩, 3,14, ナリタダイコク,---,小牧太, 0.5, 54, -24,* 19, 5, 14.6,⑦⑦⑦, 3,10,Ｍワンダｰクラフティ, 73,四位洋, 0.2, 88,  -7,* 27, 5, 10.8, ⑮⑭, 3, 5,Ｅセトノヒット, 71,酒井学, 0.5, 75,   0,* 12, 9, 30.4, ⑪⑪
 4, 4,Ｄアサケボｰイ, 48,秋山真, 0.6, 55,  -2,  -6, 1,  4.0, ④③, 4, 5, ボクノタイヨウ,---,藤田伸, 0.5, 39, -20,   8, 3,  9.4,②②②, 4, 1,Ａソルジャｰズソング, 87,安藤勝, 0.2, 80,  11,  10, 1,  2.6, ④④, 4,12,Ｇアグネスボゾン, 70,角田晃, 0.6, 77,  -4,* 16, 7, 15.0, ⑯⑭
 5,11,Ｃグランプリイｰグル, 49,ルメｰ, 0.8, 54,* -2,  -8, 5,  9.0, ③③, 5,11, コパノジングｰ,---,藤岡佑, 1.0, 54, -28,* 20, 6, 19.6,⑫⑪⑩, 5, 4,Ｄメイショウホクシン, 79,秋山真, 0.2, 77,   7,  10, 8, 39.5, ⑥⑥, 5, 7,Ｂメガクライト, 76,ルメｰ, 0.6, 72,   3,   7, 2,  4.6, ⑦⑦
 6, 6,Ｈアｰラ, 39,小牧太, 0.8, 51,  -6,  -4, 7, 18.9, ⑦⑦, 6, 2, エイシンプレスマン,---,角田晃, 1.3, 30, -21,  -1, 9, 64.4,⑤④⑥, 6, 7,Ｆアドマイヤプルｰト, 78,岩田康, 0.4, 77,   8,  10, 6, 11.9, ⑥⑦, 6,16,Ｈレソナル, 68,四位洋, 0.7, 69,*  6,   2, 5, 10.0, ②②
 7,10,Ｉストリｰトスパン, 39,北村宏, 1.0, 52,* -1, -11, 9, 45.6, ②②, 7, 4, ゴｰルデンストｰム,---,秋山真, 1.4, 31, -20,  -6,11, 89.1,③②②, 7, 9,Ｎカントリｰスタイル, 71,上野翔, 0.5, 80, -11,* 25,11,101.5, ⑯⑯, 7, 9,Ｉラフィナｰル, 68,川田将, 0.7, 72,   1,   8, 3,  7.5, ⑪⑨
 8, 5,Ｋマッキｰサマンサ, 34,渡辺薫, 1.1, 50,  -4,  -9,12,119.3, ④⑤, 8, 9, ミッキｰジェット,---,川田将, 1.6, 30, -27,   8, 2,  7.8,⑩⑩⑧, 8,15,Ｋエｰシンビｰエル, 75,幸英明, 0.8, 71,   7,   6, 4,  9.1, ⑧⑧, 8,13,Ｋタマモグレアｰ, 62,福永祐, 1.1, 68,  -1,   7, 8, 27.7, ⑬⑪
 9,12,Ｆカシノマルス, 43,北村友, 2.3, 36, -10, -14,13,154.0, ⑩⑩, 9,10, ドリｰムドリｰマｰ,---,武幸四, 1.8, 26, -27,   5, 7, 26.1,⑧⑨⑧, 9, 8,Ｊランドベスト, 75,角田晃, 0.8, 70,  -6,  15,13,177.3, ⑬⑭, 9, 3,Ｆフォルテピアノ, 70,小牧太, 1.1, 64,*  5,  -1, 4,  8.9, ④④
10,15,Ｏファド,-84,福永祐, 2.3, 37, -13,  -8, 8, 41.7, ⑭⑭,10, 7, ハイアベレｰジ,---,ルメｰ, 1.8, 26, -21,  -9, 4,  9.9,③④④,10, 2,Ｌサンレイラピッヅ, 74,岩崎祐, 0.9, 62,   3,   1,15,306.7, ⑧⑧,10, 8,Ｍユｰセイハヤトオｰ, 60,石橋守, 1.2, 67,  -2,   7,12,125.8, ⑬⑭
11,13,Ｅグロｰバルキャスト, 43,藤岡佑, 2.5, 35, -12, -12, 3,  4.6, ⑬⑩,11, 3, フミノセントラル,---,幸英明, 3.3,-37, -26, -21,12, 97.6,⑧⑦⑩,11, 3,Ｃコウユｰキズナ, 80,武豊  , 1.0, 66,* 13,  -3, 2,  3.1, ②②,11, 2,Ｃプライベｰトプラン, 74,小島太, 1.4, 59,   1,  -1,10, 34.8, ⑨⑨
12, 2,Ｇロングラトゥｰル, 41,高橋亮, 2.9, 32,  -6, -24,10, 51.7, ⑦⑥,12,12, ウルドサリエ,---,北村宏, 3.5,-25, -29, -15,13,166.2,⑩⑫⑫,12,14,Ｅユｰチャリス, 79,藤岡佑, 1.0, 65,* 12,  -4, 7, 17.1, ④④,12,15,Ｊアインカチヌキ, 64,菊地昇, 1.4, 60,*  6,  -5,13,150.4, ②②
13, 7,Ｊコウショウシャｰク, 36,仲田雅, 3.0, 31, -12, -17,14,231.7, ⑩⑭,13, 1, ボｰルドセデュラス,---,四位洋,12.3,12.3---, -42, ---,10, 71.0,⑬⑬⑬,13,16,Ｐデンコウグラス, 63,畑端省, 1.0, 62,* 12,  -7,12,158.2, ①①,13,14,Ｌデポジットブック, 61,金折知, 1.4, 61,   4,  -3,11, 72.6, ④④
14, 8,Ｌプリムヴェｰル, 29,幸英明, 3.1, 30, -12, -18,11, 67.9, ⑭⑬,,,,,,,,,,,,,14,13,Ｈダイゴカムイ, 77,渡辺薫, 1.1, 61,  -2,   5,16,333.8, ⑫⑪,14, 4,Ｎジャイロスコｰプ, 59,上野翔, 1.6, 60,   1,  -1,14,261.5, ⑨⑪
15,14,Ｎコンゴウマイヒメ, 18,武英智, 3.2, 30,  -5, -28,15,283.0, ⑥⑦,,,,,,,,,,,,,15, 6,Ｏスズカロｰズマリｰ, 63,船曳文, 1.3, 58,   3,  -2,14,189.6, ⑩⑧,15,11,Ｐシュンゴウ, 48,内田浩, 1.8, 59,  -1,   0,15,304.9, ⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｇメイショウイッテキ, 77,小牧太, 2.3, 49,* 11, -25,10, 71.9, ②②,16,10,Ｏサンエムワｰルド, 58,植野貴, 1.9, 56,   3,  -6,16,312.9, ⑦⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
