07年 2月24日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 2月24日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7.7,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,,■10R  芝2500m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.2,,,,
 9,11,Ｅイノチクレナイ, 42,中谷雄, 1.1, 43,   6, -23, 8, 18.5, ⑦⑧, 9, 1, コスモラバンジン,,伊藤直, 6.4,,,, 9, 32.3,⑭⑬⑬, 9, 3,Ｄモンテグリｰン, 59,田中博, 1.3, 51, -11,*  3, 5, 37.1, ⑭⑭, 9,10,Ｇクリノダイマオｰ, 70,御神本, 2.4, 55,   2, -11, 7, 21.0,⑧⑧⑨
10,13,Ｊプラズマトウショウ, 34,小野次, 1.2, 42,   6, -24,13,107.9, ⑦⑧,10, 4, ビｰマイプリンス,,大庭和, 7.6,,,, 7, 21.1,⑧⑪⑪,10,13, ウィンエｰス,---,佐藤聖, 1.3, 57,* 10, -15,15,514.1, ②②,10, 4,Ｆミヤビペルセウス, 71,上村洋, 2.5, 55,  -1,  -5,10,165.5,⑨⑩⑩
11, 8,Ｇレッドクロｰバｰ, 41,田中博, 1.3, 41,*  8, -29, 9, 27.9, ②②,11,10, トウカイマジック,,蓑島靖, 8.0,,,, 5, 18.7,⑥⑥⑥,11, 5,Ｋシアトルレイナ, 22,的場勇, 1.4, 54,   8, -14, 9,126.9, ④⑤,11, 8,Ｋトゥｰエニワン, 61,田中博, 2.6, 51,   2, -20,11,201.9,④③⑧
12,10,Ｎマンマル, 13,西田雄, 1.4, 38,   4, -24,16,233.6, ⑨⑪,12,12, スガｰペンタイア,,菊池憲, 8.2,,,,12,186.2,⑫⑫⑫,12, 9,Ｇテイエムゲンキボ, 50,武士沢, 1.6, 49,  -2,  -5,12,242.9, ⑪⑪,,,,,,,,,,,,
13, 9,Ｍサキノロｰレル, 18,木幡初, 1.6, 35,  -4, -19,15,218.1, ⑫⑫,13, 2, ブレイブストｰリｰ,,五十嵐, 9.8,,,,11,119.2,④⑦⑩,13,10, ヴイグランプリ,---,内田博, 1.6, 49,   0,  -7,13,275.2, ⑨⑩,,,,,,,,,,,,
14, 1,Ｐマチカネビｰナス,-80,的場勇, 1.6, 34,  -6, -19,12, 84.7, ⑬⑬,14,14, セイユウミルキｰ,,北沢伸,17.6,,,,14,335.1,⑬⑭⑭,14, 2, センノダンサｰズ,---,伊藤直, 2.2, 48, -14,   0,14,392.4, ⑮⑮,,,,,,,,,,,,
15,12,Ｏハッピｰパセリ,-31,大野拓, 1.7, 36,  -7, -17,14,173.2, ⑭⑯,,,,,,,,,,,,,15, 1,Ｊキンセイミラｰジュ, 37,左海誠, 3.3, 35,  -4, -20,10,166.7, ⑫⑬,,,,,,,,,,,,
16, 5,Ｋドルフィンダンサｰ, 34,南田雅, 1.7, 36,  -7, -17,11, 48.9, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+20 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:不良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:不良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:2),,,,,,,,,,,
"単勝:1,050円 複勝:15=310円 16=230円 04=220円 枠連:2,310円",,,,,,,,,,,,単勝:370円 複勝:08=160円 09=290円 03=120円 枠連:920円,,,,,,,,,,,,"単勝:660円 複勝:14=170円 15=410円 12=110円 枠連:4,190円",,,,,,,,,,,,"単勝:760円 複勝:02=230円 03=150円 01=150円 枠連:1,560円",,,,,,,,,,,
"馬連:2,540円 ワイド:15-16=870円 04-15=1,210円 04-16=1,000円",,,,,,,,,,,,"馬連:3,930円 ワイド:08-09=1,060円 03-08=280円 03-09=590円",,,,,,,,,,,,"馬連:4,530円 ワイド:14-15=1,080円 12-14=240円 12-15=770円",,,,,,,,,,,,"馬連:1,500円 ワイド:02-03=510円 01-02=590円 01-03=290円",,,,,,,,,,,
"馬単:5,260円 3連複:7,470円",,,,,,,,,,,,"馬単:6,740円 3連複:2,420円",,,,,,,,,,,,"馬単:8,340円 3連複:1,990円",,,,,,,,,,,,"馬単:3,070円 3連複:1,570円 3連単:11,300円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.3,,,,,■ 8R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,,■11R  芝1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,韓国馬事会杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｄコマンドｰルクロス, 52,田中博,, 66,* -3,*  8, 5,  9.8,①①①, 1, 4,Ｂキングオブチャド, 59,後藤浩,, 66,*  5,  -6, 1,  1.8,①①①, 1, 6,Ａマイネルランプロス, 68,柴山雄,, 72,*  8,   0, 2,  3.5,③②②, 1, 7,Ｅジョリｰダンス, 81,柴田善,, 80,  18,*  8, 5,  9.2, ⑥⑥
 2,14,Ｃルドベキア, 54,吉田隼, 1.2, 58,* -3,* -2, 4,  6.4,②②②, 2, 5,Ａエｰシントゥルボｰ, 72,吉田豊, 0.1, 64,   0,*  4, 3,  5.7,⑨⑥②, 2,15,Ｄナカヤマスナイパｰ, 62,内田博, 0.1, 70,   6,*  2, 1,  3.3,④④③, 2, 5,Ａリザｰブカｰド, 82,蛯名正, 0.1, 79,  14,* 12, 4,  5.8, ⑩⑫
 3, 6,Ｂニシノエメラルド, 57,田辺裕, 2.0, 51,  -5,  -4, 1,  3.2,⑦⑥③, 3, 2,Ｅマイネルグラシュｰ, 51,田中勝, 0.2, 62,   1,*  2, 5, 14.7,⑤⑤⑦, 3, 4,Ｈドノバンシチｰ, 57,小野次, 0.1, 70,   5,*  4, 7, 19.2,⑧⑦⑤, 3,15,Ｋクリノワｰルド, 73,上村洋, 0.2, 78,  19,   4,10, 53.9, ⑥⑦
 4, 7,Ｅマイネルモデルノ, 48,五十嵐, 2.0, 51,  -6,  -2, 6, 13.9,⑧⑧⑥, 4,12,Ｆシルクファンタジｰ, 41,北村宏, 1.1, 49,  -2,  -9, 6, 20.9,⑬⑧⑤, 4, 7,Ｅオンワｰドウシワカ, 62,北村宏, 0.2, 68,   3,*  6, 3,  6.8,⑪⑨⑥, 4, 9,Ｂフィレンツェ, 82,津村明, 0.3, 75,  14,   7, 8, 22.6, ⑩⑨
 5, 1,Ｊザドリｰムキング, 39,津村明, 2.5, 47,  -4, -11, 2,  3.6,③④③, 5,16,Ｃネヴァキングダム, 58,内田博, 1.2, 52,*  3, -18, 2,  3.9,④③②, 5, 5,Ｂレイジングザバｰ, 67,柴田善, 1.2, 63,*  8, -13, 4,  6.8,①①①, 5, 4,Ｉアンティｰクコイン, 75,池田鉄, 0.3, 75,  16,   5,11, 78.5, ⑨⑨
 6,10,Ｇサドラｰズボｰイ, 46,石神深, 3.0, 44,  -6, -12, 7, 17.6,⑪⑧⑧, 6,13,Ｄサンワｰドレッツ, 53,蛯名正, 1.3, 50,   0, -13, 4, 11.1,⑥⑥⑤, 6,10,Ｊコスモメルベｰユ, 52,田中博, 1.2, 59,   4,  -9, 9, 49.0,④④③, 6, 6,Ｎダイワティグリス, 67,左海誠, 0.7, 79,* 28, -11, 7, 17.7, ②②
 7, 9,Ｆベルタリド, 47,大野拓, 3.1, 42,  -4, -18, 8, 19.6,③③③, 7, 1,Ｉマイネナデシコ, 32,武士沢, 1.5, 48,  -3,  -9, 9,150.9,⑪⑫⑪, 7, 2,Ｎビクトリアサンデｰ, 45,左海誠, 1.8, 56,   2,  -7, 8, 26.3,⑩⑪⑩, 7, 2,Ｐトｰヨｰエｰピｰ, 54,小林淳, 0.8, 69,  15,   0,14,162.2, ⑩⑪
 8, 4,Ｈグロｰリｰバッハ, 42,的場勇, 3.2, 39, -11,  -7, 9, 83.4,⑬⑭⑬, 8, 6,Ｊマツノテイオｰ, 27,西田雄, 1.8, 46,*  5, -33, 7, 46.7,②②②, 8, 3,Ｋプリンセスデザｰト, 50,塚田祥, 2.4, 51,   4, -17,12,109.8,⑦⑦⑦, 8, 8,Ｆアドマイヤカリブ, 80,田中勝, 0.8, 74,  25,  -9, 1,  3.0, ④④
 9,11,Ｋレッドホｰク, 39,黛弘人, 3.4, 37, -10, -12,16,676.2,⑭⑪⑫, 9, 7,Ｎロイヤルメルヘン,  8,石橋脩, 2.0, 43,  -4, -15, 8,111.2,⑬⑬⑪, 9, 1,Ｉマイネエムロｰド, 56,津村明, 2.7, 48,   1, -14,11, 85.3,⑬⑫⑩, 9,14,Ｇエアニックス, 79,内田博, 0.8, 71,  22,  -9, 3,  5.4, ④④
10,13,Ｌナイキヴィゴラス, 36,大庭和, 3.8, 37,  -9, -13,13,294.3,⑧⑬⑬,10, 8,Ｈワｰルドクルｰズ, 33,塚田祥, 2.1, 41,  -2, -23,15,488.3,⑥⑧⑨,10, 8,Ｃマイネルバイファル, 63,田中勝, 2.7, 50,   3, -17, 6,  9.9,⑨⑨⑦,10, 3,Ｈストｰンブリッジ, 78,黛弘人, 0.8, 69,  19,  -6, 9, 34.5, ⑥⑦
11, 2,Ｎジェニｰサンサン, 30,千葉直, 4.0, 34, -10, -18,11,213.1,⑪⑪⑪,11,10,Ｏインスパイアクロス,-15,中舘英, 2.2, 42,  -5, -13,13,234.7,⑯⑮⑭,11,12,Ｆロｰタスシチｰ, 61,御神本, 2.9, 49,   5, -23, 5,  9.6,④④⑦,11,12,Ｌピサノアルハンブラ, 71,後藤浩, 0.9, 76,* 28, -14, 2,  4.8, ②③
12, 8,Ｐネイチャｰマインド,  1,佐藤聖, 4.1, 33, -13, -13,12,253.1,⑯⑯⑯,12, 3,Ｐコスモトランセンド,-34,黛弘人, 2.3, 37,  -3, -28,16,664.0,⑧⑧⑨,12,14,Ｍタケデンビリｰブ, 47,伊藤直, 3.1, 46,  -2, -12,13,123.9,⑭⑮⑮,12,11,Ｄダンスオブサロメ, 81,石橋脩, 0.9, 66,  10,   2, 6, 16.1, ⑭⑭
13,16,Ｉアジルメンテ, 39,柄崎将, 4.1, 36,  -4, -26,10,174.9,③④⑥,13,11,Ｌスプリングザイン, 18,的場勇, 2.4, 36,  -6, -22,14,337.7,⑪⑬⑭,13, 9,Ｌエヒテンヴィｰゼ, 49,的場勇, 3.4, 42,   0, -21,14,201.0,⑪⑫⑬,13, 1,Ｍオルガス, 70,吉田豊, 1.3, 70,* 29, -23,12, 86.7, ①①
14,15,Ａウイビリｰブ, 59,塚田祥, 4.2, 34,  -5, -25, 3,  5.2,③⑥⑧,14,14,Ｍニシノビジュｰ, 13,御神本, 3.2, 35,  -7, -25,11,197.0,⑬⑯⑯,14,13,Ｏイッテン, 41,金子光, 3.8, 42,   1, -23,15,304.1,⑭⑫⑭,14,16,Ｏニシノアンサｰ, 60,菊沢隆, 1.3, 62,  15,  -8,13,145.9, ⑩⑫
15, 5,Ｍサンワｰドソング, 32,南田雅, 4.6, 32, -10, -18,14,383.9,⑮⑭⑮,15,15,Ｇトｰアノマイ, 39,小林淳, 3.3, 34,  -2, -39,12,226.2,⑩⑪⑪,15,11,Ｇカヤドｰノアｰル, 58,佐藤聖, 5.0, 33,*  5, -46,10, 53.6,②③⑫,,,,,,,,,,,,
16, 3,Ｏレディスパｰクラｰ, 23,平沢健, 5.0, 30,  -6, -29,15,473.0,⑧⑧⑩,16, 9,Ｋチアズゴクウ, 18,柴山雄, 3.8, 31,*  3, -58,10,161.8,③③⑦,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:不良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:不良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+17 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:1),,,,,,,,,,,
"単勝:980円 複勝:12=250円 14=180円 06=150円 枠連:2,360円",,,,,,,,,,,,単勝:180円 複勝:04=110円 05=170円 02=260円 枠連:280円,,,,,,,,,,,,単勝:350円 複勝:06=130円 15=150円 04=380円 枠連:370円,,,,,,,,,,,,"単勝:920円 複勝:07=310円 05=240円 15=1,170円 枠連:500円",,,,,,,,,,,
"馬連:2,510円 ワイド:12-14=740円 06-12=550円 06-14=400円",,,,,,,,,,,,馬連:400円 ワイド:04-05=190円 02-04=370円 02-05=810円,,,,,,,,,,,,"馬連:670円 ワイド:06-15=260円 04-06=830円 04-15=1,290円",,,,,,,,,,,,"馬連:2,200円 ワイド:05-07=950円 07-15=6,460円 05-15=4,560円",,,,,,,,,,,
"馬単:5,130円 3連複:2,640円",,,,,,,,,,,,"馬単:570円 3連複:1,220円",,,,,,,,,,,,"馬単:1,270円 3連複:3,940円",,,,,,,,,,,,"馬単:5,330円 3連複:38,290円 3連単:183,750円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.4,,,,,■ 6R  ダ1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝1600m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.0,,,,,■12R  ダ1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,きんせんか賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａフィクシアス, 70,大庭和,, 74,   5,*  8, 1,  2.6, ④④, 1, 3, フリｰトアドミラル,---,田中勝,, 48,* -2,*-15, 2,  3.8,②①①, 1, 2,Ｂショウナンタレント, 61,柴田善,, 85,* 14,   5, 1,  2.9,①①①, 1,11,Ｎオｰデコロン, 56,左海誠,, 74,* 19,  -8,12, 79.4, ②②
 2, 5,Ｆブルｰカｰディナル, 42,石神深, 0.6, 71,*  8,  -1, 4, 10.6, ①①, 2, 1, ダイワバンデラス,---,吉田隼, 0.0, 45,  -6,* -9, 7, 22.1,⑤⑧⑧, 2, 1,Ｄカレンナサクラ, 58,武士沢, 0.1, 81,   7,* 16, 4, 12.8,⑫⑬⑦, 2,12,Ｉエンドレスビジネス, 67,田中勝, 0.0, 67,  11,  -1, 6, 11.6, ⑧⑦
 3, 8,Ｂコスモリバイアサン, 58,蛯名正, 0.6, 69,*  6,   1, 3,  4.1, ③②, 3,15, トゥルｰノｰス,---,内田博, 0.6, 43,* -2, -20, 5, 13.3,②②②, 3, 5,Ａスマｰトカスタム, 76,御神本, 0.1, 82,* 12,   7, 3,  3.8,②②②, 3, 3,Ｂフォワｰドダンサｰ, 76,内田博, 0.1, 67,  12,  -3, 2,  5.7, ⑤⑤
 4,10,Ｋグレイトセイヴィア, 26,御神本, 1.2, 58,   1,   0, 8, 35.8, ⑧⑦, 4, 6, デュアルボｰイ,---,後藤浩, 0.7, 41,  -4, -17, 8, 29.8,⑦⑤⑤, 4,13,Ｉアルコセニョｰラ, 52,池田鉄, 0.4, 76,   8,* 10,14,368.8,⑦⑩⑫, 4, 1,Ａミスタｰケビン, 78,北村宏, 0.1, 64,   9,  -2, 1,  2.3, ⑩⑦
 5, 6,Ｄパワｰサム, 46,内田博, 1.3, 63,*  7,  -7, 5, 15.4, ②②, 5,13, ホットビスティｰ,---,御神本, 1.1, 39,* -2, -25, 3,  4.8,①②②, 5, 3,Ｊメイクユｰハッピｰ, 51,北村宏, 0.4, 78,* 11,   4,10, 61.0,③③②, 5, 7,Ｆマルタラヴ, 70,木幡初, 0.3, 60,   2,*  3,10, 45.9, ⑭⑬
 6, 9,Ｎキングオブハイシｰ, 14,田中博, 1.4, 53,  -2,  -3, 2,  3.3, ⑧⑦, 6, 7, キングガイア,---,北村宏, 1.8, 32,  -5, -29, 1,  3.0,⑨⑤⑤, 6,15,Ｇラフアップ, 54,内田博, 0.8, 72,  10,  -1, 5, 12.8,⑦⑤④, 6, 9,Ｃワンモアフリｰト, 74,吉田隼, 0.3, 61,   8,  -3, 7, 16.7, ⑩⑫
 7,12,Ｉセイサムシング, 32,田面木, 1.5, 53,  -4,   1,10,132.8, ⑫⑩, 7,12, セラフィックロンプ,---,江田照, 1.9, 33,  -5, -29, 4,  6.8,⑤⑤⑤, 7, 8,Ｋフェイスザファクト, 51,柴山雄, 1.0, 68,   8,   1,15,398.0,⑨⑩⑧, 7, 4,Ｈファインセンテンス, 68,中舘英, 0.4, 73,* 21, -14, 5, 10.2, ①①
 8,16,Ｃキングオｰサム, 47,伊藤直, 1.9, 55,   5, -11, 6, 16.2, ④⑤, 8,10, オペラアンドワルツ,---,左海誠, 2.0, 32,  -7, -25,11, 72.2,⑫⑨⑨, 8,16,Ｎケルティックハｰプ, 32,田中勝, 1.2, 66,   8,  -2, 7, 29.0,⑨⑩⑧, 8, 6,Ｄブルｰチェイサｰ, 72,小野次, 0.5, 62,  12,  -8, 9, 43.3, ⑤⑤
 9, 2,Ｍジョンコ, 23,中舘英, 1.9, 53,   3,  -9, 9, 69.9, ⑥⑥, 9,14, シルクインスパイア,---,武士沢, 2.1, 32, -10, -20,10, 71.7,⑫⑬⑬, 9,11,Ｌビｰアデビル, 50,田中博, 1.4, 64,  10, -10,12,141.8,⑫⑤④, 9,13,Ｇアドマイヤドゴｰル, 69,柴山雄, 0.5, 59,   6,  -3, 3,  6.9, ⑫⑪
10,15,Ｇタケイチバン, 36,武士沢, 2.1, 48,  -4,  -5,11,207.6, ⑫⑬,10, 2, ベルモントマルス,---,田面木, 2.4, 30,  -9, -25, 9, 34.7,⑦⑫⑫,10,10,Ｅスズノメヒョｰ, 56,蛯名正, 1.4, 65,* 11, -12, 6, 14.4,③③④,10, 5,Ｊアルフィエｰレ, 67,田中博, 0.5, 61,  12, -11,11, 71.9, ③③
11,14,Ｅアポロニウス, 46,的場勇, 2.3, 44,  -3, -10, 7, 30.8, ⑩⑩,11, 9, フリｰアディション,---,木幡初, 2.6, 29,* -2, -39, 6, 21.7,②②②,11, 6,Ｈエレメンタルソング, 52,上村洋, 1.6, 61,  10, -12, 9, 59.5,③⑤⑧,11, 2,Ｐクリノトップオｰ, 41,柴田大, 0.6, 57,   2,*  0,15,273.4, ⑭⑬
12,11,Ｏスピｰドゴｰルド,-11,佐藤聖, 2.8, 38,  -5, -13,14,447.9, ⑫⑬,12, 4, シルクオスカｰ,---,上村洋, 3.4, 27, -17, -19,15,142.7,⑮⑮⑮,12, 7,Ｍサニｰラブカフェ, 44,吉永護, 1.6, 60,   5,  -4, 8, 58.9,⑭⑭⑬,12, 8,Ｋレザムルｰズ, 65,郷原洋, 0.9, 57,  10, -11,13, 83.1, ⑧⑦
13,13,Ｈパライッソ, 35,柴山雄, 2.8, 44,   3, -18,13,388.3, ⑥⑦,13,11, パンプキンパイ,---,小林淳, 4.1, 22,  -8, -42,13, 83.9,⑪⑩⑩,13,14,Ｏソウレイ, 25,村田一, 1.9, 57,   9, -15,16,620.7,③⑨⑬,13,15,Ｍオリエントヒｰロｰ, 63,田辺裕, 1.0, 54,   5,  -7, 8, 34.1, ⑬⑬
14, 7,Ｐミヤギハｰバｰ,-102,江田照, 4.0, 30,  -2, -26,12,232.9, ⑩⑫,14,16, ブラックレディ,---,吉田豊, 4.6, 18,  -8, -46,14,130.7,⑫⑩⑩,14, 4,Ｆヤマノミライ, 56,吉田豊, 2.0, 55,   6, -12,11, 72.6,⑯⑭⑯,14,14,Ｌヤマニンデュエル, 63,石神深, 1.1, 57,  14, -16,14,253.6, ③③
15, 4,Ｊオグリブラック, 29,小林淳, 4.1, 32, -15, -15,15,513.5, ⑮⑮,15, 8, デルマイザベル,---,柴山雄, 6.8,-26, -11, -61,16,404.2,⑨⑭⑭,15, 9,Ｃマイネシャリマｰ, 60,後藤浩, 2.2, 54,  10, -21, 2,  3.3,⑮⑤⑧,15,16,Ｏマチカネバテレン, 47,五十嵐, 1.9, 48,  12, -21,16,342.0, ⑤⑦
16, 3,Ｌイチライマｰト, 25,黛弘人, 4.2, 26, -16, -17,16,664.7, ⑮⑮,16, 5, フリスビｰカフェ,---,田中剛, 8.6,-65, -34, -35,12, 82.5,⑯⑯⑯,16,12, フミノシナジｰ,---,左海誠, 2.9, 45,   5, -24,13,258.1,⑨⑭⑬,16,10,Ｅゴｰルドオアシス, 71,蛯名正, 5.4,  5,   1, -45, 4,  7.1, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
