07年 7月28日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 7月28日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(九) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.3,,,,,■ 4R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,,■10R  ダ1700m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宮崎競馬100年記念,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａハンタｰキリシマ, 63,野元昭,, 61,*  3,  -2, 2,  3.4, ②②, 1, 4, メイショウヨリトモ,---,藤岡康,, 64,  -6,* 11, 2,  4.0, ④④, 1, 4,Ｂマヤノバルトｰク, 59,武豊  ,, 63,*  4,  -4, 1,  1.6,②①①, 1,16,Ａサンライズレクサス, 85,武豊  ,, 82,  -5,* 27, 1,  3.2,⑥④①
 2,13,Ｂテイエムセッペトベ, 57,田嶋翔, 0.1, 59,*  3,  -3, 4,  9.7, ②②, 2,11, ノボリデュｰク,---,角田晃, 0.2, 69,*  3,   4, 3,  4.9, ①①, 2, 6,Ｅセイザンフレイム, 55,橋本美, 0.1, 62,*  3,  -4, 3,  7.4,③②②, 2, 9,Ｃキングトップガン, 76,川田将, 0.6, 72,  -6,  22, 3,  4.0,⑥⑦⑦
 3,11,Ｃマルシゲテイオｰ, 52,鮫島良, 0.2, 58,   0,  -2, 1,  2.7, ⑤④, 3, 3, スイｰトメリｰ,---,渡辺薫, 1.5, 43, -15,   1, 5, 13.5, ⑦⑤, 3,11,Ｆアドミラビリス, 55,藤岡康, 0.1, 56,  -3,*  1, 6, 20.8,⑧⑧⑦, 3,10,Ｈメイショウシャフト, 75,角田晃, 0.6, 70,  -5,  20, 5, 15.0,③④⑤
 4,16,Ｄクリノダイシス, 46,川島信, 0.3, 54,*  6,  -9, 5, 11.5, ①①, 4, 8, マイネエスポワｰル,---,和田竜, 2.0, 38,  -2, -19, 7, 35.2, ③②, 4,16,Ａラッテストｰン, 66,川田将, 0.3, 60,*  4,  -9, 4,  8.3,①②②, 4, 5,Ｆセフティｰステｰジ, 76,河北通, 0.6, 76,  -7,* 25, 6, 21.9,⑫⑪⑩
 5, 3,Ｎキリシマビクトリｰ,  7,荻野琢, 0.5, 54, -15,*  4, 8, 41.3, ⑨⑨, 5, 7, ハロｰマリリン,---,武豊  , 2.2, 33,  -7, -17, 1,  2.2, ⑤⑦, 5, 8,Ｏグロリｰゲイン,-33,高井彰, 0.4, 58,  -1,* -1,14,287.1,⑧⑧④, 5,13,Ｎエイシンボストン, 68,小牧太, 0.7, 66,* -3,  16,14,102.9,①①②
 6, 2,Ｌファｰマウォラト, 20,渡辺薫, 1.1, 41,   0, -15, 7, 17.4, ⑤④, 6, 9, ナムラフュｰチャｰ,---,赤木高, 2.7, 31,*  3, -34, 4,  8.1, ②②, 6, 1,Ｄテイエムモノノフ, 56,佐久間, 0.8, 53,   2, -12, 7, 22.7,⑤⑥④, 6, 3,Ｌアンティｰクコイン, 72,上村洋, 0.8, 76,  -9,* 26,12, 47.3,⑭⑮⑬
 7, 5,Ｋカシノヨシキ, 22,太宰啓, 1.2, 46, -23,*  5,12,149.2, ⑬⑬, 7, 1, シゲルラフタラ,---,佐藤哲, 2.8, 25,  -9, -25, 9, 51.5, ⑥⑤, 7, 2,Ｉシルクキャリバｰ, 42,田中健, 0.8, 49,  -1, -12, 9,167.1,⑤⑥⑦, 7,15,Ｍハスフェル, 72,渡辺薫, 0.8, 76,  -9,* 26, 8, 29.0,⑭⑮⑮
 8,14,Ｍカシノユウ, 12,大下智, 1.2, 36,  -5, -16,16,332.5, ⑦⑦, 8, 6, フジノアリオン,---,田中健, 2.8, 24, -17, -21, 8, 38.5, ⑦⑧, 8,10,Ｍスリｰプレイヤｰ, 27,高野容, 1.0, 50,   0, -10,13,220.9,⑧⑧⑩, 8, 2,Ｂウインルｰセント, 78,佐藤哲, 0.9, 69,  -7,  21, 2,  3.4,⑥⑩⑦
