07年 3月11日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 3月11日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.4,,,,,■10R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,甲南ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3, センタｰグランタス,---,秋山真,, 48,*-22,* 10, 5, 12.4,②②①, 1, 9, サウスポｰル,,出津孝,,,,, 3,  4.4,①①①, 1, 5,Ｉダイナミックグロウ, 36,小林徹,, 66,*-12,* 18, 3,  7.2,②②②, 1,10,Ｃトラストジュゲム, 80,池添謙,, 86,   9,* 14, 2,  4.5,⑤④③
 2,12,Ｆシルクロワイヤル, 36,藤岡佑, 0.2, 48, -24,* 11, 4,  7.5,⑤④③, 2, 2, タイキダイナスティ,,穂苅寿, 1.5,,,, 2,  3.9,⑤⑤④, 2, 7,Ａビｰドラスティック, 68,角田晃, 0.3, 69, -15,* 20, 1,  2.2,⑧⑦⑥, 2,16,Ｎストラディヴァリオ, 74,上村洋, 0.4, 84,* 10,  10, 6, 19.6,④③③
 3, 7,Ａルアシェイア, 58,四位洋, 0.5, 44, -24,   9, 2,  5.1,⑦⑦⑤, 3,11, レッドバｰスピン,,高野容, 1.6,,,, 5,  8.2,②②②, 3, 6,Ｃアドマイヤカｰネル, 58,岩田康, 0.5, 58,*-13,  14, 2,  2.3,③②③, 3, 8,Ｐピｰスデザイン, 67,武豊  , 0.6, 81,   8,  10, 1,  3.6,⑤⑥⑤
 4, 2,Ｂアメジストリング, 55,福永祐, 0.6, 45, -25,* 10, 3,  5.7,⑦⑧⑧, 4,13, ニホンピロザプラウ,,南井大, 2.2,,,, 1,  3.5,③②②, 4, 1,Ｆフェザｰウイング, 52,小牧太, 0.6, 55,*-12,  12, 5, 17.9,①①①, 4,13,Ｄタイキヴァンベｰル, 80,四位洋, 0.7, 80,   7,  10, 3,  5.9,⑬⑥⑤
 5, 1,Ｄアドマイヤミスティ, 44,岩田康, 0.7, 38, -24,   6, 6, 20.1,③④⑤, 5, 5, カズノダンシング,,田中剛, 4.1,,,, 7, 26.6,③④④, 5, 9,Ｅコパノタイマネ, 53,武幸四, 0.8, 53,*-13,  11, 8, 54.6,⑤④③, 5, 7,Ｊナリタプレリュｰド, 75,渡辺薫, 1.1, 76,   5,  10, 5, 13.0,⑪⑬⑫
 6,11,Ｃメリッサ, 49,武豊  , 0.8, 34,*-23,   3, 1,  1.8,③③②, 6,12, サンエムウラノス,,植野貴, 4.8,,,, 8, 33.5,⑥⑥⑥, 6, 3,Ｂニシノマニッシュ, 59,福永祐, 1.1, 50, -14,  10, 4, 10.8,③④⑤, 6,11,Ｆケｰジｰダンシング, 77,小牧太, 1.1, 76,   5,  10,16, 74.4,⑨⑪⑩
 7, 9,Ｈファンドリソング, 35,和田竜, 1.1, 32, -24,   2, 8,121.8,⑤④⑤, 7, 7, ハッピｰトゥモロｰ,,熊沢重, 6.1,,,, 4,  7.3,⑧⑦⑦, 7, 8,Ｄキングブレｰヴ, 53,四位洋, 2.2, 40, -14,   0, 6, 32.7,⑧④⑦, 7, 3,Ｅシルクヒｰロｰ, 78,石橋守, 1.3, 75,   6,   6, 9, 24.8,⑦⑧⑦
 8,10,Ｅニホンピロシェリｰ, 37,小牧太, 1.1, 36, -26,   6, 7, 29.4,⑨⑨⑨, 8,14, ナムラガリレオ,,菊地昇, 7.9,,,,13,150.3,⑩⑩⑩, 8, 2,Ｇカリスマコンコルド, 51,長谷川, 2.2, 40, -16,   4, 7, 38.0,⑦⑨⑧, 8, 1,Ｈハスフェル, 77,和田竜, 1.6, 72,   5,   5, 7, 20.0,⑪⑬⑫
 9, 8,Ｉメイドンネｰム, 28,田村太, 3.6,-35,*-23, -26, 9,323.9,①①③, 9, 1, ゼンノゴウシュウ,,金折知, 8.1,,,, 9, 42.2,⑦⑧⑧, 9, 4,Ｈファイナルバンド, 38,小原義, 2.4, 39, -15,  -1, 9,275.5,⑤⑦⑧, 9, 2,Ｇピオｰネ, 77,藤岡佑, 1.6, 72,   5,   5,14, 52.7,⑮⑪⑩
10, 5,Ｇシエルデトワｰル, 35,熊沢重, 3.7, -5, -28, -15,10,330.6,⑨⑩⑩,10, 8, サｰガキャスケｰド,,五十嵐, 9.3,,,,14,157.3,⑪⑪⑪,,,,,,,,,,,,,10, 4,Ｋウインカｰディナル, 75,長谷川, 2.0, 68,   3,   5,15, 59.9,⑮⑮⑯
11, 4,Ｊグランドメロディ, 28,石橋守, 3.9,  6, -31, -11,11,375.1,⑫⑫⑫,11, 6, グランドホイッスル,,高野和, 9.6,,,,10, 66.3,⑫⑫⑪,,,,,,,,,,,,,11,15,Ｌイアオニｰドル, 75,岩田康, 2.6, 66,* 10, -14,10, 26.6,②②②
12, 6,Ｋテゲスキｰ, 25,角田晃, 4.5,-26, -29, -19,12,428.2,⑪⑪⑪,12, 4, ネヴァファンタジｰ,,平沢健,10.1,,,,11, 78.3,⑨⑨⑨,,,,,,,,,,,,,12,12,Ａメガトレンド, 82,小坂忠, 2.9, 62,   6,  -9,12, 34.1,⑨⑩⑧
,,,,,,,,,,,,13,10, スカイリュウマ,,嘉堂信,14.0,,,,12,102.4,⑬⑬⑬,,,,,,,,,,,,,13, 6,Ｂサンワｰドラン, 82,熊沢重, 3.0, 63,* 11, -19, 4,  6.4,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｍアグネストラベル, 75,秋山真, 3.0, 61,   4,  -4,11, 28.9,⑬⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 5,Ｏイブキサブデュｰ, 69,福永祐, 4.3, 52,   6, -22,13, 48.0,⑦⑧⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｉメイショウシャフト, 76,角田晃, 5.5, 44,   8, -36, 8, 22.3,②④⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-21 ﾚｰｽｱｶﾞﾘ指数:+22 馬場:不良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-18 ﾚｰｽｱｶﾞﾘ指数:+23 馬場:重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:重(指数:1),,,,,,,,,,,
"単勝:1,240円 複勝:03=410円 12=240円 07=180円 枠連:990円",,,,,,,,,,,,"単勝:440円 複勝:09=190円 02=160円 11=210円 枠連:1,330円",,,,,,,,,,,,単勝:720円 複勝:05=150円 07=100円 06=100円 枠連:630円,,,,,,,,,,,,"単勝:450円 複勝:10=180円 16=510円 08=200円 枠連:2,590円",,,,,,,,,,,
"馬連:3,610円 ワイド:03-12=1,270円 03-07=950円 07-12=440円",,,,,,,,,,,,"馬連:1,390円 ワイド:02-09=530円 09-11=680円 02-11=590円",,,,,,,,,,,,馬連:540円 ワイド:05-07=270円 05-06=290円 06-07=130円,,,,,,,,,,,,"馬連:5,390円 ワイド:10-16=1,450円 08-10=650円 08-16=2,070円",,,,,,,,,,,
"馬単:8,490円 3連複:5,990円",,,,,,,,,,,,"馬単:2,370円 3連複:2,600円",,,,,,,,,,,,"馬単:1,900円 3連複:430円",,,,,,,,,,,,"馬単:7,190円 3連複:10,800円 3連単:64,500円",,,,,,,,,,,
