07年 9月30日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 9月30日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,,■ 7R  芝2200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.6,,,,,■10R  芝1600m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,秋風ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃマイネアルデュｰル, 48,松岡正,, 62,  15,*-13, 3,  5.0, ③③, 1, 1,Ａジャンバルジャン, 64,後藤浩,, 81,*  3,* 18, 1,  1.7,②①①, 1, 1,Ｅビエンナｰレ, 68,後藤浩,, 74,   5,*  7, 6, 11.0,⑥⑤①, 1, 3,Ｃタイキマドレｰヌ, 80,安藤勝,, 83,  13,  11, 4,  4.9,④⑥④
 2, 1,Ｄネヴァリバティ, 46,吉田隼, 0.4, 54,  13, -18, 6,  9.4, ④③, 2, 5,Ｃリサイトアチャｰム, 58,吉田豊, 1.8, 67,  -1,*  7, 4, 14.3,⑩⑤④, 2, 9,Ａジャガｰメイル, 72,石橋脩, 0.3, 68,   1,*  9, 1,  4.3,⑬⑬⑨, 2, 7,Ａショウナンタキオン, 85,田中勝, 0.0, 87,  16,   9, 2,  4.3,⑤④③
 3, 2,Ｂバロンダンス, 49,穂苅寿, 0.4, 61,* 20, -24, 4,  9.0, ①①, 3, 8,Ｈビコｰポシブル, 43,石神深, 2.2, 63,*  2,  -1,10, 72.0,①②②, 3,17,Ｈユメロマン, 65,田中勝, 0.3, 69,   3,*  7, 4,  7.9,⑪⑩⑨, 3, 9,Ｋコアレスパティオ, 75,小林淳, 0.0, 78,   7,* 17, 9, 80.8,⑩⑩⑩
 4, 3,Ｇシャドウランズ, 35,大野拓, 0.4, 59,* 19, -25, 2,  4.7, ②②, 4, 4,Ｅアッシュアッパｰ, 50,二本柳, 2.3, 63,   0,   0, 3,  7.7,④④③, 4, 7,Ｌゲラウトマイウエイ, 58,大野拓, 0.4, 65,   4,   0,10, 30.2,⑧⑤⑤, 4,12,Ｂゼットフラッシュ, 84,吉田隼, 0.1, 83,  13,  12, 1,  3.7,⑥⑥⑦
 5, 8,Ｅエクセレントレイ, 45,吉田豊, 0.6, 48,   9,*-16, 5,  9.3, ⑥⑥, 5, 9,Ｐプライドロック,-61,田中剛, 2.3, 63,   0,   1, 9, 67.0,⑤⑤⑤, 5,14,Ｄコスモピロリ, 68,川田将, 0.4, 66,   5,  -3, 8, 15.5,⑤③②, 5, 8,Ｇグレｰトバルサｰ, 77,後藤浩, 0.2, 76,   9,   9,10, 82.1,⑩⑨⑦
 6,11,Ｆオンワｰドカメリア, 38,中舘英, 0.9, 44,   7, -19, 9, 58.8, ⑨⑨, 6,12,Ｂグランプリカメ, 63,石橋脩, 2.5, 62,  -3,   5, 2,  4.4,⑭⑨⑧, 6, 4,Ｂエムケイドリｰム, 71,吉田隼, 0.8, 65,   4,  -1, 7, 11.3,⑥⑧②, 6, 5,Ｈスパイン, 75,江田照, 0.2, 82,* 17,   0, 8, 37.6,①①①
 7, 9,Ｊギンザグリングラス, -2,田中博, 1.0, 41,  10, -27, 8, 24.1, ④⑥, 7,10,Ｄトウショウサウンド, 51,郷原洋, 3.2, 56,  -5,   2, 5, 14.7,⑮⑩⑩, 7, 5,Ｉドレックセル, 65,安藤光, 1.3, 60,   1,  -1, 9, 22.6,⑭⑭⑨, 7, 4,Ｅタイキラファエロ, 79,四位洋, 0.7, 77,* 16,  -3, 5,  5.8,②②②
 8, 5,Ｌヒシビスタ,-86,木幡初, 1.1, 42,   2, -18,11,184.4, ⑩⑩, 8, 7,Ｊキｰプアンドゴｰ, 37,福永祐, 4.0, 49,  -2, -12, 7, 35.9,⑩⑦⑧, 8,10,Ｎケイジｰウォリア, 57,田中剛, 1.3, 58,   1,  -1,15,177.2,⑭⑭⑮, 8, 1,Ｊサニｰネイティブ, 75,蛯名正, 0.8, 70,  11,  -1, 7, 24.4,⑦⑥⑦
