07年12月 9日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年12月 9日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-8.0,,,,,■ 4R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.0,,,,,■ 7R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.1,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,犬山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｌオリエンタルカｰン, 54,中舘英,, 68,* -3,  13, 1,  3.9,①①①, 1, 6,Ｂアクアブルｰマｰチ, 57,津村明,, 59,* -5,*  2, 3,  4.7, ①①, 1,10,Ｃカゼノアルペジオ, 65,浜中俊,, 69,*  9,  -1, 3,  7.5, ①①, 1,13,Ｅマイネルシュピｰル, 69,石橋脩,, 82,* 16,   0, 5, 11.8,①①①
 2,11,Ｅレフォルマ, 57,大野拓, 0.3, 63,* -5,  11, 3,  4.5,②②②, 2,17,Ａファイナルファイト, 63,浜中俊, 0.1, 54, -10,*  2, 2,  4.1, ②②, 2,14,Ａフォレストジャガｰ, 76,田中健, 0.4, 64,*  8,  -4, 1,  1.9, ②②, 2,10,Ｍツアｰデフォｰス, 59,太宰啓, 0.2, 79,* 14,   0,13, 38.7,④③②
 3, 4,Ｉサイキックダイブ, 56,川島信, 0.4, 65,  -6,  13, 8, 20.4,⑤④④, 3, 9,Ｆヴェｰダバイオ, 48,田中克, 0.4, 48, -12,  -1, 4,  5.2, ⑦④, 3,16,Ｇカリスマダンディｰ, 60,丹内祐, 0.6, 63,   1,   1, 4, 14.5, ⑥⑥, 3, 7,Ｇマイネルゴｰシュ, 68,土谷智, 0.3, 76,  11,*  5, 8, 23.5,⑪⑨⑧
 4,14,Ｆナムラヘンリｰ, 57,難波剛, 0.6, 61,  -5,  10, 5, 10.8,③③③, 4, 4,Ｇセレナジャスミン, 47,的場勇, 0.5, 48, -14,*  1, 7, 32.3, ⑨⑩, 4,15,Ｍライフロングラバｰ, 48,古川吉, 0.9, 60,   4,  -4, 7, 23.7, ④④, 4, 4,Ｆゼンノソルジャｰ, 68,的場勇, 0.3, 77,  12,   3, 6, 15.1,⑤⑤⑤
 5, 8,Ｊマイティｰバッカス, 55,中村将, 0.6, 69, -10,* 17, 2,  4.1,⑨⑨⑨, 5,10,Ｊセトクラウン, 30,芹沢純, 0.7, 46, -13,  -1, 8, 37.1, ⑨⑧, 5, 7,Ｋハギノエアロ, 51,田中克, 1.0, 55, -10,*  2,13, 65.0, ⑫⑪, 5, 2,Ａリミットブレｰカｰ, 73,大野拓, 0.4, 74,   7,* 11, 1,  3.6,⑯⑮⑫
 6,13,Ａタンゴノセック, 61,浜中俊, 0.8, 60,  -9,  12, 4,  8.3,⑨⑦⑧, 6,13,Ｍカストルキング, 26,野元昭, 0.8, 48, -21,*  6,11, 65.7, ⑭⑬, 6,11,Ｂマルタｰズクラシカ, 65,中舘英, 1.0, 60,*  9,  -8, 2,  5.1, ②③, 6, 5,Ｋプリンセスイブ, 61,西田雄, 0.6, 73,   9,*  5,11, 31.7,⑭⑫⑧
 7, 2,Ｃシュプリｰムロｰズ, 60,安藤光, 1.0, 60,  -8,  11, 6, 11.5,⑤⑦⑥, 7, 7,Ｃイｰサンディｰバ, 55,中村将, 0.9, 39,  -9,  -9, 5,  8.2, ②④, 7, 2,Ｉセｰフアズロック, 56,石橋脩, 1.0, 58,  -2,  -1,12, 58.2, ⑧⑧, 7,14,Ｈエイシンシテンノｰ, 66,古川吉, 0.8, 72,* 15, -11, 3,  4.4,③②②
 8, 3,Ｄロｰランバｰク, 59,飯田祐, 1.4, 52,  -6,   3,10, 28.7,③④④, 8, 5,Ｑドリｰムジャンボ,-47,田中健, 0.9, 37, -14,  -7,12, 78.1, ⑦⑧, 8, 8,Ｆコメンドタイム, 60,中村将, 1.0, 58,   2,  -5,11, 51.3, ⑥⑥, 8, 9,Ｏドレスコｰド, 54,赤木高, 0.8, 70,   8,   3, 7, 20.1,⑮⑫⑫
 9,12,Ｂコスモファルバラン, 60,的場勇, 1.5, 50,  -8,   3,11, 48.2,⑧⑥⑥, 9,15,Ｉビルトゥオｰソ, 35,黛弘人, 0.9, 40, -20,  -1,18,504.3, ⑫⑪, 9, 5,Ｈメイショウウイン, 59,芹沢純, 1.1, 59,   6,  -7, 8, 26.6, ④④, 9,11,Ｂモエレコネクション, 70,梶晃啓, 0.9, 70,* 14, -11,15, 67.2,⑤③②
10, 1,Ｈサンライトフェロｰ, 57,津村明, 1.7, 54, -11,   9, 7, 13.7,⑫⑫⑫,10,12,Ｄコパノシンオｰ, 52,中舘英, 1.2, 36,  -8, -13, 1,  3.9, ②②,10, 4,Ｐオレニツイテコイ, 42,赤木高, 1.1, 57,  -4,  -1, 6, 20.9, ⑧⑧,10, 8,Ｉサウスグロｰリｰ, 64,安藤光, 1.0, 69,  13,  -9, 9, 31.1,⑦⑤⑤
11, 9,Ｇゴｰルデンビッグ, 57,田中健, 1.9, 46, -10,   3, 9, 26.8,⑤⑨⑨,11, 3,Ｌスズノカイソク, 27,高山太, 1.2, 39, -23,   1,15,113.0, ⑮⑮,11,13,Ｏグランドミッション, 42,安藤光, 1.2, 54, -13,*  4,14,103.1, ⑮⑮,11,15,Ｃタニノウィンザｰ, 70,中舘英, 1.4, 63,   9,  -7, 2,  4.3,⑫⑫⑫
12,10,Ｋダイシンツウィギｰ, 54,南田雅, 1.9, 51, -11,   7,12, 74.5,⑫⑫⑫,12,14,Ｏスワヤマパレｰド,  1,内田浩, 1.2, 37,* -7, -14,10, 62.2, ②④,12, 1,Ｅカシノカスケｰド, 60,野元昭, 1.2, 53, -19,*  8, 9, 30.7, ⑯⑯,12,12,Ｌゼンノベリル, 60,浜中俊, 1.8, 59,  13, -21,12, 32.7,⑨⑤⑤
13, 7,Ｍスズノオｰ, 49,西田雄, 2.9, 42,  -9,  -5,14,302.2,⑪⑨⑨,13, 8,Ｋウインズワｰルド, 29,田辺裕, 1.4, 33, -18,  -7,14,110.0, ⑫⑬,12, 3,Ｎスｰパｰパンサｰ, 43,宮崎北, 1.2, 52,  -8,  -2,16,226.1, ⑫⑪,13, 3,Ｄクロコレｰヌ, 69,高橋智, 1.8, 59,  11, -18, 4, 11.6,⑦⑨⑩
