07年 5月20日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 5月20日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.9,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,,■ 7R  芝1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.6,,,,,■10R  芝2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,荒川峡特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｄファディスタ, 52,石橋脩,, 59,   5,* -5, 2,  3.2, ③③, 1, 3,Ｃデンコウレジｰナ, 62,北村友,, 66,* 13,*-12, 3,  5.0, ①①, 1, 7,Ｂホｰマンファラオ, 69,北村友,, 71,  -2,* 13, 2,  3.2, ⑧⑧, 1,10,Ｃラッキｰリップス, 66,吉田隼,, 57,* -9,  14, 1,  2.5,②②②
 2, 5,Ｂレディアｰティスト, 61,小野次, 0.2, 59,*  7,* -9, 1,  2.7, ①①, 2,10,Ｌキョクイチドラマ, 39,田辺裕, 0.6, 50,   3,* -9, 7, 15.6, ⑦⑦, 2, 6,Ｄメアリｰステラ, 66,田中博, 0.0, 72,  -3,* 15,10, 47.6, ⑧⑧, 2, 9,Ｅバンダムカｰン, 65,南田雅, 0.1, 69, -12,* 23,15, 83.6,⑧⑪⑫
 3, 8,Ｃプリティコニｰ, 55,的場勇, 1.0, 46,   3, -16, 5, 11.7, ③③, 3, 8,Ｂトウカイギルト, 63,的場勇, 0.9, 47,*  9, -23, 1,  3.0, ②②, 3, 5,Ａフェラｰリセブン, 74,塚田祥, 0.2, 67,   2,   8, 1,  2.9, ④⑤, 3,14,Ｄグラスガルｰダ, 66,二本柳, 0.2, 53, -10,  12, 4, 10.7,③②②
 4,12,Ｇスリｰリュｰジュ, 43,田中克, 1.2, 40,  -6,* -9, 9, 71.1, ⑪⑨, 4, 2,Ａウエスタンオｰザ, 64,石橋脩, 0.9, 47,   6, -17, 2,  4.8, ⑤⑤, 4, 8,Ｋキクカネイチャ, 58,芹沢純, 0.3, 66,   2,   7, 7, 17.3, ④②, 4, 6,Ｊファントムオペラ, 60,鈴来直, 0.3, 51, -10,  11, 6, 17.9,③②⑤
 5, 9,Ｆトウカイサクラ, 45,吉田隼, 1.6, 41,   2, -19, 6, 20.9, ⑤③, 5,15,Ｄエアルｰア, 60,加藤士, 1.2, 45,*  9, -25, 4,  5.4, ②②, 5,15,Ｃエイミングポイント, 67,田辺裕, 0.3, 72,  -5,* 16, 5, 14.5, ⑬⑫, 5, 7,Ｌシルクバッカス, 58,北村友, 0.4, 50, -10,  11, 2,  5.6,⑬⑥⑤
 6,13,Ｈフミノオリヒメ, 40,塚田祥, 1.6, 41,   3, -20, 3,  6.0, ⑤③, 6, 6,Ｊフラワｰギフト, 39,渡辺薫, 1.4, 42,*  9, -28, 9, 43.0, ②②, 6,11,Ｅフサイチジュノｰ, 65,木幡初, 0.5, 65,  -3,  10, 4, 10.9, ⑩⑩, 5,11,Ｆイブキレボルシオン, 65,芹沢純, 0.4, 60, -12,* 18, 7, 20.3,⑪⑪⑨
 7, 7,Ｉオンワｰドカミｰノ, 32,大下智, 1.8, 36,  -8, -13,15,208.1, ⑫⑫, 7, 9,Ｈパライッソ, 41,塚田祥, 1.5, 35,  -2, -19,14,138.9, ⑩⑩, 7,10,Ｇビュｰティｰパｰル, 63,小野次, 0.6, 59,*  6,  -2, 9, 46.4, ①①, 7, 5,Ｈヤマニンアジャスト, 63,田中剛, 0.4, 54, -11,  14,11, 28.8,⑥⑧⑨
 8, 6,Ａラブプリモニション, 62,田中健, 1.9, 40,*  5, -27, 4,  6.5, ②②, 8,12,Ｇマイスペｰス, 48,田中克, 1.7, 30,  -1, -27, 8, 30.2, ⑦⑦, 8,13,Ｉラスティングピｰス, 60,吉田隼, 0.8, 62,  -7,  12, 3,  5.9, ⑮⑮, 8,12,Ｉエリモストッパｰ, 62,古川吉, 0.6, 49, -10,  10,10, 27.9,⑧⑧⑦
