07年10月 6日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年10月 6日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(抽) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.0,,,,,■ 4R  芝3170m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.4,,,,,■10R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,藤森特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａトｰホウヘレン, 53,川田将,, 67,*  0,*  4, 1,  1.2, ①①, 1, 4, コアレスプレジャｰ,,西谷誠,,,,, 1,  2.1,①①①, 1, 4,Ｂナリタジュｰン, 71,安藤勝,, 78,*  7,   9, 1,  1.3, ①①, 1,14,Ｇワｰキングボｰイ, 69,和田竜,, 77,   1,  14, 9, 45.3, ⑤④
 2,10,Ｆシュウボンバｰ, 43,幸英明, 0.7, 61,  -4,*  1, 9, 83.0, ④③, 2, 2, マイビッグドリｰム,,小坂忠, 0.3,,,, 2,  4.3,④②②, 2, 6,Ｄシエロアスｰル, 63,小牧太, 0.2, 78,   0,* 14, 5, 17.3, ⑥④, 2,15,Ａワｰルドドン, 77,小牧太, 0.0, 77,   2,  13, 6, 13.1, ③②
 3, 8,Ｇリリｰレインボｰ, 36,太宰啓, 0.7, 61,* -1,  -2, 7, 40.9, ②②, 3, 8, ジャイアンツエｰル,,白浜雄, 0.4,,,, 3,  4.4,②②②, 3, 1,Ｊカシノハヤテ, 37,上野翔, 0.7, 70,  -2,   9, 8,110.2, ⑦⑥, 3, 3,Ｂダノンシャトル, 76,安藤勝, 0.1, 80,  -3,* 18, 2,  3.7, ⑬⑫
 4, 7,Ｌフィｰルドパシオン, 30,酒井学, 1.8, 49, -12,  -2, 4, 16.3, ⑨⑥, 4, 6, メイショウイグアス,,菊地昇, 0.6,,,, 8, 73.7,⑥⑥⑤, 4,11,Ａパレスルビｰ, 73,田嶋翔, 0.8, 67,   4,   3, 2,  6.4, ②②, 4,13,Ｃカルナバリｰト, 75,上村洋, 0.1, 77,  -1,  15, 1,  2.7, ⑦⑥
 5, 3,Ｅトムウィンズ, 49,岩崎祐, 1.8, 49, -12,  -2, 6, 23.3, ⑨⑥, 5, 5, ゴｰルゲッタｰ,,金折知, 1.1,,,, 4, 10.1,⑦⑦⑥, 5, 8,Ｉトｰワシャトル, 42,中村将, 0.8, 70,  -9,* 13, 7, 94.9, ⑩⑩, 5,16,Ｅツルマルフェロｰ, 72,藤岡佑, 0.2, 77,  -2,* 16, 5, 12.0, ⑪⑩
 6, 2,Ｄシゲルエスペレ, 50,荻野琢, 1.9, 45, -14,  -5, 8, 82.1, ⑧⑨, 6, 3, アｰトレｰタ,,山本康, 1.4,,,, 7, 56.4,⑤⑤④, 6, 5,Ｃハｰドリレｰ, 71,浜中俊, 0.9, 62,*  3,   0, 3,  8.1, ②②, 6, 2,Ｊスペｰスフライト, 67,佐藤哲, 0.2, 73,   2,  11, 3,  5.1, ③④
 7,11,Ｉウイニングコウイチ, 34,橋本美, 1.9, 49,  -8,  -7,12,181.1, ⑥⑥, 7, 1, シャコｰバニラ,,浜野谷, 3.8,,,, 6, 12.6,⑨⑧⑦, 7,10,Ｇタッチブレイブ, 55,和田竜, 1.4, 60,  -3,   3, 9,114.5, ⑧⑥, 7, 9,Ｍベンティスカ, 64,幸英明, 0.4, 73,  -2,  14, 4, 11.1, ⑪⑫
 8, 1,Ｋカンファｰライズ, 31,福永祐, 2.5, 42, -14,  -7, 5, 18.7, ⑫⑪,,,,,,,,,,,,, 8, 2,Ｆルビｰトゥインクル, 56,武英智, 1.8, 55,  -3,  -1, 6, 71.3, ⑧⑨, 8,10,Ｎブルｰアイガｰ, 64,橋本美, 0.4, 76,  -4,* 17, 8, 32.4, ⑭⑭
 9, 9,Ｈファンドリハンタｰ, 36,和田竜, 2.5, 42,* -2, -19,10,133.3, ②③,,,,,,,,,,,,, 9, 9,Ｈグレｰトホｰラｰ, 51,飯田祐, 2.2, 51,   3,  -9,10,117.8, ②⑤, 9,12,Ｌリバイバルグレイ, 65,渡辺薫, 0.5, 71,  -1,  11,14,151.2, ⑦⑧
10, 6,Ｂウイニングヒロオｰ, 52,浜中俊, 2.9, 35,  -4, -23, 2,  9.4, ④⑤,,,,,,,,,,,,,10, 3,Ｋツルマルリュｰ, 13,酒井学, 2.8, 46,   2, -15,11,161.8, ⑤⑥,10, 4,Ｉパレスレディｰ, 67,田嶋翔, 0.5, 69,   1,   9,11, 79.6, ⑤⑥
11, 4,Ｊペプチドトップガン, 34,小牧太, 3.6, 31, -14, -18,11,150.3, ⑨⑫,,,,,,,,,,,,,11, 7,Ｅチアズチャｰミｰ, 63,角田晃, 2.8, 45,  -9,  -5, 4, 11.4, ⑩⑪,11, 5,Ｄラインストｰム, 75,石橋守, 0.8, 65,   0,   7, 7, 21.1, ⑦⑧
12, 5,Ｃナンゴクコンバット, 50,上村洋, 3.6, 31, -10, -22, 3, 10.1, ⑥⑨,,,,,,,,,,,,,,,,,,,,,,,,,12, 7,Ｆタマモドン, 70,秋山真, 0.8, 70,  -5,  14,10, 60.8, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,Ｐタツシャンハイ, 55,北村友, 0.9, 65,  -1,   8,16,281.5, ⑦⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 6,Ｏシルクディレクタｰ, 56,長谷川, 1.1, 64,  -4,   9,15,151.6, ⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 8,Ｈキャントンガｰル, 68,角田晃, 1.3, 59,*  3,  -2,13, 96.2, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｋブライトアイズ, 67,川田将, 1.6, 58,*  5,  -6,12, 91.5, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-3),,,,,,,,,,,
"単勝:120円 複勝:12=110円 10=900円 08=550円 枠連:2,460円",,,,,,,,,,,,単勝:210円 複勝:04=110円 02=130円 08=140円 枠連:470円,,,,,,,,,,,,"単勝:130円 複勝:04=110円 06=230円 01=1,140円 枠連:370円",,,,,,,,,,,,"単勝:4,530円 複勝:14=1,330円 15=340円 03=160円 枠連:530円",,,,,,,,,,,
"馬連:4,990円 ワイド:10-12=1,600円 08-12=850円 08-10=11,170円",,,,,,,,,,,,馬連:460円 ワイド:02-04=180円 04-08=190円 02-08=300円,,,,,,,,,,,,"馬連:730円 ワイド:04-06=330円 01-04=1,500円 01-06=4,820円",,,,,,,,,,,,"馬連:16,690円 ワイド:14-15=5,280円 03-14=3,220円 03-15=830円",,,,,,,,,,,
"馬単:6,200円 3連複:24,570円",,,,,,,,,,,,馬単:730円 3連複:510円,,,,,,,,,,,,"馬単:900円 3連複:11,690円",,,,,,,,,,,,"馬単:41,160円 3連複:26,420円 3連単:292,660円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,,■ 5R  ダ1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.5,,,,,■ 8R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.4,,,,,■11R  芝1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,夕刊ﾌｼﾞ杯大原S,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ａミッキｰチアフル, 58,北村友,, 68,* -4,*  9, 2,  2.9, ②②, 1, 7,Ｇセフティプラスワン, 63,河北通,, 78,  -1,* 12, 1,  3.0, ⑨③, 1, 3,Ａエイシンイダテン, 70,安藤勝,, 72,*  7,  -2, 1,  1.6,①①①, 1, 3,Ｃクランエンブレム, 82,四位洋,, 79,   5,  14, 1,  3.8, ⑥⑥
