07年 1月 6日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 1月 6日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,,■ 4R  ダ1200m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,,■10R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｱﾚｷｻﾝﾄﾞﾗｲﾄS,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｇスズノメヒョｰ, 43,バルジ,, 58,   7,* -9, 4,  7.2, ④③, 1,16, コアレスピュｰマ,---,池添謙,, 61,* -1,* -1, 3,  5.9, ②②, 1, 6,Ｃトウショウアタック, 66,郷原洋,, 68,*  5,   0, 4, 11.9,①①①, 1, 8,Ｂシャｰベットトｰン, 81,菊沢隆,, 92,* 10,* 21, 2,  5.6,②②②
 2,10,Ｄヴィヴァｰチェ, 48,塚田祥, 0.4, 58,* 11, -17, 6, 11.8, ①①, 2, 5, ユｰワファントム,---,中舘英, 0.4, 55,* -3,* -3, 2,  3.9, ③③, 2,10,Ｇノンコ, 61,田中勝, 0.5, 63,   2,*  0, 3,  5.7,⑨⑦⑦, 2,11,Ｌカオリノｰブル, 72,田中剛, 0.0, 95,   9,* 24,12, 50.4,⑥④④
 3, 6,Ｌオレンジスムｰジｰ, 22,吉田豊, 1.5, 40,   0, -17,10, 55.5, ⑨⑨, 3,12, ペイアテンション,---,木幡初, 0.6, 53,  -4,  -4, 9, 58.8, ④⑤, 3,15,Ｅトラストブラック, 63,吉田隼, 0.8, 59,   0,*  0,10, 38.6,⑩⑩⑧, 3, 2,Ａメガトレンド, 83,勝浦正, 0.3, 87,* 10,  18, 5,  9.6,②①①
 4, 8,Ｂヘイラホップ, 53,北村宏, 1.5, 40,  -3,*-15, 5, 11.6, ⑪⑨, 4,10, ウエスタンビｰバｰ,---,西田雄, 0.6, 52,  -5,* -3,11, 83.3, ④③, 4, 2,Ｌデルマジュピタｰ, 54,後藤浩, 1.2, 56,  -2,*  1,14,153.3,⑮⑮⑬, 4,12,Ｇワキノエクセル, 76,小牧太, 0.6, 86,   9,  18, 8, 14.5,④④⑤
 5, 7,Ｆイエロｰファイト, 45,中舘英, 1.6, 41,   6, -23, 8, 28.5, ④⑤, 5, 8, ダイメイジョイ,---,武士沢, 1.1, 50,*  0, -13, 5,  8.5, ①①, 5, 3,Ｋロｰドモデラｰト, 56,的場勇, 1.2, 54,  -2,  -2,12, 93.0,⑭⑬⑪, 5, 5,Ｄサンデｰストリｰム, 79,北村宏, 0.7, 87,   7,  20, 3,  5.7,⑧⑨⑥
 6,15,Ｊハｰツイｰズ, 36,大野拓, 1.6, 42,*  8, -27,12,100.1, ②③, 6,15, ウインドスルｰ,---,黛弘人, 1.9, 36,  -7, -18,15,178.7, ④⑤, 6, 9,Ｄアルカライズ, 65,菊沢隆, 1.5, 55,   1,  -7, 7, 18.3,⑬⑩⑧, 6,10,Ｋモエレアドミラル, 74,小島太, 0.7, 82,* 10,  15,13, 51.6,①②②
 7, 5,Ｍニッポニアニッポン, 14,小牧太, 1.7, 39,  -4, -16,13,120.2, ⑪⑫, 7, 9, プｰクン,---,吉田隼, 1.9, 35, -20,* -4, 4,  7.1, ⑬⑫, 7,12,Ｆマイネルピエｰル, 63,柴山雄, 1.7, 54,   2, -11,11, 67.8,⑫⑦④, 7,14,Ｉアグネスネクタル, 75,柴山雄, 1.1, 82,   7,  17, 1,  3.8,⑫⑨⑪
 8, 1,Ｉクロカンブッシュ, 37,石橋脩, 1.8, 38,  -4, -17, 9, 45.4, ⑪⑫, 8,11, タマモグッドラック,---,田中勝, 2.0, 35, -15,  -8, 6, 14.1, ⑫⑪, 8, 8,Ｂスズカイエロｰ, 67,内田博, 1.9, 53,   3, -14, 2,  3.6,⑦④④, 8, 7,Ｈデイフラッシュ, 75,横山典, 1.1, 86,   5,  20, 7, 10.5,⑭⑬⑧
