07年 3月 3日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 3月 3日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10.0,,,,,■ 7R  ダ1000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,,■10R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
■ 3R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.6,,,,,■ 6R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,,■ 9R  芝2500m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鞍ｹ池特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａメイショウバレｰヌ, 70,幸英明,, 68,*  4,   5, 2,  3.7, ①①, 1, 4,Ｄメイショウセレット, 64,田中健,, 69,  -5,* 11,10, 76.3,⑦⑦⑧, 1, 5,Ｃメイショウアンドレ, 66,幸英明,, 65,  -3,* 11, 2,  6.2,⑨⑨⑧, 1, 2,Ｃシルクアヴァロン, 67,飯田祐,, 69,  -1,* 15, 4, 10.3, ⑪⑦
 2, 6,Ｃベビｰフェイス, 63,上野翔, 0.1, 68,  -1,*  8, 3,  4.9, ③③, 2,12,Ｅグリンガレット, 63,田中博, 0.0, 63,* -1,   4, 1,  2.8,①①①, 2, 7,Ｂラッキｰリップス, 69,柴原央, 0.1, 60,  -3,   6, 4,  7.9,⑦⑤⑤, 2, 3,Ｂイケタイトル, 68,田嶋翔, 0.0, 71,   8,   5, 7, 15.8, ⑤⑥
 3, 4,Ｂダイキチヘイロｰ, 64,難波剛, 0.2, 68,  -4,*  9, 4,  6.8, ⑤⑤, 3,14,Ｇゲイリｰマスタｰ, 62,北村友, 0.2, 61,* -1,   3, 7, 21.2,②②②, 3, 8,Ｌリッカドリムオ, 59,安藤光, 0.2, 56,* -1,   0, 6, 15.5,④②②, 3, 7,Ａシゲルガンバレ, 73,幸英明, 0.2, 67,   6,   4, 1,  2.7, ⑥⑤
 4,15,Ｆトウカイギルト, 57,的場勇, 0.4, 55,*  0,  -2, 1,  3.2, ②②, 4,13,Ｉティラノサウルス, 56,中舘英, 0.4, 61,*  0,   3, 4,  6.3,②②②, 4, 2,Ｐオドゥｰルゲラン, 51,中村将, 0.3, 67,  -7,* 14,11, 38.3,⑬⑭⑬, 4, 6,Ｇドリｰムゲッタｰ, 64,熊沢重, 0.3, 63,   0,   8,13, 58.4, ⑨⑦
 5,12,Ｄメイショウポジリポ, 58,鮫島良, 0.8, 55, -11,   5, 7, 20.8, ⑧⑧, 5, 1,Ｊタムロブライアン, 55,幸英明, 0.5, 61,* -1,   4, 8, 23.4,④④④, 5,16,Ｊスタｰフォワｰド, 60,鮫島良, 0.3, 52,* -1,  -4, 5, 13.6,②②②, 5,12,Ｊオｰスチンロｰズ, 62,高山太, 0.5, 65,  11,  -6, 9, 40.3, ④③
 6, 7,Ｅサプライズエンド, 58,飯田祐, 1.0, 54, -15,*  8, 6, 13.2, ⑪⑩, 6, 7,Ｆテイエムオｰディン, 63,中村将, 0.8, 57,  -3,   2, 2,  4.4,④⑤⑤, 6, 4,Ｍアンテヴォルテ, 59,田中克, 0.3, 51,* -3,  -3,10, 32.7,⑥②②, 6,13,Ｉフジタカペトラ, 62,野元昭, 0.5, 59,  -5,* 10,10, 46.0, ⑬⑪
 7, 1,Ｎアイスカｰビング, 23,石橋脩, 1.2, 51, -18,*  8, 5,  9.2, ⑭⑭, 7, 9,Ｍトｰヨｰパプラｰル, 52,田辺裕, 0.9, 61,  -5,   7,14,284.9,⑫⑪⑪, 7,14,Ａエテルノ, 70,中舘英, 0.3, 55,  -2,   1, 1,  2.3,⑦⑤⑤, 7,14,Ｄドルバコ, 66,中舘英, 0.5, 71,* 18, -12, 2,  4.8, ②②
