07年 4月 8日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 4月 8日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.6,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,,■10R  ダ2000m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,梅田ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｂマｰブルダンサｰ, 59,池添謙,, 62,*-11,* 12, 2,  2.9,①①①, 1, 3,Ａフェザｰケｰプ, 62,内田博,, 68,* -4,* 11, 2,  3.5,③③③, 1, 2,Ｂサンシｰズン, 68,藤田伸,, 71,* -5,* 13, 3,  4.6,②②②, 1, 6,Ｆワンダｰスピｰド, 80,小牧太,, 83,   9,* 11, 9, 23.8,⑧⑦④
 2, 3,Ｄアメジストリング, 52,福永祐, 0.2, 65, -14,* 15, 3,  9.6,⑤⑦⑥, 2, 4,Ｆヒカリベルサイユ, 51,幸英明, 0.2, 67,  -5,* 12, 5, 30.7,⑥⑥⑦, 2, 1,Ｃエイシンイダテン, 63,野元昭, 0.7, 59,* -4,   5, 2,  3.9,①①①, 2, 7,Ｄマイイｰジス, 81,藤田伸, 0.4, 80,* 10,   4,10, 31.8,⑦④②
 3, 8,Ｆルアシェイア, 48,四位洋, 0.2, 64, -13,* 14, 5, 11.6,⑦⑤④, 3, 2,Ｃホｰマングラッパ, 54,川田将, 0.5, 60,* -2,  -1, 3,  7.2,①①①, 3, 4,Ｋベルフリｰ, 57,幸英明, 0.7, 65,  -8,* 12, 7, 19.1,⑧⑥⑥, 3,10,Ｂスマｰトストリｰム, 82,岩田康, 0.5, 80,  10,   5, 5,  9.1,⑥⑤④
 4,13,Ａトｰセントップラン, 59,岩田康, 0.5, 57, -13,  10, 1,  2.0,③⑤④, 4,11,Ｂウインスペンサｰ, 56,武豊  , 0.7, 58,* -3,  -3, 1,  1.8,③②②, 4, 5,Ｉアドラｰブルキス, 57,内田博, 0.8, 60,* -6,   8, 9, 33.7,③③②, 4, 8,Ｊセフティｰステｰジ, 77,河北通, 0.5, 80,   8,*  9,12, 64.3,⑩⑪⑦
 5,15,Ｋニホンピロシェリｰ, 36,酒井学, 0.8, 50,*-12,   5,13,338.8,③②②, 5, 7,Ｌジゲンリュウ, 38,和田竜, 0.9, 57,* -4,  -1, 8, 81.6,③⑥③, 5, 6,Ａエアワイクリフ, 68,武豊  , 0.8, 61,  -7,   9, 1,  2.3,⑤⑤④, 5,15,Ｌナリタプレリュｰド, 76,渡辺薫, 0.7, 79,* 11,   3, 4,  8.1,⑩⑦④
 6, 6,Ｊアステリオン, 38,鮫島良, 1.6, 40,*-12,  -3, 6, 18.8,②②②, 6, 8,Ｊエプソムブラスト, 43,渡辺薫, 0.9, 59,  -5,   2,13,294.5,⑥⑥⑦, 6,12,Ｇアドマイヤウイナｰ, 59,岩田康, 1.1, 59,  -8,   8, 4, 15.2,⑤⑦⑥, 6,13,Ｃアドマイヤスバル, 81,秋山真, 0.8, 79,* 12,   0, 3,  5.8,④②①
 7, 7,Ｍファンドリソング, 34,和田竜, 1.7, 40, -13,  -2,12,195.4,⑤②⑥, 7, 5,Ｋセイウンアルエット, 40,藤田伸, 1.0, 58,  -6,   2,12,137.8,⑫⑫⑩, 7, 9,Ｅメイショウアズｰロ, 61,小牧太, 1.3, 59, -10,  10, 5, 16.1,⑫⑩⑨, 7, 3,Ｎヴィオラポンポｰサ, 74,安部幸, 0.8, 74,   6,*  8,15,152.5,⑮⑭⑫
 8, 9,Ｃケｰジｰヒマワリ, 56,小牧太, 2.4, 36, -15,  -5, 4, 10.8,⑧⑧⑧, 8,14,Ｄボｰテセレスト, 53,藤岡佑, 1.0, 57,  -5,   0,10,124.8,⑩⑥⑦, 8,11,Ｊマイネルアンツｰク, 57,安部幸, 1.3, 57,  -9,   8,11, 68.5,⑧⑧⑧, 8, 9,Ｈアグネスネクタル, 79,蛯名正, 1.1, 77,  10,   2, 1,  3.2,⑬⑩⑧
