07年10月13日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年10月13日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8.4,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.9,,,,,■10R  芝1400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,桂川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃラッシュストリｰト, 41,四位洋,, 63,*  0,* -2, 1,  2.8,②②②, 1,10, トップクライマｰ,,黒岩悠,,,,, 7, 36.8,③②②, 1, 7,Ｌアドマイヤレグルス, 50,安藤勝,, 70,   6,*  1, 5, 15.9,④③②, 1, 6,Ｇオｰトセレブ, 79,渡辺薫,, 82,  -2,* 20, 8, 17.9, ⑧⑧
 2, 6,Ｊウエスタンシｰザｰ, 31,川田将, 0.7, 58,*  2, -12, 6, 16.9,⑯①①, 2,13, マイネルアンツｰク,,林満明, 0.0,,,, 2,  2.8,①①①, 2, 9,Ｅスズカフェロｰ, 62,岩田康, 0.1, 69,   5,*  2, 1,  2.4,⑤③②, 2,15,Ｉマッハジュウクン, 77,松田大, 0.1, 74,*  4,  11, 9, 25.0, ③③
 3, 5,Ｎナムラハｰン, 27,藤岡佑, 0.8, 55,  -3,* -4,10, 59.0,⑫⑦⑤, 3, 6, テイエムエｰス,,佐久間, 0.5,,,,12,129.0,⑨⑦④, 3, 5,Ｋサンライズヴァトｰ, 52,藤岡佑, 0.8, 63,   2,   0,11, 48.8,⑪⑨⑥, 3, 9,Ｒチャｰムダイヤ, 69,川島信, 0.2, 71,   0,  11,18,196.5, ⑤④
 4,12,Ｇブラックマスタング, 37,岩田康, 1.5, 50,  -8,* -1, 2,  3.9,⑮⑭⑩, 4, 5, オｰガストバイオ,,西谷誠, 0.7,,,, 1,  2.0,⑥⑤④, 4, 4,Ｂシゲルケセネ, 65,田中克, 0.8, 59,   0,*  1,10, 46.8,⑫⑪⑪, 4,10,Ｂワイキュｰブ, 83,武幸四, 0.4, 72,   1,  12, 1,  3.3, ⑥⑥
 5,14,Ｐキアｰロ, 23,田中健, 1.7, 44,  -5, -14,13,115.9,⑥⑦⑦, 5, 4, ニホンピロザプラウ,,北村浩, 1.3,,,, 5, 16.2,⑥⑧⑧, 5, 1,Ｄマイネルヴルメリオ, 63,佐藤哲, 0.8, 62,   2,   0, 4,  7.3,⑩⑨⑧, 5,11,Ｊアドマイヤヘッド, 77,岩田康, 0.4, 77,  -5,* 20, 3,  6.1, ⑫⑬
 6,15,Ａスズカファイト, 48,岩崎祐, 1.7, 49,  -1, -15, 3,  5.6,④④③, 6, 8, トットンメ,,北沢伸, 1.4,,,, 9, 68.3,⑪⑩⑧, 6, 8,Ｈツルマルシルバｰ, 60,幸英明, 0.9, 62,   4,  -5, 2,  3.4,⑥⑥⑥, 6, 4,Ｄゼットカｰク, 82,藤田伸, 0.5, 69,  -1,  11, 2,  3.6, ⑥⑦
 7, 4,Ｌマイネルトリオンフ, 29,和田竜, 2.1, 44,  -6,  -9, 7, 19.7,⑩⑪⑩, 7, 1, セフティグランプリ,,宇田登, 1.5,,,,13,155.1,⑨⑧⑧, 7,10,Ｇファイトシｰン, 61,渡辺薫, 1.2, 60,   3,  -7,12,115.4,⑧⑥⑧, 7, 7,Ｎメイショウトキムネ, 72,四位洋, 0.6, 73, -12,* 21,15,152.2, ⑰⑱
 8,13,Ｂマルサンリタｰン, 44,野元昭, 2.1, 45,  -2, -18, 4,  7.4,⑧④⑦, 8,14, テｰオｰドラゴン,,菊地昇, 1.5,,,,11, 84.7,⑤③③, 8, 2,Ａニッシンテｰスト, 68,大下智, 1.5, 58,* 11, -28, 3,  6.3,①①①, 8,16,Ｅプリンセスルシｰタ, 80,鮫島良, 0.7, 65,  -3,  11, 7, 14.5, ⑨⑩
 9,11,Ｈカシノヨウスケ, 36,小牧太, 2.5, 42,  -1, -23, 9, 44.8,⑬④③, 9, 9, アザンクｰル,,高野容, 1.6,,,, 3,  8.1,③④④, 9,11,Ｉシルクロックスタｰ, 57,石橋守, 1.8, 55,   3, -12, 8, 36.0,⑧⑥⑧, 9,17,Ｏナナヨｰティアラ, 71,田中健, 0.7, 68,  -9,  16,17,180.2, ⑫⑭
10, 1,Ｆコウエイビｰト, 37,太宰啓, 3.2, 37,  -6, -20,12, 67.8,⑨⑬⑫,10,12, メイケイグリｰン,,白浜雄, 1.8,,,,10, 79.2,②⑤⑦,10, 6,Ｃウインフェイム, 64,田中健, 1.9, 53,   4, -18, 9, 38.2,③③④,10, 1,Ｆサンデｰサンライズ, 80,木幡初, 0.7, 61,*  5,  -2, 5, 13.1, ①①
11, 8,Ｅケンモンスタｰ, 39,角田晃, 3.4, 36,  -1, -33, 8, 27.2,①③⑥,11, 7, ゴｰルドリｰズン,,船曳文, 2.1,,,, 8, 51.7,⑧⑬⑭,11, 3,Ｊパｰリｰゲイツ, 55,川田将, 2.2, 52,   1, -12, 6, 18.9,⑥⑪⑫,11, 8,Ｍヒシフェアレディ, 75,生野賢, 0.8, 59,*  4,  -3,13, 54.6, ②②
12, 7,Ｉハマノオラトリオ, 35,酒井学, 3.6, 35,  -3, -30,11, 66.2,④⑦⑨,12, 3, マイネルプログレス,,植野貴, 2.2,,,, 6, 23.3,⑫⑩⑪,12,12,Ｆアｰリｰオｰタム, 62,藤岡康, 3.2, 43,   4, -31, 7, 30.0,②②④,12, 2,Ｌシベリアンメドウ, 76,上野翔, 0.9, 61, -12,  13,12, 50.5, ⑯⑭
13, 2,Ｄシルクアンタイド, 39,藤田伸, 3.7, 34,  -4, -29, 5, 10.0,②⑩⑫,13,11, ダｰクアイズクロス,,小坂忠, 2.2,,,, 4, 15.0,⑬⑫⑫,,,,,,,,,,,,,13,12,Ａグリュｰエント, 85,秋山真, 0.9, 66,  -9,  15, 4, 12.2, ⑮⑯
14, 3,Ｏエムテイミニヨン, 27,鮫島良, 3.8, 33,  -8, -23,15,277.6,⑬⑯⑭,14, 2, タｰフギムレット,,岩崎祐, 2.5,,,,14,249.7,⑭⑬⑫,,,,,,,,,,,,,14,13,Ｃジョウノオｰロラ, 83,池添謙, 0.9, 62,  -5,   9,11, 49.7, ⑫⑫
15, 9,Ｍシゲルアンビシャス, 28,中村将, 6.8,  1,  -9, -52,16,339.2,⑩⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｑアドマイヤドレス, 70,上村洋, 0.9, 59,   2,  -1,14,130.6, ③④
16,16,Ｋロックエンジン, 30,上野翔, 7.0,  5,  -6, -57,14,184.7,⑥⑪⑮,,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｐベリｰベリナイス, 70,中村将, 1.0, 59,  -5,   7,16,169.9, ⑪⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,14,Ｈフミノサチヒメ, 77,長谷川, 1.1, 56,  -3,   3,10, 31.9, ⑨⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,Ｋマルカジｰク, 76,小牧太, 1.2, 61, -10,  13, 6, 13.8, ⑰⑰
