07年 5月27日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 5月27日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.4,,,,,■ 4R  芝2800m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.6,,,,,■10R  ダ1700m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,名古屋城ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｇシャトヤンシｰ, 53,吉田稔,, 60,* -4,   6, 4,  8.0,②②①, 1, 4, イブキサブデュｰ,,高野容,,,,, 1,  2.7,③②②, 1,11,Ｅチェリｰロビン, 61,高橋亮,, 68,*  0,   9, 2,  3.6,⑥④②, 1, 7,Ａブルｰフランカｰ, 81,川島信,, 81,   8,* 16, 1,  2.0,⑫⑨⑦
 2, 7,Ａタガノプルミエｰル, 70,橋本美, 0.2, 60,* -6,*  7, 1,  2.9,⑤④⑤, 2,14, テイエムリキサン,,西谷誠, 1.2,,,, 3,  5.5,②①①, 2,10,Ｂエイシンイダテン, 64,小牧太, 0.1, 72,  -4,* 14, 1,  2.4,⑬⑨⑦, 2,11,Ｇビッグアラミス, 73,石橋守, 0.3, 80,  11,   8, 6, 16.2,⑥④③
 3,13,Ｈテイエムメガミ, 48,北村友, 0.2, 61,  -9,*  9,14,119.2,⑰⑨⑦, 3,13, キｰンランドスワン,,岩崎祐, 3.3,,,, 4,  7.3,①②③, 3, 4,Ｋサンライズタイム, 52,芹沢純, 0.5, 68,  -6,* 13, 6, 34.5,⑩⑫⑪, 3,10,Ｄナナヨｰヒマワリ, 76,小原義, 0.5, 77,   7,* 12, 5, 12.3,⑮⑪⑩
 4,18,Ｂチャｰムピクチャｰ, 67,田村太, 0.5, 50,* -8,   1, 5,  9.3,⑩④③, 4,11, ユメノジェネラス,,柴田未, 3.8,,,, 6, 24.1,⑧⑤④, 4, 3,Ｄニシノロドリゲス, 63,和田竜, 0.5, 62,  -1,   5, 4,  6.1,⑥④⑤, 4, 8,Ｉセレスクラブ, 72,柴山雄, 0.7, 76,   9,   8,12, 40.1,⑥⑦⑦
 5,10,Ｅエルベレス, 55,荻野琢, 0.5, 53,  -9,   4,12, 47.1,⑦⑨⑦, 5, 8, セイウンエポック,,出津孝, 3.9,,,, 2,  3.3,⑥⑦⑥, 5, 1,Ｃユウアイラ, 63,柴山雄, 0.8, 59,  -1,   2, 3,  5.0,③④⑤, 5, 9,Ｆジｰンハンタｰ, 74,藤岡康, 0.7, 77,* 12,   2, 3, 10.0,③②①
 6, 4,Ｉジャングルバｰド, 48,鮫島良, 0.7, 52,  -7,   3, 2,  4.2,⑩⑨⑦, 6,10, ゴｰルデンミション,,今村康, 4.1,,,, 5, 16.4,⑧⑧⑦, 6, 8,Ｇダカｰルシチｰ, 58,角田晃, 0.9, 61,  -5,   8, 8, 50.7,⑮⑫⑨, 6,13,Ｎシュンサイ, 68,西田雄, 0.7, 77,* 13,   1,14,123.9,②①②
 7, 5,Ｋグリｰンサンライズ, 46,生野賢, 0.7, 50,* -6,   0,11, 45.6,④④⑤, 7, 1, スリｰダンシング,,北沢伸, 5.4,,,, 8, 38.2,④④④, 7,16,Ｉテンエイヤシャオｰ, 57,北村友, 1.6, 50,  -5,  -1, 7, 36.1,⑩⑨⑩, 7, 1,Ｃアンティｰクコイン, 76,柴原央, 0.7, 75,   3,* 17,11, 35.1,⑬⑭⑭
 8, 6,Ｌフミノコマチ, 43,角田晃, 0.7, 58, -10,*  9, 8, 26.5,⑭⑮⑯, 8, 5, クロタラリア,,宗像徹, 6.6,,,,12, 70.5,⑩⑨⑨, 8,12,Ｏメディアスナイパｰ, 36,小林徹, 1.8, 49,*  1, -10,14,128.6,③②①, 8, 4,Ｌワキノエクセル, 71,小牧太, 0.9, 74,   9,   6, 2,  6.2,⑥⑦⑦
 9,16,Ｊシュトラｰレン, 47,小牧太, 1.0, 45,* -5,  -8, 9, 40.6,②③③, 9, 2, セフティグランプリ,,菊地昇, 7.2,,,,11, 58.1,⑤⑥⑦, 9,13,Ａワイルドライフ, 65,浜中俊, 1.9, 46,* -2, -12, 5, 23.1,③②②, 9, 5,Ｊゲットアウト, 72,太宰啓, 0.9, 75,  11,   2, 4, 11.8,③④⑤
10, 8, キュｰトザベスト,---,秋山真, 1.0, 50,  -9,   3,10, 42.1,⑭⑮⑫,10, 6, デュイキャスケｰド,,金折知,10.3,,,,13, 81.6,⑪⑪⑪,10,15,Ｈタガノマイラバｰ, 57,熊沢重, 2.1, 47,  -4,  -5,15,139.4,⑩⑨⑬,10, 3,Ｋセトノシェｰバｰ, 71,佐藤哲, 1.0, 73,   7,   8,10, 31.2,⑨⑪⑩
11,15,Ｄリンピッドアイズ, 61,石橋守, 1.1, 46,  -8,  -2, 7, 25.4,⑯⑫⑫,11, 9, ゴｰルドバディｰ,,横山義,11.2,,,, 9, 42.3,⑦⑩⑩,11,14,Ｌメイショウチュラ, 51,岩崎祐, 2.3, 49,  -9,   1,16,269.6,⑭⑮⑮,11, 2,Ｅダノンビクトリｰ, 74,吉田稔, 1.1, 72,   5,  11, 9, 25.8,⑨⑬⑬
12,11, レディプリンセス,---,浜中俊, 1.2, 41, -10,  -5,13,102.6,⑩⑫⑫,12, 3, グランドビｰスト,,鈴木慶,11.9,,,,14,184.4,⑫⑫⑫,12, 9,Ｊミッチｰデヒア, 52,田中克, 2.4, 43,  -6,  -8,12, 89.5,⑨⑫⑫,12,12,Ｂキクノハヤテ, 77,小林徹, 1.1, 73,  11,   0, 8, 23.0,⑤④⑤
13,17,Ｍメイショウシオギリ, 43,芹沢純, 1.4, 42,* -6, -11,17,250.1,⑦④⑩,13,12, シャドウスケイプ,,白浜雄,22.6,,,, 7, 26.3,⑭⑬⑬,13, 2,Ｆサカイヤベンケイ, 60,藤岡康, 2.4, 43,  -5, -11,10, 75.5,⑧⑦⑧,13,15,Ｈゴッドセンド, 72,秋山真, 1.5, 69,   8,   2, 7, 18.1,⑪⑨⑩
14, 1,Ｆシャリバンメイツ, 54,千田輝, 1.4, 43,* -4, -16, 3,  6.3,①①②,14, 7, イヴピアジェ,,柴田大,31.6,,,,10, 51.1,⑬⑭⑭,14, 7,Ｍプリンセスナイト, 49,中舘英, 2.9, 46,*  0, -21, 9, 73.7,②①②,14, 6,Ｏペルフェット, 64,熊沢重, 2.5, 61,   3,   1,15,154.1,⑬⑭⑮
15, 2,Ｏメイショウガｰラ, 41,飯田祐, 1.4, 42,  -8,  -6,18,263.3,⑦⑫⑫,,,,,,,,,,,,,15, 5,Ｎデルマアポロ, 46,高山太, 3.0, 42, -10,  -4,13,116.4,⑮⑯⑯,15,14,Ｍオヤマハリケｰン, 70,赤木高, 4.0, 51,* 13, -31,13, 50.2,①②③
16, 3,Ｐレディピアレス, 39,中舘英, 2.2, 35, -12,  -9,15,176.2,⑰⑱⑰,,,,,,,,,,,,,16, 6,Ｐヘンリｰズフォｰク, 15,長谷川, 6.3,-37,  -3, -47,11, 83.3,①⑦⑬,,,,,,,,,,,,
