07年 6月30日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 6月30日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.7,,,,,■ 4R  芝2770m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.9,,,,,■10R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三春駒特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｂシルキｰキュｰト, 57,武士沢,, 59,*  0,   1, 3,  5.0, ②②, 1, 4, マチカネウソブキ,,浜野谷,,,,, 2,  2.9,⑥⑤④, 1,13,Ｅオウシュウヘイロｰ, 53,大野拓,, 63,*  2,*  1,10, 38.6,③③④, 1, 9,Ｅナスノフィオナ, 72,田中勝,, 79,  14,   4, 1,  3.5,⑤⑤④
 2,13, アドマイヤタヒチ,---,村田一, 0.0, 64, -12,* 11, 8, 70.6, ⑪⑪, 2, 3, シュフルｰル,,金子光, 0.0,,,, 1,  2.7,②②②, 2,12,Ｊデストラメンテ, 47,小林淳, 0.1, 63,   2,*  2,11, 62.3,⑥③④, 2,10,Ｃエリモファイナル, 74,北村宏, 0.1, 78,* 16,   0, 8, 12.5,④③②
 3, 8,Ｇワイメア, 43,後藤浩, 0.3, 54,*  1,  -3, 2,  4.7, ②②, 3, 9, デイトレｰダｰ,,横山義, 0.3,,,, 4,  8.3,⑤③③, 3,10,Ｂスマｰトキャリｰ, 63,田中勝, 0.9, 54,   1,  -8, 1,  3.1,⑧⑦⑦, 3,14,Ｆロｰリｰポｰリｰ, 71,小野次, 0.2, 77,  14,   1,11, 54.9,⑤⑤④
 4, 5,Ａジョウノカグヤヒメ, 60,田中勝, 0.5, 51,*  1,  -5, 1,  1.8, ①①, 4,10, グラスファイタｰ,,山本康, 0.9,,,, 3,  6.7,①①①, 4, 5,Ｍアブソリュｰション, 35,北村宏, 0.9, 53,  -4,*  4,13, 96.7,⑭⑭⑭, 4, 1,Ｈクイックセイコｰ, 70,柴田善, 0.3, 73,   5,* 19,12, 55.6,⑬⑮⑬
 5, 1,Ｊリヴィｰル, 34,江田照, 0.7, 51,  -8,   1, 7, 69.2, ⑨⑧, 5, 7, マイネルヴェステン,,宗像徹, 2.2,,,, 6, 22.7,⑪⑨⑧, 5, 2,Ａノボスコｰピオ, 64,石橋脩, 1.0, 53,   1, -10, 2,  3.9,⑧⑦⑥, 5,12,Ａアミュレット, 76,安藤光, 0.4, 73,   9,   9,10, 31.3,⑪⑪⑪
 6, 6,Ｃプリティコニｰ, 56,的場勇, 0.7, 47,  -4,  -5, 4, 10.3, ④④, 6,13, ユメノジェネラス,,柴田未, 2.3,,,, 8, 32.4,⑦⑦⑥, 6,16,Ｋトｰセンファング, 43,二本柳, 1.3, 50,*  2, -17, 4,  8.0,③③⑦, 6, 7,Ｊシルキｰステラ, 69,石橋脩, 0.4, 74,  13,   1, 9, 13.3,⑧⑦⑦
 7, 3,Ｆガイアティアラ, 44,中舘英, 0.9, 47,  -2,  -6, 9, 81.8, ④④, 7,14, ブレイブストｰリｰ,,石神深, 2.6,,,,13,168.3,⑦⑥⑥, 7, 8,Ｃメジロレグルス, 62,村田一, 1.4, 49,*  4, -21, 5,  8.4,②②②, 7,15,Ｎペディクラリス, 58,後藤浩, 0.7, 71,  13,  -3, 4,  9.4,⑦⑦⑦
 8,15,Ｄリワｰドマナキン, 49,大野拓, 0.9, 47,  -6,  -3, 6, 21.8, ⑧⑧, 8, 2, プライマリｰケア,,五十嵐, 2.8,,,, 7, 25.2,④④⑤, 8,11,Ｈコスモビｰトアウト, 51,丹内祐, 1.4, 50,  -1, -10, 6, 14.6,⑪⑫⑦, 8, 5,Ｇスルｰレｰト, 70,吉田豊, 0.7, 72,* 19, -15, 6, 10.9,①①①
 9,10,Ｍフジマサレインボｰ, 25,石橋脩, 1.0, 49, -15,   4,14,309.4, ⑭⑫, 9, 8, オンワｰドワンダｰ,,沢昭典, 3.1,,,, 5, 15.2,⑭⑪⑨, 9,15,Ｐスガノハウス,-12,安藤光, 1.4, 48,  -3,  -7,12, 70.8,⑭⑬⑬, 9,11,Ｄエレアシチｰ, 72,丹内祐, 0.8, 69,  11,  -2, 3,  8.8,⑨⑨⑨
10,11,Ｈトウカイサクラ, 42,吉田隼, 1.1, 45,  -4,  -7, 5, 16.2, ④⑥,10,11, リネンハッシン,,蓑島靖, 6.9,,,, 9, 38.4,⑪⑭⑫,10, 7,Ｉマイセンシチｰ, 49,蛯名正, 1.5, 48,   0, -14, 9, 28.5,⑪⑨⑦,10, 6,Ｂミスティラブ, 75,村田一, 0.8, 69,  11,  -2, 2,  4.6,⑨⑨⑨
11,12,Ｌリネンスミレ, 25,南田雅, 1.2, 48, -20,*  6,13,287.3, ⑮⑮,11,12, ミツバシｰケンス,,穂苅寿, 7.3,,,,10, 45.6,②⑧⑩,11, 4,Ｌモリトホマレ, 35,吉田隼, 1.7, 45,  -1, -16, 8, 28.3,⑧⑩⑪,11,13,Ｍヤマニンスプラウト, 64,江田照, 0.8, 68,   6,   9,13, 63.7,⑬⑫⑬
12, 4,Ｅサンマルマドンナ, 48,草野太, 1.2, 42, -10,  -5,14,309.4, ⑨⑧,12, 1, クロタラリア,,水出大, 8.6,,,,11,114.2,⑨⑫⑬,12, 1,Ｇマルマツフェロｰ, 52,江田照, 1.8, 45,*  5, -30, 7, 20.6,①①①,12, 2,Ｉヤマニントゥドロワ, 69,二本柳, 0.8, 68,   6,   9,14, 98.7,⑬⑫⑪
13, 9,Ｉギフトカｰド, 39,千葉直, 1.3, 40,  -4, -11,10, 92.6, ④⑥,13, 6, クインリボｰ,,千葉直, 9.4,,,,14,180.9,⑩⑩⑪,13, 6,Ｄトｰセンサンクス, 56,後藤浩, 1.9, 44,*  2, -26, 3,  6.0,⑥③②,13, 3,Ｌキラリダイヤモンド, 64,吉田隼, 1.5, 62,  15, -20, 7, 12.3,②③④
14, 7,Ｋパｰプルオｰキッド, 30,池崎祐, 1.4, 40, -13,  -4,11,166.5, ⑪⑫,14, 5, ダイワアルテミス,,田中剛,11.6,,,,12,117.3,⑪⑫⑭,14, 9,Ｆジャジャコ, 52,吉田豊, 2.1, 42,  -1, -22,14,109.6,⑪⑩⑫,14, 8,Ｋヤマニンアリエル, 67,中舘英, 1.5, 63,* 17, -24, 5,  9.6,③②②
15,14, ムチャチャララ,---,吉田豊, 2.0, 36, -12,  -9,12,207.3, ⑪⑫,,,,,,,,,,,,,15,14,Ｏレッドホｰク,  4,武士沢, 3.7, 32,  -6, -33,15,271.2,⑯⑮⑮,15, 4,Ｏフロｰレストウブ, 47,大庭和, 1.7, 59,   7,  -6,15,183.5,⑪⑫⑬
16, 2, ナゲットワン,---,宮崎北, 2.8, 26, -30,  -4,16,335.1, ⑯⑯,,,,,,,,,,,,,16, 3,Ｎマスレッドヴァレイ, 30,宮崎北, 9.3,-75,  -8, ---,16,323.8,③⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:重(指数:-6),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,
"単勝:500円 複勝:16=160円 13=1,400円 08=200円 枠連:5,070円",,,,,,,,,,,,単勝:290円 複勝:04=120円 03=120円 09=170円 枠連:380円,,,,,,,,,,,,"単勝:3,860円 複勝:13=1,060円 12=1,310円 10=190円 枠連:11,480円",,,,,,,,,,,,"単勝:350円 複勝:09=200円 10=310円 14=1,070円 枠連:600円",,,,,,,,,,,
"馬連:14,490円 ワイド:13-16=3,280円 08-16=450円 08-13=3,700円",,,,,,,,,,,,馬連:360円 ワイド:03-04=180円 04-09=360円 03-09=370円,,,,,,,,,,,,"馬連:83,570円 ワイド:12-13=20,090円 10-13=2,330円 10-12=3,580円",,,,,,,,,,,,"馬連:2,500円 ワイド:09-10=1,030円 09-14=4,060円 10-14=5,670円",,,,,,,,,,,
"馬単:21,110円 3連複:17,740円",,,,,,,,,,,,馬単:800円 3連複:780円,,,,,,,,,,,,"馬単:119,670円 3連複:119,000円",,,,,,,,,,,,"馬単:3,660円 3連複:46,200円 3連単:204,170円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,,■ 5R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1150m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.0,,,,,■11R  芝1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾚﾋﾞﾕｰ福島賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｂジュｰシｰ, 58,後藤浩,, 65,  -6,* 10, 1,  2.1, ⑦⑥, 1, 4, シャランジュ,---,村田一,, 70,   3,*  8, 9, 39.6, ④④, 1, 4,Ｊフリｰモア, 59,田中剛,, 71,*  9,*  1,11, 47.2, ①①, 1,11,Ｂアポロノサトリ, 80,後藤浩,, 97,   6,* 28, 1,  2.2, ④②
 2,12,Ｃマルタカエンペラｰ, 53,丹内祐, 0.3, 60, -11,* 10, 4,  9.1, ⑨⑥, 2, 7, レイクエルフ,---,柴田善, 0.7, 56,  -3,*  4, 1,  2.0, ⑧⑧, 2, 3,Ａレッドスポｰツカｰ, 73,的場勇, 0.1, 68,*  8,  -1, 4,  6.6, ②②, 2,14,Ａコレデイイノダ, 83,中舘英, 0.2, 91,   6,* 25, 2,  3.8, ④⑤
 3, 3,Ｇスバルジョウ, 48,大野拓, 0.3, 63, -16,* 14, 8, 27.7, ⑬⑨, 3,12, ケイアイバランス,---,後藤浩, 0.9, 58,*  5,  -7, 2,  5.1, ②②, 3,14,Ｈロｰドレンジャｰ, 61,中舘英, 0.3, 67,*  8,  -1, 8, 23.2, ③③, 3, 7,Ｅエアニックス, 77,武士沢, 0.4, 86,   6,  22, 4, 15.9, ④⑤
 4,14,Ｋトルネｰドウェイ, 33,的場勇, 0.3, 52,  -2,  -2,15,311.9, ③③, 4, 6, オリヒメチャｰム,---,吉田隼, 1.0, 58,*  6, -10, 3,  7.2, ①①, 4,12,Ｅゴｰルドヴェイン, 63,吉田隼, 0.3, 63,   3,*  3, 2,  3.7, ⑤④, 4, 9,Ｄキョウワロアリング, 78,飯田祐, 0.5, 85,   3,* 23, 5, 16.5, ⑧⑦
