07年 9月30日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 9月30日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.1,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6.2,,,,,■ 7R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1.9,,,,,■10R  芝1200m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,すずらん賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａクリｰルトルネｰド, 59,竹之下,, 59,  -6,   5, 5, 12.3,⑨⑧⑤, 1,14,Ｄモンルｰジュ, 62,川島信,, 71,*  7,*  0, 1,  3.1, ②②, 1,10,Ｄトレノトマト, 69,松田大,, 78,*  3,* 10, 2,  3.1, ①①, 1, 8,Ｂペプチドルビｰ, 66,武英智,, 74,*  9,   3, 1,  2.4, ①①
 2,11,Ｅマイネソシオ, 46,北村友, 0.0, 58,  -8,*  6, 4, 11.6,⑨⑩⑦, 2,16,Ｅヘンリｰゴンドｰフ, 62,田辺裕, 0.2, 69,*  9,  -4, 2,  4.4, ①①, 2,11,Ｃラスカルシチｰ, 69,丸田恭, 0.5, 67,* -2,*  6, 4,  8.1, ②②, 2, 1,Ｅシャドウデイル, 56,北村宏, 0.1, 73,   4,   6, 5,  9.3, ④③
 3,13,Ｂレインボｰペガサス, 52,柴山雄, 0.0, 58,* -4,   1, 1,  2.4,⑥②②, 3, 4,Ｇハニｰダンサｰ, 59,小林徹, 0.2, 61,  -2,*  6, 5,  9.8, ⑨⑨, 3, 4,Ａオｰスノムスメ, 76,黛弘人, 1.0, 59,  -5,   3, 3,  7.0, ④④, 3, 6,Ｃランチボックス, 59,勝浦正, 0.1, 73,   3,   8, 3,  5.1, ④③
 4,12,Ｉシルクエンデバｰ, 35,田辺裕, 0.2, 59,  -9,*  8, 9, 43.0,⑫⑫⑩, 4, 7,Ｈトップチョイス, 57,津村明, 0.4, 61,   3,  -1, 3,  8.0, ⑤⑥, 4, 9,Ｋサッサイア, 56,北村友, 1.5, 52,  -5,  -1, 7, 22.0, ④⑤, 4, 5,Ａウインギガシャトル, 72,川島信, 0.1, 73,   4,   6, 2,  4.7, ④③
 5, 9,Ｎルイジアナボｰイ,  0,柴原央, 0.3, 57,  -9,*  7, 8, 27.8,⑬⑫⑩, 5, 6,Ｃスイｰトジャスミン, 63,北村宏, 0.7, 56,   3,  -6,12, 36.8, ⑤⑥, 5, 1,Ｅカノｰプス, 62,藤田伸, 1.6, 51,*  0,  -5, 1,  2.5, ②②, 5, 2,Ｇナンヨｰヒルトップ, 47,藤田伸, 0.3, 70,*  7,   0, 6, 10.5, ②②
 6, 6,Ｃピサノジュバン, 49,津村明, 0.3, 54,* -4,  -4, 6, 20.4,③②②, 6, 5,Ｌトラストエｰス, 53,菊沢隆, 0.9, 51,  -2,  -4,10, 29.2, ⑨⑨, 6, 8,Ｆロｰドレンジャｰ, 62,柴山雄, 1.6, 54, -15,   5, 9, 36.2, ⑩⑩, 6, 4,Ｆディｰプキッス, 55,北村友, 0.3, 69,  -7,* 14, 8, 38.0, ⑧⑦
 7, 1,Ｊメジロジｰニｰ, 35,小林徹, 0.5, 52,* -5,  -5,10, 51.3,④⑥⑤, 7, 3,Ｏポｰトムテキ, 40,古川吉, 1.0, 52,   3, -10, 6, 11.4, ⑤③, 7, 2,Ｌランバイルビｰ, 53,菊沢隆, 1.6, 53, -10,   2,12,249.7, ⑧⑨, 7, 7,Ｄバクシンミノル, 57,古川吉, 1.0, 59,  -2,  -1, 7, 31.9, ⑦⑦
 8, 5,Ｆトｰアヘンリｰ, 45,勝浦正, 0.5, 51,* -3,  -8, 7, 22.5,②②②, 8,10,Ｉアグネスモリガン, 56,松田大, 1.1, 48,  -2,  -7, 7, 16.2, ⑨⑫, 8, 6,Ｉフェザｰウイング, 56,草野太, 1.7, 48, -10,  -2,11,110.3, ⑧⑤, 8, 3,Ｈスパイオブラヴ, 43,柴山雄, 1.7, 48,   6, -19, 4,  6.0, ②③
