07年 3月 3日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 3月 3日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5.3,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.2,,,,,■ 7R  ダ1200m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,,■10R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾗｼﾞｵ関西賞仲春特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂアドマイヤゴルゴ, 58,岩田康,, 65,* -1,   2, 1,  1.5,④①②, 1, 4,Ａドｰントレダｰ, 59,四位洋,, 56, -16,* 11, 2,  2.5,③⑤④, 1, 5,Ｆマジックボンバｰ, 61,小牧太,, 69,   8,*  1,10, 96.7, ⑧⑥, 1, 7,Ａオｰヴェｰル, 78,岩田康,, 85, -10,* 27, 1,  2.8, ⑦⑥
 2, 5,Ｅアグネスマクシマム, 44,武豊  , 0.2, 63,  -3,*  5, 4,  9.1,⑥⑥③, 2,13,Ｋサンライズグラス, 40,生野賢, 0.4, 46, -17,   6, 3,  8.3,⑥⑥⑥, 2, 9,Ａスリｰプレスナイト, 73,安藤勝, 0.2, 67,   8,  -1, 1,  1.5, ⑤④, 2, 3,Ｃエネルマオｰ, 71,デムｰ, 0.0, 79,  -2,  19, 2,  4.3, ④④
 3, 6,Ｃサンワｰドバリュｰ, 54,デムｰ, 1.3, 54,  -2,  -8, 2,  4.6,⑤③③, 3, 5,Ｆミッキｰラブ, 50,安藤勝, 0.6, 65, -23,* 18, 1,  2.2,⑪⑭⑮, 3, 2,Ｂロｰドクルｰザｰ, 69,デムｰ, 0.2, 75,* 16,  -9, 3,  6.0, ②①, 3, 8,Ｅビッグファルコン, 70,石橋守, 0.5, 75, -14,* 24, 7, 33.4, ⑨⑧
 4, 1,Ｆティルフィング, 43,スボリ, 1.7, 51,  -2, -12, 5, 15.0,②③③, 4, 9,Ｃトウショウズシオウ, 55,小牧太, 0.7, 37, -15,  -1, 4,  9.9,②③④, 4, 4,Ｈブルｰプレミアム, 59,四位洋, 0.5, 65,  10,  -6, 7, 33.3, ④④, 4, 2,Ｆナリタバクシン, 70,福永祐, 0.5, 66,*  6,   3, 3,  5.1, ②②
 5, 4,Ｄピュアファイン, 45,小坂忠, 2.0, 48,  -3, -12, 6,111.0,③⑤⑥, 5,10,Ｍマルブツファｰスト, 26,デムｰ, 0.8, 41, -19,   5, 7, 45.3,⑧⑧⑦, 5,10,Ｅコパノスケ, 62,岩田康, 0.6, 60,   1,*  2, 5, 20.5, ⑪⑧, 5, 6,Ｂタイキミュｰズ, 78,藤岡佑, 0.7, 63,*  5,   2, 4,  7.2, ②③
 6, 2,Ａエｰシンエヴァン, 62,福永祐, 2.5, 45,*  0, -23, 3,  6.8,①②①, 6, 1,Ｉピサノアキヅキ, 45,福永祐, 0.9, 47, -21,*  9, 9, 69.5,⑭⑫⑫, 6, 7,Ｄジツリキドンドン, 64,小林徹, 0.8, 58,  -2,*  2, 4, 16.6, ⑫⑪, 6,16,Ｈチェリｰフォレスト, 67,武豊  , 0.8, 64,  -8,  13, 5,  7.4, ⑥⑥
 7, 3,Ｇセフティｰライジン,-51,小池隆, 9.7,-38, -10, -73, 7,137.9,⑦⑦⑦, 7,14,Ｇグランドバイオ, 47,川島信, 1.2, 34, -19,   0,12,151.2,⑩⑪⑨, 7,12,Ｃトシザカイモン, 65,福永祐, 1.3, 53,   3,  -7, 2,  5.5, ⑤⑧, 7, 4,Ｊメイショウディオ, 65,松田大, 0.9, 70, -22,* 25, 6, 20.2, ⑬⑭
,,,,,,,,,,,, 8, 8,Ｄピエナグッドラック, 52,小坂忠, 1.2, 36, -21,   3, 6, 35.2,⑫⑫⑫, 8, 8,Ｇアルｰリングライン, 61,田村太, 1.5, 49,  -1,  -8,12,136.9, ⑩⑪, 8, 1,Ｇスリｰキュｰト, 69,武英智, 1.2, 59, -19,  17,11, 71.3, ⑩⑪
