07年11月 3日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年11月 3日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.2,,,,,■ 4R  ダ1150m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.6,,,,,■ 7R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7.4,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.1,,,,
 9, 7,Ａイｰサンディｰバ, 56,津村明, 2.8, 28,  -4, -24, 2,  3.6, ⑥⑨, 9,14,Ｂオンシジュｰム, 64,田中博, 1.1, 52,  -7,   2, 3,  7.4, ⑪⑫, 9, 2,Ｃトップオブバイオ, 65,田中博, 1.2, 57, -17,  14, 4,  8.0, ⑭⑭, 9, 3,Ｉスズカシャトル, 65,古川吉, 1.3, 63,   5,  -2, 8, 23.5,⑧⑧⑩
10, 3,Ｈグランドソング, 36,石橋脩, 3.0, 28,  -2, -28, 7, 37.5, ⑤⑦,10, 2,Ｏシルバｰジャンパｰ, 48,中村将, 1.1, 51,  -1,  -3, 9, 76.4, ⑤⑤,10, 5,Ｆタイキシャルロット, 59,丸田恭, 1.4, 48,  -5,  -1,11, 45.6, ⑥⑥,10, 4,Ｊフリｰアディション, 62,丸田恭, 1.6, 59,   5,  -9,11,110.6,④⑥⑩
,,,,,,,,,,,,11,15,Ｆポｰトカンパｰニュ, 60,難波剛, 1.2, 51,*  5,  -7, 7, 23.9, ③③,11, 4,Ｋマチカネコウバイ, 52,上村洋, 1.5, 51,*  1,  -5,12, 49.4, ②④,11, 7,Ｎカッサイノアラシ, 43,芹沢純, 1.7, 58,   4,  -7,13,138.2,⑪⑪⑧
,,,,,,,,,,,,12, 3,Ｇチャイナバロック, 57,上村洋, 1.3, 50,   0,  -4, 6, 23.4, ⑤⑤,12, 1,Ｎフウハク, 45,大野拓, 2.2, 41, -15,  -1,10, 42.6, ⑭⑪,12,10,Ｌエプソムプライマリ, 55,大野拓, 1.7, 57,   1,  -1, 9, 51.1,⑭⑭⑬
,,,,,,,,,,,,13,13,Ｉワンダフルライフ, 56,高山太, 1.3, 55, -16,*  9,15,299.0, ⑮⑮,13,11,Ｏレストレスハｰト, 34,太宰啓, 2.7, 38, -15,  -8,13, 58.3, ⑭⑮,13,14,Ｋエレメンタルソング, 56,西田雄, 2.3, 51,   6, -19,14,207.6,④⑥⑩
,,,,,,,,,,,,14, 8,Ｎアサヒミラクル, 49,梶晃啓, 1.4, 54, -18,* 10,14,289.1, ⑯⑮,14,13,Ｌウインゼフィｰル, 45,木幡初, 2.7, 37,  -7, -16, 9, 38.9, ⑨⑩,14,12,Ｍチェルシｰザベスト, 52,石橋脩, 2.6, 48,*  7, -26,10, 68.0,③②④
,,,,,,,,,,,,15,12,Ｌブラックバッカラ, 52,宮崎北, 1.4, 48, -11,   2,13,248.8, ⑫⑪,15, 9,Ｐメイショウクラマ, 33,難波剛, 4.2,-61,   0, -44,14, 72.4, ④⑪,,,,,,,,,,,,
,,,,,,,,,,,,16,16,Ｐクレｰプシュゼット, 48,二本柳, 2.4, 40,  -9,  -7,11,100.7, ⑫⑭,16, 8,Ｍマイネフェルヴァン, 45,津村明, 5.6, 5.6---, -10, -56, 8, 28.0, ⑪⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:5),,,,,,,,,,,
"単勝:170円 複勝:10=110円 06=340円 05=250円 枠連:1,600円",,,,,,,,,,,,単勝:180円 複勝:11=120円 07=240円 01=490円 枠連:810円,,,,,,,,,,,,"単勝:350円 複勝:10=140円 15=150円 03=1,210円 枠連:460円",,,,,,,,,,,,"単勝:1,430円 複勝:08=440円 05=150円 13=130円 枠連:2,140円",,,,,,,,,,,
"馬連:1,530円 ワイド:06-10=580円 05-10=350円 05-06=1,460円",,,,,,,,,,,,"馬連:760円 ワイド:07-11=320円 01-11=640円 01-07=3,110円",,,,,,,,,,,,"馬連:740円 ワイド:10-15=270円 03-10=3,490円 03-15=3,040円",,,,,,,,,,,,"馬連:2,350円 ワイド:05-08=970円 08-13=990円 05-13=270円",,,,,,,,,,,
"馬単:2,330円 3連複:3,750円",,,,,,,,,,,,"馬単:1,180円 3連複:5,950円",,,,,,,,,,,,"馬単:1,240円 3連複:11,970円",,,,,,,,,,,,"馬単:8,190円 3連複:3,150円 3連単:30,090円",,,,,,,,,,,
■ 2R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 5R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.4,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■11R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,磐梯山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2, モンテミウ,---,中舘英,, 56,*  1,  -4, 2,  3.3, ①①, 1, 1,Ｇタガノトゥｰリ, 62,田中博,, 73,* 12,  -3, 9, 19.8,①①①, 1, 5,Ｃニッシンテｰスト, 64,中舘英,, 72,*  9,   2, 1,  2.9,⑤②②, 1, 2,Ｅオｰバｰカムオｰル, 70,古川吉,, 87,  14,* 17, 2,  3.5,⑤④②
 2, 1, コスモスｰトラ,---,的場勇, 0.3, 44, -10,* -1, 7, 28.0, ⑤⑤, 2, 6,Ｈホッカイルオｰ, 62,石橋脩, 0.1, 74,  12,*  2,11, 35.8,⑧⑤④, 2, 2,Ａメイショウトンボ, 65,中村将, 0.3, 65,   4,*  5, 2,  3.4,⑧⑧⑥, 2, 9,Ｃアｰスクリスハｰン, 71,野元昭, 0.0, 88,  15,* 14, 3,  5.0,③②②
 3, 5, ラヴァｰズテｰラｰ,---,荻野琢, 0.3, 47,  -3,  -9, 1,  2.5, ③③, 3,15,Ｆオウシュウヘイロｰ, 63,大野拓, 0.2, 71,* 12,  -4, 3,  6.5,③②③, 3, 4,Ｇランナｰズハイ, 55,丹内祐, 0.3, 66,   3,* 10, 7, 22.8,⑩⑩⑧, 3, 3,Ａハギノメトロポリス, 73,石橋脩, 0.5, 82,  13,  11, 7, 17.7,⑥④④
 4, 3, ゲイルカフェ,---,小島太, 0.4, 42, -11,* -3, 3,  4.5, ⑤⑤, 4, 3,Ａヤマニンアロンディ, 65,木幡初, 0.4, 70,  10,*  2, 6, 11.3,⑪⑨⑦, 4, 1,Ｋダノンエタｰナル, 43,芹沢純, 1.2, 61,   7,  -7, 9, 34.0,③④③, 4, 8,Ｆシンボリモｰガン, 68,津村明, 0.6, 81,  12,  13, 5,  9.4,⑧⑦⑥
 5, 4, オサナゴコロノキミ,---,梶晃啓, 1.0, 42,*  1, -19, 6, 19.5, ②②, 5, 5,Ｏトｰセンステディ, 51,丹内祐, 0.4, 71,   9,*  3, 5,  9.5,⑧⑪⑦, 5, 3,Ｆシンボリプロキオン, 61,田中博, 1.8, 54,   5, -11, 4,  9.7,⑨⑥⑥, 5, 4,Ｂサケダイスキ, 72,中舘英, 0.6, 82,* 17,   1, 1,  2.7,①①①
 6, 6, フジマサルビｰ,---,黛弘人, 2.3, 13, -17, -26, 9, 59.9, ⑧⑧, 6,16,Ｌクリノムｰヴオペラ, 60,田辺裕, 0.5, 68,   9,*  1,14, 97.2,⑬⑪⑪, 6, 6,Ｈマヤノカタナ, 54,田中克, 1.9, 54,   7, -17,10, 63.7,①③④, 6, 6,Ｈアドマイヤスペｰス, 61,的場勇, 0.6, 80,  13,   9, 4,  8.7,③④⑥
 7, 8, ナモンアンブリｰ,---,木幡初, 2.5, 19, -10, -31, 4,  8.3, ⑤⑦, 7, 8,Ｍマチカネヒザマル, 58,赤木高, 0.7, 67,   8,*  3,10, 23.6,⑯⑮⑬, 7, 8,Ｂカシノハヤテ, 65,上野翔, 1.9, 55,   6, -12, 6, 16.1,⑦⑥④, 7, 1,Ｇマコトジョワイユｰ, 63,田中克, 0.7, 80,  12,  11, 8, 28.3,⑨⑦⑥
 8, 7, ニシノヒラリｰ,---,津村明, 2.6, 16,  -3, -40, 5, 11.3, ③④, 8,13,Ｃスタリオンシチｰ, 65,中舘英, 0.7, 67,* 14, -12, 1,  4.0,②②②, 8,10,Ｊウイングマシェリ, 44,南田雅, 2.1, 53,   2,  -6,11, 71.1,⑩⑪⑩, 8, 5,Ｄニシノアンサｰ, 71,木幡初, 1.0, 77,* 16,  -2, 6, 15.0,②②④
 9, 9, ダンツマリア,---,田中克, 4.2,-35, -17, -54, 8, 56.1, ⑧⑨, 9,10,Ｎビｰトオｰル, 57,安藤光, 1.1, 63,  11, -10,12, 62.5,⑫⑨⑪, 9, 7,Ｅゲイルホｰク, 61,赤木高, 2.4, 53,* 10, -22, 3,  4.6,②①①, 9, 7,Ｉグランプリゴｰルド, 57,小林慎, 2.9, 58,  12, -21, 9, 79.4,⑥⑦⑨
,,,,,,,,,,,,10, 7,Ｉハイフェイム, 61,津村明, 1.4, 60,  11, -16, 7, 12.7,⑤⑤⑦,10, 9,Ｄシゲルカイノセ, 61,的場勇, 2.8, 47,   6, -23, 5, 10.1,④④⑧,,,,,,,,,,,,
,,,,,,,,,,,,11, 9,Ｊトウカイマジック, 61,二本柳, 1.4, 60,   8,  -9, 2,  4.8,⑬⑮⑬,11,11,Ｉライスフラワｰ, 49,荻野琢, 3.0, 45,   3, -20, 8, 26.1,⑤⑨⑪,,,,,,,,,,,,
,,,,,,,,,,,,12,14,Ｋカゼトトモニ, 60,荻野琢, 1.5, 55,   7, -15,15,101.3,⑮⑪⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13,12,Ｄマヤノテンザン, 64,大下智, 1.5, 56,  10, -21,13, 79.7,⑧⑤④,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14,11,Ｅドリｰムフライト, 64,西田雄, 1.8, 56,  12, -25, 8, 14.6,⑤④④,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 4,Ｂマヤノバルトｰク, 65,田中克, 1.9, 52,   9, -26, 4,  7.7,③⑤⑦,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 2,Ｐハギノグランハｰト, 50,上村洋, 4.0, 42,   9, -48,16,101.6,⑤⑪⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:4),,,,,,,,,,,
"単勝:330円 複勝:02=130円 01=380円 05=120円 枠連:3,630円",,,,,,,,,,,,"単勝:1,980円 複勝:01=550円 06=850円 15=270円 枠連:7,780円",,,,,,,,,,,,単勝:290円 複勝:05=120円 02=150円 04=500円 枠連:510円,,,,,,,,,,,,単勝:350円 複勝:02=140円 09=180円 03=330円 枠連:550円,,,,,,,,,,,
"馬連:3,210円 ワイド:01-02=880円 02-05=190円 01-05=900円",,,,,,,,,,,,"馬連:27,990円 ワイド:01-06=6,190円 01-15=1,980円 06-15=2,510円",,,,,,,,,,,,"馬連:550円 ワイド:02-05=250円 04-05=1,070円 02-04=1,440円",,,,,,,,,,,,"馬連:920円 ワイド:02-09=350円 02-03=810円 03-09=1,150円",,,,,,,,,,,
"馬単:4,090円 3連複:2,230円",,,,,,,,,,,,"馬単:44,870円 3連複:52,210円",,,,,,,,,,,,"馬単:1,080円 3連複:4,070円",,,,,,,,,,,,"馬単:1,550円 3連複:4,720円 3連単:16,410円",,,,,,,,,,,
■ 3R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2.2,,,,,■ 6R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.8,,,,,■ 9R  ダ1150m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.7,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,赤湯特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｃエイダイタカラブネ, 63,二本柳,, 67,  -7,* 15, 5,  7.8,⑨⑦⑦, 1, 8,Ｄキタサンダイオウ, 59,佐藤聖,, 68,  -5,* 12, 8, 66.2,⑩⑧④, 1, 8,Ｂトウショウガナｰ, 63,大野拓,, 71,*  4,*  7, 1,  2.6, ③③, 1, 3,Ｃアイオブザキング, 68,二本柳,, 71,  -2,* 13, 2,  3.6, ⑦⑤
 2,14,Ａウェディングフジコ, 74,菊沢隆, 0.1, 66,  -7,* 15, 3,  5.9,⑦⑦⑤, 2, 3,Ｂケｰジｰファントム, 64,菊沢隆, 0.1, 60,*  2,   1, 1,  1.3,①①①, 2,15,Ｅレオベルリン, 59,的場勇, 0.6, 63,  -5,*  7, 4,  7.1, ⑨⑩, 2, 9,Ａウスイ, 71,石橋脩, 0.1, 68,   1,   8, 1,  3.0, ③②
 3,12,Ｄニットウサラン, 63,中舘英, 0.4, 63,  -8,* 14, 1,  3.3,⑩⑪⑨, 3, 1,Ｇピサノダヴィンチ, 54,田中博, 0.4, 62,  -6,*  9, 3,  9.7,⑫⑧⑦, 3, 4,Ｈカシノカスケｰド, 57,野元昭, 0.7, 65,  -3,*  7, 5, 10.5, ⑨⑥, 3, 5,Ｂデスコベルタ, 70,中舘英, 0.1, 71,  -3,* 13, 3,  7.8, ⑩⑦
 4, 7,Ｈバｰニングラブ, 56,丹内祐, 0.6, 56,* -6,   7, 7, 32.4,⑤⑤⑤, 4, 9,Ａメイショウエンジン, 65,荻野琢, 0.6, 55,  -3,   2, 2,  6.8,③④④, 4, 1,Ｄピエネヴェｰレ, 60,中舘英, 1.0, 59,*  6,  -4, 2,  6.1, ②①, 4, 6,Ｆフサイチジュノｰ, 64,木幡初, 0.3, 67,  -7,* 13, 4,  8.7, ⑫⑫
 5, 6,Ｆマキハタセンシブル, 60,高山太, 0.6, 62, -10,* 14, 8, 53.9,⑬⑬⑫, 5, 2,Ｉトッチンコボ, 54,的場勇, 0.7, 60,  -7,*  8,12,106.0,⑨⑩⑦, 5, 6,Ｌエイコｰロマン, 54,木幡初, 1.0, 60,  -5,   5, 8, 16.7, ⑪⑨, 5, 8,Ｄキラｰスマイル, 68,芹沢純, 0.3, 63,*  4,   2, 6, 10.3, ①①
 6,10,Ｅスズカフロｰラ, 61,芹沢純, 0.6, 56,* -5,   7, 2,  3.7,⑤⑤③, 6, 4,Ｈスモｰキｰクォｰツ, 54,石橋脩, 1.1, 52,  -1,  -2, 7, 32.5,⑤③③, 6, 2,Ｍブンブンブン, 49,田中克, 1.1, 55,   1,  -3,11, 50.1, ⑤④, 6, 4,Ｊセンチメンタル, 59,中村将, 0.4, 63,  -2,   7, 8, 30.9, ⑦⑦
 7, 8,Ｂメイショウアルペン, 64,荻野琢, 0.7, 52,* -6,   4, 4,  6.2,④③③, 7,10,Ｆファイブアロｰ, 56,草野太, 1.1, 50,  -3,  -3, 5, 30.8,⑤④④, 7, 5,Ｃキャプテンシチｰ, 62,中村将, 1.3, 54,  -2,  -2, 9, 43.7, ⑧⑥, 7, 2,Ｇバブルファンタジｰ, 64,津村明, 0.5, 60,   1,   2, 5,  9.8, ③⑤
 8, 5,Ｋレオスマイル, 54,的場勇, 0.7, 52,* -5,   4,11, 68.0,③②①, 8,11,Ｋホットビスティｰ, 43,中舘英, 1.1, 51,*  1,  -6, 4, 18.1,②②②, 8, 7,Ｇエｰスハｰバｰ, 57,宮崎北, 1.3, 53,*  5,  -8, 3,  6.6, ①②, 8,11,Ｈライフロングラバｰ, 61,上村洋, 0.5, 61,   0,   4, 7, 11.8, ⑦⑪
 9, 4,Ｉニシノバニｰガｰル, 55,田辺裕, 0.8, 58,  -9,  11,12, 91.6,⑩⑪⑫, 9, 5,Ｃカリスマコンコルド, 60,丹内祐, 1.3, 55,  -7,   5, 6, 31.3,⑪⑫⑩, 9,13,Ｉテイエムゲンキボ, 57,菊沢隆, 1.3, 58, -12,*  8, 7, 15.2, ⑯⑮, 9,12,Ｌダｰティダンシング, 55,鈴来直, 1.2, 48,*  5, -11,12,109.8, ②②
10, 3,Ｊオンワｰドカミｰノ, 55,大下智, 1.0, 51,  -9,   6, 9, 66.8,⑩⑩⑨,10,12,Ｅオチャメデヒア, 56,宮崎北, 2.2, 43,  -3, -13, 9, 80.8,③④⑦,10,11,Ｊニシノタマテバコ, 56,草野太, 1.4, 53,  -7,   1,13, 75.6, ⑪⑩,10,10,Ｅカシマワｰルド, 65,高山太, 1.2, 48,   1,  -8,10, 40.5, ③⑦
11, 1,Ｎデザｰトバｰド, 50,木幡初, 1.3, 49,  -7,   3,13,106.6,⑦⑦⑨,11, 7,Ｊクオｰタｰバック, 51,西田雄, 2.5, 43,  -3, -13,10, 95.7,⑧⑦⑩,11,14,Ｎメディアスナイパｰ, 48,大下智, 1.7, 49, -11,   1,12, 63.3, ⑭⑮,11, 1,Ｋナムラコネリｰ, 57,太宰啓, 1.3, 48,  -3,  -5,11, 41.7, ⑩⑩
12, 2,Ｇグランドアムｰル, 59,宮崎北, 1.3, 46,* -6,  -1, 6, 10.3,②③⑦,12, 6,Ｌスズカストラトス, 31,中村将, 3.4, 38,  -6, -19,11,100.5,⑤⑩⑫,12,12,Ｋスマｰトバイパｰ, 55,安藤光, 1.7, 52,  -7,   0,14, 88.6, ⑬⑬,12, 7,Ｉビュｰティｰパｰル, 60,菊沢隆, 1.3, 46,*  3, -11, 9, 36.1, ③②
13,13,Ｌダイシンツウィギｰ, 53,南田雅, 1.5, 50, -10,   6,10, 67.6,⑬⑬⑫,,,,,,,,,,,,,13,10,Ｏシルクフラッグ, 48,南田雅, 2.1, 46,   0, -10,15,110.7, ⑥⑧,,,,,,,,,,,,
14, 9,Ｍアジアンティック, 53,田中博, 3.2, 33,* -5, -21,14,133.6,①①②,,,,,,,,,,,,,14, 9,Ｆアｰビタｰ, 58,小島太, 2.2, 43,  -1, -12,10, 44.6, ⑥⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｐアドミラルトラップ, 46,難波剛, 2.4, 44, -11,  -4,16,119.9, ⑭⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ａノボバンク, 64,佐藤聖, 2.4, 39,*  3, -18, 6, 13.7, ③⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:5),,,,,,,,,,,
単勝:780円 複勝:11=210円 14=210円 12=140円 枠連:700円,,,,,,,,,,,,"単勝:6,620円 複勝:08=580円 03=110円 01=180円 枠連:1,370円",,,,,,,,,,,,単勝:260円 複勝:08=130円 15=190円 04=210円 枠連:460円,,,,,,,,,,,,単勝:360円 複勝:03=120円 09=120円 05=250円 枠連:410円,,,,,,,,,,,
"馬連:1,880円 ワイド:11-14=750円 11-12=560円 12-14=560円",,,,,,,,,,,,"馬連:1,790円 ワイド:03-08=550円 01-08=2,200円 01-03=180円",,,,,,,,,,,,馬連:780円 ワイド:08-15=370円 04-08=490円 04-15=960円,,,,,,,,,,,,馬連:410円 ワイド:03-09=180円 03-05=630円 05-09=540円,,,,,,,,,,,
"馬単:4,920円 3連複:2,510円",,,,,,,,,,,,"馬単:8,940円 3連複:3,370円",,,,,,,,,,,,"馬単:1,340円 3連複:2,110円 3連単:9,410円",,,,,,,,,,,,"馬単:930円 3連複:1,260円 3連単:4,930円",,,,,,,,,,,
