07年 2月 3日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 2月 3日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.2,,,,,■ 4R  芝1200m 3 歳新馬 馬齢,,,,,,,,,,,,■ 7R  芝2600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6.2,,,,,■10R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.9,,,,
 9,11,Ｈタガノゴｰマル, 44,松田大, 1.6, 34, -12, -12,11,347.9,⑧⑧⑨, 9, 2, シゲルアチュウ,---,田中克, 3.3,  6, -20, -22,12,130.5, ⑦⑦, 9,13,Ｂエアクラマン, 62,嘉藤貴, 1.1, 54,   1, -10, 8, 28.3,⑧⑦⑧, 9, 7,Ｉアンテヴォルテ, 58,高田潤, 1.5, 57,   0,  -2, 9, 35.1,⑩⑪⑪
10, 8,Ｆダンツオラクル, 47,スボリ, 1.9, 34,* -8, -21, 2,  4.3,①①①,10, 8, リスティングパｰス,---,中舘英, 4.3, -7, -47,  -8,11,115.1, ⑫⑫,10, 1,Ｅハンシンテイオｰ, 61,橋本美, 1.5, 51,   1, -16, 9, 33.8,⑧⑦⑧,10, 3,Ｈアグネスヘルメス, 59,幸英明, 1.8, 54,*  4, -16, 7, 24.4,③④⑦
11, 1,Ｊノボタイタン, 37,田辺裕, 2.0, 32, -11, -18, 9,129.2,⑦⑦⑦,11, 1, ミスズシンプｰ,---,スボリ, 4.7,-53, -25, -36, 8, 41.1, ⑩⑩,11, 7,Ｋオンワｰドタトゥ, 49,塚田祥, 2.2, 44,  -2, -22,12,140.9,⑪⑪⑩,11,13,Ｋスプラッシュ, 56,二本柳, 2.2, 49,  -2,  -9,13,226.8,⑬⑬⑫
12,12,Ｎタイセイゴｰルド, 21,西田雄, 2.6, 28, -16, -14,12,467.0,⑫⑫⑫,12, 9, スリｰコジｰン,---,橋本美, 4.7,-55, -23, -37, 4, 12.1, ⑧⑪,12,10,Ｊジャックカチドキ, 55,梶晃啓, 2.3, 45,  -2, -19,11,132.8,⑫⑫⑩,12, 6,Ｅエテルノ, 65,中舘英, 2.2, 50,*  5, -24, 3,  5.4,③②⑤
,,,,,,,,,,,,,,,,,,,,,,,,13, 2,Ｌビｰマイヒｰロｰ, 48,鮫島良, 5.9, -2,*  2, -88,10,102.4,①②⑬,13, 9,Ｍビンテｰジカフェ, 45,小島太, 2.8, 44,   1, -24,12,117.4,⑩⑩⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:稍重(指数:-14),,,,,,,,,,,,ｸﾗｽ上位平均:55 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-3),,,,,,,,,,,
"単勝:1,480円 複勝:13=430円 09=230円 14=590円 枠連:1,320円",,,,,,,,,,,,単勝:200円 複勝:10=110円 06=190円 04=140円 枠連:630円,,,,,,,,,,,,"単勝:660円 複勝:09=230円 11=250円 06=3,810円 枠連:850円",,,,,,,,,,,,単勝:320円 複勝:11=130円 05=140円 10=220円 枠連:410円,,,,,,,,,,,
"馬連:3,720円 ワイド:09-13=1,070円 13-14=2,070円 09-14=1,960円",,,,,,,,,,,,馬連:900円 ワイド:06-10=390円 04-10=200円 04-06=550円,,,,,,,,,,,,"馬連:2,150円 ワイド:09-11=770円 06-09=13,250円 06-11=13,030円",,,,,,,,,,,,馬連:520円 ワイド:05-11=240円 10-11=520円 05-10=550円,,,,,,,,,,,
"馬単:8,530円 3連複:14,320円",,,,,,,,,,,,"馬単:1,430円 3連複:890円",,,,,,,,,,,,"馬単:4,420円 3連複:95,870円",,,,,,,,,,,,"馬単:1,190円 3連複:1,420円 3連単:5,780円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.2,,,,,■ 5R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■ 8R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.0,,,,,■11R  芝1800m 4歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-4.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小倉大賞典 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｃキングスベリｰ, 62,ルメｰ,, 80,*  9,*  7, 2,  3.7, ①①, 1, 3,Ａベルグラｰノ, 71,鮫島良,, 64, -11,* 14, 2,  4.4,⑬⑪⑧, 1, 4,Ｇメイショウトンボ, 58,福永祐,, 60, -10,  12, 3,  6.4,⑤④③, 1, 4,Ｏアサカディフィｰト, 77,小牧太,, 87,   7,* 24,10, 22.8,⑬⑫⑪
 2, 3,Ａベビｰフェイス, 63,上野翔, 0.3, 67,   2,*  5, 3,  5.8, ③③, 2,15,Ｅヘンメイレン, 62,ルメｰ, 0.1, 61, -10,* 12, 6, 13.8,⑦⑧⑧, 2,10,Ａアリロン, 64,飯田祐, 0.1, 59, -10,  11, 1,  2.0,⑤④⑤, 2, 5,Ｂエイシンドｰバｰ, 87,蛯名正, 0.2, 82,   9,  15, 2,  3.1,⑤⑥④
 3,14,Ｉメイショウバレｰヌ, 52,幸英明, 0.4, 72,*  7,*  2, 1,  3.4, ②②, 3, 1,Ｄツルマイクィｰン, 62,蛯名正, 0.1, 61, -10,* 12, 1,  3.1,⑨⑧⑥, 3,12,Ｅダカｰルシチｰ, 60,池添謙, 0.2, 64, -13,* 15, 5, 15.1,⑬⑪⑦, 3, 8,Ｃマヤノライジン, 86,池添謙, 0.3, 81,  10,  11, 3, 10.1,③④②
 4,11,Ｂオオヒメ, 63,二本柳, 0.7, 65,   4,   1, 4,  9.1, ③③, 4,16,Ｃエイダイタカラブネ, 62,二本柳, 0.4, 54,  -9,   7, 3,  5.4,⑨④②, 4,14,Ｎグルメスペシャル, 48,大野拓, 0.2, 54,*-10,   8, 9, 31.7,③②②, 4, 1,Ｆナスノストロｰク, 83,菊沢隆, 0.4, 76,   2,* 20, 9, 21.7,⑭⑭⑬
 5,15,Ｒリッカラプソティ,-52,赤木高, 1.2, 53,  -2,  -1,14,283.3, ⑦⑨, 5, 7,Ｂリキアイノキセキ, 63,西田雄, 0.4, 61, -12,* 13,10, 43.9,⑮⑭⑩, 5, 8,Ｂマイティｰサンダｰ, 63,鮫島良, 0.3, 60, -13,* 14, 4,  7.2,⑪⑪⑩, 5, 6,Ｅフォルテベリｰニ, 84,中舘英, 0.5, 76,   6,  11, 5, 16.3,⑦⑧⑦
 6, 2,Ｇレオスマイル, 54,福永祐, 1.3, 52,  -1,  -4, 6, 12.8, ⑦⑦, 6, 4,Ｇサンゴノウミヲ, 58,中舘英, 0.8, 48,  -8,   2,11, 55.6,⑥④⑤, 6, 3,Ｊテンエイトップガン, 57,嘉藤貴, 0.5, 54, -11,   9,10, 54.2,⑧⑧⑦, 6, 7,Ｐテイエムプリキュア, 72,芹沢純, 0.5, 77,* 14,  -2,14, 85.2,①①①
 7,17,Ｅイチエイジュン, 59,西田雄, 1.5, 50,   1,  -8, 7, 15.8, ⑥⑥, 7, 9,Ｆロジエｰル, 59,菊沢隆, 1.1, 45,  -8,  -1, 5, 11.3,④④⑥, 7, 5,Ｄギャラクシｰキッド, 62,高山太, 0.5, 50,* -8,   4, 2,  5.8,①①①, 7,11,Ａマルカシェンク, 94,福永祐, 0.6, 79,  10,   9, 1,  2.8,⑦⑥④
 8, 8,Ｎポｰトカンパｰニュ, 35,池添謙, 1.6, 47,  -4,  -5, 9, 20.1, ⑩⑦, 8, 8,Ｈメイルリヒト, 55,田中博, 1.2, 42,* -8,  -5, 8, 28.6,③②②, 8,13,Ｈエプソムライジン, 58,梶晃啓, 0.6, 56, -13,  11,12, 95.2,⑪⑪⑪, 8, 2,Ｌグロリアスウィｰク, 78,スボリ, 0.7, 76,   8,   9, 7, 19.0,⑦⑧⑦
 9,18,Ｈヒカルデｰトライン, 54,蛯名正, 2.0, 46,*  6, -21,10, 38.3, ③③, 9, 6,Ｍアキノロマンス, 50,池添謙, 1.3, 47, -13,   5,13, 85.5,⑯⑭⑭, 9,11,Ｉタヤスワカシオ, 58,田辺裕, 0.7, 50, -10,   6, 7, 24.8,⑧④⑤, 9, 9,Ｍマチカネオｰラ, 78,ルメｰ, 0.7, 76,* 12,   2, 4, 14.3,②②②
10,10,Ｐアンディフィニ,  4,上村洋, 2.0, 41,  -7,  -8,18,341.7, ⑫⑫,10,11,Ｎロングコジｰン, 45,スボリ, 1.3, 44,* -6,  -6,14,158.3,②②①,10, 7,Ｆベルモントアｰサｰ, 60,西田雄, 0.9, 47,* -9,   2, 8, 31.0,②②③,10,16,Ｇマイネルハｰティｰ, 83,赤木高, 0.8, 72,   2,  16,15,107.4,⑮⑭⑬
11, 4,Ｍホｰクドｰタｰ, 36,高山太, 2.2, 38,  -7, -12,15,322.5, ⑫⑫,11,14,Ｏホｰマンティアラ, 45,飯田祐, 1.3, 46, -12,   4,12, 79.9,⑪⑭⑫,11, 9,Ｋマルタカテンビｰ, 53,幸英明, 1.1, 50, -14,   9,14,203.9,⑬⑭⑭,11,13,Ｊツルマルヨカニセ, 79,鮫島良, 1.0, 73,  10,   0,12, 35.1,⑤④④
12, 6,Ｄネイルビュｰティｰ, 62,塚田祥, 2.3, 36,  -8, -14, 5, 12.1, ⑫⑨,12,13,Ｌメイショウカレン, 52,幸英明, 1.6, 42, -12,   0, 9, 33.1,⑪⑪⑫,12, 1,Ｌサミｰデザｰト, 50,小牧太, 1.1, 47, -12,   4,11, 84.1,⑤⑧⑪,12, 3,Ｋスズノマｰチ, 79,塚田祥, 1.0, 71,   6,   6,11, 26.2,⑦⑪⑩
13,12,Ｏチャｰムピアス, 30,田中克, 2.4, 35, -14, -12,17,333.7, ⑯⑮,13,12,Ｉベルモントミサンガ, 55,池田鉄, 2.6, 40,  -9, -15, 7, 16.8,④④⑪,13, 6,Ｍジャスミンフレイズ, 50,高橋智, 1.3, 44, -12,   2,13,170.1,⑧⑧⑪,13,14,Ｈタガノデンジャラス, 82,高田潤, 1.4, 68,   8,  -1,13, 65.9,⑦⑧⑪
14, 7,Ｌジョンコ, 37,菊沢隆, 2.5, 34,  -2, -21,12, 97.6, ⑦⑨,14,10,Ｐジョｰイｰストン, 43,田嶋翔, 2.7, 39, -10, -13,15,268.9,⑬⑩⑭,14, 2,Ｃビｰトバリュｰ, 63,ペリエ, 2.9, 35, -10, -16, 6, 19.4,④④⑦,14,10,Ｎワンモアチャッタｰ, 78,ペリエ, 1.4, 69,   6,   4, 6, 17.5,⑫⑫⑬
15,16,Ｋラサルハグエ, 43,田中博, 2.5, 31,  -6, -21,13,266.6, ⑩⑫,15, 2,Ｋマルモクイｰン, 53,上野翔, 3.1, 32, -12, -17,16,315.7,⑧⑪⑭,,,,,,,,,,,,,15,15,Ｄマヤノグレイシｰ, 85,幸英明, 2.3, 56,  10, -21, 8, 19.4,③②⑦
16,13,Ｑタイコウヤマキ,-24,鮫島良, 2.6, 34, -13, -14,16,327.4, ⑯⑯,16, 5,Ｊリバレンスハｰバｰ, 54,藤岡佑, 3.2, 21,* -6, -24, 4,  6.1,①①②,,,,,,,,,,,,,,,,,,,,,,,,
17, 5,Ｆブラックウィッチ, 58,中舘英, 3.0, 28,  -6, -25, 8, 19.6, ⑫⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18, 9,Ｊメイショウハピネス, 46,スボリ, 3.0, 25, -20, -12,11, 40.0, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:66 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:稍重(指数:-14),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:稍重(指数:-15),,,,,,,,,,,,ｸﾗｽ上位平均:89 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-3),,,,,,,,,,,
"単勝:370円 複勝:01=160円 03=200円 14=140円 枠連:1,110円",,,,,,,,,,,,単勝:440円 複勝:03=170円 15=380円 01=140円 枠連:710円,,,,,,,,,,,,単勝:640円 複勝:04=170円 10=110円 12=280円 枠連:510円,,,,,,,,,,,,"単勝:2,280円 複勝:04=470円 05=140円 08=290円 枠連:1,360円",,,,,,,,,,,
"馬連:1,710円 ワイド:01-03=610円 01-14=350円 03-14=560円",,,,,,,,,,,,"馬連:2,690円 ワイド:03-15=1,070円 01-03=360円 01-15=1,060円",,,,,,,,,,,,馬連:710円 ワイド:04-10=360円 04-12=930円 10-12=470円,,,,,,,,,,,,"馬連:2,890円 ワイド:04-05=970円 04-08=3,030円 05-08=630円",,,,,,,,,,,
"馬単:2,290円 3連複:2,530円",,,,,,,,,,,,"馬単:5,250円 3連複:3,510円",,,,,,,,,,,,"馬単:1,830円 3連複:2,140円",,,,,,,,,,,,"馬単:8,560円 3連複:8,280円 3連単:68,950円",,,,,,,,,,,
■ 3R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.7,,,,,■ 6R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.6,,,,,■ 9R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.8,,,,,■12R  芝1200m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,紫川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃヒラボクロイヤル, 61,ルメｰ,, 64,*  1,*  2, 1,  2.0,③③①, 1,11,Ｆコペルニクス, 60,ペリエ,, 65,  -4,*  6, 2,  4.1, ④②, 1,18,Ｆナンゴクライデン, 68,ペリエ,, 79,  -4,* 21, 5,  8.7, ⑬⑫, 1,12,Ｇチャｰムダイヤ, 73,ペリエ,, 81,* 10,  11, 1,  4.5, ②②
 2, 8,Ｅスタｰマップ, 55,蛯名正, 0.3, 60,  -1,*  1, 4,  7.6,⑤⑥③, 2, 2,Ｈトワイニングイモン, 57,二本柳, 0.1, 62,  -7,*  5,10, 33.7, ⑦④, 2, 3,Ｃメイショウバル, 70,福永祐, 0.2, 76,* 14,   1, 4,  8.1, ①①, 2, 6,Ｂマンテンハット, 79,菊地昇, 0.2, 80,   4,* 14, 7, 13.4, ⑤③
 3,12,Ａテラノマニクｰル, 70,福永祐, 0.4, 59,  -1,*  1, 2,  4.1,⑨⑦⑤, 3, 7,Ｄリバイバルグレイ, 62,上村洋, 0.4, 56,  -5,   1, 9, 27.0, ④⑦, 3,16,Ｍメイショウヨウザン, 61,竹之下, 0.2, 77,   4,  10, 9, 23.5, ⑨④, 3, 9,Ｍブライティアミラ, 67,中舘英, 0.4, 71,* 17,  -1, 6, 12.6, ①①
 4,13,Ｌパルティｰレ, 24,赤木高, 0.6, 57,*  2, -10, 8, 57.7,②②②, 4, 4,Ｎエレガンストラッド, 48,西田雄, 0.5, 56, -10,   3,13,107.4, ⑫⑨, 4, 6,Ｒオレンジシンジュ, 48,田中克, 0.2, 73,* 13,   0,16,125.8, ②②, 4,10,Ｃラブハｰト, 77,菊沢隆, 0.5, 73,   6,   9, 4,  5.7, ⑤③
 5, 1,Ｇビコｰフェザｰ, 50,中舘英, 1.0, 52,   0, -11, 5, 18.6,③③⑥, 5,13,Ｋブロｰドチャンネル, 56,ルメｰ, 0.5, 56,  -3,   0, 7, 19.4, ④④, 5,12,Ｄフロｰラルパレス, 69,幸英明, 0.3, 74,   1,  12, 2,  4.6, ⑪⑧, 5,16,Ｅヘイロｰフジ, 75,飯田祐, 0.7, 72,  -1,  12, 5, 11.7, ⑪⑩
 6,10,Ｊマイネルテアトロン, 41,梶晃啓, 1.2, 50,*  1, -16,11,212.5,⑤③③, 6, 9,Ｅグランディバロｰズ, 60,鮫島良, 0.6, 53, -12,   3, 5, 11.1, ⑫⑪, 6, 1,Ａトッケンショウブ, 76,鮫島良, 0.3, 74,   6,   7, 3,  7.4, ⑥④, 6, 2,Ｎメイプルロｰド, 66,西田雄, 0.8, 69,  -5,* 12,14, 71.6, ⑫⑩
 7, 3,Ｂゼンノアコンカグア, 62,幸英明, 1.6, 46,  -2, -16, 6, 18.7,⑨⑦⑧, 7, 6,Ａシルクプラチナム, 67,大野拓, 0.6, 52,  -7,   0, 1,  3.7, ⑦⑨, 7,11,Ｉボトムフィッシャｰ, 65,大野拓, 0.4, 69,  -7,* 15, 6, 16.2, ⑬⑫, 7,18,Ｆタイクロｰサ, 74,芹沢純, 0.8, 67,   0,   8,12, 42.9, ⑦⑦
 8, 9,Ｉコスモノｰティｰ, 44,田辺裕, 1.9, 42,  -4, -14, 9,123.0,⑫⑪⑩, 8, 5,Ｍデライトホｰラｰ, 49,飯田祐, 0.6, 53,*  2,  -5,14,135.4, ①①, 8, 4,Ｂテイエムカイブツ, 72,小牧太, 0.8, 66,  -4,   9,15,108.7, ⑬⑭, 8, 5,Ｏアイラブマキシマム, 59,鈴来直, 0.9, 66,  -3,   9,17,144.9, ⑫⑮
 9, 7,Ｍヒカリポンペイ, 21,松田大, 1.9, 42,  -6, -11,13,467.9,⑬⑫⑪, 9,12,Ｉバクシンハヤブサ, 57,田嶋翔, 0.8, 51,* -1,  -5, 6, 14.9, ②②, 9, 2,Ｎトウカイボナンザ, 61,藤岡佑, 0.8, 66, -13,* 18,13, 45.3, ⑱⑯, 9, 1,Ｉスリｰキュｰト, 72,武英智, 0.9, 69,  -9,* 15,11, 40.9, ⑰⑰
10, 4,Ｆフレンドリｰエム, 53,大野拓, 2.5, 34,  -3, -31,10,174.2,⑦⑦⑧,10,14,Ｇジパングエンジェル, 58,福永祐, 0.9, 50, -17,   3,11, 60.0, ⑭⑭,10,17,Ｅボムシェル, 68,ルメｰ, 0.8, 68,  -9,* 15, 1,  3.2, ⑯⑰,10, 7,Ａプライムアクトレス, 82,ルメｰ, 1.0, 61,   7,  -1, 3,  5.1, ③③
11, 2,Ｋセオソフィア, 37,スボリ, 3.9, 28,*  2, -59, 7, 44.7,①①⑦,11,10,Ｌシゲルユウボウカブ, 56,塚田祥, 1.1, 46,  -8,  -4, 4,  7.4, ⑩⑪,10, 5,Ｈフラワｰレインボｰ, 67,スボリ, 0.8, 67,   9,  -4,10, 28.0, ④③,11, 4,Ｌクイｰンアイリス, 67,松田大, 1.0, 64,  -3,   8,10, 33.8, ⑫⑮
12,11,Ｄオメガバリュｰ, 58,ペリエ, 4.7, 19,  -2, -62, 3,  5.2,⑧⑦⑫,12, 8,Ｊテイエムポラリス, 57,橋本美, 1.1, 47,  -8,  -4, 8, 20.6, ⑩⑪,12,14,Ｋシルクコンプリｰト, 62,嘉藤貴, 0.9, 65,   4,  -1,17,168.5, ⑨⑪,12,15,Ｋフミノサチヒメ, 67,上村洋, 1.2, 61,  -2,   5, 9, 33.0, ⑫⑩
13, 5,Ｈテイエムアイガテ, 50,塚田祥, 4.8, 11,  -7, -54,12,260.4,⑪⑫⑬,13, 3,Ｂエイユｰミュｰズ, 67,上野翔, 1.5, 39,* -3, -13, 3,  4.3, ②④,13,15,Ｏシゲルダイノウカイ, 55,赤木高, 1.0, 65,  -9,  12,14,103.7, ⑯⑱,13,17,Ｈセトモモチャン, 72,福永祐, 1.2, 58,   2,   0, 8, 27.2, ⑦⑦
,,,,,,,,,,,,14, 1,Ｃマッキｰタイガｰ, 66,野元昭, 1.8, 37,  -7, -13,12, 64.3, ⑦⑦,14,10,Ｊブリスクウェザｰ, 63,上野翔, 1.1, 60,   6,  -8,18,229.9, ⑥⑧,14, 3,Ｄオプティマルマザｰ, 75,塚田祥, 1.2, 66, -13,* 16, 2,  4.7, ⑱⑰
,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｌフラワｰパス, 61,芹沢純, 1.3, 60,   8,  -9,11, 36.8, ⑥⑧,15,14,Ｑクリノスペシャル, 50,小牧太, 1.3, 59,  -4,   5,13, 59.6, ⑫⑩
,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｇバンダムハリアｰ, 67,梶晃啓, 1.4, 57,   9, -13, 8, 21.0, ④④,16,11,Ｐロｰズギャラリｰ, 57,田中博, 1.3, 56,   2,  -1,18,210.3, ⑦⑨
,,,,,,,,,,,,,,,,,,,,,,,,17, 9,Ｑウエスタンランラン, 51,西田雄, 1.9, 51,   2, -12,12, 39.2, ⑪⑭,17, 8,Ｒイエスオアノｰ, 21,大野拓, 1.7, 51,   1,  -5,15, 73.7, ⑦⑩
