07年 1月14日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年 1月14日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■ 4R  芝2930m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.2,,,,,■10R  ダ1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,雅ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａワｰルドハンタｰ, 61,四位洋,, 71,*  1,*  6, 1,  1.9, ③②, 1, 5, オトコノユウジョウ,,浜野谷,,,,, 2,  3.5,①①①, 1,14,Ｈナリタバクシン, 58,鮫島良,, 73,* 13,  -8, 3,  5.0, ①①, 1, 3,Ｂスナｰクファルコン, 83,秋山真,, 82,  -3,* 20, 7, 15.8,⑤⑤④
 2, 4,Ｅエｰシンエフダンズ, 46,岩田康, 0.1, 71,*  3,*  3, 3,  4.8, ①①, 2, 8, スズカウエスト,,北沢伸, 0.0,,,, 1,  3.0,④②③, 2, 2,Ｆテンザンモビｰル, 60,川田将, 0.4, 65,   5,* -2, 9, 21.6, ⑩⑥, 2, 9,Ａキクノアロｰ, 87,安藤勝, 0.2, 78,* -1,  17, 1,  3.5,②②②
 3,12,Ｂジツリキドンドン, 59,秋山真, 0.9, 62,*  1,  -3, 4, 10.2, ③③, 3,10, タマモゴｰアップ,,南井大, 0.1,,,,13,120.9,④⑤④, 3,15,Ｇホッコｰランチャｰ, 59,渡辺薫, 0.5, 63,   6,  -4, 8, 19.7, ⑧⑦, 3, 5,Ｉタイキヴァンベｰル, 78,四位洋, 0.4, 76,* -1,  17, 5,  8.8,⑩③②
 4,11,Ｆブラックマジック, 44,飯田祐, 1.3, 54,  -6,  -1, 6, 25.5, ⑨⑦, 4,13, ダイタクアルビン,,西谷誠, 0.1,,,, 3,  4.7,⑥②②, 4,11,Ｅハギノフェリックス, 62,藤岡佑, 0.6, 61,   2,*  0,10, 33.0, ⑫⑪, 4,14,Ｋサヨウナラ, 76,北村友, 0.5, 70,* -3,  14,16,136.0,③③④
 5, 1,Ｃウォｰタｰポピンズ, 53,福永祐, 1.3, 55,  -3,  -4, 5, 17.3, ⑦⑦, 5, 1, ソニックオｰ,,沢昭典, 2.8,,,,14,129.8,②④⑤, 5,12,Ｂビッグポパイ, 65,岩田康, 0.7, 63,   8,  -8, 1,  3.3, ⑥④, 5, 6,Ｆマルブツリｰド, 80,長谷川, 0.5, 78,  -4,* 20, 4,  8.2,⑬⑩⑩
 6, 3,Ｄマルタｰズストｰム, 49,上村洋, 1.4, 56,  -1,  -7, 2,  3.8, ③⑤, 6, 6, トップアｰチ,,植野貴, 2.9,,,, 8, 35.0,⑦⑦⑥, 6, 1,Ａグリュｰエント, 69,和田竜, 0.7, 64,   9, -10, 2,  4.7, ④④, 6, 2,Ｄトラストジュゲム, 82,池添謙, 0.6, 77,  -3,* 19, 2,  4.3,⑥⑩⑧
 7, 2,Ｈサクラサンビｰム, 40,幸英明, 2.2, 47,  -2, -14, 7, 69.0, ⑥⑤, 7, 3, ユウゼニス,,仲田雅, 3.1,,,, 5, 17.5,⑩⑨⑨, 7, 4,Ｃメイショウダンディ, 64,田中克, 1.0, 54,   0,* -4, 5, 12.8, ⑭⑪, 7, 8,Ｎイブロン, 75,岩田康, 0.6, 74,  -2,  16, 3,  5.4,③⑤④
 8,14,Ｊチェリｰピット, 35,高橋亮, 2.3, 42, -18,*  1,13,391.3, ⑭⑫, 8,12, ダイタクソニック,,田中剛, 3.3,,,, 6, 19.2,⑧⑧⑦, 8, 5,Ｄニホンピロファイブ, 62,熊沢重, 1.3, 55,   5, -10, 7, 15.6, ⑩⑨, 8, 7,Ｐサワノブレイブ, 71,福永祐, 0.8, 74,  -3,  17, 9, 26.7,⑧⑩⑧
