07年12月 2日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,07年12月 2日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,,■ 4R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,,■ 7R  芝2500m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.1,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-0.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,尾頭橋特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｄトｰホウグリｰン, 44,津村明,, 77,* 13,* -1, 1,  2.3, ①①, 1, 7,Ｂスリｰラスカル, 51,渡辺薫,, 58,  -9,*  7, 2,  5.2,⑦④⑤, 1,14,Ａサンライズトラスト, 71,デムｰ,, 69,*  2,   6, 2,  2.9,②③②, 1, 8,Ｂオペラブラｰボ, 75,田辺裕,, 83,   2,* 21, 3,  6.7,④③③
 2,11,Ｊトｰホウドルチェ, 34,川島信, 0.2, 66,   5,*  2, 4,  5.7, ③③, 2, 1,Ｄシゲルエスペレ, 44,中村将, 0.2, 46,* -6,  -4, 6, 16.3,①②①, 2,11,Ｄグレｰトキャンドル, 65,野元昭, 0.0, 71,*  2,*  9, 7, 23.6,⑦⑤⑤, 2,12,Ｄセラフィックロンプ, 70,中舘英, 0.8, 63,*  5,   3, 4, 10.5,②②②
 3, 5,Ｃレディオｰロラ, 45,田中克, 0.9, 54,   2,  -5, 5, 13.9, ③③, 3,11,Ａシャイニングデイ, 57,小牧太, 0.3, 48,* -8,   0, 1,  1.6,⑤③③, 3, 7,Ｇテイエムフウウンジ, 61,津村明, 0.2, 67,*  5,  -1, 3,  5.9,①①①, 3, 1,Ｆドリｰムサンデｰ, 69,赤木高, 0.9, 62,*  6,   0, 2,  2.8,①①①
 4,10,Ｉミキノセレナｰデ, 38,幸英明, 0.9, 58,   5,  -5,10, 55.4, ③③, 4, 8,Ｊチェリｰムサシ, 33,高橋亮, 0.4, 44,* -5,  -8, 8, 81.9,⑦①②, 4,12,Ｂエｰシンティｰエム, 69,ルメｰ, 0.3, 65,*  2,   1, 1,  2.4,④③④, 4,10,Ａステップシチｰ, 77,デムｰ, 0.9, 78,  -6,* 23, 1,  2.6,⑫⑭⑭
 5, 9,Ａカシノレッド, 51,中舘英, 1.1, 61,*  9, -10, 3,  5.4, ②②, 5, 5,Ｃウォｰタｰセレネ, 47,長谷川, 0.4, 48,  -9,   1, 5, 10.5,③④③, 5, 6,Ｈポンデアスｰカル, 60,長谷川, 0.5, 64,*  4,  -4, 8, 32.4,③②②, 5,13,Ｏロｰドキャニオン, 54,嘉藤貴, 1.0, 70,  -3,  17,10,100.8,⑨⑪⑩
 6, 2,Ｌメイショウレｰナ, 24,芹沢純, 1.6, 46,  -9,  -3,14,232.9, ⑩⑩, 6,10,Ｆマイネルインゼル, 41,浜中俊, 0.5, 42, -11,  -2, 3, 10.3,③④⑤, 6, 4,Ｍエプソムブラスト, 51,渡辺薫, 0.6, 64,  -1,*  7,13,150.2,⑦⑨⑨, 6,16,Ｈグランドカラｰ, 66,西田雄, 1.1, 65,  -2,  12, 7, 19.8,⑨⑨⑧
 7, 7,Ｅホッコｰマイクイン, 44,中村将, 1.7, 43,  -5,  -8, 9, 40.6, ⑧⑥, 7, 2,Ｉリュウグレイド, 34,二本柳, 0.5, 58, -15,* 10,10,126.5,⑪⑪⑩, 7, 2,Ｋケイジｰウォリア, 56,赤木高, 0.7, 65,  -1,* 11,10, 88.3,⑪⑬⑬, 7, 6,Ｅマイネルヴルメリオ, 70,幸英明, 1.4, 59,  -1,   6, 5, 13.7,⑪⑦⑥
 8,12,Ｂマチカネハヤテ, 51,渡辺薫, 2.0, 43,   2, -14, 2,  5.1, ⑥⑥, 8, 3,Ｈレオシグナル, 36,大野拓, 0.6, 50, -14,*  5, 7, 46.0,⑨⑨⑧, 8, 5,Ｆメイショウカレン, 63,上野翔, 0.9, 61,   1,  -1, 4, 13.6,⑦⑦⑧, 8, 4,Ｌテントゥワン, 60,二本柳, 1.7, 56,  -3,   6,11,130.1,⑫⑪⑫
 9, 8,Ｇアイルイシスタｰ, 40,松田大, 2.1, 40,  -8,  -9, 8, 36.5, ⑨⑧, 9, 9,Ｅテｰオｰショウキ, 44,田中克, 1.1, 35, -14,  -5,11,136.6,⑨⑨⑧, 9,10,Ｊスリｰセレブル, 56,小牧太, 0.9, 62,   0,   2,11,101.0,⑪⑨⑨, 9, 3,Ｋシｰロｰレル, 61,大下智, 1.7, 58,  -5,   9, 9, 56.0,⑭⑬⑫
10, 1,Ｋワンダｰルシデス, 26,野元昭, 2.2, 43, -14,  -6,13,110.1, ⑬⑫,10, 6,Ｋタイハクザン, 27,中舘英, 1.2, 37, -12,  -7, 4, 10.4,⑤⑧⑦,10, 1,Ｌプラネタリウム, 52,黛弘人, 0.9, 57,  -2,  -1, 9, 62.0,⑩⑨⑨,10, 7,Ｊハイフェイム, 62,津村明, 1.8, 54,   1,  -5, 8, 47.0,④③④
11, 6,Ｈトｰホウベルサイユ, 39,デムｰ, 2.6, 38, -13, -11, 6, 20.5, ⑪⑫,11,12,Ｇロックスｰパｰノバ, 40,高山太, 1.4, 36, -15,  -3, 9,104.6,⑪⑪⑩,11, 3,Ｃスズカスウィング, 68,芹沢純, 0.9, 61,   1,  -1, 6, 17.3,⑤⑦⑥,11,11,Ｇカゼノユクエ, 67,安藤光, 1.9, 53,   0,  -3, 6, 15.2,④⑥④
12, 4,Ｍエｰシンモアパワｰ, 21,浜中俊, 2.6, 35, -12, -13,11, 87.5, ⑪⑪,12, 4,Ｌカシノブリリアント,-58,赤木高, 5.4, 5.4---, -10, -74,12,209.0,②⑦⑫,12, 9,Ｉリバｰアンダルシア, 56,郷原洋, 1.0, 60,  -1,   3,12,149.4,⑪⑫⑫,12, 5,Ｍマイネルオｰクベイ, 58,大野拓, 1.9, 52,  -1,  -2,13,158.7,⑦⑦⑧
13,14,Ｆフミノクイｰン, 44,小牧太, 2.7, 33,  -2, -19, 7, 25.1, ⑦⑧,,,,,,,,,,,,,13, 8,Ｅスタｰマップ, 64,吉田豊, 1.0, 58,*  1,  -7, 5, 17.3,⑤⑤⑥,13, 9,Ｐシュウザンゴｰルド, 54,長谷川, 2.3, 50,  -2,  -7,12,153.4,⑦⑨⑩
14,13,Ｎニネッタ, 12,長谷川, 3.7, 11, -17, -19,12,107.4, ⑭⑭,,,,,,,,,,,,,14,13,Ｎヤマノミライ, 48,中舘英, 4.7, 33,  -6, -39,14,187.4,⑭⑭⑭,14,14,Ｎメイショウハヤボシ, 56,小牧太, 2.6, 51,   0, -16,14,265.0,③⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+20 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-5),,,,,,,,,,,
単勝:230円 複勝:03=130円 11=170円 05=220円 枠連:310円,,,,,,,,,,,,"単勝:520円 複勝:07=140円 01=220円 11=110円 枠連:3,500円",,,,,,,,,,,,単勝:290円 複勝:14=160円 11=410円 07=180円 枠連:300円,,,,,,,,,,,,"単勝:670円 複勝:08=200円 12=290円 01=140円 枠連:1,830円",,,,,,,,,,,
馬連:760円 ワイド:03-11=370円 03-05=490円 05-11=950円,,,,,,,,,,,,"馬連:3,190円 ワイド:01-07=670円 07-11=170円 01-11=320円",,,,,,,,,,,,"馬連:3,230円 ワイド:11-14=950円 07-14=360円 07-11=1,230円",,,,,,,,,,,,"馬連:3,430円 ワイド:08-12=1,060円 01-08=350円 01-12=610円",,,,,,,,,,,
